LineNo,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
308,59711083,1,1.92,-1.17,16.97,-0.003518733,-0.003633768,-0.007890851000000001,-0.1347507,1.736574,0.008061273000000001,0.3765877,-0.05,0.02,-0.18,90.3
420,59737913,1,1.92,-1.17,16.98,-0.004172883,-0.004219836,-0.00985637,-0.1243188,1.736574,0.008061273000000001,0.3714246,-0.05,0.02,-0.18,90.3
1223,60013991,1,1.91,-1.18,17.02,-0.001789612,-0.003275181,-0.5935872,-0.5822759,1.703178,0.01612255,0.3210073,-0.04,0.02,-0.16,90.3
1310,60042977,1,1.91,-1.18,17.02,-0.002842598,-0.003371855,-0.5928214000000001,-0.5811121,1.703178,0.01612255,0.3011761,-0.04,0.02,-0.16,90.3
1588,60100335,1,1.91,-1.18,17.03,-0.003046481,-0.0008395888,-0.5968369,-0.6316152,1.658651,0.03224509,0.2614113,-0.04,0.02,-0.16,90.3
1628,60110962,1,1.91,-1.18,17.03,-0.003835942,-0.0009893344000000001,-0.5967587,-0.6406595,1.658651,0.03224509,0.2537901,-0.04,0.02,-0.16,90.3
1670,60121267,1,1.91,-1.18,17.03,-0.004140869,-0.000909696,-0.5973451,-0.6520648,1.658651,0.03224509,0.2471761,-0.04,0.02,-0.16,90.3
1710,60131883,1,1.91,-1.18,17.03,-0.004942703,-0.0005281481,-0.5969368,-0.6604823,1.658651,0.03224509,0.2396016,-0.04,0.02,-0.16,90.3
1751,60141984,1,1.9,-1.17,17.03,-0.005143409,-0.000786373,-0.5961171,-0.6685537,1.658651,0.03224509,0.2316124,-0.04,0.02,-0.16,90.3
1788,60152348,1,1.9,-1.17,17.03,-0.004786948,-0.0005547591,-0.5962326,-0.6769382,1.658651,0.03224509,0.2236446,-0.04,0.02,-0.16,90.3
1829,60162386,1,1.9,-1.17,17.03,-0.00623208,-7.362412999999999e-05,-0.5967284,-0.6856118,1.658651,0.03224509,0.2157919,-0.04,0.02,-0.16,90.3
1870,60172935,1,1.9,-1.17,17.03,-0.00655724,0.0004750703,-0.598527,-0.6979074,1.658651,0.03224509,0.2098366,-0.04,0.02,-0.16,90.3
1910,60183074,1,1.91,-1.17,17.03,-0.007406622,-0.0001482315,-0.5997977,-0.7088159000000001,1.658651,0.03224509,0.2014119,-0.04,0.02,-0.16,90.3
1951,60193589,1,1.91,-1.17,17.03,-0.006780806,-0.0002715708,-0.6024368,-0.7199875,1.658651,0.03224509,0.1937376,-0.04,0.02,-0.16,90.3
1996,60203521,1,1.91,-1.17,17.03,-0.006622751,-0.0009033465,-0.6042199,-0.7288397,1.658651,0.03224509,0.1861319,-0.04,0.02,-0.16,90.3
2038,60213525,1,1.91,-1.17,17.03,-0.007156482,-0.001186092,-0.6034318,-0.731442,1.658651,0.03224509,0.1786148,-0.04,0.02,-0.16,90.3
