LineNo,TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,AEKF
294,59712470,0,1.66,0,-1.14,16.37,16.35,0,0.01,3
406,59739382,0,1.66,0,-1.14,16.38,16.35,0,0.01,3
1209,60015362,0,1.66,0,-1.15,16.4,16.38,0,0.01,3
1296,60044300,0,1.66,0,-1.15,16.4,16.38,0,0.01,3
1552,60091297,0,1.66,0,-1.15,16.41,16.39,0,0.01,3
1574,60102028,0,1.66,0,-1.15,16.41,16.39,0,0.01,3
1614,60112366,0,1.66,0,-1.15,16.41,16.39,0,0.01,3
1656,60122845,0,1.66,0,-1.15,16.41,16.39,0,0.01,3
1696,60132846,0,1.66,0,-1.15,16.41,16.39,0,0.01,3
1737,60143323,0,1.66,0,-1.15,16.41,16.39,0,0.01,3
1774,60153360,0,1.66,0,-1.15,16.41,16.39,0,0.01,3
1815,60163856,0,1.66,0,-1.15,16.41,16.39,0,0.01,3
1856,60174241,0,1.66,0,-1.15,16.41,16.39,0,0.01,3
1896,60184723,0,1.66,0,-1.15,16.41,16.39,0,0.01,3
1937,60194873,0,1.66,0,-1.15,16.41,16.39,0,0.01,3
1982,60205012,0,1.66,0,-1.15,16.41,16.39,0,0.01,3
2024,60215235,0,1.66,0,-1.15,16.41,16.39,0,0.01,3
2066,60225451,0,1.66,0,-1.15,16.41,16.39,0,0.01,3
2107,60236048,0,1.66,0,-1.15,16.41,16.39,0,0.01,3
2148,60245869,0,1.66,0,-1.15,16.41,16.39,0,0.01,3
2188,60257062,0,1.66,0,-1.15,16.41,16.39,0,0.01,3
2230,60266943,0,1.66,0,-1.15,16.41,16.39,0,0.01,3
2271,60277485,0,1.66,0,-1.14,16.41,16.39,0,0.01,3
2311,60287895,0,1.66,0,-1.14,16.41,16.39,0,0.01,3
2354,60297952,0,1.66,0,-1.14,16.41,16.39,0,0.01,3
2398,60308261,0,1.66,0,-1.14,16.41,16.39,0,0.01,3
2440,60318682,0,1.66,0,-1.15,16.41,16.39,0,0,3
2484,60328844,0,1.66,0,-1.15,16.41,16.39,0,0,3
2524,60339272,0,1.66,0,-1.15,16.41,16.39,0,0,3
2564,60349693,0,1.66,0,-1.15,16.41,16.39,0,0,3
2604,60359910,0,1.66,0,-1.15,16.41,16.39,0,0,3
2645,60369927,0,1.66,0,-1.15,16.41,16.39,0,0,3
2686,60380274,0,1.66,0,-1.15,16.41,16.39,0,0,3
2727,60390788,0,1.66,0,-1.15,16.41,16.39,0,0,3
2768,60400843,0,1.66,0,-1.15,16.41,16.39,0,0,3
2812,60411117,0,1.66,0,-1.15,16.41,16.39,0,0,3
2854,60421655,0,1.66,0,-1.15,16.41,16.39,0,0,3
2895,60431568,0,1.66,0,-1.15,16.41,16.39,0,0,3
2936,60442113,0,1.66,0,-1.15,16.41,16.39,0,0,3
2978,60454941,0,1.67,0,-1.15,16.41,16.39,0,0,3
3019,60465683,0,1.67,0,-1.15,16.41,16.39,0,0,3
3060,60475720,0,1.67,0,-1.15,16.41,16.39,0,0,3
3101,60485869,0,1.67,0,-1.15,16.41,16.39,0,0,3
3142,60495692,0,1.67,0,-1.15,16.41,16.39,0,0,3
3182,60505797,0,1.67,0,-1.14,16.41,16.39,0,0,3
3227,60516038,0,1.67,0,-1.14,16.41,16.39,0,0,3
3268,60526474,0,1.67,0,-1.14,16.41,16.39,0,0,3
3309,60536315,0,1.66,0,-1.14,16.41,16.39,0,0,3
3350,60546592,0,1.66,0,-1.15,16.42,16.4,0,0,3
3393,60556488,0,1.66,0,-1.15,16.42,16.4,0,0,3
3431,60566898,0,1.66,0,-1.15,16.42,16.4,0,0,3
3472,60577125,0,1.66,0,-1.15,16.42,16.4,0,0,3
3513,60587379,0,1.66,0,-1.15,16.42,16.4,0,0,3
3553,60597872,0,1.66,0,-1.15,16.42,16.4,0,0,3
3594,60608064,0,1.67,0,-1.15,16.42,16.4,0,0,3
3638,60618798,0,1.67,0,-1.15,16.42,16.4,0,0.01,3
3680,60629063,0,1.67,0,-1.15,16.42,16.4,0,0.01,3
3721,60638922,0,1.67,0,-1.15,16.42,16.4,0,0.01,3
3763,60649353,0,1.67,0,-1.15,16.42,16.39,0,0.01,3
3800,60660233,0,1.67,0,-1.15,16.42,16.4,0,0.01,3
3841,60670921,0,1.66,0,-1.15,16.41,16.39,0,0.01,3
3881,60681133,0,1.66,0,-1.15,16.41,16.39,0,0.01,3
3921,60691459,0,1.66,0,-1.15,16.41,16.39,0,0.01,3
3963,60701448,0,1.66,0,-1.15,16.41,16.39,0,0.01,3
4004,60711333,0,1.66,0,-1.15,16.41,16.39,0,0.01,3
4050,60721807,0,1.66,0,-1.15,16.41,16.39,0,0,3
4092,60732225,0,1.66,0,-1.15,16.41,16.39,0,0,3
4134,60741990,0,1.66,0,-1.14,16.41,16.39,0,0,3
