LineNo,TimeUS,I,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz
185,5.9683e+07,1,-0.0036361,-0.0012704,-0.00038325,-0.24935,-0.12387,-9.7052,0,0,45.359,1,1,754,999
292,5.9712e+07,1,-0.00014721,-0.001561,-0.007755,-0.38034,-0.17725,-9.7828,0,0,45.36,1,1,754,999
323,5.9715e+07,1,-8.4132e-05,-0.00023915,-0.0082817,-0.38739,-0.18647,-9.7906,0,0,45.36,1,1,754,999
404,5.9739e+07,1,-0.0030486,-0.003576,0.0046069,-0.33312,-0.10819,-9.8263,0,0,45.361,1,1,754,999
435,5.9742e+07,1,-0.0038433,-0.0014762,0.0013474,-0.32045,-0.08412,-9.8131,0,0,45.361,1,1,754,999
515,5.9758e+07,1,0.0008915,0.0013382,-0.0039077,-0.33526,-0.050555,-9.7345,0,0,45.361,1,1,754,999
631,5.9779e+07,1,-0.0050058,0.0055052,0.0039952,-0.32795,-0.085073,-9.6657,0,0,45.362,1,1,754,999
746,5.98e+07,1,0.0033657,0.0029983,0.0030319,-0.22417,-0.1107,-9.7474,0,0,45.362,1,1,754,999
861,5.9826e+07,1,-0.00033001,-0.0019625,0.0057211,-0.34315,-0.089264,-9.7883,0,0,45.363,1,1,754,999
979,5.9853e+07,1,0.0024229,0.0018349,0.0013082,-0.24909,-0.066405,-9.7732,0,0,45.363,1,1,754,999
1092,5.9911e+07,1,-0.0049,0.0042349,-0.0032836,-0.37922,-0.12269,-9.761,0,0,45.365,1,1,754,999
1207,6.0015e+07,1,-0.0031067,0.0020037,-0.00032101,-0.35066,-0.058,-9.7895,0,0,45.368,1,1,754,999
1238,6.0017e+07,1,-0.0046415,0.0019161,0.00026099,-0.37206,-0.03736,-9.8057,0,0,45.368,1,1,754,999
1294,6.0044e+07,1,0.00011351,0.0027564,0.0045819,-0.34295,-0.10937,-9.6914,0,0,45.368,1,1,754,999
1327,6.0047e+07,1,-0.0020984,0.00071025,0.00082585,-0.35519,-0.093225,-9.7239,0,0,45.368,1,1,754,999
1388,6.0064e+07,1,-0.0029472,0.0023663,-0.0049085,-0.29713,-0.062029,-9.7816,0,0,45.369,1,1,754,999
1481,6.0085e+07,1,-0.0011912,0.0025784,0.0045238,-0.26273,-0.044146,-9.7535,0,0,45.369,1,1,754,999
1547,6.0089e+07,1,-0.0010642,0.001485,0.0074655,-0.28686,-0.036486,-9.7816,0,0,45.369,1,1,754,999
1550,6.0091e+07,1,0.00041519,0.0010871,0.0064873,-0.29724,-0.039312,-9.8025,0,0,45.369,1,1,754,999
1564,6.0099e+07,1,-0.00026395,0.0024275,5.6097e-06,-0.32963,-0.020375,-9.8374,0,0,45.369,1,1,754,999
1572,6.0102e+07,1,-0.0013291,0.00069371,0.0021052,-0.34684,-0.012931,-9.857,0,0,45.369,1,1,754,999
1603,6.0104e+07,1,-0.0025535,1.6741e-05,0.0033066,-0.36514,-0.0024514,-9.8629,0,0,45.369,1,1,754,999
1606,6.0107e+07,1,-0.0037645,-0.0001613,0.0038516,-0.37069,0.00051838,-9.8512,0,0,45.369,1,1,754,999
1609,6.011e+07,1,-0.0052138,0.0010231,-0.0012213,-0.38443,-0.017245,-9.8215,0,0,45.369,1,1,754,999
1612,6.0112e+07,1,-0.0058503,0.0020637,-0.0046896,-0.39551,-0.031177,-9.8071,0,0,45.369,1,1,754,999
1643,6.0114e+07,1,-0.0076191,0.00324,-0.0069226,-0.39478,-0.046092,-9.7914,0,0,45.369,1,1,754,999
1647,6.0117e+07,1,-0.0061822,0.0022388,-0.0034314,-0.38304,-0.065235,-9.7786,0,0,45.369,1,1,754,999
1651,6.012e+07,1,-0.0047458,0.0012737,-0.0014888,-0.37816,-0.078685,-9.7691,0,0,45.369,1,1,754,999
1654,6.0123e+07,1,-0.00097262,0.00030202,0.0027492,-0.37889,-0.083583,-9.7578,0,0,45.369,1,1,754,999
1685,6.0125e+07,1,-0.00022278,-0.0011857,0.00095822,-0.37339,-0.080426,-9.7774,0,0,45.369,1,1,754,999
1688,6.0128e+07,1,0.00029685,-0.001771,-0.00078902,-0.36779,-0.078686,-9.7758,0,0,45.369,1,1,754,999
1691,6.013e+07,1,-0.001364,0.00065112,0.00020914,-0.35733,-0.071316,-9.7548,0,0,45.369,1,1,754,999
1694,6.0132e+07,1,-0.0023849,0.0022187,0.00046095,-0.35765,-0.065118,-9.7393,0,0,45.369,1,1,754,999
1725,6.0136e+07,1,-0.0035781,0.0091859,-0.0012676,-0.3719,-0.045353,-9.7446,0,0,45.369,1,1,754,999
1729,6.0138e+07,1,-0.0034116,0.0099993,-0.0020661,-0.37998,-0.035316,-9.7449,0,0,45.369,1,1,754,999
1732,6.0141e+07,1,-0.0030061,0.0081747,-0.0034852,-0.3715,-0.03846,-9.7421,0,0,45.369,1,1,754,999
1735,6.0143e+07,1,-0.0013158,0.001057,-0.0030444,-0.35859,-0.047865,-9.7227,0,0,45.369,1,1,754,999
1766,6.0146e+07,1,-0.001292,-0.00092603,-0.0024313,-0.35362,-0.059865,-9.6958,0,0,45.369,1,1,754,999
1769,6.0149e+07,1,-0.0016502,-0.002222,-0.0041963,-0.3511,-0.072904,-9.6648,0,0,45.369,1,1,754,999
1772,6.0153e+07,1,-4.5555e-05,0.00038318,-0.0072578,-0.32288,-0.092537,-9.6799,0,0,45.369,1,1,754,999
1803,6.0156e+07,1,-0.00041755,0.0022656,-0.0073401,-0.3104,-0.084876,-9.6861,0,0,45.369,1,1,754,999
1807,6.0158e+07,1,-3.2326e-05,0.0022983,-0.0054004,-0.30452,-0.054825,-9.69,0,0,45.369,1,1,754,999
1810,6.0161e+07,1,0.0007001,0.00091151,-0.0038357,-0.30309,-0.035591,-9.6994,0,0,45.369,1,1,754,999
1813,6.0164e+07,1,6.1575e-05,-0.0029375,-0.0010236,-0.31659,-0.023941,-9.7291,0,0,45.369,1,1,754,999
1844,6.0166e+07,1,-0.0012533,-0.0027544,0.00094017,-0.34654,-0.022663,-9.7468,0,0,45.369,1,1,754,999
1848,6.0169e+07,1,-0.001983,-0.00098436,0.0041499,-0.35661,-0.029464,-9.7673,0,0,45.369,1,1,754,999
1851,6.0171e+07,1,-0.0015993,0.0015926,0.0037196,-0.35839,-0.043862,-9.8152,0,0,45.369,1,1,754,999
1854,6.0174e+07,1,-0.00098648,0.0030524,0.0022494,-0.35987,-0.045427,-9.8411,0,0,45.369,1,1,754,999
1885,6.0177e+07,1,0.001441,0.0058123,-0.002388,-0.36667,-0.039282,-9.8705,0,0,45.369,1,1,754,999
1888,6.0179e+07,1,0.0023892,0.0037397,-0.0044207,-0.3725,-0.043853,-9.8979,0,0,45.369,1,1,754,999
1891,6.0182e+07,1,0.0027727,0.0015946,-0.0045014,-0.37714,-0.056896,-9.9056,0,0,45.37,1,1,754,999
1894,6.0184e+07,1,0.0045919,-0.0030824,-0.0014154,-0.39062,-0.074711,-9.8841,0,0,45.37,1,1,754,999
1925,6.0187e+07,1,0.0043968,-0.0021343,-0.0023421,-0.40362,-0.079181,-9.8619,0,0,45.37,1,1,754,999
1929,6.019e+07,1,0.003573,-0.0012579,-0.0020246,-0.40528,-0.079597,-9.8661,0,0,45.37,1,1,754,999
1932,6.0192e+07,1,-0.0014352,0.00041763,0.0017979,-0.39451,-0.083198,-9.888,0,0,45.37,1,1,754,999
1935,6.0195e+07,1,-0.0031137,0.00092723,0.0017863,-0.36354,-0.0881,-9.9073,0,0,45.37,1,1,754,999
1966,6.0197e+07,1,-0.0041203,0.0018868,0.0017741,-0.34668,-0.098454,-9.9126,0,0,45.37,1,1,754,999
1970,6.02e+07,1,-0.003502,0.0023176,0.0014109,-0.34298,-0.10227,-9.9188,0,0,45.37,1,1,754,999
1973,6.0202e+07,1,-0.0029355,0.0023128,0.0005559,-0.34292,-0.11317,-9.9274,0,0,45.37,1,1,754,999
1980,6.0205e+07,1,-0.00024186,0.0018416,-0.0035385,-0.33432,-0.13316,-9.9261,0,0,45.37,1,1,754,999
2011,6.0207e+07,1,-0.0014,0.0019458,-0.005765,-0.31832,-0.14678,-9.8948,0,0,45.37,1,1,754,999
2015,6.021e+07,1,-0.0013971,0.0016306,-0.0056474,-0.30846,-0.15568,-9.8608,0,0,45.37,1,1,754,999
2018,6.0212e+07,1,-5.733e-05,-0.00022102,-0.004476,-0.29659,-0.15856,-9.8243,0,0,45.37,1,1,754,999
2022,6.0215e+07,1,0.0010745,-2.9671e-05,-0.0043693,-0.29931,-0.14871,-9.7956,0,0,45.37,1,1,754,999
2055,6.0218e+07,1,0.00248,0.0021415,-0.0038998,-0.31959,-0.11589,-9.7657,0,0,45.37,1,1,754,999
2058,6.022e+07,1,0.0005016,0.0033519,-0.0060576,-0.33553,-0.097644,-9.7773,0,0,45.37,1,1,754,999
2061,6.0223e+07,1,0.00012844,0.0035148,-0.007534,-0.35197,-0.090702,-9.8049,0,0,45.37,1,1,754,999
2064,6.0225e+07,1,-0.00061867,0.0019392,-0.009681,-0.35815,-0.094585,-9.8288,0,0,45.37,1,1,754,999
2095,6.0227e+07,1,-0.0014734,0.0016034,-0.0098482,-0.36083,-0.099374,-9.8616,0,0,45.37,1,1,754,999
2099,6.023e+07,1,-0.0013745,0.0018764,-0.0079585,-0.35834,-0.093793,-9.884,0,0,45.37,1,1,754,999
2102,6.0233e+07,1,-0.0015694,0.0025444,-0.0052041,-0.35771,-0.073302,-9.9172,0,0,45.37,1,1,754,999
2105,6.0236e+07,1,-0.0023358,0.0040316,-0.0045596,-0.35762,-0.055759,-9.9133,0,0,45.37,1,1,754,999
2136,6.0239e+07,1,-0.00055211,0.0038223,-0.0037268,-0.34425,-0.031261,-9.8349,0,0,45.37,1,1,754,999
2140,6.0241e+07,1,-0.0022769,0.0029114,-0.0041645,-0.33741,-0.018877,-9.8041,0,0,45.37,1,1,754,999
2143,6.0243e+07,1,-0.0055969,0.0027421,-0.0048541,-0.32122,-0.010163,-9.7798,0,0,45.37,1,1,754,999
2146,6.0246e+07,1,-0.0047718,0.0027678,-0.0073605,-0.30422,-0.0052266,-9.7671,0,0,45.37,1,1,754,999
2177,6.025e+07,1,-0.0025945,0.0033749,-0.0072105,-0.28417,0.015485,-9.7448,0,0,45.37,1,1,754,999
2180,6.0253e+07,1,-0.0014423,0.0039095,-0.0049516,-0.27826,0.019409,-9.7218,0,0,45.37,1,1,754,999
2183,6.0254e+07,1,-0.00043729,0.0039729,-0.0022609,-0.28107,0.010459,-9.7082,0,0,45.37,1,1,754,999
2186,6.0257e+07,1,-0.00040923,0.0025202,-0.00059869,-0.28432,0.0056638,-9.69,0,0,45.37,1,1,754,999
2217,6.026e+07,1,0.00038069,-0.00090449,0.0019298,-0.29225,-0.0050152,-9.6644,0,0,45.37,1,1,754,999
2220,6.0261e+07,1,0.0018178,-0.0018157,0.00038993,-0.29115,-0.020863,-9.6653,0,0,45.37,1,1,754,999
