LineNo,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
660,69154003,1,-0.42,0.36,3.28,0.05102843,0.002204046,0.03044238,0.04424222,-0.04630864,-0.4145965,1.495596,-0.02,0.16,0,91.29000000000001
1000,69228121,1,-0.41,0.37,3.29,0.04898966,0.002801267,0.02839244,0.04012038,-0.04487002,-0.4154709,1.49875,-0.02,0.16,0,91.29000000000001
1400,69442746,1,-0.39,0.39,3.32,0.04551948,0.002500274,-0.4307655,-0.3721457,-0.04079552,-0.4164564,1.452404,-0.02,0.15,0,91.29000000000001
1548,69464911,1,-0.39,0.39,3.32,0.04467718,0.001844481,-0.4295127,-0.3796473,-0.04051099,-0.416604,1.442901,-0.02,0.15,0,91.29000000000001
1587,69478297,1,-0.39,0.38,3.33,0.04519152,0.0001052745,-0.4280615,-0.3832159,-0.0402813,-0.4166867,1.437508,-0.02,0.15,0,91.29000000000001
1632,69488531,1,-0.39,0.38,3.33,0.0448571,-0.0001374352,-0.4284163,-0.3870657,-0.04018643,-0.4167734,1.433517,-0.02,0.15,0,91.29000000000001
1677,69498900,1,-0.39,0.38,3.33,0.04498534,0.0004749291,-0.428143,-0.3900408,-0.03974338,-0.416773,1.429306,-0.02,0.15,0,91.29000000000001
1724,69509527,1,-0.39,0.38,3.33,0.0445725,-0.0004217271,-0.4281739,-0.393532,-0.03959789,-0.4168546,1.424877,-0.02,0.15,0,91.29000000000001
1762,69520860,1,-0.39,0.38,3.33,0.04448921,6.716524e-05,-0.4255521,-0.3891445,-0.03918531,-0.4167893,1.42302,-0.02,0.15,0,91.29000000000001
1806,69530803,1,-0.39,0.39,3.32,0.04442278,-7.691890999999999e-05,-0.4251561,-0.37739,-0.03882406,-0.4167208,1.421488,-0.02,0.15,0,91.29000000000001
1854,69540740,1,-0.39,0.39,3.32,0.04463628,-0.0008567492,-0.4235909,-0.3625275,-0.03846323,-0.4166587,1.419846,-0.02,0.15,0,91.29000000000001
1899,69550742,1,-0.39,0.39,3.32,0.04390934,-0.002164067,-0.4216868,-0.3451394,-0.03810561,-0.416611,1.418102,-0.02,0.15,0,91.29000000000001
1945,69560907,1,-0.39,0.39,3.32,0.04323366,-0.001199989,-0.423907,-0.3266639,-0.03762664,-0.4166283,1.413478,-0.02,0.15,0,91.29000000000001
1989,69571519,1,-0.38,0.39,3.32,0.0433174,-0.001074976,-0.4227276,-0.3095961,-0.03727756,-0.4165789,1.411618,-0.02,0.15,0,91.29000000000001
2034,69582062,1,-0.38,0.39,3.32,0.04315748,0.0003607115,-0.4223054,-0.2924512,-0.03688427,-0.4165247,1.409124,-0.02,0.15,0,91.29000000000001
2078,69592043,1,-0.38,0.39,3.32,0.04315479,0.0009123621,-0.42276,-0.2838756,-0.03653836,-0.4164613,1.407011,-0.02,0.15,0,91.29000000000001
2124,69602339,1,-0.38,0.39,3.32,0.04265736,-0.0003265303,-0.4223389,-0.2723781,-0.03611215,-0.4164579,1.402821,-0.02,0.15,0,91.29000000000001
2169,69612349,1,-0.39,0.39,3.31,0.04193924,-0.00141472,-0.4225777,-0.2642489,-0.0357746,-0.4164144,1.400609,-0.02,0.15,0,91.29000000000001
2214,69622291,1,-0.39,0.39,3.31,0.04180541,-0.0004227456,-0.4219842,-0.2551194,-0.03544277,-0.4163705,1.398331,-0.02,0.15,0,91.29000000000001
2259,69632323,1,-0.39,0.39,3.31,0.04211156,6.280944e-05,-0.4208094,-0.2473122,-0.03510809,-0.416322,1.395957,-0.02,0.15,0,91.29000000000001
2307,69642491,1,-0.39,0.39,3.3,0.04158919,-0.0006439516,-0.4199297,-0.2412543,-0.03477712,-0.4162746,1.393543,-0.02,0.16,0,91.29000000000001
2352,69652335,1,-0.39,0.39,3.3,0.04189746,0.0004087261,-0.4205932,-0.2402041,-0.03444214,-0.4162276,1.391009,-0.02,0.16,0,91.29000000000001
2396,69662331,1,-0.39,0.39,3.31,0.04227884,0.001001514,-0.4195864,-0.2366552,-0.03402512,-0.4162216,1.386826,-0.02,0.16,0,91.29000000000001
2444,69675330,1,-0.39,0.4,3.31,0.04357295,0.0007206698,-0.4175815,-0.2353676,-0.03355063,-0.4161693,1.383031,-0.02,0.16,0,91.29000000000001
2485,69685849,1,-0.39,0.4,3.31,0.04349251,0.001380263,-0.4157666,-0.2350581,-0.03319592,-0.4161088,1.380515,-0.02,0.16,0,91.29000000000001
2533,69696798,1,-0.39,0.39,3.31,0.04309455,0.001928594,-0.4154046,-0.235995,-0.0327979,-0.4160433,1.377532,-0.02,0.16,0,91.29000000000001
2572,69707746,1,-0.39,0.38,3.32,0.04307102,0.002681328,-0.4137961,-0.2320466,-0.03247193,-0.4157677,1.377297,-0.02,0.16,0,91.29000000000001
2617,69717971,1,-0.39,0.39,3.32,0.04321747,0.003388656,-0.414252,-0.227625,-0.03203724,-0.415738,1.373147,-0.02,0.16,0,91.29000000000001
2662,69727727,1,-0.39,0.39,3.32,0.04334933,0.002748501,-0.4126058,-0.2178653,-0.03174989,-0.41547,1.373197,-0.02,0.16,0,91.29000000000001
2712,69737958,1,-0.39,0.38,3.32,0.04388366,0.00253794,-0.4106473,-0.2006429,-0.03145307,-0.4152111,1.373008,-0.02,0.16,0,91.29000000000001
2758,69748033,1,-0.39,0.39,3.32,0.04324982,0.003611949,-0.4101793,-0.1836374,-0.03110638,-0.4149555,1.372245,-0.02,0.16,0,91.29000000000001
2803,69758666,1,-0.39,0.38,3.32,0.04339861,0.004915759,-0.4095497,-0.1702517,-0.03081067,-0.4146954,1.371764,-0.02,0.16,0,91.29000000000001
