LineNo,TimeUS,ThI,ABst,ThO,ThH,DAlt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt
1280,69428459,5.960464e-07,1.309672e-10,5.920796e-07,0.2585996,-1.471874,-1.471874,-1.67,NaN,0,0.0283775,41,41
1826,69537451,5.960464e-07,1.315925e-10,5.949887e-07,0.2585996,-1.436883,-1.436883,-1.37,NaN,0,0.06336901,41,41
2279,69638786,5.960464e-07,1.310809e-10,5.958324e-07,0.2585996,-1.41205,-1.41205,-1.71,NaN,0,0.08820161,40,40
2726,69741731,5.960464e-07,1.307967e-10,5.96078e-07,0.2585996,-1.392784,-1.392784,-1.29,NaN,0,0.1076048,39,39
3178,69843821,5.960464e-07,1.31763e-10,5.961488e-07,0.2585996,-1.376231,-1.376231,-1.65,NaN,0,0.1241581,38,38
3596,69947558,5.960464e-07,1.307967e-10,5.961691e-07,0.2585996,-1.363802,-1.363802,-1.76,NaN,0,0.1365871,37,37
4054,70050987,5.960464e-07,1.315925e-10,5.961756999999999e-07,0.2585996,-1.350737,-1.350737,-1.4,NaN,0,0.1500795,36,36
4501,70154046,5.960464e-07,1.306262e-10,5.961761e-07,0.2585996,-1.339976,-1.339976,-1.59,NaN,0,0.1609924,35,35
4951,70255701,5.960464e-07,1.297167e-10,5.96177e-07,0.2585996,-1.33204,-1.33204,-1.71,NaN,0,0.1689288,34,34
5368,70358516,5.960464e-07,1.308536e-10,5.961768e-07,0.2585996,-1.327363,-1.327363,-1.61,NaN,0,0.1736061,33,33
5823,70460791,5.960464e-07,1.292619e-10,5.961765e-07,0.2585996,-1.327327,-1.327327,-1.37,NaN,0,0.1736421,32,32
6269,70563750,5.960464e-07,1.30683e-10,5.96177e-07,0.2585996,-1.325478,-1.325478,-1.53,NaN,0,0.1754913,31,31
6719,70665400,5.960464e-07,1.296598e-10,5.961759e-07,0.2585996,-1.325243,-1.325243,-1.74,NaN,0,0.1757261,30,30
7167,70770555,5.960464e-07,1.295462e-10,5.961762e-07,0.2585996,-1.330752,-1.330752,-1.62,NaN,0,0.170217,28,28
7624,70872767,5.960464e-07,1.307399e-10,5.961762e-07,0.2585996,-1.329719,-1.329719,-1.75,NaN,0,0.1712497,27,27
8075,70976284,5.960464e-07,1.331273e-10,5.961761e-07,0.2585996,-1.332998,-1.332998,-1.43,NaN,0,0.1676962,26,26
8530,71078998,5.960464e-07,1.378453e-10,5.961791e-07,0.2585996,-1.331501,-1.331501,-1.46,NaN,0,0.1691931,25,25
8943,71181099,5.960464e-07,1.25624e-10,5.961758e-07,0.2585996,-1.335212,-1.335212,-1.52,NaN,0,0.1657564,24,24
9394,71282557,5.960464e-07,1.308536e-10,5.961748e-07,0.2585996,-1.333596,-1.333596,-1.29,NaN,0,0.1673727,23,23
9842,71387170,5.960464e-07,1.234639e-10,5.961724e-07,0.2585996,-1.333607,-1.333607,-1.72,NaN,0,0.1673617,22,22
10296,71490026,5.960464e-07,1.276135e-10,5.961712e-07,0.2585996,-1.329116,-1.329116,-1.4,NaN,0,0.1720059,21,21
10743,71592580,5.960464e-07,1.196554e-10,5.961716e-07,0.2585996,-1.331561,-1.331561,-1.18,NaN,0,0.1696906,20,20
11196,71695577,5.960464e-07,1.242029e-10,5.961718e-07,0.2585996,-1.329849,-1.329849,-1.48,NaN,0,0.1716382,20,20
11643,71800551,5.960464e-07,1.199396e-10,5.961705e-07,0.2585996,-1.332168,-1.332168,-1.54,NaN,0,0.1693192,19,19
12096,71903504,5.960464e-07,1.244871e-10,5.961688e-07,0.2585996,-1.330613,-1.330613,-1.86,NaN,0,0.1708744,18,18
12514,72008546,5.960464e-07,1.152785e-10,5.961684e-07,0.2585996,-1.335678,-1.335678,-1.66,NaN,0,0.1658101,17,17
12968,72112269,5.960464e-07,1.29603e-10,5.961681e-07,0.2585996,-1.333646,-1.333646,-1.44,NaN,0,0.1678421,16,16
13618,72323164,0.02125037,4.038215e-06,0.00490497,0.2585996,-1.342755,-1.342755,-1.6,NaN,0,0.159023,15,15
14072,72428112,0.07124993,9.998679000000001e-06,0.03738264,0.2585996,-1.352852,-1.352852,-1.53,NaN,0,0.1489254,12,12
14516,72533226,0.1199995,1.612306e-05,0.08202903,0.2585996,-1.359715,-1.359715,-1.59,NaN,0,0.1421386,11,11
14968,72637419,0.2302974,3.387034e-05,0.1376803,0.2585996,-1.361728,-1.364381,-1.68,NaN,0,0.137473,17,11
15416,72744208,0.2962606,3.188848e-05,0.2312584,0.2585996,-1.33838,-1.367842,-1.46,NaN,0,0.134012,35,13
