LineNo,TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,AEKF
642,69155539,0,-0.97,0,0.71,11.88,2.36,0,0.01,3
982,69229151,0,-0.96,0,0.71,15.23,2.37,0,0.01,3
1382,69444296,0,-0.95,0,0.72,24.82,2.36,0.01,0.01,3
1530,69466802,0,-0.96,0,0.72,27.11,2.36,0.01,0.01,3
1569,69479216,0,-0.96,0,0.72,28.6,2.36,0.01,0.01,3
1614,69489898,0,-0.96,0,0.72,29.33,2.36,0.01,0.01,3
1659,69500520,0,-0.96,0,0.71,29.34,2.36,0.01,0.01,3
1706,69510598,0,-0.96,0,0.71,29.35,2.36,0.01,0.01,3
1744,69522023,0,-0.96,0,0.72,29.35,2.36,0.01,0.01,3
1788,69531813,0,-0.96,0,0.72,29.36,2.36,0.01,0.01,3
1836,69541764,0,-0.96,0,0.72,29.37,2.36,0.01,0.01,3
1881,69552101,0,-0.96,0,0.72,29.37,2.36,0.01,0.01,3
1927,69562672,0,-0.96,0,0.72,29.38,2.36,0.01,0.01,3
1971,69572588,0,-0.96,0,0.71,29.38,2.36,0.01,0.01,3
2016,69583235,0,-0.95,0,0.71,29.39,2.36,0.01,0.01,3
2060,69593555,0,-0.96,0,0.71,29.4,2.36,0.01,0.01,3
2106,69603586,0,-0.96,0,0.71,29.4,2.36,0.01,0.01,3
2151,69613759,0,-0.96,0,0.71,29.41,2.36,0.01,0.01,3
2196,69623486,0,-0.96,0,0.71,29.42,2.36,0.01,0.01,3
2241,69633456,0,-0.96,0,0.71,29.43,2.36,0.01,0.01,3
2289,69643482,0,-0.96,0,0.71,29.43,2.36,0.01,0.01,3
2334,69653878,0,-0.96,0,0.71,29.44,2.36,0.01,0.01,3
2378,69663995,0,-0.96,0,0.72,29.45,2.37,0.01,0.01,3
2426,69676320,0,-0.96,0,0.72,29.46,2.37,0.01,0.01,3
2467,69687416,0,-0.96,0,0.72,29.47,2.37,0.01,0.01,3
2515,69697885,0,-0.96,0,0.72,29.47,2.37,0.01,0.01,3
2554,69708864,0,-0.96,0,0.72,29.47,2.37,0.01,0.01,3
2599,69719018,0,-0.96,0,0.72,29.46,2.37,0.01,0.01,3
2644,69728797,0,-0.96,0,0.72,29.45,2.37,0.01,0.01,3
2694,69739213,0,-0.96,0,0.72,29.45,2.37,0.01,0.01,3
2740,69749564,0,-0.95,0,0.72,29.44,2.37,0.01,0.01,3
2785,69759771,0,-0.95,0,0.72,29.43,2.37,0.01,0.01,3
2829,69769586,0,-0.95,0,0.72,29.43,2.37,0.01,0.01,3
2875,69780482,0,-0.95,0,0.72,29.42,2.38,0.01,0.01,3
2919,69790511,0,-0.96,0,0.72,29.41,2.38,0.01,0.01,3
2965,69801072,0,-0.96,0,0.72,29.41,2.38,0.01,0.01,3
3010,69811538,0,-0.96,0,0.71,29.4,2.38,0.01,0.01,3
3054,69821891,0,-0.96,0,0.71,29.39,2.38,0.01,0.01,3
3099,69831573,0,-0.96,0,0.71,29.39,2.38,0.01,0.01,3
3146,69841585,0,-0.96,0,0.71,29.38,2.38,0.01,0.01,3
3192,69851723,0,-0.96,0,0.71,29.37,2.38,0.01,0.01,3
3236,69862053,0,-0.96,0,0.71,29.37,2.38,0.01,0.01,3
3282,69872566,0,-0.96,0,0.71,29.36,2.38,0.01,0.01,3
3327,69883091,0,-0.96,0,0.71,29.35,2.38,0.01,0.01,3
3371,69893088,0,-0.95,0,0.72,29.34,2.38,0.01,0.01,3
3417,69903282,0,-0.95,0,0.72,29.34,2.38,0.01,0.01,3
3459,69916401,0,-0.95,0,0.72,29.33,2.38,0.01,0.01,3
3505,69926560,0,-0.95,0,0.72,29.32,2.37,0.01,0.01,3
3550,69937193,0,-0.95,0,0.72,29.31,2.37,0.01,0.01,3
3600,69947777,0,-0.95,0,0.72,29.31,2.37,0.01,0,3
3646,69957899,0,-0.95,0,0.72,29.3,2.37,0.01,0,3
3691,69968047,0,-0.95,0,0.72,29.29,2.37,0.01,0,3
3738,69978457,0,-0.96,0,0.72,29.28,2.37,0.01,0,3
3783,69989069,0,-0.96,0,0.72,29.28,2.37,0.01,0,3
3827,70000045,0,-0.96,0,0.72,29.27,2.37,0.01,0,3
3871,70010153,0,-0.96,0,0.72,29.26,2.37,0.01,0,3
3915,70020101,0,-0.96,0,0.72,29.26,2.37,0.01,0,3
3959,70029909,0,-0.96,0,0.72,29.25,2.37,0.01,0,3
