LineNo,TimeUS,ThI,ABst,ThO,ThH,DAlt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt
1469,64655898,0,0,0,0.2585996,-0.5742595,-0.5742595,-0.85,NaN,0,0.1819749,57,57
1850,64758269,0,0,0,0.2585996,-0.5431084,-0.5431084,-0.93,NaN,0,0.213126,56,56
2268,64859713,0,0,0,0.2585996,-0.5241489,-0.5241489,-0.93,NaN,0,0.2320855,55,55
2649,64964818,0,0,0,0.2585996,-0.5171951,-0.5171951,-0.71,NaN,0,0.2390393,53,53
3063,65066524,0,0,0,0.2585996,-0.5151809000000001,-0.5151809000000001,-0.84,NaN,0,0.2410535,51,51
3470,65169355,0,0,0,0.2585996,-0.5188769,-0.5188769,-0.9399999999999999,NaN,0,0.2373576,49,49
3885,65271557,0,0,0,0.2585996,-0.5083341,-0.5083341,-1.02,NaN,0,0.2479003,48,48
4301,65375222,0,0,0,0.2585996,-0.5178858,-0.5178858,-0.88,NaN,0,0.2383486,46,46
4712,65476413,0,0,0,0.2585996,-0.5173991,-0.5173991,-1.13,NaN,0,0.2388353,44,44
5121,65579470,0,0,0,0.2585996,-0.5229973999999999,-0.5229973999999999,-0.89,NaN,0,0.233237,42,42
5532,65681875,0,0,0,0.2585996,-0.5316963,-0.5316963,-0.82,NaN,0,0.2245382,41,41
5915,65784542,0,0,0,0.2585996,-0.5408697,-0.5408697,-0.6899999999999999,NaN,0,0.2153647,39,39
6327,65885777,0,0,0,0.2585996,-0.5404584,-0.5404584,-0.8,NaN,0,0.215776,37,37
6736,65987896,0,0,0,0.2585996,-0.5447045,-0.5447045,-0.88,NaN,0,0.2116596,36,36
7156,66091880,0,0,0,0.2585996,-0.5446739,-0.5446739,-0.87,NaN,0,0.005326068,34,34
7597,66196449,0,0,0,0.2585996,-0.5450701999999999,-0.5450701999999999,-1.02,NaN,0,0.004929757,33,33
8020,66298549,0,0,0,0.2585996,-0.5421975,-0.5421975,-0.89,NaN,0,0.007802462,32,32
8468,66402967,0,0,0,0.2585996,-0.5410616,-0.5410616,-1.14,NaN,0,0.008938348,30,30
8922,66504988,0,0,0,0.2585996,-0.5353521,-0.5353521,-0.71,NaN,0,0.01464788,29,29
9369,66608296,0,0,0,0.2585996,-0.5385026000000001,-0.5385026000000001,-0.9399999999999999,NaN,0,0.01149741,28,28
9822,66717615,0,0,0,0.2585996,-0.5364627,-0.5364627,-0.8,NaN,0,0.01353732,27,27
10277,66821873,0,0,0,0.2585996,-0.5392103,-0.5392103,-0.77,NaN,0,0.01078973,25,25
10726,66924811,0,0,0,0.2585996,-0.5345687,-0.5345687,-1.05,NaN,0,0.01543126,24,24
11179,67026374,0,0,0,0.2585996,-0.5353885,-0.5353885,-0.84,NaN,0,0.01461152,23,23
11626,67129606,0,0,0,0.2585996,-0.5307059,-0.5307059,-0.92,NaN,0,0.01929412,22,22
12082,67231914,0,0,0,0.2585996,-0.531184,-0.531184,-0.63,NaN,0,0.01881597,21,21
12494,67335235,0,0,0,0.2585996,-0.5320433,-0.5320433,-0.91,NaN,0,0.01795671,20,20
12947,67436595,0,0,0,0.2585996,-0.5321579,-0.5321579,-1.09,NaN,0,0.01784209,19,19
13391,67540376,0,0,0,0.2585996,-0.5356858,-0.5356858,-0.83,NaN,0,0.01431415,18,18
13842,67643460,0,0,0,0.2585996,-0.5403594,-0.5403594,-0.82,NaN,0,0.009640549999999999,17,17
14260,67745554,0,0,0,0.2585996,-0.5448661,-0.5448661,-0.88,NaN,0,0.005133843,16,16
14712,67849570,0,0,0,0.2585996,-0.5505292000000001,-0.5505292000000001,-0.71,NaN,0,-0.0005291943,15,15
15161,67953787,0,0,0,0.2585996,-0.5513936,-0.5513936,-0.99,NaN,0,-0.00139364,14,14
15612,68056279,0,0,0,0.2585996,-0.5518907,-0.5518907,-0.63,NaN,0,-0.001890743,13,13
16028,68159602,0,0,0,0.2585996,-0.5527133,-0.5527133,-0.64,NaN,0,-0.002446258,13,13
16483,68262313,0,0,0,0.2585996,-0.5518348,-0.5518348,-0.95,NaN,0,-0.001567805,12,12
16932,68365500,0,0,0,0.2585996,-0.5554625,-0.5554625,-0.98,NaN,0,-0.005058194,11,11
17387,68469236,0,0,0,0.2585996,-0.5569446,-0.5569446,-1.09,NaN,0,-0.006540263,10,10
17835,68572794,0,0,0,0.2585996,-0.5618881999999999,-0.5618881999999999,-0.71,NaN,0,-0.01148381,10,10
18287,68676480,0,0,0,0.2585996,-0.5644143,-0.5644143,-0.79,NaN,0,-0.01400992,9,9
18704,68779588,0,0,0,0.2585996,-0.5718845,-0.5718845,-0.92,NaN,0,-0.02134284,8,8
19158,68882922,0,0,0,0.2585996,-0.5746675,-0.5746675,-0.87,NaN,0,-0.02412584,8,8
19606,68986276,0,0,0,0.2585996,-0.5823793,-0.5823793,-0.92,NaN,0,-0.03183766,6,6
20056,69087453,0,0,0,0.2585996,-0.5871878,-0.5871878,-0.85,NaN,0,-0.03664609,6,6
20253,69190335,0,0,0,0.2585996,-0.5993826,-0.5993826,-0.65,NaN,0,-0.0488409,5,5
20707,69293765,0,0,0,0.2585996,-0.6072936,-0.6072936,-1.11,NaN,0,-0.05675193,4,4
21158,69395023,0,0,0,0.2585996,-0.6150578,-0.6150578,-0.91,NaN,0,-0.06451614999999999,3,3
21607,69501595,0,0,0,0.2585996,-0.6219214,-0.6219214,-0.99,NaN,0,-0.07111271,3,3
22060,69603479,0,0,0,0.2585996,-0.6276606,-0.6276606,-0.95,NaN,0,-0.07685193,2,2
22514,69707007,0,0,0,0.2585996,-0.6333252,-0.6333252,-1.02,NaN,0,-0.08251645000000001,2,2
22932,69810151,0,0,0,0.2585996,-0.6420205,-0.6420205,-0.63,NaN,0,-0.09121182,1,1
23385,69914604,0,0,0,0.2585996,-0.6466588,-0.6466588,-0.78,NaN,0,-0.09585007,1,1
23834,70016326,0,0,0,0.2585996,-0.6531983,-0.6531983,-0.77,NaN,0,-0.1023896,0,0
24282,70120228,0,0,0,0.2585996,-0.6577599,-0.6577599,-0.82,NaN,0,-0.1069512,0,0
24738,70222127,0,0,0,0.2585996,-0.662236,-0.662236,-0.8,NaN,0,-0.1114273,0,0
25188,70325561,0,0,0,0.2585996,-0.6667916,-0.6667916,-0.72,NaN,0,-0.1159829,-1,-1
25640,70428922,0,0,0,0.2585996,-0.6707566,-0.6707566,-0.65,NaN,0,-0.1199479,-1,-1
26089,70533597,0,0,0,0.2585996,-0.6735131,-0.6735131,-0.74,NaN,0,-0.1227044,-2,-2
26541,70635453,0,0,0,0.2585996,-0.6745685,-0.6745685,-0.68,NaN,0,-0.1240269,-2,-2
26960,70737981,0,0,0,0.2585996,-0.6759009,-0.6759009,-0.51,NaN,0,-0.1253593,-2,-2
27414,70840886,0,0,0,0.2585996,-0.6765698999999999,-0.6765698999999999,-0.66,NaN,0,-0.1257613,-3,-3
27861,70943500,0,0,0,0.2585996,-0.6770686,-0.6770686,-0.76,NaN,0,-0.12626,-4,-4
28279,71045011,0,0,0,0.2585996,-0.6786969,-0.6786969,-0.5,NaN,0,-0.1278882,-4,-4
28725,71148005,0,0,0,0.2585996,-0.6793852,-0.6793852,-0.58,NaN,0,-0.1285765,-4,-4
29180,71250553,0,0,0,0.2585996,-0.679121,-0.679121,-0.61,NaN,0,-0.1283123,-4,-4
29594,71353964,0,0,0,0.2585996,-0.6782372,-0.6782372,-0.57,NaN,0,-0.1274285,-5,-5
30048,71455446,0,0,0,0.2585996,-0.6767006,-0.6767006,-0.8,NaN,0,-0.1258919,-5,-5
30496,71559812,0,0,0,0.2585996,-0.6773857,-0.6773857,-0.7,NaN,0,-0.126577,-5,-5
30949,71659934,0,0,0,0.2585996,-0.68028,-0.68028,-0.61,NaN,0,-0.1294713,-6,-6
31400,71762757,0,0,0,0.2585996,-0.6828375,-0.6828375,-0.57,NaN,0,-0.1320288,-6,-6
31820,71864822,0,0,0,0.2585996,-0.6858391,-0.6858391,-0.32,NaN,0,-0.1348931,-7,-7
32269,71969793,0,0,0,0.2585996,-0.68672,-0.68672,-0.89,NaN,0,-0.1357739,-7,-7
32723,72071893,0,0,0,0.2585996,-0.689754,-0.689754,-0.8,NaN,0,-0.138808,-7,-7
33171,72177896,0,0,0,0.2585996,-0.6940101,-0.6940101,-0.46,NaN,0,-0.1430641,-8,-8
33625,72280526,0,0,0,0.2585996,-0.6981466,-0.6981466,-0.58,NaN,0,-0.1472006,-7,-7
34041,72384482,0,0,0,0.2585996,-0.7021754,-0.7021754,-0.8100000000000001,NaN,0,-0.1509623,-9,-9
34496,72488801,0,0,0,0.2585996,-0.7075909,-0.7075909,-0.66,NaN,0,-0.1563779,-9,-9
34945,72592873,0,0,0,0.2585996,-0.7103448999999999,-0.7103448999999999,-0.64,NaN,0,-0.1591319,-9,-9
