LineNo,TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,AEKF
528,64331808,0,0.05,0.01,0.95,22.99,22.99,0,0,3
1448,64640747,0,0.05,0.01,0.96,23,22.99,0,0,3
1480,64660551,0,0.05,0.01,0.95,23,22.99,0,0,3
1521,64670543,0,0.05,0.01,0.95,23,22.99,0,0,3
1561,64680504,0,0.05,0.01,0.95,23,22.99,0,0,3
1602,64691121,0,0.04,0.01,0.95,23,22.99,0,0,3
1645,64703506,0,0.04,0.01,0.95,23,22.99,0,0,3
1689,64719287,0,0.03,0.01,0.95,22.99,22.99,0,0,3
1731,64729879,0,0.03,0.01,0.95,22.99,22.99,0,0,3
1771,64740292,0,0.03,0.01,0.95,22.99,22.99,0,0,3
1812,64750837,0,0.03,0.01,0.95,22.99,22.99,0,0,3
1858,64760824,0,0.03,0.01,0.96,22.99,22.98,0,0,3
1903,64770821,0,0.04,0.01,0.96,22.98,22.98,0,0,3
1944,64780839,0,0.04,0.01,0.96,22.98,22.98,0,0,3
1984,64791009,0,0.04,0.01,0.96,22.98,22.98,0,0,3
2025,64801315,0,0.05,0.01,0.96,22.98,22.98,0,0,3
2065,64811229,0,0.05,0.01,0.95,22.98,22.98,0,0,3
2112,64823914,0,0.05,0.01,0.95,22.99,22.98,0,0,3
2153,64833996,0,0.05,0.01,0.95,22.98,22.98,0,0,3
2193,64844114,0,0.05,0.01,0.95,22.98,22.98,0,0,3
2234,64854470,0,0.05,0.01,0.96,22.98,22.98,0,0,3
2278,64864795,0,0.04,0.01,0.96,22.98,22.98,0,0,3
2320,64874559,0,0.04,0.01,0.96,22.98,22.98,0,0,3
2361,64884839,0,0.04,0.01,0.96,22.98,22.98,0,0,3
2403,64895491,0,0.04,0.01,0.96,22.98,22.98,0,0,3
2444,64912148,0,0.04,0.01,0.96,22.98,22.97,0,0,3
2485,64923006,0,0.04,0.01,0.95,22.97,22.97,0,0,3
2527,64933786,0,0.04,0.01,0.95,22.97,22.97,0,0,3
2568,64943946,0,0.04,0.01,0.95,22.97,22.97,0,0,3
