LineNo,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
542,64330138,1,0.5,0.72,24.23,0.01616755,-0.005643359,0.03013138,0.04871145,-1.669571,0.2578826,0.726433,-0.03,0.04,0.21,96.55
1462,64639548,1,0.53,0.73,24.28,0.008145217,-0.003123214,-0.5351596,-0.4584143,-1.665697,0.2512497,0.679168,-0.03,0.04,0.19,96.55
1494,64659322,1,0.53,0.73,24.27,0.009089375,-0.003263579,-0.5338679,-0.4614788,-1.665623,0.2507879,0.6695386,-0.03,0.04,0.2,96.55
1535,64669319,1,0.53,0.74,24.27,0.008739316,-0.003531663,-0.5320928,-0.4623828,-1.665582,0.2505817,0.6646673,-0.03,0.04,0.2,96.55
1575,64679359,1,0.52,0.73,24.27,0.008291008000000001,-0.003446077,-0.5333664,-0.4666527,-1.665496,0.2505433,0.6593364,-0.03,0.04,0.2,96.55
1616,64689625,1,0.52,0.73,24.27,0.008101779,-0.003085126,-0.5342723,-0.4712933,-1.665466,0.2503507,0.6544594,-0.03,0.04,0.2,96.55
1659,64702347,1,0.52,0.74,24.27,0.007726246,-0.002818211,-0.5312171,-0.4720933,-1.665415,0.2501711,0.6483536,-0.03,0.04,0.2,96.55
1703,64718221,1,0.52,0.73,24.27,0.007954816,-0.002809028,-0.5296826,-0.4716616,-1.665396,0.2500555,0.6462274,-0.03,0.04,0.19,96.55
1745,64728136,1,0.52,0.74,24.27,0.008434189,-0.003826138,-0.5291313,-0.4548924,-1.665403,0.2499532,0.6464282,-0.03,0.04,0.2,96.55
1785,64738604,1,0.51,0.74,24.27,0.008629075999999999,-0.003206762,-0.5262294,-0.417625,-1.665395,0.2498631,0.6457967999999999,-0.03,0.04,0.2,96.55
1826,64748986,1,0.52,0.74,24.27,0.007492141,-0.002394806,-0.5253971,-0.3739133,-1.665312,0.2498343,0.6400967,-0.03,0.04,0.2,96.55
1874,64759584,1,0.52,0.74,24.27,0.007142676,-0.003285756,-0.5233949,-0.3363864,-1.665327,0.2497693,0.6398331,-0.03,0.04,0.2,96.55
1917,64769574,1,0.52,0.74,24.27,0.006527453,-0.003468994,-0.5216507,-0.2999341,-1.665341,0.2497085,0.6393615,-0.03,0.04,0.2,96.55
1958,64779569,1,0.52,0.74,24.27,0.00678937,-0.003289711,-0.5189678,-0.2673187,-1.665354,0.2496596,0.6386859,-0.03,0.04,0.2,96.55
1998,64789555,1,0.53,0.74,24.27,0.006342565,-0.003249181,-0.5162532,-0.2374049,-1.665363,0.2496238,0.6378164,-0.03,0.04,0.2,96.55
2039,64799629,1,0.53,0.74,24.27,0.006191015,-0.003632868,-0.5160263,-0.208117,-1.6653,0.2495882,0.6326718,-0.03,0.04,0.2,96.55
2079,64810022,1,0.53,0.74,24.28,0.00570337,-0.002857693,-0.5143555,-0.186766,-1.66531,0.2495582,0.6315837,-0.03,0.04,0.2,96.55
