LineNo,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
196,118642533,0,0.86,0.89,11.53,-0.04093403,0.00478107,-0.02824748,-0.01320525,8.50136,-5.977993,1.161027,-0.04,-0.02,-0.03,82.73
531,118726001,0,0.86,0.88,11.53,-0.03490525,0.006894768,-0.02870452,-0.02212639,8.501132999999999,-5.979073,1.159036,-0.04,-0.02,-0.03,82.73
982,118832649,0,0.85,0.88,11.53,-0.02835165,0.008122548,-0.02857145,-0.02983152,8.500500000000001,-5.980398,1.155843,-0.04,-0.02,-0.03,82.73
1310,119043604,0,0.86,0.87,11.53,-0.02015266,0.009648231,-0.5736314,-0.5281366,8.499401000000001,-5.982741,1.111446,-0.04,-0.02,-0.03,82.73
1395,119055009,0,0.86,0.87,11.53,-0.01951166,0.009533555000000001,-0.5736845,-0.5270597,8.499444,-5.983016,1.105041,-0.04,-0.02,-0.03,82.73
1608,119091382,0,0.85,0.88,11.53,-0.01540268,0.01113483,-0.5744563,-0.5439063,8.500171999999999,-5.983349,1.083165,-0.04,-0.02,-0.03,82.73
1654,119101160,0,0.85,0.88,11.53,-0.0143595,0.01199732,-0.5744848,-0.5509643,8.500423,-5.983427,1.077027,-0.04,-0.02,-0.03,82.73
1698,119111188,0,0.85,0.88,11.53,-0.01320662,0.01248952,-0.5743523,-0.5578002,8.500662,-5.983481,1.070904,-0.04,-0.02,-0.03,82.73
1743,119121274,0,0.85,0.88,11.53,-0.01223526,0.01324327,-0.5743808,-0.5646839,8.500889000000001,-5.983506,1.06486,-0.04,-0.02,-0.03,82.73
1787,119132227,0,0.85,0.88,11.53,-0.01107356,0.01379253,-0.5746488,-0.5721594,8.501091000000001,-5.983494,1.058251,-0.04,-0.02,-0.03,82.73
1832,119142654,0,0.85,0.87,11.54,-0.009951554,0.01460977,-0.5745644,-0.5786095999999999,8.501283000000001,-5.983458,1.051652,-0.04,-0.02,-0.03,82.73
1881,119153089,0,0.86,0.87,11.54,-0.009881315999999999,0.01491051,-0.5746878,-0.5841735,8.501184,-5.98331,1.045912,-0.04,-0.02,-0.03,82.73
1926,119163126,0,0.86,0.87,11.54,-0.008750872,0.01544445,-0.5749056,-0.5888938,8.501384,-5.983262,1.039894,-0.04,-0.02,-0.03,82.73
1974,119173083,0,0.86,0.87,11.54,-0.00771278,0.01583607,-0.5747773,-0.5926028,8.501574,-5.983196,1.033886,-0.04,-0.02,-0.03,82.73
2018,119183717,0,0.86,0.87,11.54,-0.006648871,0.01612959,-0.5748032,-0.5962814,8.501744,-5.983098,1.027315,-0.04,-0.02,-0.03,82.73
2064,119194617,0,0.87,0.87,11.54,-0.00549623,0.01645457,-0.5750043,-0.5988867,8.501915,-5.983004,1.021485,-0.04,-0.02,-0.03,82.73
2108,119204757,0,0.87,0.87,11.54,-0.004605524,0.01675135,-0.5749857,-0.6003598999999999,8.502072,-5.98288,1.01508,-0.04,-0.02,-0.03,82.73
2153,119215110,0,0.86,0.87,11.54,-0.004287125,0.01664731,-0.5751216,-0.6011635,8.502027999999999,-5.982714,1.009336,-0.04,-0.02,-0.03,82.73
2199,119228388,0,0.86,0.87,11.55,-0.003510455,0.01731226,-0.5749166999999999,-0.6008907999999999,8.502179,-5.98254,1.001784,-0.04,-0.02,-0.03,82.73
2242,119239010,0,0.86,0.87,11.55,-0.002354685,0.01681702,-0.5735291,-0.5895045,8.502522000000001,-5.98322,0.9984636,-0.04,-0.02,-0.03,82.73
2286,119249683,0,0.86,0.87,11.55,-0.0007854711,0.01633221,-0.5720416,-0.5679554,8.502855,-5.983862,0.995015,-0.04,-0.02,-0.03,82.73
2335,119259566,0,0.85,0.87,11.55,0.0005786601,0.0158916,-0.5708502,-0.5457526,8.503185,-5.984491,0.992026,-0.04,-0.02,-0.03,82.73
2380,119269517,0,0.85,0.87,11.55,0.001589488,0.01561411,-0.5697694,-0.5220411,8.503506,-5.985087,0.9889237,-0.04,-0.02,-0.03,82.73
