LineNo,TimeUS,ThI,ABst,ThO,ThH,DAlt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt
1297,119044564,-2.473593e-06,-5.734364e-10,0,0.2531423,-1.111446,-1.111446,-1.3,NaN,0,0.05570091,57,57
1868,119154158,-2.473593e-06,-5.688889e-10,0,0.2531423,-1.045912,-1.045912,-1.39,NaN,0,0.1212349,57,57
2319,119258327,-2.473593e-06,-5.638867e-10,0,0.2531423,-0.9937367,-0.9937367,-1.41,NaN,0,0.1734098,57,57
2771,119359528,-2.473593e-06,-5.668426e-10,0,0.2531423,-0.9546724,-0.9546724,-1.2,NaN,0,0.213321,56,56
3220,119464148,-2.473593e-06,-5.541096e-10,0,0.2531423,-0.9217070000000001,-0.9217070000000001,-1.45,NaN,0,0.2461186,55,55
3674,119566599,-2.473593e-06,-5.570655e-10,0,0.2531423,-0.8970317,-0.8970317,-1.48,NaN,0,0.2707939,54,54
4094,119669918,-2.473593e-06,-5.572929e-10,0,0.2531423,-0.8769205,-0.8769205,-1.42,NaN,0,0.2907372,52,52
4544,119770551,-2.473593e-06,-5.566107999999999e-10,0,0.2531423,-0.8523655999999999,-0.8523655999999999,-1.46,NaN,0,0.3169859,51,51
4993,119875345,-2.473593e-06,-5.650236e-10,0,0.2531423,-0.8423036,-0.8423036,-1.79,NaN,0,0.32688,50,50
5446,119978077,-2.473593e-06,-5.679794e-10,0,0.2531423,-0.8289995,-0.8289995,-1.39,NaN,0,0.3383302,49,49
5893,120081489,-2.473593e-06,-5.720722000000001e-10,0,0.2531423,-0.8227941,-0.8227941,-1.4,NaN,0,0.3445356,47,47
6346,120185577,-2.473593e-06,-5.75028e-10,0,0.2531423,-0.8108909,-0.8108909,-1.41,NaN,0,0.3554393,46,46
6793,120290120,-2.473593e-06,-5.752554e-10,0,0.2531423,-0.8112428,-0.8112428,-1.55,NaN,0,0.3548433,44,44
7246,120393030,-2.473593e-06,-5.800302e-10,0,0.2531423,-0.8035827,-0.8035827,-1.38,NaN,0,0.3625034,43,43
7697,120497842,-2.473593e-06,-5.943548e-10,0,0.2531423,-0.8039584,-0.8039584,-1.54,NaN,0,0.3620438,41,41
8150,120600805,-2.473593e-06,-5.970833e-10,0,0.2531423,-0.7951198,-0.7951198,-1.48,NaN,0,0.3708824,40,40
8603,120704589,-2.473593e-06,-6.000390999999999e-10,0,0.2531423,-0.79628,-0.79628,-1.55,NaN,0,0.3678682,39,39
9056,120807282,-2.473593e-06,-6.375558e-10,0,0.2531423,-0.7856042,-0.7856042,-1.31,NaN,0,0.378544,38,38
9504,120911679,-2.473593e-06,-6.546088e-10,0,0.2531423,-0.7868446,-0.7868446,-1.44,NaN,0,0.3771357,37,37
9926,121015092,0.005289167,1.353677e-06,0.0003191218,0.2531423,-0.764567,-0.7793176000000001,-1.35,NaN,0,0.3838235,38,36
10374,121122525,0.0418694,9.719281999999999e-06,0.01213675,0.2531423,-0.7284184,-0.7828674,-1.45,NaN,0,0.3800296,43,34
10793,121229153,0.07658205999999999,1.742691e-05,0.04260935,0.2531423,-0.6887248,-0.7766284,-1.76,NaN,0,0.3862686,50,33
11239,121336114,0.1391852,4.403293e-05,0.09464478,0.2531423,-0.6441583,-0.7766150000000001,-1.33,NaN,0,0.3861141,63,31
11658,121441685,0.2434762,7.288158e-05,0.1673988,0.2531423,-0.5891806000000001,-0.7698322,-1.32,NaN,0,0.392897,81,32
12109,121548077,0.3442772,0.0001034141,0.2663033,0.2531423,-0.5171229000000001,-0.769039,-1.23,NaN,0,0.3928508,106,32
12526,121654048,0.3864422,0.000133872,0.3549821,0.2531423,-0.426865,-0.7583202999999999,-1.24,NaN,0,0.4034018,137,46
12979,121762066,0.3277707,0.0002209246,0.3497885,0.2531423,-0.3114315,-0.7196798,-1.19,NaN,0,0.4422101,166,81
13428,121869822,0.3077504,0.0003062487,0.3291645,0.2531423,-0.1799494,-0.6462202,-1.4,NaN,0,0.5158299,189,118
13880,121974699,0.3168694,0.0002102852,0.316704,0.2531423,-0.02923,-0.5397807999999999,-1.32,NaN,0,0.6225211,208,149
14327,122080862,0.3116432,8.255242999999999e-06,0.3161977,0.2531423,0.126212,-0.3964232,-1.22,NaN,0,0.7665349,221,175
