LineNo,TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,AEKF
187,118643548,0,0.86,-0.01,0.89,38.52,11.53,0,0.01,3
522,118727679,0,0.86,-0.01,0.88,38.56,11.53,0,0.01,3
973,118834361,0,0.85,-0.01,0.88,38.51,11.53,0,0.01,3
1301,119044836,0,0.86,-0.01,0.87,38.45,11.53,0.01,0.01,3
1386,119056309,0,0.86,-0.01,0.87,38.44,11.53,0.01,0.01,3
1599,119092416,0,0.85,-0.01,0.88,38.42,11.53,0.01,0.01,3
1645,119102395,0,0.85,-0.01,0.88,38.41,11.53,0.01,0.01,3
1689,119112798,0,0.85,-0.01,0.88,38.41,11.53,0.01,0.01,3
1734,119123494,0,0.85,-0.01,0.88,38.4,11.53,0.01,0.01,3
1778,119133711,0,0.85,-0.01,0.88,38.39,11.53,0.01,0.01,3
1823,119144275,0,0.85,-0.01,0.87,38.39,11.54,0.01,0.01,3
1872,119154530,0,0.86,0,0.87,38.38,11.54,0.01,0.02,3
1917,119164197,0,0.86,0,0.87,38.38,11.54,0.01,0.02,3
1965,119174881,0.01,0.86,0,0.87,38.37,11.54,0.01,0.02,3
2009,119185321,0.01,0.86,0,0.87,38.36,11.54,0.01,0.02,3
2055,119195607,0.01,0.87,0,0.87,38.36,11.54,0.01,0.02,3
2099,119206338,0.01,0.87,0,0.87,38.35,11.54,0.01,0.02,3
2144,119216493,0.01,0.86,0,0.87,38.35,11.54,0.01,0.02,3
2190,119229381,0.01,0.86,0,0.87,38.34,11.55,0.01,0.02,3
2233,119240580,0.01,0.86,0,0.87,38.33,11.55,0.01,0.02,3
2277,119250645,0.01,0.86,0,0.87,38.33,11.55,0.01,0.02,3
2326,119260785,0.01,0.85,0,0.87,38.32,11.55,0.01,0.02,3
2371,119270902,0.01,0.85,0,0.87,38.32,11.55,0.01,0.02,3
2415,119281616,0.01,0.85,0,0.86,38.31,11.55,0.01,0.02,3
2460,119291928,0.01,0.85,0,0.86,38.3,11.55,0.01,0.02,3
2505,119301694,0.01,0.85,0,0.86,38.3,11.55,0.01,0.02,3
2550,119311594,0.01,0.85,0,0.86,38.29,11.55,0.01,0.02,3
2595,119321706,0.01,0.85,0,0.86,38.28,11.55,0.01,0.02,3
2640,119332108,0.01,0.85,0,0.86,38.28,11.55,0.01,0.02,3
2685,119342260,0.01,0.86,0,0.86,38.27,11.55,0.01,0.02,3
2729,119352352,0.01,0.86,0,0.86,38.27,11.56,0.01,0.02,3
2778,119362714,0.01,0.86,0,0.87,38.26,11.56,0.01,0.02,3
2822,119373100,0.01,0.86,0,0.87,38.25,11.56,0.01,0.02,3
2868,119383038,0.01,0.86,0,0.87,38.25,11.56,0.01,0.02,3
2912,119394045,0.01,0.86,0,0.87,38.24,11.56,0.01,0.02,3
2958,119404856,0.01,0.85,0,0.87,38.24,11.56,0.01,0.02,3
3004,119417994,0.01,0.85,0,0.86,38.23,11.56,0.02,0.02,3
3046,119428933,0.01,0.85,0,0.86,38.23,11.56,0.02,0.02,3
3093,119439279,0.01,0.85,0,0.86,38.23,11.57,0.02,0.02,3
3138,119449066,0.01,0.84,0,0.86,38.23,11.57,0.02,0.02,3
3185,119459312,0.01,0.84,0,0.86,38.23,11.57,0.02,0.02,3
3231,119468954,0.01,0.84,0,0.86,38.23,11.57,0.02,0.02,3
3276,119479512,0.01,0.84,0,0.86,38.23,11.57,0.02,0.02,3
3321,119489517,0.01,0.84,0,0.86,38.23,11.57,0.02,0.02,3
3366,119499665,0.01,0.84,0,0.86,38.23,11.57,0.02,0.02,3
3411,119509907,0.01,0.84,0,0.86,38.23,11.57,0.02,0.02,3
3455,119519941,0.01,0.85,0,0.86,38.23,11.57,0.02,0.02,3
3501,119530078,0.01,0.85,0,0.86,38.23,11.57,0.02,0.02,3
3547,119540580,0.01,0.85,0,0.86,38.23,11.58,0.02,0.02,3
3591,119551074,0.01,0.85,0,0.86,38.23,11.58,0.02,0.02,3
3639,119561627,0.01,0.85,0,0.86,38.23,11.58,0.02,0.02,3
3684,119571701,0.01,0.85,0,0.86,38.23,11.58,0.02,0.02,3
3729,119581640,0.01,0.85,0,0.86,38.23,11.58,0.02,0.02,3
3775,119591715,0.01,0.85,0,0.86,38.23,11.58,0.02,0.02,3
3819,119602284,0.01,0.85,0,0.86,38.23,11.58,0.02,0.02,3
3869,119615260,0.01,0.85,0,0.86,38.23,11.58,0.02,0.02,3
3910,119628935,0.01,0.85,0,0.86,38.23,11.58,0.02,0.02,3
3957,119638959,0.01,0.85,0,0.86,38.23,11.58,0.02,0.02,3
4004,119649310,0.01,0.85,0,0.86,38.23,11.58,0.02,0.02,3
4048,119659572,0.01,0.85,0,0.86,38.23,11.59,0.02,0.02,3
4098,119670219,0.01,0.85,0,0.86,38.23,11.59,0.02,0.02,3
4142,119680104,0.01,0.85,0,0.86,38.23,11.59,0.02,0.02,3
4187,119690123,0.01,0.86,0,0.86,38.23,11.59,0.02,0.02,3
4231,119700283,0.01,0.86,0,0.86,38.23,11.59,0.02,0.02,3
4276,119710063,0.01,0.86,0,0.86,38.23,11.59,0.02,0.02,3
4321,119720376,0.01,0.86,0,0.86,38.23,11.59,0.02,0.02,3
4365,119730055,0.01,0.86,0,0.86,38.23,11.59,0.02,0.02,3
4410,119740172,0.01,0.86,0,0.86,38.23,11.59,0.02,0.02,3
4455,119750640,0.01,0.86,0,0.86,38.23,11.59,0.02,0.02,3
4500,119760705,0.01,0.85,0,0.86,38.23,11.6,0.02,0.02,3
4548,119770824,0.01,0.85,0,0.86,38.23,11.6,0.02,0.02,3
4593,119780945,0.01,0.85,0,0.86,38.23,11.6,0.02,0.02,3
4637,119791579,0.01,0.85,0,0.86,38.23,11.6,0.02,0.02,3
4682,119802087,0.01,0.85,0,0.86,38.23,11.6,0.02,0.02,3
4728,119812318,0.01,0.85,0,0.86,38.23,11.6,0.02,0.02,3
4774,119822148,0.01,0.85,0,0.86,38.23,11.6,0.02,0.02,3
4813,119834374,0.01,0.85,0,0.86,38.23,11.6,0.02,0.02,3
4858,119844506,0.01,0.86,0,0.86,38.23,11.6,0.02,0.02,3
4903,119854525,0.01,0.86,0,0.86,38.23,11.6,0.02,0.02,3
4949,119864882,0.01,0.86,0,0.86,38.23,11.6,0.02,0.02,3
4997,119875597,0.01,0.86,0,0.86,38.23,11.6,0.02,0.02,3
5042,119885695,0.01,0.86,0,0.86,38.23,11.6,0.02,0.02,3
5086,119896390,0.01,0.86,0,0.86,38.23,11.6,0.02,0.02,3
5132,119906940,0.01,0.86,0,0.86,38.23,11.61,0.02,0.02,3
5176,119917015,0.01,0.86,0,0.86,38.23,11.61,0.02,0.02,3
5221,119926886,0.01,0.86,0,0.86,38.23,11.61,0.02,0.02,3
5268,119937385,0.01,0.86,0,0.86,38.23,11.61,0.02,0.02,3
5312,119947521,0.01,0.86,0,0.86,38.23,11.61,0.02,0.02,3
5357,119958068,0.01,0.86,0,0.86,38.23,11.61,0.02,0.02,3
5401,119968355,0.01,0.86,0,0.86,38.23,11.61,0.02,0.02,3
5450,119978373,0.01,0.86,0,0.86,38.23,11.61,0.02,0.02,3
5496,119988104,0.01,0.86,0,0.86,38.23,11.61,0.02,0.02,3
5541,119998616,0.01,0.86,0,0.86,38.23,11.62,0.02,0.02,3
5588,120008928,0.01,0.87,0,0.86,38.23,11.62,0.01,0.02,3
5626,120020116,0.01,0.87,0,0.86,38.23,11.62,0.01,0.02,3
5671,120030342,0.01,0.87,0,0.86,38.23,11.62,0.01,0.02,3
5716,120040342,0.01,0.87,0,0.86,38.23,11.62,0.01,0.02,3
5760,120050596,0.01,0.87,0,0.86,38.23,11.63,0.01,0.02,3
5805,120060815,0.01,0.87,0,0.86,38.23,11.63,0.01,0.02,3
5849,120071199,0.01,0.87,0,0.86,38.23,11.63,0.01,0.02,3
5897,120081914,0.01,0.87,0,0.86,38.23,11.63,0.01,0.02,3
5943,120092370,0.01,0.87,0,0.86,38.24,11.63,0.01,0.02,3
5987,120102571,0.01,0.87,0,0.86,38.26,11.63,0.01,0.02,3
6032,120112591,0.01,0.87,0,0.86,38.29,11.63,0.01,0.02,3
6076,120122406,0.01,0.86,0,0.86,38.32,11.63,0.01,0.02,3
6121,120133515,0.01,0.86,0,0.86,38.31,11.63,0.01,0.02,3
6165,120143639,0.01,0.87,0,0.86,38.31,11.63,0.01,0.02,3
6210,120154019,0.01,0.87,0,0.86,38.3,11.63,0.01,0.02,3
6256,120164900,0.01,0.87,0,0.87,11.64,11.63,0.01,0.02,3
6300,120175276,0.01,0.87,0,0.87,11.64,11.63,0.01,0.02,3
6350,120185920,0.01,0.87,0,0.87,11.64,11.63,0.01,0.02,3
6394,120195954,0.01,0.87,0,0.87,11.64,11.63,0.01,0.02,3
6440,120205936,0.01,0.87,0,0.87,11.63,11.62,0.01,0.02,3
6487,120216253,0.01,0.87,0,0.86,11.63,11.61,0.02,0.02,3
6526,120227940,0.01,0.87,0,0.86,11.64,11.63,0.02,0.02,3
6571,120238521,0.01,0.87,0,0.86,11.65,11.64,0.02,0.02,3
6615,120249030,0.01,0.88,0,0.86,11.66,11.65,0.02,0.02,3
6660,120259401,0.01,0.87,0,0.86,11.67,11.66,0.02,0.02,3
6704,120269599,0.01,0.87,0,0.86,11.67,11.66,0.02,0.02,3
6749,120280019,0.01,0.87,0,0.86,11.67,11.66,0.02,0.02,3
6797,120290500,0.01,0.87,0,0.87,11.67,11.66,0.02,0.01,3
6842,120300870,0.01,0.87,0,0.87,11.66,11.65,0.02,0.01,3
6887,120311056,0.01,0.87,0,0.87,11.66,11.65,0.02,0.01,3
6933,120321715,0.01,0.89,0,0.86,11.65,11.64,0.02,0.01,3
6978,120332223,0.01,0.89,0,0.86,11.64,11.63,0.02,0.01,3
7022,120342805,0.01,0.89,0,0.86,11.63,11.62,0.02,0.01,3
7067,120352814,0.01,0.88,0,0.86,11.63,11.62,0.02,0.01,3
7113,120362582,0.01,0.87,0,0.86,11.64,11.63,0.02,0.01,3
7157,120372632,0.01,0.88,0,0.86,11.64,11.63,0.02,0.01,3
7202,120383027,0.01,0.88,0,0.86,11.65,11.64,0.02,0.01,3
7250,120393321,0.01,0.88,0,0.86,11.66,11.65,0.02,0.01,3
7296,120403417,0.01,0.88,0,0.86,11.66,11.65,0.02,0.01,3
7340,120413596,0.01,0.87,0,0.87,11.67,11.66,0.02,0.01,3
7387,120423548,0.01,0.88,0,0.87,11.67,11.66,0.02,0.01,3
7431,120434202,0.01,0.89,0,0.88,11.67,11.66,0.02,0.01,3
7473,120445589,0.01,0.9,0,0.87,11.67,11.66,0.02,0.01,3
7518,120455973,0.01,0.9,0,0.86,11.67,11.66,0.02,0.01,3
7563,120466560,0.01,0.9,0,0.86,11.67,11.66,0.02,0.01,3
7608,120477239,0.01,0.9,0,0.87,11.66,11.65,0.02,0.01,3
7653,120487224,0.01,0.9,0,0.85,11.65,11.64,0.02,0.01,3
7701,120498040,0.01,0.91,0,0.86,11.65,11.64,0.02,0.01,3
7746,120508569,0.01,0.91,0,0.85,11.65,11.64,0.02,0.01,3
7790,120519092,0.01,0.9,0,0.86,11.65,11.64,0.02,0.01,3
7835,120529282,0.01,0.89,0,0.87,11.66,11.64,0.02,0.01,3
7880,120539689,0.01,0.9,0,0.88,11.65,11.64,0.02,0.01,3
7926,120549899,0.01,0.91,0,0.88,11.66,11.65,0.02,0.01,3
7972,120559940,0.01,0.92,0,0.87,11.68,11.66,0.02,0.01,3
8016,120570021,0.01,0.92,0,0.87,11.67,11.66,0.02,0.01,3
8061,120580356,0.01,0.91,0,0.86,11.68,11.67,0.02,0.01,3
8105,120590536,0.01,0.91,0,0.86,11.68,11.67,0.02,0.01,3
8154,120601105,0.01,0.91,0,0.86,11.69,11.68,0.02,0.01,3
