LineNo,TimeUS,Instance,RPM,RawRPM,Volt,Curr,Temp,CTot,MotTemp,Err
2215,57078716,1,0,0,16.02,0.04,25,0,0,0
2623,57181646,1,0,0,16.02,0.04,25,0,0,0
3079,57297613,1,0,0,16.02,0.04,25,0,0,0
3499,57405160,1,0,0,16.02,0.04,25,0,0,0
3912,57508308,1,0,0,16.02,0.04,25,0,0,0
4370,57621576,1,0,0,16.02,0.04,25,0,0,0
5195,57834346,1,0,0,16.02,0.04,25,0,0,0
5608,57938532,1,0,0,16.02,0.04,25,0,0,0
6057,58049261,1,0,0,16.02,0.04,25,0,0,0
6467,58154117,1,0,0,16.02,0.04,25,0,0,0
6882,58257908,1,0,0,16.02,0.04,25,0,0,0
7339,58373146,1,0,0,16.02,0.04,25,0,0,0
7744,58472823,1,0,0,16.02,0.04,25,0,0,0
8160,58578382,1,0,0,16.02,0.04,25,0,0,0
8612,58692359,1,0,0,16.02,0.04,25,0,0,0
9027,58796131,1,0,0,16.02,0.04,25,0,0,0
9481,58911864,1,0,0,16.02,0.04,25,0,0,0
9900,59018836,1,0,0,16.02,0.04,25,0,0,0
10313,59120200,1,0,0,16.02,0.04,25,0,0,0
11056,59341845,1,0,0,16.02,0.04,25,0,0,0
11468,59445540,1,0,0,16.01,0.04,25,0,0,0
11878,59547639,1,0,0,16.01,0.04,25,0,0,0
12333,59666548,1,0,0,16.02,0.04,25,0,0,0
12746,59772082,1,0,0,16.02,0.04,25,0,0,0
13156,59876374,1,0,0,16.02,0.04,25,0,0,0
13574,59980827,1,0,0,16.02,0.04,25,0,0,0
13988,60086664,1,0,0,16.02,0.04,25,0,0,0
14400,60192869,1,0,0,16.01,0.04,25,0,0,0
14854,60308313,1,0,0,16.02,0.04,25,0,0,0
15270,60412908,1,0,0,16.02,0.04,25,0,0,0
15679,60514388,1,0,0,16.01,0.04,25,0,0,0
16138,60626916,1,0,0,16.02,0.04,25,0,0,0
16551,60731371,1,0,0,16.02,0.04,25,0,0,0
17003,60843709,1,0,0,16.02,0.04,25,0,0,0
17418,60947923,1,0,0,16.02,0.04,25,0,0,0
18288,61169298,1,0,0,16.02,0.04,25,0,0,0
18702,61277842,1,0,0,16.02,0.04,25,0,0,0
19116,61380505,1,0,0,16.02,0.04,25,0,0,0
19528,61485397,1,0,0,16.02,0.04,25,0,0,0
20010,61602946,1,0,0,16.02,0.04,25,0,0,0
20428,61706946,1,0,0,16.02,0.04,25,0,0,0
20844,61816259,1,0,0,16.02,0.04,25,0,0,0
21258,61917708,1,0,0,16.02,0.04,25,0,0,0
21671,62025021,1,0,0,16.02,0.04,25,0,0,0
22096,62137412,1,0,0,16.02,0.04,25,0,0,0
22542,62250908,1,0,0,16.02,0.04,25,0,0,0
22952,62352672,1,0,0,16.02,0.04,25,0,0,0
23368,62460081,1,0,0,16.01,0.04,25,0,0,0
23785,62565674,1,0,0,16.01,0.04,25,0,0,0
24233,62676928,1,0,0,16.02,0.04,25,0,0,0
24654,62783240,1,0,0,16.01,0.04,25,0,0,0
25105,62896992,1,0,0,16.02,0.04,25,0,0,0
25516,63000143,1,0,0,16.02,0.04,25,0,0,0
25901,63102026,1,0,0,16.01,0.04,25,0,0,0
26350,63215703,1,0,0,16.01,0.04,25,0,0,0
26763,63317925,1,0,0,16.01,0.04,25,0,0,0
27212,63430978,1,0,0,16.01,0.04,25,0,0,0
27668,63544633,1,0,0,16.01,0.04,25,0,0,0
28083,63653978,1,0,0,16.01,0.04,25,0,0,0
28905,63863624,1,0,0,16.01,0.04,25,0,0,0
29356,63977702,1,0,0,16.01,0.04,25,0,0,0
29774,64082343,1,0,0,16.01,0.04,25,0,0,0
30150,64183304,1,0,0,16.02,0.04,25,0,0,0
30604,64295504,1,0,0,16.02,0.04,25,0,0,0
31435,64506694,1,0,0,16.02,0.04,25,0,0,0
31876,64615888,1,0,0,16.02,0.04,25,0,0,0
32329,64727165,1,0,0,16.02,0.04,25,0,0,0
32716,64833119,1,0,0,16.02,0.04,25,0,0,0
33129,64935506,1,0,0,16.02,0.04,25,0,0,0
33619,65054824,1,0,0,16.02,0.04,25,0,0,0
34030,65156280,1,0,0,16.02,0.04,25,0,0,0
34445,65265911,1,0,0,16.02,0.04,25,0,0,0
34860,65369804,1,0,0,16.02,0.04,25,0,0,0
35274,65476806,1,0,0,16.01,0.04,25,0,0,0
35727,65593139,1,0,0,16.02,0.04,25,0,0,0
36137,65695971,1,0,0,16.02,0.04,25,0,0,0
36550,65801841,1,0,0,16.02,0.04,25,0,0,0
37013,65917840,1,0,0,16.01,0.04,25,0,0,0
37443,66026912,1,0,0,16.02,0.04,25,0,0,0
37895,66128932,1,0,0,16.02,0.04,25,0,0,0
38353,66239405,1,0,0,16.02,0.04,25,0,0,0
39295,66451523,1,0,0,16.02,0.04,25,0,0,0
39752,66555945,1,0,0,16.01,0.04,25,0,0,0
40248,66672067,1,0,0,16.02,0.04,25,0,0,0
40700,66775369,1,0,0,16.02,0.04,25,0,0,0
41154,66882264,1,0,0,16.02,0.03,25,0,0,0
41609,66988991,1,0,0,16.01,0.04,25,0,0,0
42106,67101255,1,0,0,16.01,0.03,25,0,0,0
42553,67205506,1,0,0,16.01,0.04,25,0,0,0
43053,67318135,1,0,0,16.02,0.04,25,0,0,0
43506,67425873,1,0,0,16.01,0.04,25,0,0,0
43960,67529048,1,0,0,16.02,0.04,25,0,0,0
44448,67636857,1,0,0,16.01,0.04,25,0,0,0
44944,67749899,1,0,0,16.01,0.04,25,0,0,0
45361,67851026,1,0,0,16.02,0.04,25,0,0,0
45862,67963892,1,20,242,16.01,0.03,25,0,0,0
46315,68072225,1,255,400,16.01,0.06,25,0,0,0
46767,68178892,1,433,828,16,0.12,25,0,0,0
47188,68281547,1,833,1157,16,0.14,25,0,0,0
47680,68395872,1,1158,1242,16,0.11,25,0,0,0
48180,68507876,1,1244,1271,16,0.11,25,0,0,0
48628,68611247,1,1271,1285,16,0.11,25,0,0,0
49125,68724841,1,1286,1300,16.01,0.11,25,0,0,0
49573,68828391,1,1300,1300,16,0.09999999,25,0,0,0
50299,69036975,1,1300,1300,16,0.09999999,25,0,0,0
50758,69145093,1,1300,1300,16.01,0.09999999,25,0,0,0
51253,69260599,1,1300,1300,16,0.09999999,25,0,0,0
51703,69363248,1,1300,1300,16,0.09999999,25,0,0,0
52155,69470545,1,1300,1300,16.01,0.09999999,25,0,0,0
52609,69573372,1,1300,1300,16.01,0.11,25,0,0,0
53110,69689918,1,1298,1285,16,0.11,25,0,0,0
53556,69793622,1,1285,1300,16,0.09999999,26,0,0,0
54052,69907250,1,1300,1300,16,0.09999999,25,0,0,0
54510,70015344,1,1300,1300,16.01,0.09999999,26,0,0,0
54961,70117418,1,1300,1300,16,0.09999999,25,0,0,0
55415,70225889,1,1300,1300,16,0.09999999,26,0,0,0
55869,70328524,1,1300,1300,16,0.11,26,0,0,0
56363,70441953,1,1300,1300,16,0.09999999,25,0,0,0
56861,70555382,1,1300,1300,16,0.11,26,0,0,0
57309,70658140,1,1300,1300,16,0.11,26,0,0,0
