LineNo,TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,AEKF
989,56704789,0,-0.29,0,3.38,3.83,3.83,0,0.04,3
1453,56876368,0,-0.29,0,3.38,3.82,3.82,0,0.03,3
1471,56896316,0,-0.29,0,3.38,3.81,3.81,0,0.03,3
1513,56906355,0,-0.3,0,3.38,3.81,3.81,0,0.03,3
1553,56916595,0,-0.3,0,3.38,3.8,3.81,0,0.03,3
1598,56926868,0,-0.3,0,3.38,3.8,3.8,0,0.03,3
1639,56937285,0,-0.3,0,3.38,3.8,3.8,0,0.03,3
1679,56947063,0,-0.3,0,3.38,3.79,3.79,0,0.03,3
1721,56957134,0,-0.3,0,3.38,3.79,3.79,0,0.03,3
1767,56971268,0,-0.3,0,3.38,3.78,3.79,0,0.03,3
1807,56981790,0,-0.29,0,3.38,3.78,3.78,0,0.03,3
1849,56991851,0,-0.29,0,3.38,3.77,3.78,0,0.03,3
1889,57001718,0,-0.29,0,3.38,3.77,3.77,0,0.03,3
1930,57011935,0,-0.29,0,3.38,3.77,3.77,0,0.03,3
1970,57022509,0,-0.29,0,3.38,3.76,3.77,0,0.03,3
2015,57032636,0,-0.29,0,3.38,3.76,3.76,0,0.02,3
2056,57042916,0,-0.3,0,3.38,3.76,3.76,0,0.02,3
2097,57052864,0,-0.3,0,3.38,3.75,3.76,0,0.02,3
2144,57065554,0,-0.3,0,3.38,3.75,3.75,0,0.02,3
2184,57076319,0,-0.3,0,3.38,3.75,3.75,0,0.02,3
2225,57087118,0,-0.3,0,3.38,3.74,3.75,0,0.02,3
2265,57097347,0,-0.3,0,3.38,3.74,3.74,0,0.02,3
2307,57107436,0,-0.3,0,3.38,3.74,3.74,0,0.02,3
2348,57117274,0,-0.3,0,3.38,3.73,3.74,0,0.02,3
2388,57127302,0,-0.3,0,3.38,3.73,3.74,0,0.02,3
2433,57137808,0,-0.3,0,3.38,3.73,3.74,0,0.02,3
2473,57147916,0,-0.3,0,3.38,3.73,3.73,0,0.02,3
2515,57157637,0,-0.3,0,3.38,3.73,3.73,0,0.02,3
2556,57167648,0,-0.3,0,3.38,3.73,3.73,0,0.02,3
2592,57178999,0,-0.3,0,3.38,3.73,3.73,0,0.02,3
2634,57189212,0,-0.3,0,3.38,3.73,3.73,0,0.02,3
2674,57200301,0,-0.3,0,3.38,3.73,3.73,0,0.02,3
2716,57210850,0,-0.3,0,3.38,3.72,3.73,0,0.02,3
2756,57221357,0,-0.3,0,3.38,3.72,3.73,0,0.02,3
2797,57231555,0,-0.3,0,3.38,3.72,3.73,0,0.02,3
2844,57241844,0,-0.3,0,3.38,3.72,3.72,0,0.01,3
2885,57251865,0,-0.3,0,3.38,3.72,3.72,0,0.01,3
2926,57262295,0,-0.3,0,3.38,3.72,3.72,0,0.01,3
2970,57275805,0,-0.3,0,3.38,3.72,3.72,0,0.01,3
3011,57286404,0,-0.3,0,3.38,3.72,3.72,0,0.01,3
3051,57296721,0,-0.3,0,3.38,3.72,3.72,0,0.01,3
3093,57306522,0,-0.3,0,3.38,3.72,3.72,0,0.01,3
3134,57316913,0,-0.3,0,3.38,3.72,3.72,0,0.01,3
3174,57327301,0,-0.3,0,3.38,3.72,3.72,0,0.01,3
3219,57337439,0,-0.3,0,3.38,3.72,3.72,0,0.01,3
3260,57347875,0,-0.3,0,3.38,3.72,3.72,0,0.01,3
3301,57358388,0,-0.3,0,3.38,3.72,3.72,0,0.01,3
3343,57368867,0,-0.3,0,3.38,3.72,3.72,0,0.01,3
3384,57378688,0,-0.3,0,3.38,3.72,3.72,0,0.01,3
3424,57389385,0,-0.3,0,3.38,3.72,3.72,0,0.01,3
3465,57400268,0,-0.3,0,3.38,3.72,3.72,0,0.01,3
