LineNo,TimeUS,I,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz
185,4.9046e+07,2,0.00040213,0.0002111,0.00221,-0.31716,-0.091187,-9.8214,0,0,36.967,1,1,7745,3872
294,4.908e+07,2,0.0023823,-0.001372,-0.00027962,-0.31131,-0.109,-9.8281,0,0,36.968,1,1,7745,3872
325,4.9083e+07,2,0.0017733,-0.00037754,0.0013679,-0.31085,-0.11316,-9.8266,0,0,36.968,1,1,7745,3872
405,4.9103e+07,2,-0.00053525,-0.00018424,0.0014493,-0.29315,-0.11795,-9.8288,0,0,36.968,1,1,7745,3872
521,4.9126e+07,2,-0.000963,0.0011212,0.003087,-0.30278,-0.11752,-9.8141,0,0,36.969,1,1,7745,3872
556,4.9129e+07,2,-0.0016729,0.0022145,0.0015981,-0.30049,-0.11737,-9.8136,0,0,36.969,1,1,7745,3872
632,4.9146e+07,2,-0.0039483,-0.00026474,-0.00020564,-0.30562,-0.098536,-9.8324,0,0,36.97,1,1,7745,3872
747,4.9167e+07,2,-0.0042474,0.0007284,-0.00057619,-0.29305,-0.097535,-9.8346,0,0,36.971,1,1,7745,3872
862,4.9188e+07,2,-0.0013559,-5.4199e-06,0.00075491,-0.30441,-0.08011,-9.8433,0,0,36.972,1,1,7745,3872
976,4.9212e+07,2,-0.0019845,-0.0006698,-0.0016871,-0.30017,-0.087913,-9.8115,0,0,36.974,1,1,7745,3872
979,4.9215e+07,2,-0.0013541,-0.0010798,-0.0019887,-0.30066,-0.086263,-9.8119,0,0,36.974,1,1,7745,3872
982,4.9216e+07,2,0.00040125,-0.001305,-0.0018063,-0.3004,-0.08213,-9.8127,0,0,36.974,1,1,7745,3872
1013,4.9219e+07,2,0.0021876,-0.0012173,-0.0019992,-0.29911,-0.081066,-9.8142,0,0,36.974,1,1,7745,3872
1084,4.9246e+07,2,0.00025661,-0.00033476,0.00021685,-0.30428,-0.11487,-9.8008,0,0,36.975,1,1,7745,3872
1199,4.9329e+07,2,-0.0029345,-0.0025251,-0.00039578,-0.29258,-0.10138,-9.8154,0,0,36.976,1,1,7745,3872
1230,4.9331e+07,2,-0.0018668,-0.0024214,-0.0009198,-0.29209,-0.10016,-9.8151,0,0,36.976,1,1,7745,3872
1310,4.9405e+07,2,0.00089537,0.0021926,0.0013539,-0.30128,-0.098914,-9.8375,0,0,36.977,1,1,7745,3872
1392,4.9425e+07,2,0.00032845,-0.00090888,0.00066356,-0.29697,-0.10002,-9.8017,0,0,36.977,1,1,7745,3872
1489,4.9436e+07,2,-0.0010379,0.00090008,0.00080837,-0.29361,-0.10965,-9.7953,0,0,36.977,1,1,7745,3872
1581,4.9448e+07,2,-0.0016192,-0.00078102,-0.00022907,-0.29803,-0.10472,-9.8187,0,0,36.977,1,1,7745,3872
1612,4.9451e+07,2,-0.0020746,-0.00055777,0.00041884,-0.29797,-0.10468,-9.8242,0,0,36.977,1,1,7745,3872
1643,4.9455e+07,2,-0.0016795,-0.00022388,0.00035793,-0.2974,-0.10492,-9.825,0,0,36.977,1,1,7745,3872
1647,4.9456e+07,2,-0.0018978,-0.00020612,-0.0010804,-0.2961,-0.10463,-9.8253,0,0,36.977,1,1,7745,3872
1650,4.9459e+07,2,-0.0019778,-0.00018888,-0.00079098,-0.29625,-0.10597,-9.8239,0,0,36.977,1,1,7745,3872
1653,4.9461e+07,2,-0.0023698,-0.00047434,-0.00059112,-0.29695,-0.10949,-9.8218,0,0,36.977,1,1,7745,3872
1666,4.9474e+07,2,-0.0041775,-0.0022299,-0.00086358,-0.29988,-0.11509,-9.8174,0,0,36.977,1,1,7745,3872
