LineNo,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
302,49078863,0,1.66,-1.56,16.42,0.00475988,0.01680722,-0.08329731,-0.07565698,0.5231985,0.008061273000000001,0.7601167,-0.04,-0.04,-0.13,92.91
529,49125355,0,1.66,-1.56,16.42,0.005157784,0.01642266,-0.08291174,-0.06059485,0.5231985,0.008061273000000001,0.7568427,-0.04,-0.04,-0.12,92.91
870,49187205,0,1.66,-1.56,16.43,0.005522338,0.0167493,-0.08347987,-0.05313429,0.5231985,0,0.7528179,-0.04,-0.04,-0.12,92.91
990,49215867,0,1.66,-1.56,16.43,0.005594356,0.01706489,-0.08302872,-0.05305908,0.5231985,0,0.7510517,-0.04,-0.04,-0.12,92.91
1207,49327364,0,1.66,-1.56,16.43,0.00557144,0.01659706,-0.3367299,-0.2821527,0.5231985,0,0.7338391,-0.03,-0.04,-0.12,92.91
1400,49424307,0,1.66,-1.56,16.44,0.005182555,0.01700288,-0.5901393,-0.5168321,0.5343305,0,0.6962098,-0.03,-0.04,-0.11,92.91
1620,49450416,0,1.66,-1.56,16.44,0.005435239,0.01696087,-0.590004,-0.5263172,0.5343305,0,0.6812663,-0.03,-0.04,-0.11,92.91
1661,49460469,0,1.66,-1.56,16.44,0.005423064,0.01677303,-0.5898412,-0.5293237,0.5343305,0,0.6760524999999999,-0.03,-0.04,-0.11,92.91
1684,49480367,0,1.66,-1.57,16.44,0.00552993,0.0166448,-0.5896671,-0.5336663,0.5343305,0,0.6655329,-0.03,-0.04,-0.11,92.91
1728,49491358,0,1.66,-1.57,16.44,0.005506483,0.01668883,-0.5893366,-0.5346533999999999,0.5343305,0,0.6595673,-0.03,-0.04,-0.11,92.91
1769,49501875,0,1.66,-1.57,16.44,0.005451654,0.01673137,-0.5892079,-0.5352027,0.5343305,0,0.6536805999999999,-0.03,-0.04,-0.11,92.91
1810,49511863,0,1.65,-1.57,16.44,0.005396684,0.01679537,-0.5888662,-0.5359451,0.5343305,0,0.6482862,-0.03,-0.04,-0.11,92.91
1851,49521849,0,1.65,-1.57,16.44,0.005317138,0.01680077,-0.5888249,-0.5370349,0.5343305,0,0.6428706,-0.03,-0.04,-0.11,92.91
1892,49531996,0,1.65,-1.57,16.44,0.00524594,0.01689163,-0.5887987,-0.5386412,0.5343305,0,0.6367080000000001,-0.03,-0.04,-0.11,92.91
1933,49541858,0,1.66,-1.57,16.43,0.005209325,0.01699584,-0.5885996999999999,-0.5403413,0.5343305,0,0.631709,-0.03,-0.04,-0.11,92.91
1973,49551954,0,1.66,-1.57,16.43,0.005073621,0.01705341,-0.5885944,-0.5426312,0.5343305,0,0.6255211000000001,-0.03,-0.04,-0.11,92.91
2014,49561987,0,1.66,-1.57,16.43,0.005156992,0.01706126,-0.5885707,-0.5446938,0.5343305,0,0.6196409,-0.03,-0.04,-0.11,92.91
2056,49572203,0,1.66,-1.57,16.43,0.00509351,0.01706754,-0.5886203,-0.5470794,0.5343305,0,0.6140283,-0.03,-0.04,-0.11,92.91
2098,49582287,0,1.66,-1.57,16.43,0.005263391,0.01708292,-0.5887218,-0.54972,0.5343305,0,0.608403,-0.03,-0.04,-0.11,92.91
2143,49592355,0,1.66,-1.57,16.42,0.005369087,0.01695022,-0.5884676,-0.5520111,0.5343305,0,0.6027669,-0.03,-0.04,-0.11,92.91
2183,49602517,0,1.66,-1.57,16.42,0.005522618,0.01684543,-0.5883678,-0.5543285,0.5343305,0,0.5971203,-0.03,-0.04,-0.11,92.91
2225,49612523,0,1.66,-1.57,16.42,0.005612672,0.01671835,-0.5883998,-0.5567579,0.5343305,0,0.5914632,-0.03,-0.04,-0.11,92.91
2265,49625800,0,1.66,-1.57,16.42,0.005618462,0.01672295,-0.588414,-0.5589747,0.5343305,0,0.5839916000000001,-0.03,-0.04,-0.11,92.91
2306,49636014,0,1.66,-1.57,16.42,0.005792386,0.01673526,-0.5882729,-0.5590563,0.5343305,0,0.5794245,-0.03,-0.04,-0.11,92.91
2348,49646063,0,1.66,-1.56,16.41,0.005822092,0.01660233,-0.5881518999999999,-0.5572324,0.5343305,0,0.573648,-0.03,-0.04,-0.11,92.91
2388,49656528,0,1.65,-1.56,16.41,0.00579279,0.01673254,-0.5880952,-0.5545398,0.5343305,0,0.5677732,-0.03,-0.04,-0.11,92.91
2429,49666508,0,1.65,-1.56,16.41,0.005816467,0.0168003,-0.5880395,-0.5521738,0.5343305,0,0.5625559999999999,-0.03,-0.04,-0.11,92.91
2469,49676958,0,1.65,-1.56,16.4,0.005965482,0.01686796,-0.5878344,-0.5496789,0.5343305,0,0.5567213,-0.03,-0.04,-0.11,92.91
2515,49686991,0,1.65,-1.57,16.4,0.006085992,0.01704179,-0.587847,-0.5477676,0.5343305,0,0.5514462999999999,-0.03,-0.04,-0.11,92.91
