LineNo,TimeUS,I,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz
184,4.9046e+07,1,0.003436,-0.00056587,-0.00045384,-0.40568,-0.07511,-9.8335,0,0,45.341,1,1,755,999
293,4.908e+07,1,0.0015149,0.0016924,0.0030093,-0.354,-0.12982,-9.9163,0,0,45.34,1,1,755,999
324,4.9083e+07,1,0.00091456,0.002694,0.003001,-0.34162,-0.1392,-9.8726,0,0,45.34,1,1,755,999
404,4.9103e+07,1,0.0025552,0.0037399,-0.0047977,-0.41355,-0.12063,-9.7207,0,0,45.34,1,1,755,999
520,4.9126e+07,1,-0.0015673,-0.0036952,0.00053243,-0.43095,-0.15259,-9.7533,0,0,45.34,1,1,755,999
555,4.9129e+07,1,-0.0013217,-0.0052851,-0.00050829,-0.43831,-0.14855,-9.7477,0,0,45.34,1,1,755,999
631,4.9146e+07,1,-0.0012446,0.00042738,-0.0037336,-0.40553,-0.10658,-9.7246,0,0,45.34,1,1,755,999
746,4.9167e+07,1,-0.0064311,0.0025267,0.0069498,-0.38093,-0.12938,-9.8231,0,0,45.34,1,1,755,999
861,4.9188e+07,1,-0.0014269,0.0061552,0.0049386,-0.35196,-0.069637,-9.7957,0,0,45.34,1,1,755,999
975,4.9212e+07,1,0.00021746,-0.0024627,-0.000256,-0.35303,-0.069721,-9.7051,0,0,45.339,1,1,755,999
978,4.9215e+07,1,0.0011175,-0.0027535,0.0013163,-0.3408,-0.075025,-9.7376,0,0,45.339,1,1,755,999
981,4.9216e+07,1,0.001912,-0.0026688,0.00048718,-0.32651,-0.082614,-9.765,0,0,45.339,1,1,755,999
1012,4.9219e+07,1,0.0036694,-0.0028157,-0.00024373,-0.32252,-0.10328,-9.8032,0,0,45.339,1,1,755,999
1083,4.9246e+07,1,0.0012467,0.0017338,0.0044036,-0.35879,-0.13027,-9.8049,0,0,45.34,1,1,755,999
1198,4.9329e+07,1,-0.0086521,-0.002866,-0.011905,-0.32976,0.005504,-9.6977,0,0,45.34,1,1,755,999
1229,4.9331e+07,1,-0.0073263,-0.003524,-0.012633,-0.32361,0.013582,-9.6982,0,0,45.34,1,1,755,999
1309,4.9405e+07,1,0.0018515,0.0078322,-0.0035784,-0.39322,-0.13503,-9.7871,0,0,45.342,1,1,755,999
1391,4.9425e+07,1,0.0023789,-0.0011139,-0.001235,-0.37165,-0.10865,-9.7887,0,0,45.343,1,1,755,999
1488,4.9436e+07,1,0.0046906,-0.012103,0.0061369,-0.35412,-0.1215,-9.7512,0,0,45.343,1,1,755,999
1580,4.9448e+07,1,0.00361,0.0020078,-0.0012857,-0.39987,-0.10159,-9.7828,0,0,45.343,1,1,755,999
1611,4.9451e+07,1,0.0025811,-0.0016062,0.00033116,-0.38458,-0.097902,-9.7919,0,0,45.343,1,1,755,999
1642,4.9455e+07,1,0.0019864,-0.0053422,0.0020395,-0.35735,-0.086138,-9.7727,0,0,45.343,1,1,755,999
1646,4.9456e+07,1,0.00082119,-0.0077921,0.0019052,-0.3431,-0.089263,-9.7736,0,0,45.343,1,1,755,999
1649,4.9459e+07,1,-0.00089731,-0.0087669,0.0010994,-0.34608,-0.10203,-9.7762,0,0,45.343,1,1,755,999
1652,4.9461e+07,1,-0.0068174,-0.0088467,-0.0022575,-0.36517,-0.10485,-9.7753,0,0,45.343,1,1,755,999
1665,4.9474e+07,1,-0.0080584,-0.0015172,0.0011978,-0.43478,-0.013595,-9.7924,0,0,45.343,1,1,755,999
1669,4.9477e+07,1,-0.0070358,-0.0027648,0.0019682,-0.4515,-0.0077253,-9.8026,0,0,45.343,1,1,755,999
1672,4.9479e+07,1,-0.0058926,-0.0023402,0.0013675,-0.45938,-0.019291,-9.8122,0,0,45.343,1,1,755,999
1675,4.9482e+07,1,-0.0056191,0.0014155,-0.0016462,-0.47072,-0.057824,-9.8069,0,0,45.344,1,1,755,999
1710,4.9485e+07,1,-0.0066131,0.0021026,-0.003432,-0.47508,-0.096476,-9.7912,0,0,45.344,1,1,755,999
1713,4.9488e+07,1,-0.00684,-0.0013857,-0.0039495,-0.48268,-0.13066,-9.7799,0,0,45.344,1,1,755,999
1716,4.9489e+07,1,-0.0057684,-0.0035279,-0.0074985,-0.4808,-0.13944,-9.7881,0,0,45.344,1,1,755,999
1719,4.9493e+07,1,-0.0030639,-0.0035541,-0.0061912,-0.46544,-0.14558,-9.8172,0,0,45.344,1,1,755,999
1750,4.9495e+07,1,-0.0021187,-0.0033405,-0.0042964,-0.4576,-0.14697,-9.8408,0,0,45.344,1,1,755,999
1754,4.9497e+07,1,-0.00075733,-0.0012322,-0.0030932,-0.44356,-0.14218,-9.835,0,0,45.344,1,1,755,999
1757,4.95e+07,1,-0.00034035,-0.0026112,-0.00017641,-0.42924,-0.14282,-9.8315,0,0,45.344,1,1,755,999
1760,4.9502e+07,1,0.00068886,-0.0049179,0.001295,-0.43146,-0.15237,-9.8326,0,0,45.344,1,1,755,999
1791,4.9505e+07,1,0.0023931,-0.0052191,0.0025885,-0.43108,-0.17114,-9.7938,0,0,45.344,1,1,755,999
1794,4.9507e+07,1,0.0025697,-0.002164,0.0015604,-0.41966,-0.19477,-9.765,0,0,45.344,1,1,755,999
1797,4.951e+07,1,0.0020996,0.00391,-0.001712,-0.40206,-0.21949,-9.7353,0,0,45.344,1,1,755,999
1801,4.9513e+07,1,0.00059564,0.0054077,-0.0024871,-0.38704,-0.22765,-9.7212,0,0,45.344,1,1,755,999
1832,4.9515e+07,1,-0.0010153,0.0020769,-0.0020057,-0.37307,-0.23473,-9.7126,0,0,45.344,1,1,755,999
1836,4.9518e+07,1,-0.0024634,0.00025317,-0.0017625,-0.36985,-0.23122,-9.7137,0,0,45.344,1,1,755,999
1839,4.952e+07,1,-0.0029894,-0.0012022,-0.001848,-0.35505,-0.23408,-9.7314,0,0,45.344,1,1,755,999
1842,4.9522e+07,1,-0.0033643,-0.0024141,-0.00070957,-0.34561,-0.24063,-9.7628,0,0,45.344,1,1,755,999
1873,4.9525e+07,1,-0.0036451,-0.0049195,-0.00060953,-0.3367,-0.24302,-9.8092,0,0,45.345,1,1,755,999
1877,4.9527e+07,1,-0.0028208,-0.0054654,-0.0013359,-0.34239,-0.2314,-9.8186,0,0,45.345,1,1,755,999
1880,4.9531e+07,1,0.0016,-0.0044514,-0.0028156,-0.34605,-0.19475,-9.8122,0,0,45.345,1,1,755,999
1883,4.9533e+07,1,0.0042798,-0.0060978,-0.0010323,-0.35299,-0.14756,-9.773,0,0,45.345,1,1,755,999
1914,4.9535e+07,1,0.005623,-0.0061524,0.00050219,-0.36245,-0.11918,-9.7399,0,0,45.345,1,1,755,999
1918,4.9537e+07,1,0.0060091,-0.0049074,0.0025213,-0.37016,-0.10138,-9.7079,0,0,45.345,1,1,755,999
1921,4.954e+07,1,0.0025133,-0.0047402,0.0027755,-0.38775,-0.082617,-9.6977,0,0,45.345,1,1,755,999
1924,4.9543e+07,1,0.001121,-0.00088996,0.0040785,-0.39378,-0.078455,-9.7068,0,0,45.345,1,1,755,999
1955,4.9547e+07,1,0.001239,-3.3424e-05,0.0057949,-0.38784,-0.070912,-9.689,0,0,45.345,1,1,755,999
1958,4.9548e+07,1,0.0008576,-0.0012948,0.0058227,-0.37885,-0.050227,-9.6873,0,0,45.345,1,1,755,999
1961,4.955e+07,1,-0.00018901,-0.0013222,0.0051189,-0.37528,-0.045514,-9.7042,0,0,45.345,1,1,755,999
1964,4.9553e+07,1,-0.0014093,-0.0017271,0.0016421,-0.38247,-0.053739,-9.7155,0,0,45.345,1,1,755,999
1995,4.9556e+07,1,0.0013165,-0.00068454,-0.0010852,-0.39221,-0.0412,-9.7017,0,0,45.345,1,1,755,999
1999,4.9558e+07,1,0.005183,-0.00015564,0.00094625,-0.39197,-0.03157,-9.6929,0,0,45.345,1,1,755,999
2002,4.956e+07,1,0.0064878,-0.00074193,0.0024161,-0.39351,-0.028883,-9.693,0,0,45.345,1,1,755,999
2005,4.9563e+07,1,0.0056467,-0.0044517,0.0036717,-0.39435,-0.032353,-9.7126,0,0,45.345,1,1,755,999
2036,4.9566e+07,1,0.0052058,-0.005075,0.0035045,-0.39778,-0.035782,-9.7132,0,0,45.345,1,1,755,999
2041,4.9568e+07,1,0.0050868,-0.0044621,0.0026088,-0.39716,-0.04022,-9.7107,0,0,45.345,1,1,755,999
2044,4.957e+07,1,0.0047999,-0.0047587,0.0035576,-0.38849,-0.041419,-9.7147,0,0,45.345,1,1,755,999
2047,4.9573e+07,1,0.0062027,-0.004289,0.0054437,-0.37626,-0.050826,-9.7312,0,0,45.345,1,1,755,999
2078,4.9575e+07,1,0.0080159,-0.0032516,0.0061689,-0.37483,-0.060369,-9.7432,0,0,45.345,1,1,755,999
2081,4.9578e+07,1,0.006524,-0.0037373,0.0068733,-0.38698,-0.069167,-9.7664,0,0,45.345,1,1,755,999
2086,4.9581e+07,1,0.0049988,-0.0043476,0.00647,-0.3995,-0.06488,-9.7762,0,0,45.345,1,1,755,999
2089,4.9583e+07,1,0.0039369,-0.0058538,0.0017151,-0.41528,-0.047231,-9.7905,0,0,45.345,1,1,755,999
2124,4.9586e+07,1,0.0049821,-0.0054889,0.00062259,-0.42139,-0.03087,-9.8003,0,0,45.345,1,1,755,999
2128,4.9588e+07,1,0.005834,-0.0045402,0.00091726,-0.43135,-0.015314,-9.8199,0,0,45.345,1,1,755,999
2131,4.9591e+07,1,0.0060459,-0.0061042,0.0021295,-0.43288,-0.022419,-9.835,0,0,45.346,1,1,755,999
2134,4.9594e+07,1,0.0059435,-0.0069404,0.0028185,-0.42564,-0.041664,-9.8404,0,0,45.346,1,1,755,999
2165,4.9596e+07,1,0.0029506,-0.0068323,0.0043818,-0.41162,-0.099495,-9.8183,0,0,45.346,1,1,755,999
2168,4.9598e+07,1,0.0021282,-0.0029937,0.0027366,-0.41257,-0.13378,-9.8174,0,0,45.346,1,1,755,999
2171,4.9601e+07,1,0.0020517,-0.00045922,0.00034076,-0.40466,-0.1735,-9.8193,0,0,45.346,1,1,755,999
2174,4.9604e+07,1,0.0030361,-0.0014194,-0.00082509,-0.394,-0.19596,-9.809,0,0,45.346,1,1,755,999
2205,4.9606e+07,1,0.0045724,-0.0013109,0.00024451,-0.37125,-0.2142,-9.7728,0,0,45.346,1,1,755,999
2209,4.9608e+07,1,0.0050035,0.00039357,0.0025767,-0.35538,-0.21141,-9.7357,0,0,45.346,1,1,755,999
2212,4.9611e+07,1,0.0023048,-6.2072e-05,0.002959,-0.34166,-0.19974,-9.7079,0,0,45.346,1,1,755,999
2216,4.9614e+07,1,0.00021292,-0.0014542,0.0018673,-0.33189,-0.16738,-9.6916,0,0,45.346,1,1,755,999
2247,4.9616e+07,1,-0.006315,-0.0033387,0.0013206,-0.34854,-0.13641,-9.6834,0,0,45.346,1,1,755,999
2250,4.9619e+07,1,-0.010546,-0.0035526,0.00039413,-0.3634,-0.1298,-9.6665,0,0,45.346,1,1,755,999
2253,4.9622e+07,1,-0.012195,-0.0032863,-0.0011203,-0.39499,-0.1289,-9.6559,0,0,45.346,1,1,755,999
2256,4.9626e+07,1,-0.010959,-0.0017965,-0.0092189,-0.43354,-0.11909,-9.6537,0,0,45.346,1,1,755,999
2288,4.9629e+07,1,-0.0054108,0.00072529,-0.0084077,-0.43168,-0.11906,-9.6632,0,0,45.346,1,1,755,999
2291,4.9633e+07,1,-0.0026554,0.004029,-0.0040578,-0.42793,-0.12316,-9.6701,0,0,45.346,1,1,755,999
2294,4.9634e+07,1,-0.0034043,0.00542,-0.00053006,-0.42759,-0.14168,-9.6524,0,0,45.346,1,1,755,999
2297,4.9637e+07,1,-0.0038485,0.0041589,0.0022643,-0.42247,-0.15446,-9.6378,0,0,45.346,1,1,755,999
2328,4.9639e+07,1,-0.003768,0.0020735,0.004573,-0.39209,-0.16619,-9.6412,0,0,45.346,1,1,755,999
2333,4.9642e+07,1,-0.0054983,0.004642,0.0019862,-0.36094,-0.15338,-9.6569,0,0,45.346,1,1,755,999
2336,4.9645e+07,1,-0.0067574,0.0068975,-0.00079062,-0.3467,-0.13137,-9.6722,0,0,45.346,1,1,755,999
2339,4.9647e+07,1,-0.0075855,0.0057386,-0.0027034,-0.33266,-0.1038,-9.6732,0,0,45.346,1,1,755,999
2370,4.965e+07,1,-0.0079182,0.0060394,-0.0033091,-0.32734,-0.080543,-9.6724,0,0,45.346,1,1,755,999
2373,4.9653e+07,1,-0.0066648,0.0077125,-0.0024024,-0.32573,-0.065972,-9.6819,0,0,45.346,1,1,755,999
2376,4.9655e+07,1,-0.0049305,0.0080772,0.00044291,-0.32753,-0.063588,-9.6858,0,0,45.346,1,1,755,999
2379,4.9657e+07,1,-0.0045846,0.0073478,0.0010076,-0.33516,-0.070628,-9.6836,0,0,45.346,1,1,755,999
2410,4.966e+07,1,-0.0035924,0.0056482,0.00014939,-0.34625,-0.093465,-9.6729,0,0,45.346,1,1,755,999
2414,4.9663e+07,1,-0.0030053,0.0057961,0.00069759,-0.36489,-0.10861,-9.6491,0,0,45.346,1,1,755,999
2417,4.9665e+07,1,-0.0015636,0.0065759,-0.00056432,-0.39832,-0.1188,-9.6174,0,0,45.346,1,1,755,999
2420,4.9668e+07,1,-0.0015431,0.0057744,-0.0036144,-0.40833,-0.12613,-9.6073,0,0,45.346,1,1,755,999
2451,4.967e+07,1,-0.00096355,0.0050842,-0.009053,-0.41097,-0.1388,-9.6028,0,0,45.346,1,1,755,999
2454,4.9673e+07,1,-0.0019982,0.0074655,-0.0092248,-0.40972,-0.15021,-9.6024,0,0,45.346,1,1,755,999
2457,4.9675e+07,1,-0.0025185,0.0076569,-0.0079264,-0.40421,-0.15932,-9.5919,0,0,45.346,1,1,755,999
2460,4.9678e+07,1,-0.0054885,0.0050613,-0.0045814,-0.40767,-0.15585,-9.5819,0,0,45.346,1,1,755,999
2491,4.9681e+07,1,-0.0082453,0.00074782,-0.004436,-0.41374,-0.13581,-9.5864,0,0,45.346,1,1,755,999
2495,4.9683e+07,1,-0.0076146,-0.00010698,-0.0056736,-0.42055,-0.11244,-9.5861,0,0,45.346,1,1,755,999
2499,4.9686e+07,1,-0.0068408,0.00063008,-0.0060689,-0.4157,-0.10347,-9.5754,0,0,45.346,1,1,755,999
2506,4.9688e+07,1,-0.0076216,0.0022396,-0.0055288,-0.40773,-0.10479,-9.5663,0,0,45.346,1,1,755,999
2537,4.969e+07,1,-0.0076765,0.0029585,-0.0048889,-0.39942,-0.12391,-9.5683,0,0,45.347,1,1,755,999
2541,4.9693e+07,1,-0.0049255,0.00051785,-0.001399,-0.39966,-0.14896,-9.5788,0,0,45.347,1,1,755,999
2544,4.9695e+07,1,-0.003219,-0.0013209,0.00041393,-0.39676,-0.18119,-9.5851,0,0,45.347,1,1,755,999
2547,4.9699e+07,1,0.0015524,-0.0028509,0.0019139,-0.39176,-0.19691,-9.5869,0,0,45.347,1,1,755,999
2578,4.9701e+07,1,0.0039286,0.0011727,-0.00059079,-0.38919,-0.18986,-9.6063,0,0,45.347,1,1,755,999
2581,4.9704e+07,1,0.0046588,0.002316,-0.0018722,-0.3924,-0.17463,-9.6174,0,0,45.347,1,1,755,999
2584,4.9706e+07,1,0.0061106,-0.0027835,-0.0008586,-0.39602,-0.15458,-9.6523,0,0,45.347,1,1,755,999
2587,4.9709e+07,1,0.0065148,-0.0048239,0.00031331,-0.39652,-0.16123,-9.6734,0,0,45.347,1,1,755,999
2618,4.9711e+07,1,0.0062488,-0.0084512,0.0029208,-0.41171,-0.16497,-9.7088,0,0,45.347,1,1,755,999
2622,4.9713e+07,1,0.0058325,-0.0078346,0.0037152,-0.41868,-0.15651,-9.7458,0,0,45.347,1,1,755,999
2625,4.9716e+07,1,0.0060415,-0.0034528,0.0031955,-0.42082,-0.14681,-9.7997,0,0,45.347,1,1,755,999
2629,4.9719e+07,1,0.0052025,0.00033218,0.00022106,-0.42315,-0.12733,-9.8272,0,0,45.347,1,1,755,999
