LineNo,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
309,49078863,1,1.95,-1.65,16.53,-0.03302129,-0.00166911,-0.1064788,-0.07961068,0.5231985,0.008061273000000001,0.7158272,-0.02,-0.04,-0.1,92.89
536,49125355,1,1.96,-1.65,16.53,-0.03243423,-0.002752533,-0.1055205,-0.06398388000000001,0.5231985,0.008061273000000001,0.7126298,-0.02,-0.04,-0.1,92.89
877,49187205,1,1.95,-1.65,16.54,-0.02971377,-0.002259857,-0.1056387,-0.0633712,0.5231985,0,0.7077353,-0.02,-0.04,-0.09,92.89
997,49215867,1,1.95,-1.65,16.54,-0.02703477,-0.001247111,-0.1053103,-0.0647934,0.5231985,0,0.7059493999999999,-0.02,-0.04,-0.09,92.89
1214,49327364,1,1.96,-1.66,16.56,-0.02022362,0.002512511,-0.3495104,-0.2856635,0.5231985,0,0.6878614,-0.02,-0.04,-0.09,92.89
1407,49424307,1,1.98,-1.66,16.56,-0.01773758,0.002074059,-0.6068358,-0.5206015000000001,0.5343305,0,0.6505393,-0.02,-0.04,-0.08,92.89
1627,49450416,1,1.98,-1.67,16.57,-0.01645054,0.003119282,-0.6067129999999999,-0.5302904000000001,0.5343305,0,0.6356484,-0.02,-0.04,-0.08,92.89
1691,49480367,1,1.97,-1.67,16.57,-0.01706653,0.003608855,-0.6074047,-0.5389769,0.5343305,0,0.619459,-0.02,-0.04,-0.08,92.89
1735,49491358,1,1.97,-1.67,16.56,-0.01686163,0.003195254,-0.6085243,-0.5397736,0.5343305,0,0.6136819,-0.02,-0.04,-0.08,92.89
1776,49501875,1,1.97,-1.67,16.56,-0.0165544,0.002583985,-0.6081707,-0.5392564,0.5343305,0,0.6084937,-0.02,-0.04,-0.08,92.89
1817,49511863,1,1.97,-1.67,16.56,-0.014815,0.001392156,-0.6069778,-0.5378121,0.5343305,0,0.6032149,-0.02,-0.04,-0.08,92.89
1858,49521849,1,1.97,-1.67,16.56,-0.0135133,0.0005177908,-0.6089185,-0.5386588,0.5343305,0,0.5971026,-0.02,-0.04,-0.08,92.89
1899,49531996,1,1.97,-1.68,16.56,-0.013668,0.001534242,-0.6069290000000001,-0.536413,0.5343305,0,0.5912122,-0.02,-0.04,-0.08,92.89
1940,49541858,1,1.97,-1.68,16.56,-0.01360067,0.001259455,-0.6069154,-0.5379065,0.5343305,0,0.5856867,-0.02,-0.04,-0.08,92.89
1980,49551954,1,1.97,-1.68,16.56,-0.01315373,0.002153789,-0.6057296,-0.5384932,0.5343305,0,0.5798133,-0.02,-0.04,-0.08,92.89
2021,49561987,1,1.98,-1.68,16.57,-0.01266699,0.003077895,-0.6056009999999999,-0.5394188,0.5343305,0,0.5744095,-0.02,-0.04,-0.08,92.89
