LineNo,TimeUS,ThI,ABst,ThO,ThH,DAlt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt
553,49129167,0,0,0,0.2585996,0,-0.7569742,-0.77,NaN,0,0.4173853,0,8
1708,49484720,0,0,0,0.2585996,0,-0.6637658,-0.65,NaN,0,0.511242,0,58
2122,49585954,0,0,0,0.2585996,0,-0.6072269,-0.84,NaN,0,0.567781,0,58
2504,49688187,0,0,0,0.2585996,0,-0.5514462999999999,-0.78,NaN,0,0.6235616,0,58
2915,49789414,0,0,0,0.2585996,0,-0.498748,-0.91,NaN,0,0.676092,0,58
3334,49891702,0,0,0,0.2585996,0,-0.4494283,-0.9,NaN,0,0.7254118000000001,0,58
3749,49993391,0,0,0,0.2585996,0,-0.4047,-0.88,NaN,0,0.7709488,0,58
4157,50095290,0,0,0,0.2585996,0,-0.3613055,-0.91,NaN,0,0.8143433,0,57
4569,50195969,0,0,0,0.2585996,0,-0.3231986,-0.78,NaN,0,0.8524501,0,57
4981,50297945,0,0,0,0.2585996,0,-0.2875893,-1.09,NaN,0,0.8878917,0,56
5390,50399306,0,0,0,0.2585996,0,-0.255603,-0.76,NaN,0,0.9215029,0,56
5768,50500280,0,0,0,0.2585996,0,-0.224645,-0.92,NaN,0,0.9524609000000001,0,55
6175,50601796,0,0,0,0.2585996,0,-0.1971442,-0.74,NaN,0,0.9805187,0,54
6581,50703164,0,0,0,0.2585996,0,-0.1686695,-0.64,NaN,0,1.008994,0,54
6964,50805185,0,0,0,0.2585996,0,-0.1430435,-0.79,NaN,0,1.036077,0,53
7379,50906552,0,0,0,0.2585996,0,-0.1154734,-1.18,NaN,0,1.063647,0,52
7792,51008787,0,0,0,0.2585996,0,-0.09355598,-0.96,NaN,0,1.086297,0,52
8202,51109271,0,0,0,0.2585996,0,-0.07744452,-0.57,NaN,0,1.102408,0,51
8613,51210315,0,0,0,0.2585996,0,-0.05966557,-1.04,NaN,0,1.121637,0,50
8993,51312500,0,0,0,0.2585996,0,-0.04473748,-1.08,NaN,0,1.136565,0,49
9401,51414015,0,0,0,0.2585996,0,-0.03548941,-0.93,NaN,0,1.145813,0,48
9754,51514873,0,0,0,0.2585996,0,-0.02875858,-1.14,NaN,0,1.152544,0,47
10166,51615901,0,0,0,0.2585996,0,-0.02537665,-0.98,NaN,0,1.15649,0,46
10577,51716822,0,0,0,0.2585996,0,-0.02529367,-0.75,NaN,0,1.156573,0,45
10986,51820157,0,0,0,0.2585996,0,-0.0268187,-0.85,NaN,0,1.157306,0,44
11397,51921802,0,0,0,0.2585996,0,-0.02241154,-0.88,NaN,0,1.161713,0,43
11810,52023048,0,0,0,0.2585996,0,-0.01919505,-0.98,NaN,0,1.16493,0,42
12193,52124822,0,0,0,0.2585996,-0.017426,-0.017426,-0.91,NaN,0,1.166699,41,41
12603,52227822,0,0,0,0.2585996,-0.01747749,-0.01747749,-1.07,NaN,0,1.168921,40,40
13012,52330283,0,0,0,0.2585996,-0.02554932,-0.02554932,-1.05,NaN,0,1.160849,39,39
13395,52432758,0,0,0,0.2585996,-0.03147825,-0.03147825,-1.16,NaN,0,1.157987,38,38
13803,52534880,0,0,0,0.2585996,-0.04458429,-0.04458429,-0.84,NaN,0,1.144881,37,37
14216,52636444,0,0,0,0.2585996,-0.05193808,-0.05193808,-0.9,NaN,0,1.138168,36,36
14626,52738996,0,0,0,0.2585996,-0.05798172,-0.05798172,-1.18,NaN,0,1.132125,34,34
15012,52842438,0,0,0,0.2585996,-0.06892709,-0.06892709,-0.9,NaN,0,1.122629,33,33
15421,52944029,0,0,0,0.2585996,-0.08380884,-0.08380884,-0.98,NaN,0,1.107747,32,32
15831,53046805,0,0,0,0.2585996,-0.09339181000000001,-0.09339181000000001,-1.12,NaN,0,1.098813,31,31
16237,53149054,0,0,0,0.2585996,-0.104707,-0.104707,-1.02,NaN,0,1.087497,30,30
16650,53251191,0,0,0,0.2585996,-0.1234148,-0.1234148,-1.06,NaN,0,1.070247,28,28
17034,53354699,0,0,0,0.2585996,-0.138409,-0.138409,-1.08,NaN,0,1.055253,27,27
17445,53455958,0,0,0,0.2585996,-0.1551467,-0.1551467,-1.21,NaN,0,1.038515,26,26
17849,53558312,0,0,0,0.2585996,-0.1728192,-0.1728192,-1,NaN,0,1.020843,25,25
18230,53660016,0,0,0,0.2585996,-0.1919844,-0.1919844,-1.22,NaN,0,1.002494,24,24
18637,53762716,0,0,0,0.2585996,-0.2175766,-0.2175766,-1.16,NaN,0,0.9769015,22,22
19047,53864731,0,0,0,0.2585996,-0.2397465,-0.2397465,-1.14,NaN,0,0.9569898999999999,21,21
19459,53966685,0,0,0,0.2585996,-0.2615915,-0.2615915,-0.96,NaN,0,0.935145,19,19
19841,54067819,0,0,0,0.2585996,-0.2831644,-0.2831644,-1.16,NaN,0,0.9143807,18,18
20253,54171240,0,0,0,0.2585996,-0.3053821,-0.3053821,-0.84,NaN,0,0.892163,17,17
20664,54273183,0,0,0,0.2585996,-0.3255869,-0.3255869,-1.13,NaN,0,0.8733315,16,16
21043,54375279,0,0,0,0.2585996,-0.3458326,-0.3458326,-1.24,NaN,0,0.8530859,15,15
21451,54477452,0,0,0,0.2585996,-0.3684055,-0.3684055,-1.19,NaN,0,0.830345,14,14
21829,54580300,0,0,0,0.2585996,-0.3974217,-0.3974217,-0.92,NaN,0,0.8013288,12,12
22242,54681932,0,0,0,0.2585996,-0.4194951,-0.4194951,-0.83,NaN,0,0.7791792,11,11
22652,54784186,0,0,0,0.2585996,-0.4371805,-0.4371805,-1.1,NaN,0,0.7597085,10,10
23062,54885575,0,0,0,0.2585996,-0.4551607,-0.4551607,-0.75,NaN,0,0.7417283,10,10
23473,54987160,0,0,0,0.2585996,-0.4709808,-0.4709808,-1.22,NaN,0,0.7259082,9,9
23885,55088971,0,0,0,0.2585996,-0.4885291,-0.4885291,-1.19,NaN,0,0.709985,8,8
24268,55190993,0,0,0,0.2585996,-0.5099285,-0.5099285,-0.96,NaN,0,0.6893867,7,7
24682,55294015,0,0,0,0.2585996,-0.5338211,-0.5338211,-1.06,NaN,0,0.6654941,6,6
25070,55395455,0,0,0,0.2585996,-0.5539052,-0.5539052,-0.85,NaN,0,0.6451734,5,5
25475,55497757,0,0,0,0.2585996,-0.5710999,-0.5710999,-1.12,NaN,0,0.6279787999999999,4,4
25855,55599844,0,0,0,0.2585996,-0.5889368,-0.5889368,-0.86,NaN,0,0.6117593,3,3
26262,55702884,0,0,0,0.2585996,-0.6082286,-0.6082286,-1.16,NaN,0,0.5924674,2,2
26672,55805069,0,0,0,0.2585996,-0.624714,-0.624714,-0.91,NaN,0,0.5767908,1,1
27081,55906389,0,0,0,0.2585996,-0.643409,-0.643409,-1.13,NaN,0,0.5580958,1,1
27491,56008714,0,0,0,0.2585996,-0.6650051,-0.6650051,-0.67,NaN,0,0.5363318,0,0
27874,56109217,0,0,0,0.2585996,-0.6801361,-0.6801361,-0.97,NaN,0,0.5212008,0,0
28282,56211083,0,0,0,0.2585996,-0.693898,-0.693898,-1.22,NaN,0,0.50647,-1,-1
28692,56313172,0,0,0,0.2585996,-0.7109997,-0.7109997,-0.97,NaN,0,0.4893683,-1,-1
29100,56416237,0,0,0,0.2585996,-0.7292371,-0.7292371,-0.99,NaN,0,0.4711309,-2,-2
29507,56518070,0,0,0,0.2585996,-0.7471411,-0.7471411,-1.21,NaN,0,0.4532269,-3,-3
29888,56619007,0,0,0,0.2585996,-0.7672749,-0.7672749,-1.05,NaN,0,0.433734,-4,-4
30294,56721918,0,0,0,0.2585996,-0.788385,-0.788385,-1.04,NaN,0,0.4126239,-4,-4
30703,56823892,0,0,0,0.2585996,-0.8087633,-0.8087633,-0.92,NaN,0,0.3922455,-5,-5
31111,56925799,0,0,0,0.2585996,-0.8273509999999999,-0.8273509999999999,-0.98,NaN,0,0.3736579,-6,-6
31523,57027950,0,0,0,0.2585996,-0.844669,-0.844669,-1.09,NaN,0,0.3563398,-6,-6
31930,57130006,0,0,0,0.2585996,-0.8636347,-0.8636347,-1.16,NaN,0,0.3373742,-7,-7
32315,57232819,0,0,0,0.2585996,-0.8833325,-0.8833325,-1.28,NaN,0,0.3175162,-8,-8
32725,57333381,0,0,0,0.2585996,-0.9056902999999999,-0.9056902999999999,-1.24,NaN,0,0.2951584,-9,-9
33133,57435758,0,0,0,0.2585996,-0.9301741,-0.9301741,-1.15,NaN,0,0.2695378,-9,-9
33541,57536942,0,0,0,0.2585996,-0.9538398,-0.9538398,-1.24,NaN,0,0.245872,-10,-10
33924,57639468,0,0,0,0.2585996,-0.979834,-0.979834,-1,NaN,0,0.2198778,-11,-11
34334,57742485,0,0,0,0.2585996,-1.001947,-1.001947,-1.02,NaN,0,0.1977652,-12,-12
34747,57845810,0,0,0,0.2585996,-1.022086,-1.022086,-1.23,NaN,0,0.1777935,-12,-12
35160,57949324,0,0,0,0.2585996,-1.042365,-1.042365,-1.4,NaN,0,0.1575144,-13,-13
35571,58052005,0,0,0,0.2585996,-1.066532,-1.066532,-1.06,NaN,0,0.1354454,-13,-13
35948,58154194,0,0,0,0.2585996,-1.088424,-1.088424,-1.22,NaN,0,0.1135537,-14,-14
36363,58257033,0,0,0,0.2585996,-1.110644,-1.110644,-1.09,NaN,0,0.09295127,-14,-14
36778,58360317,0,0,0,0.2585996,-1.131093,-1.131093,-1.06,NaN,0,0.07250223,-15,-15
37185,58462998,0,0,0,0.2585996,-1.149497,-1.149497,-1.21,NaN,0,0.05426618,-15,-15
37595,58564734,0,0,0,0.2585996,-1.168074,-1.168074,-1.32,NaN,0,0.03568885,-16,-16
37976,58667981,0,0,0,0.2585996,-1.188479,-1.188479,-0.95,NaN,0,0.01689419,-16,-16
38390,58769897,0,0,0,0.2585996,-1.206579,-1.206579,-0.97,NaN,0,-0.00120607,-17,-17
38776,58873812,0,0,0,0.2585996,-1.220693,-1.220693,-1.13,NaN,0,-0.01467112,-17,-17
39191,58977909,0,0,0,0.2585996,-1.234057,-1.234057,-0.9,NaN,0,-0.02803567,-17,-17
39605,59081032,0,0,0,0.2585996,-1.245017,-1.245017,-1.19,NaN,0,-0.03754595,-17,-17
40015,59184312,0,0,0,0.2585996,-1.255944,-1.255944,-0.99,NaN,0,-0.04847279,-18,-18
40431,59287295,0,0,0,0.2585996,-1.266953,-1.266953,-1.26,NaN,0,-0.05948165,-18,-18
40845,59390966,0,0,0,0.2585996,-1.278907,-1.278907,-1.28,NaN,0,-0.07159606,-18,-18
41257,59494242,0,0,0,0.2585996,-1.29465,-1.29465,-1,NaN,0,-0.08733931,-18,-18
