LineNo,TimeUS,I,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz
183,4.9046e+07,0,0.0017804,-0.00023824,0.00016488,-0.38913,-0.04414,-9.779,0,0,44.736,1,1,8008,4004
292,4.908e+07,0,0.001843,-0.0021357,-0.0015582,-0.40059,-0.039737,-9.7851,0,0,44.738,1,1,8008,4004
323,4.9083e+07,0,0.0016756,-0.00088087,-0.00093486,-0.39759,-0.03981,-9.7832,0,0,44.738,1,1,8008,4004
403,4.9103e+07,0,0.0019546,-0.00078698,0.00054948,-0.38054,-0.051639,-9.7625,0,0,44.74,1,1,8008,4004
519,4.9126e+07,0,-0.0011542,7.8113e-06,0.00035645,-0.37586,-0.052337,-9.7634,0,0,44.742,1,1,8008,4004
554,4.9129e+07,0,-0.002252,-0.00016329,6.7814e-05,-0.372,-0.052558,-9.7679,0,0,44.742,1,1,8008,4004
630,4.9146e+07,0,-0.0018559,-0.001507,-0.00034558,-0.38248,-0.056715,-9.7748,0,0,44.745,1,1,8008,4004
745,4.9167e+07,0,-0.003433,-0.0011215,-0.0024852,-0.37216,-0.03626,-9.7887,0,0,44.747,1,1,8008,4004
860,4.9188e+07,0,-0.0017655,-0.001357,-0.00051655,-0.38107,-0.023542,-9.7901,0,0,44.748,1,1,8008,4004
974,4.9212e+07,0,-0.0001786,-0.0017191,-0.0012583,-0.37204,-0.032407,-9.7602,0,0,44.75,1,1,8008,4004
977,4.9215e+07,0,0.001272,-0.001819,-0.0013373,-0.37504,-0.030571,-9.7623,0,0,44.75,1,1,8008,4004
980,4.9216e+07,0,0.0023346,-0.0022342,-0.0013244,-0.3777,-0.028964,-9.7632,0,0,44.751,1,1,8008,4004
1011,4.9219e+07,0,0.0023165,-0.0023916,-0.0010749,-0.38311,-0.027387,-9.7666,0,0,44.751,1,1,8008,4004
1082,4.9246e+07,0,0.0016342,-0.00015915,0.00012659,-0.38473,-0.03678,-9.7874,0,0,44.752,1,1,8008,4004
1197,4.9329e+07,0,-0.0016072,-0.0017128,0.00046124,-0.38349,-0.040072,-9.7566,0,0,44.752,1,1,8008,4004
1228,4.9331e+07,0,-0.0021146,-0.0012632,-9.2848e-05,-0.38366,-0.039636,-9.7581,0,0,44.752,1,1,8008,4004
1308,4.9405e+07,0,0.0025816,-0.00020244,-0.00072874,-0.38474,-0.050125,-9.7867,0,0,44.752,1,1,8008,4004
1390,4.9425e+07,0,0.0013354,-0.00059159,0.00038563,-0.38606,-0.050133,-9.7827,0,0,44.752,1,1,8008,4004
1487,4.9436e+07,0,-0.001126,-0.0012953,-0.00085607,-0.37955,-0.045905,-9.7847,0,0,44.752,1,1,8008,4004
1579,4.9448e+07,0,-0.003806,-0.0028678,0.00043785,-0.37711,-0.05303,-9.7739,0,0,44.752,1,1,8008,4004
1610,4.9451e+07,0,-0.0028939,-0.0015657,0.0012235,-0.3782,-0.050183,-9.7706,0,0,44.752,1,1,8008,4004
1641,4.9455e+07,0,-0.0018279,-0.0012327,0.0011613,-0.38041,-0.047471,-9.7671,0,0,44.752,1,1,8008,4004
1645,4.9456e+07,0,-0.0020969,-0.0019803,0.00063599,-0.38384,-0.046962,-9.7663,0,0,44.752,1,1,8008,4004
1648,4.9459e+07,0,-0.0033986,-0.0032253,-2.5448e-05,-0.38806,-0.04835,-9.766,0,0,44.752,1,1,8008,4004
1651,4.9461e+07,0,-0.0039413,-0.0037265,-0.00045971,-0.38857,-0.048729,-9.7658,0,0,44.752,1,1,8008,4004
1664,4.9474e+07,0,-0.0032439,-0.0046494,-4.1195e-05,-0.3816,-0.047196,-9.7684,0,0,44.752,1,1,8008,4004
1668,4.9477e+07,0,-0.0029298,-0.0042756,9.0372e-05,-0.38269,-0.046834,-9.7709,0,0,44.752,1,1,8008,4004
1671,4.9479e+07,0,-0.003555,-0.0030788,-0.0002538,-0.38453,-0.047972,-9.7764,0,0,44.752,1,1,8008,4004
1674,4.9482e+07,0,-0.0034911,-0.0024014,-0.00078219,-0.38444,-0.047382,-9.779,0,0,44.751,1,1,8008,4004
1709,4.9485e+07,0,-0.003138,-0.0023332,-4.8348e-05,-0.38337,-0.044693,-9.7811,0,0,44.751,1,1,8008,4004
1712,4.9488e+07,0,-0.0031269,-0.0021981,0.00036848,-0.38303,-0.041989,-9.7799,0,0,44.751,1,1,8008,4004
1715,4.9489e+07,0,-0.003097,-0.0010907,0.00078087,-0.38365,-0.038747,-9.7784,0,0,44.752,1,1,8008,4004
