LineNo,TimeUS,Instance,RPM,RawRPM,Volt,Curr,Temp,CTot,MotTemp,Err
1640,56241008,0,0,0,15.48,0.04,30,0,0,0
2052,56347213,0,0,0,15.48,0.04,30,0,0,0
2471,56454608,0,0,0,15.47,0.04,30,0,0,0
2885,56560852,0,0,0,15.47,0.04,30,0,0,0
3339,56676140,0,0,0,15.48,0.04,30,0,0,0
3750,56778374,0,0,0,15.47,0.04,30,0,0,0
4161,56882942,0,0,0,15.48,0.04,30,0,0,0
4612,56997782,0,0,0,15.48,0.04,30,0,0,0
5018,57101025,0,0,0,15.48,0.04,30,0,0,0
5430,57205795,0,0,0,15.48,0.04,30,0,0,0
5886,57320980,0,0,0,15.48,0.04,30,0,0,0
6301,57424442,0,0,0,15.48,0.04,30,0,0,0
6757,57537124,0,0,0,15.47,0.04,30,0,0,0
7174,57642067,0,0,0,15.48,0.04,30,0,0,0
7597,57752215,0,0,0,15.48,0.04,30,0,0,0
8012,57855225,0,0,0,15.47,0.04,30,0,0,0
8431,57963206,0,0,0,15.47,0.04,30,0,0,0
8883,58077917,0,0,0,15.47,0.04,30,0,0,0
9294,58181681,0,0,0,15.47,0.04,30,0,0,0
10115,58391577,0,0,0,15.47,0.04,30,0,0,0
10532,58500348,0,0,0,15.47,0.04,30,0,0,0
10817,58605962,0,0,0,15.47,0.04,30,0,0,0
11273,58718317,0,0,0,15.48,0.04,30,0,0,0
11686,58824110,0,0,0,15.48,0.04,30,0,0,0
12112,58937567,0,0,0,15.47,0.04,30,0,0,0
12521,59038326,0,0,0,15.48,0.04,30,0,0,0
12972,59151565,0,0,0,15.47,0.04,30,0,0,0
13387,59258341,0,0,0,15.47,0.04,30,0,0,0
13799,59363435,0,0,0,15.47,0.04,30,0,0,0
14254,59477358,0,0,0,15.47,0.04,30,0,0,0
14666,59579450,0,0,0,15.47,0.04,30,0,0,0
15119,59693908,0,0,0,15.48,0.04,30,0,0,0
15531,59797545,0,0,0,15.48,0.05,30,0,0,0
15949,59906611,0,0,0,15.48,0.05,30,0,0,0
16402,60021508,0,0,0,15.48,0.04,30,0,0,0
16817,60123950,0,0,0,15.48,0.04,30,0,0,0
17238,60237375,0,0,0,15.47,0.05,30,0,0,0
17686,60351076,0,0,0,15.48,0.05,30,0,0,0
18093,60452886,0,0,0,15.47,0.05,30,0,0,0
18511,60561186,0,0,0,15.48,0.04,30,0,0,0
18926,60667631,0,0,0,15.47,0.04,30,0,0,0
19345,60773333,0,0,0,15.47,0.04,30,0,0,0
19755,60878926,0,0,0,15.47,0.04,30,0,0,0
20211,60995193,0,0,0,15.48,0.04,30,0,0,0
20621,61099535,0,0,0,15.47,0.04,30,0,0,0
20961,61203437,0,0,0,15.47,0.04,30,0,0,0
54664,81867861,0,0,0,15.48,0.04,30,0,0,0
54832,81907986,0,0,0,15.48,0.04,30,0,0,0
55269,82009378,0,0,0,15.47,0.04,30,0,0,0
