LineNo,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
534,55896195,0,1.31,-1.18,23.02,-0.09224684,-0.01672584,0.02702307,-0.09085838,20.90568,-4.893199,1.305477,-0.03,-0.02,-0.24,92.92
765,55941056,0,1.3,-1.19,23.02,-0.09427422000000001,-0.01567679,0.02659685,-0.101549,20.90568,-4.893199,1.30124,-0.03,-0.02,-0.24,92.92
990,55996878,0,1.31,-1.19,23.03,-0.09697103999999999,-0.01478995,0.02538012,-0.1098148,20.90568,-4.893199,1.295875,-0.03,-0.02,-0.24,92.92
1097,56037083,0,1.31,-1.19,23.04,-0.09945539,-0.01503653,0.02494089,-0.1037675,20.90568,-4.893199,1.292928,-0.03,-0.02,-0.23,92.92
1557,56217367,0,1.32,-1.18,23.05,-0.1072278,-0.01316518,-0.4641883,-0.5034634,20.90568,-4.90126,1.242844,-0.03,-0.02,-0.23,92.92
1575,56227431,0,1.31,-1.18,23.05,-0.1078194,-0.01303124,-0.4641969,-0.509062,20.90568,-4.90126,1.236878,-0.03,-0.02,-0.23,92.92
1616,56237445,0,1.31,-1.18,23.05,-0.1081081,-0.01302005,-0.4644744,-0.5152463,20.90568,-4.90126,1.230949,-0.03,-0.02,-0.23,92.92
1657,56247368,0,1.31,-1.18,23.06,-0.1084651,-0.01273682,-0.4646039,-0.5211317,20.90568,-4.90126,1.225092,-0.03,-0.02,-0.23,92.92
1699,56260385,0,1.31,-1.18,23.06,-0.1091124,-0.0124709,-0.4649615,-0.5293965,20.90568,-4.90126,1.217078,-0.03,-0.02,-0.22,92.92
1740,56270916,0,1.31,-1.18,23.05,-0.1097387,-0.01228546,-0.4652323,-0.5380297000000001,20.90568,-4.90126,1.210566,-0.03,-0.02,-0.23,92.92
1781,56281016,0,1.31,-1.18,23.05,-0.1099705,-0.01208729,-0.4658227,-0.5473036,20.90568,-4.90126,1.20415,-0.03,-0.02,-0.23,92.92
1825,56291106,0,1.32,-1.18,23.05,-0.1104717,-0.01188837,-0.4661941,-0.5583808,20.90568,-4.90126,1.197363,-0.03,-0.02,-0.23,92.92
1867,56301649,0,1.32,-1.18,23.05,-0.1108019,-0.01194025,-0.4660277,-0.5681543999999999,20.90568,-4.90126,1.192707,-0.03,-0.02,-0.23,92.92
1908,56311596,0,1.32,-1.18,23.05,-0.111146,-0.01160165,-0.4659682,-0.5755948,20.90568,-4.90126,1.186471,-0.03,-0.02,-0.23,92.92
