LineNo,TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,AEKF
527,55897913,0,1.31,0,-1.18,23.04,23.02,0,0.03,3
758,55942884,0,1.3,0,-1.19,23.04,23.02,0,0.03,3
983,55998162,0,1.31,0,-1.19,23.05,23.03,0,0.03,3
1090,56038209,0,1.31,0,-1.19,23.05,23.04,0,0.03,3
1550,56218597,0,1.32,0,-1.18,23.07,23.05,0,0.04,3
1568,56228440,0,1.31,0,-1.18,23.07,23.05,0,0.04,3
1609,56238454,0,1.31,0,-1.18,23.07,23.05,0,0.04,3
1650,56248392,0,1.31,0,-1.18,23.07,23.06,0,0.04,3
1692,56261422,0,1.31,0,-1.18,23.07,23.06,0,0.04,3
1733,56271875,0,1.31,0,-1.18,23.07,23.05,0,0.04,3
1774,56282417,0,1.31,0,-1.18,23.07,23.05,0,0.04,3
1818,56292618,0,1.32,0,-1.18,23.06,23.05,0,0.03,3
1860,56302932,0,1.32,0,-1.18,23.06,23.05,0,0.03,3
1901,56312637,0,1.32,0,-1.18,23.06,23.05,0,0.03,3
1944,56323441,0,1.32,0,-1.18,23.06,23.04,0,0.03,3
1984,56335983,0,1.32,0,-1.18,23.06,23.04,0,0.03,3
2024,56346204,0,1.32,0,-1.18,23.06,23.04,0,0.03,3
2066,56356575,0,1.32,0,-1.18,23.05,23.04,0,0.03,3
2109,56366867,0,1.32,0,-1.17,23.05,23.03,0,0.03,3
2150,56377017,0,1.32,0,-1.17,23.05,23.03,0,0.03,3
2195,56387097,0,1.32,0,-1.17,23.05,23.03,0,0.03,3
2235,56397049,0,1.32,0,-1.17,23.04,23.03,0,0.03,3
2276,56406944,0,1.32,0,-1.17,23.04,23.03,0,0.03,3
2318,56417345,0,1.32,0,-1.17,23.04,23.02,0,0.03,3
2362,56430331,0,1.32,0,-1.17,23.04,23.02,0,0.03,3
2399,56441169,0,1.32,0,-1.17,23.04,23.02,0,0.03,3
2440,56451591,0,1.32,0,-1.17,23.03,23.02,0,0.03,3
2481,56461784,0,1.32,0,-1.17,23.03,23.02,0,0.03,3
2521,56471586,0,1.32,0,-1.17,23.03,23.02,0,0.03,3
2562,56481894,0,1.32,0,-1.17,23.03,23.02,0,0.03,3
2606,56491919,0,1.33,0,-1.17,23.03,23.02,0,0.02,3
2648,56502548,0,1.33,0,-1.17,23.03,23.02,0,0.02,3
2689,56512896,0,1.33,0,-1.17,23.03,23.02,0,0.02,3
2732,56523356,0,1.33,0,-1.17,23.03,23.02,0,0.02,3
2773,56534394,0,1.33,0,-1.17,23.03,23.02,0,0.02,3
2813,56547868,0,1.33,0,-1.17,23.03,23.02,0,0.02,3
2854,56557968,0,1.33,0,-1.16,23.03,23.02,0,0.02,3
2896,56567918,0,1.33,0,-1.17,23.03,23.02,0,0.02,3
2939,56577857,0,1.33,0,-1.17,23.03,23.02,0,0.02,3
2980,56587998,0,1.33,0,-1.16,23.03,23.02,0,0.02,3
3024,56598187,0,1.33,0,-1.16,23.03,23.02,0,0.02,3
3066,56608776,0,1.33,0,-1.16,23.03,23.02,0,0.02,3
3106,56618955,0,1.33,0,-1.16,23.03,23.02,0,0.02,3
3147,56628991,0,1.33,0,-1.16,23.03,23.02,0,0.02,3
3185,56642183,0,1.33,0,-1.16,23.03,23.02,0,0.02,3
3226,56653034,0,1.33,0,-1.16,23.03,23.02,0,0.02,3
3267,56663323,0,1.33,0,-1.16,23.03,23.02,0,0.02,3
3308,56673118,0,1.33,0,-1.16,23.03,23.02,0,0.02,3
3350,56683385,0,1.33,0,-1.16,23.03,23.02,0,0.02,3
3391,56694025,0,1.33,0,-1.16,23.03,23.02,0,0.02,3
3435,56704768,0,1.33,0,-1.16,23.03,23.02,0,0.02,3
3478,56715139,0,1.33,0,-1.16,23.04,23.02,0,0.02,3
3518,56725230,0,1.33,0,-1.16,23.04,23.02,0,0.02,3
3557,56735220,0,1.33,0,-1.16,23.04,23.02,0,0.02,3
3595,56745230,0,1.33,0,-1.16,23.04,23.02,0,0.02,3
3638,56755766,0,1.33,0,-1.16,23.03,23.02,0,0.02,3
3679,56765896,0,1.33,0,-1.16,23.03,23.02,0,0.02,3
3719,56775997,0,1.33,0,-1.16,23.03,23.02,0,0.02,3
