LineNo,TimeUS,ThI,ABst,ThO,ThH,DAlt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt
754,55942694,-2.95043e-06,-1.407216e-09,0,0.2585996,-1.30124,-1.30124,-1.02,NaN,0,0.9333991,-2,-2
1805,56284917,-2.95043e-06,-1.4129e-09,0,0.2585996,-1.202754,-1.202754,-0.75,NaN,0,1.031726,46,46
2191,56386887,-2.95043e-06,-1.415401e-09,0,0.2585996,-1.137579,-1.137579,-0.62,NaN,0,1.095276,46,46
2599,56489612,-2.95043e-06,-1.417447e-09,0,0.2585996,-1.067387,-1.067387,-1.01,NaN,0,1.165467,47,47
3014,56593153,-2.95043e-06,-1.413127e-09,0,0.2585996,-1.002762,-1.002762,-0.93,NaN,0,1.230092,47,47
3422,56696489,-2.95043e-06,-1.416083e-09,0,0.2585996,-0.9404565,-0.9404565,-1,NaN,0,1.292398,47,47
3831,56799182,-2.95043e-06,-1.417675e-09,0,0.2585996,-0.8845541,-0.8845541,-1.01,NaN,0,1.347499,47,47
4211,56901056,-2.95043e-06,-1.412218e-09,0,0.2585996,-0.832461,-0.832461,-1.11,NaN,0,1.399592,47,47
4619,57002562,-2.95043e-06,-1.41813e-09,0,0.2585996,-0.7845626,-0.7845626,-1.08,NaN,0,1.444813,47,47
5025,57105585,-2.95043e-06,-1.424496e-09,0,0.2585996,-0.7416825,-0.7416825,-0.82,NaN,0,1.487693,47,47
5434,57208526,-2.95043e-06,-1.434046e-09,0,0.2585996,-0.6989251,-0.6989251,-1.07,NaN,0,1.530687,47,47
5844,57312342,-2.95043e-06,-1.437456e-09,0,0.2585996,-0.6584612,-0.6584612,-1,NaN,0,1.571151,47,47
6260,57416222,-2.95043e-06,-1.441322e-09,0,0.2585996,-0.6207168,-0.6207168,-0.77,NaN,0,1.608086,47,47
6675,57520167,-2.95043e-06,-1.442004e-09,0,0.2585996,-0.5839510999999999,-0.5839510999999999,-0.79,NaN,0,1.644852,46,46
7088,57622476,-2.95043e-06,-1.439275e-09,0,0.2585996,-0.5462892,-0.5462892,-0.68,NaN,0,1.682514,46,46
7473,57724746,-2.95043e-06,-1.443368e-09,0,0.2585996,-0.5079496999999999,-0.5079496999999999,-0.66,NaN,0,1.720853,46,46
7883,57825094,-2.95043e-06,-1.441322e-09,0,0.2585996,-0.4702932,-0.4702932,-1.07,NaN,0,1.75851,45,45
8270,57925963,-2.95043e-06,-1.44064e-09,0,0.2585996,-0.4367873,-0.4367873,-1.07,NaN,0,1.790398,45,45
8682,58029428,-2.95043e-06,-1.445642e-09,0,0.2585996,-0.4089402,-0.4089402,-0.82,NaN,0,1.818246,45,45
9093,58130915,-2.95043e-06,-1.445187e-09,0,0.2585996,-0.3825603,-0.3825603,-0.87,NaN,0,1.844786,44,44
9500,58232871,-2.95043e-06,-1.450417e-09,0,0.2585996,-0.3575647,-0.3575647,-0.78,NaN,0,1.869781,44,44
9879,58335135,-2.95043e-06,-1.45269e-09,0,0.2585996,-0.3333734,-0.3333734,-0.64,NaN,0,1.893972,43,43
10285,58437995,-2.95043e-06,-1.4536e-09,0,0.2585996,-0.3099838,-0.3099838,-0.86,NaN,0,1.917362,43,43
10948,58643802,-2.95043e-06,-1.453373e-09,0,0.2585996,-0.2704572,-0.2704572,-0.68,NaN,0,1.956248,42,42
11367,58746919,-2.95043e-06,-1.442004e-09,0,0.2585996,-0.2526461,-0.2526461,-0.82,NaN,0,1.974219,41,41
11774,58850428,-2.95043e-06,-1.44837e-09,0,0.2585996,-0.234317,-0.234317,-0.85,NaN,0,1.992548,41,41
12188,58953145,-2.95043e-06,-1.443141e-09,0,0.2585996,-0.2217041,-0.2217041,-0.79,NaN,0,2.005161,40,40
12571,59056447,-2.95043e-06,-1.442004e-09,0,0.2585996,-0.2072786,-0.2072786,-0.93,NaN,0,2.019587,39,39
12982,59159609,-2.95043e-06,-1.439503e-09,0,0.2585996,-0.1972588,-0.1972588,-1,NaN,0,2.029767,38,38
13395,59264204,-2.95043e-06,-1.430863e-09,0,0.2585996,-0.1883787,-0.1883787,-0.96,NaN,0,2.038647,38,38
13804,59365443,-2.95043e-06,-1.43632e-09,0,0.2585996,-0.1856615,-0.1856615,-0.79,NaN,0,2.042333,37,37
14213,59469904,-2.95043e-06,-1.438593e-09,0,0.2585996,-0.1790235,-0.1790235,-0.72,NaN,0,2.048971,36,36
14625,59571986,-2.95043e-06,-1.445642e-09,0,0.2585996,-0.1749707,-0.1749707,-0.85,NaN,0,2.053184,35,35
15032,59673897,-2.95043e-06,-1.442686e-09,0,0.2585996,-0.1691007,-0.1691007,-0.9399999999999999,NaN,0,2.059054,34,34
15444,59777567,-2.95043e-06,-1.445642e-09,0,0.2585996,-0.1643338,-0.1643338,-1.09,NaN,0,2.063821,33,33
15826,59880776,-2.95043e-06,-1.443368e-09,0,0.2585996,-0.1666483,-0.1666483,-1.01,NaN,0,2.061506,32,32
16241,59985063,-2.95043e-06,-1.441322e-09,0,0.2585996,-0.1756292,-0.1756292,-1.14,NaN,0,2.053982,31,31
16653,60087970,-2.95043e-06,-1.439957e-09,0,0.2585996,-0.1827927,-0.1827927,-1.1,NaN,0,2.046819,30,30
17068,60192973,-2.95043e-06,-1.568424e-09,0,0.2585996,-0.195536,-0.195536,-1.1,NaN,0,2.034076,29,29
17477,60295443,-2.95043e-06,-1.784656e-09,0,0.2585996,-0.2071,-0.2071,-1,NaN,0,2.022512,28,28
17887,60398769,-2.95043e-06,-2.018623e-09,0,0.2585996,-0.2181627,-0.2181627,-1.11,NaN,0,2.009832,27,27
18294,60501617,-2.95043e-06,-2.409251e-09,0,0.2585996,-0.2359414,-0.2359414,-1.15,NaN,0,1.992053,26,26
18678,60603370,-2.95043e-06,-2.732804e-09,0,0.2585996,-0.2514017,-0.2514017,-1.09,NaN,0,1.975784,25,25
19088,60705986,-2.95043e-06,-2.986098e-09,0,0.2585996,-0.2705535,-0.2705535,-1.13,NaN,0,1.956632,24,24
19474,60808990,-2.95043e-06,-3.316018e-09,0,0.2585996,-0.2856199,-0.2856199,-1,NaN,0,1.939788,22,22
19882,60911927,-2.95043e-06,-3.387868e-09,0,0.2585996,-0.3051399,-0.3051399,-0.97,NaN,0,1.920268,21,21
20294,61015346,-2.95043e-06,-3.604782e-09,0,0.2585996,-0.3191986,-0.3191986,-1.24,NaN,0,1.905393,21,21
20700,61117344,-2.95043e-06,-3.640253e-09,0,0.2585996,-0.3386558,-0.3386558,-1.13,NaN,0,1.885936,20,20
21015,61220990,-2.95043e-06,-3.608193e-09,0,0.2585996,-0.3562073,-0.3562073,-0.88,NaN,0,1.868545,19,19
21424,61322970,-2.95043e-06,-3.405603e-09,0,0.2585996,-0.374851,-0.374851,-1.19,NaN,0,1.849901,18,18
21828,61425552,-2.95043e-06,-2.942215e-09,0,0.2585996,-0.3905608,-0.3905608,-1.14,NaN,0,1.834191,17,17
22209,61526852,-2.95043e-06,-1.398803e-09,0,0.2585996,-0.4107686,-0.4107686,-1.07,NaN,0,1.814144,17,17
22609,61630016,-2.95043e-06,-1.667104e-09,0,0.2585996,-0.4277185,-0.4277185,-0.8100000000000001,NaN,0,1.797194,16,16
23018,61733799,-2.95043e-06,-1.498393e-09,0,0.2585996,-0.4451208,-0.4451208,-0.79,NaN,0,1.779791,15,15
23395,61835217,-2.95043e-06,-1.655508e-09,0,0.2585996,-0.4555084,-0.4555084,-0.98,NaN,0,1.769404,14,14
23804,61936138,-2.95043e-06,-1.600938e-09,0,0.2585996,-0.4662422,-0.4662422,-1.34,NaN,0,1.75867,13,13
24207,62037885,-2.95043e-06,-1.388344e-09,0,0.2585996,-0.4842497,-0.4842497,-0.87,NaN,0,1.74553,12,12
