LineNo,TimeUS,Instance,RPM,RawRPM,Volt,Curr,Temp,CTot,MotTemp,Err
1783,65388887,2,0,0,16.63,0.04,27,0,0,0
2235,65497441,2,0,0,16.63,0.04,27,0,0,0
2741,65613023,2,0,0,16.63,0.04,27,0,0,0
3201,65725354,2,0,0,16.63,0.04,27,0,0,0
3655,65827063,2,0,0,16.63,0.04,27,0,0,0
4108,65932941,2,0,0,16.63,0.04,27,0,0,0
4605,66044888,2,0,0,16.63,0.04,27,0,0,0
5506,66253527,2,0,0,16.62,0.04,27,0,0,0
5959,66359371,2,0,0,16.63,0.04,27,0,0,0
6416,66470838,2,0,0,16.63,0.04,27,0,0,0
6868,66572997,2,0,0,16.63,0.04,27,0,0,0
7401,66694031,2,0,0,16.63,0.04,27,0,0,0
7856,66797882,2,18,185,16.62,0.03,27,0,0,0
8314,66904279,2,203,414,16.61,0.07000000000000001,27,0,0,0
8806,67013300,2,452,857,16.6,0.13,27,0,0,0
9261,67123448,2,879,1214,16.6,0.15,27,0,0,0
9716,67228799,2,1220,1285,16.6,0.12,27,0,0,0
10167,67332059,2,1286,1328,16.6,0.11,27,0,0,0
10663,67445145,2,1330,1357,16.61,0.11,27,0,0,0
11115,67552671,2,1358,1371,16.61,0.11,27,0,0,0
11568,67654902,2,1371,1371,16.61,0.09999999,27,0,0,0
11981,67756184,2,1371,1371,16.61,0.11,27,0,0,0
12480,67870221,2,1371,1371,16.61,0.11,27,0,0,0
12966,67979979,2,1371,1371,16.6,0.11,27,0,0,0
13672,68190299,2,1357,1385,16.6,0.11,27,0,0,0
14162,68300278,2,1384,1371,16.6,0.11,27,0,0,0
14660,68413055,2,1371,1371,16.61,0.11,27,0,0,0
15074,68512668,2,1371,1371,16.61,0.11,27,0,0,0
15570,68626001,2,1371,1371,16.6,0.11,27,0,0,0
16027,68735586,2,1371,1371,16.61,0.11,27,0,0,0
16484,68838974,2,1371,1371,16.61,0.11,27,0,0,0
16980,68956194,2,1371,1371,16.61,0.11,27,0,0,0
17889,69168250,2,1371,1371,16.61,0.11,27,0,0,0
18384,69283837,2,1371,1371,16.61,0.11,27,0,0,0
18798,69380023,2,1369,1357,16.6,0.11,27,0,0,0
19248,69486173,2,1357,1357,16.61,0.11,27,0,0,0
19745,69599792,2,1357,1357,16.6,0.11,27,0,0,0
20195,69705405,2,1357,1357,16.6,0.11,27,0,0,0
20697,69817919,2,1357,1357,16.6,0.11,27,0,0,0
21153,69926809,2,1358,1371,16.6,0.11,27,0,0,0
21605,70030016,2,1371,1371,16.61,0.11,27,0,0,0
22061,70140824,2,1371,1371,16.6,0.11,27,0,0,0
22513,70242860,2,1371,1371,16.61,0.11,27,0,0,0
23012,70355434,2,1371,1371,16.6,0.11,27,0,0,0
23467,70460734,2,1370,1357,16.61,0.11,27,0,0,0
23963,70575950,2,1357,1357,16.61,0.11,27,0,0,0
24881,70793011,2,1357,1357,16.6,0.11,27,0,0,0
25296,70895656,2,1357,1357,16.61,0.11,27,0,0,0
25746,70997906,2,1357,1371,16.6,0.11,27,0,0,0
26244,71114293,2,1371,1371,16.59,0.11,27,0,0,0
26696,71216173,2,1386,1542,16.57,0.24,27,0,0,0
27591,71431019,2,1576,3085,16.43,1.32,27,0,0,0
28038,71536801,2,3109,3571,16.24,1.57,27,0,0,0
28494,71646024,2,3601,4042,15.86,3.58,27,0,0,0
28987,71764380,2,4139,5157,15.89,3.37,27,0,0,0
29405,71863519,2,5167,5414,15.77,3.17,27,0,0,0
29896,71978416,2,5418,5485,15.92,3.03,27,0,0,0
30839,72195650,2,5502,5985,15.94,3.4,27,1,0,0
31295,72306769,2,5990,6071,15.88,3.66,27,1,0,0
31749,72414632,2,6068,6042,15.94,3.66,27,1,0,0
32242,72532645,2,6057,6228,15.89,4.07,27,1,0,0
32696,72638801,2,6235,6342,15.82,4.18,27,1,0,0
33145,72746653,2,6339,6314,15.82,4.29,27,1,0,0
33599,72852279,2,6315,6342,15.85,4.01,27,1,0,0
34512,73075955,2,6341,6285,15.89,3.88,27,2,0,0
34972,73187178,2,6271,6142,15.83,3.77,27,2,0,0
35380,73286257,2,6142,6142,15.86,3.89,27,2,0,0
35874,73401421,2,6158,6328,15.82,4.02,27,2,0,0
36322,73509426,2,6326,6300,15.81,4.2,28,2,0,0
36817,73626240,2,6288,6171,15.89,4,27,2,0,0
37224,73725996,2,6174,6357,15.8,4.5,28,2,0,0
38133,73942017,2,6358,6500,15.78,4.43,28,3,0,0
38627,74059277,2,6484,6342,15.8,4.08,28,3,0,0
39076,74168060,2,6338,6300,15.79,4.25,28,3,0,0
39530,74276860,2,6301,6357,15.82,4.09,28,3,0,0
39982,74383618,2,6358,6428,15.82,4.37,28,3,0,0
40434,74492980,2,6424,6385,15.82,4.3,28,3,0,0
40885,74598875,2,6386,6414,15.74,4.26,28,3,0,0
41331,74714628,2,6417,6442,15.75,4.51,28,4,0,0
41788,74823061,2,6446,6485,15.76,4.39,28,4,0,0
42191,74931808,2,6484,6414,15.77,4.2,28,4,0,0
42642,75036210,2,6413,6357,15.8,3.97,28,4,0,0
43084,75149248,2,6352,6271,15.82,3.87,28,4,0,0
43540,75257436,2,6265,6200,15.77,3.96,28,4,0,0
43946,75360655,2,6200,6242,15.75,3.95,28,4,0,0
44472,75485071,2,6256,6342,15.74,3.8,28,4,0,0
44878,75587471,2,6319,6085,15.79,3.63,28,5,0,0
45321,75701658,2,6083,6071,15.7,3.64,28,5,0,0
45730,75801661,2,6061,5971,15.72,3.62,28,5,0,0
46178,75915876,2,6011,6342,15.66,4.11,28,5,0,0
46625,76022414,2,6329,6200,15.69,3.81,28,5,0,0
47035,76125395,2,6201,6285,15.66,3.98,28,5,0,0
47520,76240245,2,6281,6200,15.75,3.78,28,5,0,0
47965,76350455,2,6197,6171,15.7,3.72,28,5,0,0
48820,76562919,2,6168,5942,15.89,3.28,28,6,0,0
49265,76669199,2,5931,5728,15.92,2.89,28,6,0,0
49709,76776994,2,5724,5642,15.92,2.76,28,6,0,0
50197,76896214,2,5640,5628,15.86,2.65,28,6,0,0
50606,76998897,2,5625,5428,15.82,2.89,28,6,0,0
51087,77110887,2,5441,5685,15.86,2.94,29,6,0,0
51539,77224151,2,5670,5457,15.91,2.32,28,6,0,0
51979,77333063,2,5451,5385,15.89,2.43,28,6,0,0
52430,77440831,2,5385,5400,15.88,2.41,28,6,0,0
52880,77555330,2,5400,5400,15.93,2.53,28,6,0,0
53331,77664424,2,5406,5471,15.88,2.37,29,6,0,0
53733,77768210,2,5469,5371,15.92,2.37,29,6,0,0
54218,77882972,2,5366,5328,15.86,2.52,29,7,0,0
54623,77983070,2,5328,5342,15.8,2.65,29,7,0,0
55072,78096050,2,5347,5457,15.83,2.67,29,7,0,0
55528,78209935,2,5462,5514,15.89,2.39,29,7,0,0
56423,78426826,2,5513,5500,15.85,2.68,29,7,0,0
56854,78526780,2,5501,5557,15.88,2.66,29,7,0,0
57309,78639171,2,5554,5514,15.89,2.37,29,7,0,0
57716,78743033,2,5515,5600,15.87,2.62,29,7,0,0
58210,78858759,2,5590,5457,15.84,2.5,29,7,0,0
58659,78973771,2,5472,5628,15.83,2.96,29,7,0,0
59509,79185380,2,5633,5900,15.72,3.4,29,7,0,0
59956,79296746,2,5907,6057,15.66,3.48,29,8,0,0
60405,79406391,2,6060,6142,15.65,3.44,29,8,0,0
60854,79519646,2,6143,6157,15.69,3.46,29,8,0,0
61302,79625189,2,6149,6042,15.62,3.49,29,8,0,0
61746,79734276,2,6048,6171,15.66,3.46,29,8,0,0
62195,79840667,2,6164,6014,15.65,3.8,29,8,0,0
62647,79955755,2,6040,6300,15.7,3.87,29,8,0,0
63091,80064154,2,6297,6242,15.75,3.56,29,8,0,0
63534,80172185,2,6247,6300,15.67,3.43,29,8,0,0
63984,80284932,2,6282,6157,15.68,3.34,29,9,0,0
64431,80390833,2,6143,6014,15.79,3.38,29,9,0,0
64876,80501192,2,6016,6042,15.76,3.25,29,9,0,0
65281,80599880,2,6043,6100,15.69,3.27,29,9,0,0
65774,80718252,2,6084,5871,15.77,3.07,29,9,0,0
66220,80823737,2,5868,5842,15.74,3.26,29,9,0,0
66625,80926969,2,5845,5971,15.77,3.28,29,9,0,0
67079,81038658,2,5966,5900,15.75,3.24,29,9,0,0
67524,81147200,2,5899,5871,15.69,3.15,29,9,0,0
67982,81260041,2,5871,5871,15.7,3.28,29,9,0,0
68424,81372177,2,5859,5742,15.77,2.93,29,10,0,0
68831,81477359,2,5724,5442,15.8,2.08,29,10,0,0
69314,81588814,2,5421,5114,15.82,1.76,29,10,0,0
69761,81700148,2,5114,5128,15.8,2.67,29,10,0,0
70216,81812586,2,5164,5671,15.72,3.39,29,10,0,0
70667,81925392,2,5691,5885,15.76,3.54,29,10,0,0
