LineNo,TimeUS,I,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz
183,64898149,1,-0.008191845,0.0136686,-0.01027485,-0.2877603,0.3885964,-9.794938999999999,0,0,44.32999,1,1,754,998
218,64900393,1,-0.00585794,0.01516503,-0.008887966000000001,-0.3201319,0.362228,-9.792611000000001,0,0,44.33065,1,1,754,998
288,64929248,1,-0.002255028,0.009410238,0.0009682486,-0.3026471,0.2212995,-9.844428000000001,0,0,44.33187,1,1,754,998
403,64958025,1,0.002933422,0.005261625,0.00500406,-0.3233833,0.2987609,-9.690723,0,0,44.33365,1,1,754,998
519,64986878,1,0.002478794,0.006710039,0.004815733,-0.1931611,0.2319903,-9.797038000000001,0,0,44.33482,1,1,754,998
522,64988452,1,0.001552705,0.007363873,0.006537772,-0.2102993,0.2382232,-9.801157999999999,0,0,44.3354,1,1,754,998
632,65008389,1,-0.002573699,0.01164357,-0.0009179292,-0.2199203,0.2956253,-9.752371999999999,0,0,44.33597,1,1,754,998
667,65011315,1,-0.003244697,0.008813230999999999,5.1615e-05,-0.2127718,0.2850882,-9.765333,0,0,44.33654,1,1,754,998
741,65029218,1,-0.006182655,0.007587865,0.003893435,-0.2229385,0.3101929,-9.645746000000001,0,0,44.33711,1,1,754,998
857,65049163,1,-0.0005947361,0.006074456,-0.001350883,-0.2732905,0.2924979,-9.648649000000001,0,0,44.33819,1,1,754,998
972,65092746,1,0.001763409,0.006772994,-0.0008441186,-0.2617709,0.2485225,-9.747374000000001,0,0,44.33998,1,1,754,998
1007,65095369,1,0.001673714,0.006369378,-4.640123e-07,-0.2900958,0.2452866,-9.724982000000001,0,0,44.33998,1,1,754,998
1081,65123911,1,-0.0009465742,0.002073186,0.000954043,-0.1978954,0.1984387,-9.740538000000001,0,0,44.34099,1,1,754,998
1197,65224772,1,-0.004961682,0.001450064,-0.005544049,-0.2615398,0.2195192,-9.711073000000001,0,0,44.34345,1,1,754,998
1307,65284323,1,-0.0006118812,0.01097069,-0.001279922,-0.2947779,0.206212,-9.741702999999999,0,0,44.34494,1,1,754,998
1387,65302269,1,0.005747235,0.007928086000000001,0.003262391,-0.2693837,0.2486289,-9.853675000000001,0,0,44.34563,1,1,754,998
1478,65328261,1,0.00614241,0.01285311,0.003869927,-0.2407011,0.1780662,-9.633516999999999,0,0,44.34637,1,1,754,998
1559,65333007,1,0.005679377,0.006499443,0.005866361,-0.2538758,0.1704747,-9.626403,0,0,44.34675,1,1,754,998
1563,65342444,1,-0.003384997,0.01104592,0.005234164,-0.247698,0.13218,-9.719426,0,0,44.34714,1,1,754,998
1566,65345446,1,-0.003749317,0.01060058,0.0007579568,-0.2511376,0.1292125,-9.763771999999999,0,0,44.34714,1,1,754,998
1603,65348644,1,-0.001212717,0.01380216,-0.006612982,-0.2582597,0.1492747,-9.77422,0,0,44.34714,1,1,754,998
1606,65350657,1,0.0009615719,0.01391489,-0.00651179,-0.2689458,0.1727096,-9.766121,0,0,44.34714,1,1,754,998
1609,65353142,1,0.005149707,0.01235838,-0.003196878,-0.2862005,0.196201,-9.743198,0,0,44.34753,1,1,754,998
1612,65355268,1,0.006575009,0.01130743,0.0004389928,-0.2898714,0.1975476,-9.736703,0,0,44.34753,1,1,754,998
1647,65358909,1,0.004065151,0.01063476,0.003098417,-0.2858036,0.197287,-9.715375,0,0,44.34753,1,1,754,998
1651,65360885,1,0.003035629,0.006208756,0.002826744,-0.2840384,0.2040124,-9.690773,0,0,44.34753,1,1,754,998
1654,65363398,1,0.002713545,0.00361327,0.002108061,-0.2839088,0.232409,-9.665067000000001,0,0,44.34792,1,1,754,998
1657,65365389,1,0.00142019,0.003477026,0.001656376,-0.2803749,0.253656,-9.656257,0,0,44.34792,1,1,754,998
1692,65368005,1,-0.0016016,0.004528171,-0.0007548552,-0.2874487,0.2754689,-9.659821000000001,0,0,44.34792,1,1,754,998
1696,65371434,1,-0.0008216253,0.005467676,-0.0006643151,-0.2925669,0.2857033,-9.668678,0,0,44.34792,1,1,754,998
1699,65374266,1,0.001177012,0.006936582,0.000124086,-0.3033544,0.2979034,-9.682912,0,0,44.34792,1,1,754,998
1702,65375671,1,0.00266581,0.009649891000000001,0.005068356,-0.2962759,0.2979957,-9.701582,0,0,44.34832,1,1,754,998
1737,65378495,1,0.00168638,0.009162010999999999,0.007370828,-0.2885412,0.3007104,-9.712467,0,0,44.34832,1,1,754,998
1740,65381159,1,-0.0006915778,0.006214635,0.009031516,-0.2747562,0.2970056,-9.740943,0,0,44.34832,1,1,754,998
1743,65384243,1,-0.0006434415,0.005202706,0.006829395,-0.261374,0.2930098,-9.753653999999999,0,0,44.34832,1,1,754,998
1746,65386240,1,-0.001069415,0.002702822,0.004425563,-0.2392459,0.289451,-9.77669,0,0,44.3487,1,1,754,998
1781,65388669,1,-0.002096131,0.002560268,0.0019679,-0.2241582,0.292141,-9.777253999999999,0,0,44.3487,1,1,754,998
1785,65391224,1,-0.000806948,0.004593657,-0.001050062,-0.2201484,0.3017888,-9.76843,0,0,44.3487,1,1,754,998
1788,65394369,1,0.001213288,0.004076732,-0.003215032,-0.2305335,0.3080525,-9.768936999999999,0,0,44.3487,1,1,754,998
1795,65397009,1,0.001676533,0.003344722,-0.004520027,-0.2490957,0.3077989,-9.776332,0,0,44.34909,1,1,754,998
1830,65399766,1,0.0002891399,0.002854093,-0.006821956,-0.2612289,0.3108374,-9.753774999999999,0,0,44.34909,1,1,754,998
1833,65402053,1,-0.001354759,0.001042145,-0.006859947,-0.2695583,0.3035742,-9.729881000000001,0,0,44.34909,1,1,754,998
1836,65404837,1,-0.004111889,-4.359375e-05,-0.002991467,-0.2744331,0.2880615,-9.726388999999999,0,0,44.34909,1,1,754,998
1839,65407476,1,-0.006911296,0.002312112,0.001360359,-0.2617541,0.2650421,-9.738503,0,0,44.34948,1,1,754,998
1874,65410784,1,-0.008255072,0.00757391,0.004270399,-0.2440418,0.2393233,-9.733884,0,0,44.34948,1,1,754,998
1878,65412745,1,-0.008494506000000001,0.008739484,0.004166971,-0.2420587,0.2298021,-9.713533999999999,0,0,44.34948,1,1,754,998
1881,65414951,1,-0.007323806,0.01029387,0.001387726,-0.2507772,0.2164648,-9.682636,0,0,44.34948,1,1,754,998
1884,65417740,1,-0.005267843,0.01220721,-0.002802254,-0.2610393,0.1998852,-9.677434,0,0,44.34948,1,1,754,998
1919,65420464,1,-0.002392022,0.013783,-0.005403104,-0.2697021,0.1858254,-9.677553,0,0,44.34986,1,1,754,998
1923,65423259,1,0.0001729097,0.01436514,-0.004824076,-0.2721189,0.1965106,-9.674581999999999,0,0,44.34986,1,1,754,998
1926,65425216,1,0.00121728,0.01322583,-0.002879424,-0.2738423,0.21443,-9.666797000000001,0,0,44.34986,1,1,754,998
1930,65428021,1,0.0009960787999999999,0.01288661,-0.002077771,-0.2794392,0.2208619,-9.680761,0,0,44.34986,1,1,754,998
1965,65430180,1,0.0001291733,0.01260594,0.002862822,-0.2851136,0.2369066,-9.703671999999999,0,0,44.35025,1,1,754,998
1969,65433780,1,0.0004961647,0.01145459,0.003934529,-0.2969192,0.2714381,-9.719336999999999,0,0,44.35025,1,1,754,998
1972,65435386,1,0.0003876257,0.01049555,0.003031934,-0.3043971,0.2986448,-9.738575000000001,0,0,44.35025,1,1,754,998
1975,65438811,1,-0.002388947,0.009044320999999999,-0.00129169,-0.307311,0.3187668,-9.769951000000001,0,0,44.35025,1,1,754,998
2010,65441095,1,-0.004827903,0.009733086,-0.002766592,-0.2916167,0.313223,-9.808313999999999,0,0,44.35062,1,1,754,998
2014,65444749,1,-0.004849997,0.009780593000000001,-0.00275814,-0.2750666,0.3053355,-9.809623999999999,0,0,44.35062,1,1,754,998
2017,65446272,1,-0.001973631,0.008742138,-0.0007096513,-0.2581123,0.2791454,-9.806808,0,0,44.35062,1,1,754,998
2020,65449141,1,-0.0001911292,0.008317036,0.0002627293,-0.2493618,0.2523305,-9.800414,0,0,44.35062,1,1,754,998
2055,65452310,1,0.001515756,0.005389569,0.004173339,-0.2508132,0.2295487,-9.778812,0,0,44.351,1,1,754,998
2058,65453816,1,0.001048854,0.004553252,0.008880496999999999,-0.2555608,0.2155807,-9.763531,0,0,44.351,1,1,754,998
2061,65457161,1,-5.665284e-05,0.006337159,0.00885768,-0.2596811,0.2125646,-9.753221,0,0,44.351,1,1,754,998
2064,65459211,1,-0.002915091,0.007428433,0.006063551,-0.2727614,0.2341726,-9.749957,0,0,44.351,1,1,754,998
2099,65462326,1,-0.002930877,0.00752036,0.002110834,-0.2814271,0.2452649,-9.754459000000001,0,0,44.351,1,1,754,998
2103,65463982,1,-0.00386761,0.005480962,-0.0008321379,-0.2899512,0.2796251,-9.749063,0,0,44.35139,1,1,754,998
2106,65466546,1,-0.004392891,0.005334616,-0.002655776,-0.2851971,0.3044835,-9.738110000000001,0,0,44.35139,1,1,754,998
2109,65469862,1,-0.001975665,0.008218372,-0.003441002,-0.2675013,0.3131078,-9.731959,0,0,44.35139,1,1,754,998
2146,65473420,1,0.0004509672,0.01046296,-0.002309622,-0.2531874,0.3017251,-9.717983,0,0,44.35139,1,1,754,998
2149,65474996,1,0.003410675,0.009210718999999999,0.001232908,-0.2341489,0.2902755,-9.707487,0,0,44.35176,1,1,754,998
2152,65477366,1,0.003805899,0.008423692999999999,0.001912101,-0.2281654,0.276616,-9.708392999999999,0,0,44.35176,1,1,754,998
2155,65485828,1,-0.000121377,0.001377005,0.0009099729,-0.2167805,0.2192843,-9.697611,0,0,44.35211,1,1,754,998
2191,65488732,1,0.0001919695,0.0024341,0.0002501267,-0.234423,0.205686,-9.701479000000001,0,0,44.35211,1,1,754,998
2195,65491826,1,-0.0003251632,0.006739049,-0.0006078543,-0.2403998,0.1937943,-9.694618,0,0,44.35211,1,1,754,998
2198,65494033,1,-0.001535436,0.007271949,-0.0006569297,-0.2377442,0.186417,-9.680934000000001,0,0,44.35211,1,1,754,998
2201,65496381,1,-0.003550039,0.008571792,-0.0009346553,-0.2222328,0.1787543,-9.665217999999999,0,0,44.35249,1,1,754,998
2237,65498766,1,-0.003430745,0.009443043999999999,4.408382e-05,-0.2081791,0.1926596,-9.674047,0,0,44.35249,1,1,754,998
2244,65501780,1,-0.002465036,0.009454222999999999,0.0005045836,-0.202001,0.2091969,-9.690466000000001,0,0,44.35249,1,1,754,998
2247,65504142,1,0.0001239173,0.009568194,0.001124831,-0.1867563,0.2244731,-9.707642999999999,0,0,44.35249,1,1,754,998
2250,65506798,1,0.0007759782,0.007764359,0.001418273,-0.1573192,0.234521,-9.731555,0,0,44.35288,1,1,754,998
2285,65509758,1,-0.002113279,0.006960021,0.002360093,-0.1584978,0.229056,-9.741961,0,0,44.35288,1,1,754,998
2288,65511844,1,-0.003056658,0.005891968,0.004301951,-0.1731634,0.2324644,-9.744126,0,0,44.35288,1,1,754,998
