LineNo,TimeUS,ThI,ABst,ThO,ThH,DAlt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt
1793,65396985,0,0,0,0.2585996,0.5980158,0.5980158,0.36,NaN,0,0.05829052,47,47
2242,65501757,0,0,0,0.2585996,0.6368458,0.6368458,0.66,NaN,0,0.09712042999999999,47,47
2696,65605273,0,0,0,0.2585996,0.6595504,0.6595504,0.51,NaN,0,0.1200845,46,46
3115,65710151,0,0,0,0.2585996,0.6747549,0.6747549,0.57,NaN,0,0.1352126,45,45
3569,65811808,0,0,0,0.2585996,0.6905661,0.6905661,0.53,NaN,0,0.1511612,43,43
4017,65914815,0,0,0,0.2585996,0.702624,0.702624,0.71,NaN,0,0.1632191,42,42
4471,66015824,0,0,0,0.2585996,0.712643,0.712643,0.42,NaN,0,0.1732381,41,41
4918,66119857,0,0,0,0.2585996,0.7187305,0.7187305,0.57,NaN,0,0.1795851,40,40
5367,66222852,0,0,0,0.2585996,0.7266529,0.7266529,0.59,NaN,0,0.1875074,39,39
5784,66326150,0,0,0,0.2585996,0.7286388,0.7286388,0.48,NaN,0,0.1893407,37,37
6237,66428999,0,0,0,0.2585996,0.7377039,0.7377039,0.55,NaN,0,0.1984058,36,36
6686,66532069,0,0,0,0.2585996,0.7404271,0.7404271,0.43,NaN,0,0.2012587,35,35
7139,66635164,0,0,0,0.2585996,0.7439727,0.7439727,0.67,NaN,0,0.2048043,34,34
7590,66740173,0,0,0,0.2585996,0.746966,0.746966,0.38,NaN,0,0.2077976,33,33
8044,66843047,0,0,0,0.2585996,0.7527028,0.7527028,0.38,NaN,0,0.2133818,31,31
8493,66945857,0,0,0,0.2585996,0.7455617,0.7455617,0.42,NaN,0,0.2065155,30,30
8949,67049842,0,0,0,0.2585996,0.7502309,0.7502309,0.55,NaN,0,0.2109481,29,29
9396,67154218,0,0,0,0.2585996,0.7447428,0.7447428,-0.02,NaN,0,0.20546,28,28
9817,67256197,0,0,0,0.2585996,0.7469062,0.7469062,0.28,NaN,0,0.2076234,27,27
10267,67360042,0,0,0,0.2585996,0.7414619,0.7414619,0.7,NaN,0,0.2021485,25,25
10719,67463456,0,0,0,0.2585996,0.7385306,0.7385306,0.31,NaN,0,0.1992172,25,25
11168,67567880,0,0,0,0.2585996,0.7297072,0.7297072,0.31,NaN,0,0.1902412,23,23
11618,67673443,0,0,0,0.2585996,0.7303159,0.7303159,0.38,NaN,0,0.1908499,22,22
12071,67777255,0,0,0,0.2585996,0.7231686000000001,0.7231686000000001,0.26,NaN,0,0.1837561,21,21
12525,67881246,0,0,0,0.2585996,0.7238569,0.7238569,0.44,NaN,0,0.1844445,20,20
12975,67984393,0,0,0,0.2585996,0.7138662,0.7138662,0.41,NaN,0,0.1744918,19,19
13668,68190049,0,0,0,0.2585996,0.703379,0.703379,0.59,NaN,0,0.1640047,18,18
14117,68292298,0,0,0,0.2585996,0.7019622,0.7019622,0.46,NaN,0,0.1624276,16,16
14571,68395817,0,0,0,0.2585996,0.6944467,0.6944467,0.64,NaN,0,0.1550495,16,16
14986,68497776,0,0,0,0.2585996,0.6907222,0.6907222,0.35,NaN,0,0.1513249,14,14
15439,68599432,0,0,0,0.2585996,0.6845791,0.6845791,0.66,NaN,0,0.145449,13,13
15887,68704611,0,0,0,0.2585996,0.6790327,0.6790327,0.66,NaN,0,0.1399024,12,12
16344,68808068,0,0,0,0.2585996,0.6724229,0.6724229,0.38,NaN,0,0.1332698,11,11
16762,68912718,0,0,0,0.2585996,0.6642978,0.6642978,0.67,NaN,0,0.1254117,11,11
17218,69016238,0,0,0,0.2585996,0.6590877000000001,0.6590877000000001,0.62,NaN,0,0.1202017,9,9
17665,69119159,0,0,0,0.2585996,0.6536951,0.6536951,0.25,NaN,0,0.1149388,8,8
18116,69220298,0,0,0,0.2585996,0.6475005,0.6475005,0.2,NaN,0,0.1087441,7,7
18566,69324640,0,0,0,0.2585996,0.6391376,0.6391376,0.7,NaN,0,0.1003812,6,6
18985,69427959,0,0,0,0.2585996,0.6314532,0.6314532,0.13,NaN,0,0.0926815,6,6
19434,69531665,0,0,0,0.2585996,0.6242761999999999,0.6242761999999999,0.36,NaN,0,0.0855045,5,5
19885,69634835,0,0,0,0.2585996,0.6176666,0.6176666,0.25,NaN,0,0.07916197,5,5
20336,69738183,0,0,0,0.2585996,0.6103948,0.6103948,0.38,NaN,0,0.0720199,4,4
20791,69840524,0,0,0,0.2585996,0.6045221,0.6045221,0.66,NaN,0,0.06598696,4,4
21207,69944733,0,0,0,0.2585996,0.5956858,0.5956858,0.73,NaN,0,0.05742535,2,2
21662,70048176,0,0,0,0.2585996,0.5915602,0.5915602,0.25,NaN,0,0.05329982,3,3
22106,70150003,0,0,0,0.2585996,0.5828201,0.5828201,0.34,NaN,0,0.04468933,2,2
22558,70252279,0,0,0,0.2585996,0.5753562,0.5753562,0.24,NaN,0,0.0372254,2,2
23008,70355232,0,0,0,0.2585996,0.5657422,0.5657422,0.48,NaN,0,0.02774874,1,1
23428,70457862,0,0,0,0.2585996,0.5574409,0.5574409,0.27,NaN,0,0.01948557,0,0
23877,70560893,0,0,0,0.2585996,0.5465255,0.5465255,0.14,NaN,0,0.008570168,0,0
24328,70664009,0,0,0,0.2585996,0.5363527,0.5363527,0.6,NaN,0,-0.001602616,0,0
24746,70766871,0,0,0,0.2585996,0.5267288,0.5267288,0.39,NaN,0,-0.0111731,-1,-1
25168,70869015,0,0,0,0.2585996,0.5197482,0.5197482,0.55,NaN,0,-0.01788672,-2,-2
25615,70972416,0,0,0,0.2585996,0.511453,0.511453,0.3,NaN,0,-0.02618184,-2,-2
26071,71072459,0,0,0,0.2585996,0.5045615,0.5045615,0.82,NaN,0,-0.032936,-2,-2
26513,71175284,0,0,0,0.2585996,0.4960062,0.4960062,0.53,NaN,0,-0.04149136,-2,-2
26927,71279645,0.01374991,1.013279e-06,0.002209028,0.2585996,0.4898354,0.4898354,0.51,NaN,0,-0.04781478,-3,-3
27372,71384264,0.06374939,4.74602e-06,0.03127228,0.2585996,0.4829977,0.4829977,0.93,NaN,0,-0.05439302,-3,-3
27816,71489552,0.109999,9.335577e-06,0.07423826,0.2585996,0.4797226,0.4797226,0.64,NaN,0,-0.05766809,-1,-1
28270,71593380,0.210029,1.350045e-05,0.1220606,0.2585996,0.4785491,0.4783549,0.55,NaN,0,-0.05918845,-2,0
28710,71699078,0.2601345,1.522899e-05,0.2153953,0.2585996,0.4829293,0.4770342,0.59,NaN,0,-0.06050912,12,-2
29134,71803228,0.2906439,8.940697e-07,0.2679752,0.2585996,0.5019776,0.4749444,0.6,NaN,0,-0.06246158,28,0
29583,71908846,0.2621545,2.452731e-05,0.2747187,0.2585996,0.5321719,0.4803848,0.6899999999999999,NaN,0,-0.05702117,41,11
30034,72012881,0.2666489,0.0001025796,0.2652025,0.2585996,0.5728448,0.5018842,0.57,NaN,0,-0.03552183,52,25
30483,72117188,0.2596607,6.03199e-05,0.2634701,0.2585996,0.6189661,0.5375601,1.07,NaN,0,0.0004440285,60,39
