LineNo,TimeUS,Instance,RPM,RawRPM,Volt,Curr,Temp,CTot,MotTemp,Err
1876,65410957,3,0,0,16.71,0.05,27,0,0,0
2331,65520408,3,0,0,16.72,0.05,27,0,0,0
2786,65623225,3,0,0,16.71,0.05,27,0,0,0
3247,65735648,3,0,0,16.72,0.05,27,0,0,0
3746,65848136,3,0,0,16.71,0.05,27,0,0,0
4197,65953047,3,0,0,16.72,0.05,27,0,0,0
5143,66171826,3,0,0,16.71,0.05,27,0,0,0
5591,66275933,3,0,0,16.72,0.05,27,0,0,0
6048,66380863,3,0,0,16.72,0.05,27,0,0,0
6505,66491742,3,0,0,16.71,0.05,27,0,0,0
6957,66594362,3,0,0,16.72,0.05,27,0,0,0
7447,66703972,3,0,0,16.72,0.05,27,0,0,0
7901,66807473,3,7,200,16.7,0.05,27,0,0,0
8359,66915204,3,210,485,16.69,0.09,27,0,0,0
8851,67023827,3,502,928,16.68,0.15,27,0,0,0
9306,67134066,3,940,1228,16.69,0.15,27,0,0,0
9807,67248766,3,1233,1300,16.69,0.13,27,0,0,0
10257,67353043,3,1302,1328,16.69,0.12,27,0,0,0
10712,67456069,3,1328,1342,16.69,0.12,27,0,0,0
11160,67562311,3,1342,1342,16.69,0.12,27,0,0,0
11622,67673799,3,1342,1342,16.69,0.12,27,0,0,0
12075,67777836,3,1342,1357,16.69,0.11,27,0,0,0
12605,67895403,3,1357,1357,16.69,0.11,27,0,0,0
13061,67999243,3,1357,1357,16.69,0.11,27,0,0,0
13762,68209937,3,1342,1357,16.69,0.11,27,0,0,0
14253,68320800,3,1357,1357,16.69,0.11,27,0,0,0
14705,68423432,3,1357,1357,16.69,0.11,27,0,0,0
15163,68533766,3,1357,1357,16.69,0.12,27,0,0,0
15659,68646142,3,1357,1357,16.69,0.12,27,0,0,0
16072,68746243,3,1357,1357,16.68,0.11,27,0,0,0
16573,68858439,3,1357,1357,16.69,0.11,27,0,0,0
17025,68967477,3,1357,1357,16.68,0.12,27,0,0,0
17522,69084164,3,1357,1357,16.69,0.12,27,0,0,0
17978,69187272,3,1357,1357,16.69,0.12,27,0,0,0
18429,69294592,3,1357,1357,16.68,0.12,27,0,0,0
19337,69505753,3,1357,1357,16.69,0.11,27,0,0,0
19834,69619194,3,1357,1357,16.69,0.12,27,0,0,0
20287,69725283,3,1357,1357,16.69,0.11,27,0,0,0
20743,69828777,3,1357,1357,16.69,0.12,27,0,0,0
21246,69947221,3,1357,1357,16.69,0.12,27,0,0,0
21698,70050499,3,1357,1357,16.69,0.11,27,0,0,0
22110,70150256,3,1357,1357,16.69,0.11,27,0,0,0
22606,70262801,3,1356,1342,16.69,0.12,27,0,0,0
23101,70375662,3,1343,1357,16.69,0.12,27,0,0,0
23556,70484419,3,1357,1357,16.69,0.12,27,0,0,0
24008,70587061,3,1357,1357,16.69,0.12,27,0,0,0
24461,70695997,3,1357,1357,16.69,0.12,27,0,0,0
24927,70803752,3,1357,1357,16.68,0.12,27,0,0,0
25385,70916007,3,1357,1357,16.69,0.12,27,0,0,0
