LineNo,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
199,33254959,1,2.3,-2.17,10.64,0.009151555,0.01952666,-0.009823557,-0.1017715,0,0,0.7551314,-0.12,0.15,-0.8,0
537,33333696,1,2.29,-2.17,10.73,0.01090306,0.02334048,-0.01659349,-0.08465913999999999,0,0,0.7496676,-0.11,0.14,-0.78,0
995,33434939,1,2.3,-2.17,10.83,0.01192129,0.02602797,-0.01595193,-0.07733350999999999,0,0,0.7413478999999999,-0.11,0.14,-0.75,0
1313,33612414,1,2.31,-2.18,10.94,0.02057461,0.02164572,-0.4640633,-0.4895466,0,0,0.697302,-0.1,0.13,-0.72,0
1498,33647382,1,2.31,-2.18,10.97,0.02095621,0.0218845,-0.4687777,-0.5121976,0,0,0.6764537,-0.11,0.13,-0.73,0
1587,33659850,1,2.31,-2.18,10.98,0.02259695,0.02306558,-0.4711098,-0.5229152,0,0,0.6695262,-0.11,0.13,-0.73,0
1633,33669891,1,2.32,-2.18,10.99,0.02370072,0.02370094,-0.4711322,-0.5291052000000001,0,0,0.6634601,-0.11,0.13,-0.73,0
1677,33683191,1,2.32,-2.18,11,0.025491,0.02431099,-0.4718514,-0.5399216,0,0,0.6549149,-0.11,0.13,-0.74,0
1717,33693461,1,2.32,-2.18,11.02,0.02679968,0.02483406,-0.4726692,-0.5480773,0,0,0.6483217999999999,-0.11,0.13,-0.74,0
1758,33703939,1,2.32,-2.18,11.03,0.02816323,0.02289778,-0.4717892,-0.5575991,0,0,0.6436313,-0.11,0.13,-0.74,0
1798,33713946,1,2.32,-2.18,11.04,0.02915165,0.02220447,-0.4723709,-0.5669624,0,0,0.6371874,-0.11,0.13,-0.74,0
1845,33723836,1,2.31,-2.18,11.06,0.02888377,0.02166217,-0.4734535,-0.5732115,0,0,0.6324449,-0.11,0.13,-0.74,0
1885,33734946,1,2.31,-2.18,11.07,0.02874274,0.02124596,-0.472761,-0.5767537,0,0,0.6255996,-0.1,0.13,-0.74,0
1926,33745281,1,2.31,-2.18,11.08,0.03041085,0.02225686,-0.4737024,-0.5789846,0,0,0.6203436,-0.1,0.13,-0.74,0
1967,33755244,1,2.31,-2.18,11.09,0.03098942,0.02258392,-0.474925,-0.5799456,0,0,0.6140538,-0.1,0.13,-0.73,0
2005,33765704,1,2.31,-2.18,11.1,0.03159377,0.02304884,-0.4755494,-0.5808881,0,0,0.6077684,-0.1,0.13,-0.73,0
