LineNo,TimeUS,Instance,RPM,RawRPM,Volt,Curr,Temp,CTot,MotTemp,Err
1815,33717649,0,0,0,16.67,0.04,28,0,0,0
2270,33831179,0,0,0,16.67,0.04,28,0,0,0
3103,34040518,0,0,0,16.67,0.04,28,0,0,0
3527,34144651,0,0,0,16.66,0.04,28,0,0,0
3979,34259681,0,0,0,16.67,0.04,28,0,0,0
4393,34362164,0,0,0,16.67,0.04,28,0,0,0
4845,34479905,0,0,0,16.66,0.04,28,0,0,0
5221,34570854,0,0,0,16.67,0.04,28,0,0,0
5702,34689547,0,0,0,16.67,0.04,28,0,0,0
6083,34787871,0,0,0,16.67,0.04,28,0,0,0
6533,34902603,0,0,0,16.67,0.04,28,0,0,0
7357,35111218,0,0,0,16.67,0.04,28,0,0,0
7810,35224311,0,0,0,16.67,0.04,28,0,0,0
8230,35333493,0,0,0,16.67,0.04,28,0,0,0
8642,35435907,0,0,0,16.67,0.04,28,0,0,0
9105,35553858,0,0,0,16.66,0.04,28,0,0,0
9476,35648139,0,0,0,16.67,0.04,28,0,0,0
9931,35764231,0,0,0,16.67,0.04,28,0,0,0
10344,35869832,0,0,0,16.67,0.04,28,0,0,0
10657,35971777,0,0,0,16.67,0.04,28,0,0,0
11117,36085324,0,0,0,16.67,0.04,28,0,0,0
11537,36190572,0,0,0,16.67,0.04,28,0,0,0
11987,36303629,0,0,0,16.67,0.04,28,0,0,0
12400,36408155,0,0,0,16.67,0.04,28,0,0,0
12811,36514632,0,0,0,16.67,0.04,28,0,0,0
13267,36627110,0,0,0,16.66,0.04,28,0,0,0
13682,36734376,0,0,0,16.67,0.05,28,0,0,0
14092,36839634,0,0,0,16.67,0.05,28,0,0,0
14512,36952181,0,0,0,16.67,0.04,28,0,0,0
14923,37053480,0,0,0,16.67,0.04,28,0,0,0
15333,37158952,0,0,0,16.67,0.04,28,0,0,0
15781,37270860,0,0,0,16.67,0.04,28,0,0,0
16196,37371110,0,0,0,16.67,0.04,28,0,0,0
16641,37480922,0,0,0,16.67,0.04,28,0,0,0
17064,37587316,0,0,0,16.67,0.04,28,0,0,0
17514,37701089,0,0,0,16.67,0.04,28,0,0,0
17930,37806811,0,0,0,16.67,0.04,28,0,0,0
18341,37910100,0,0,0,16.67,0.04,28,0,0,0
18795,38022815,0,0,0,16.67,0.04,28,0,0,0
19213,38128098,0,0,0,16.66,0.04,28,0,0,0
19620,38230915,0,0,0,16.67,0.04,28,0,0,0
20083,38346571,0,0,0,16.67,0.04,28,0,0,0
20497,38448512,0,0,0,16.67,0.04,28,0,0,0
20885,38551578,0,0,0,16.66,0.04,28,0,0,0
21336,38662827,0,0,0,16.67,0.04,28,0,0,0
21748,38768572,0,0,0,16.67,0.04,28,0,0,0
22202,38884025,0,0,0,16.67,0.04,28,0,0,0
22578,38979823,0,0,0,16.67,0.04,28,0,0,0
23062,39098138,0,0,0,16.67,0.04,28,0,0,0
23474,39203556,0,0,0,16.67,0.04,28,0,0,0
23882,39309698,0,0,0,16.66,0.04,28,0,0,0
24299,39416188,0,0,0,16.67,0.04,28,0,0,0
24721,39522642,0,0,0,16.67,0.04,28,0,0,0
25134,39626205,0,0,0,16.67,0.04,28,0,0,0
25583,39734187,0,0,0,16.67,0.04,28,0,0,0
26039,39850795,0,0,0,16.67,0.04,28,0,0,0
26453,39954849,0,0,0,16.67,0.04,28,0,0,0
26865,40060306,0,0,0,16.67,0.04,28,0,0,0
27320,40175775,0,0,0,16.67,0.04,28,0,0,0
27730,40279310,0,0,0,16.66,0.04,28,0,0,0
28193,40392186,0,0,0,16.67,0.04,28,0,0,0
28609,40499578,0,0,0,16.67,0.04,28,0,0,0
29026,40603779,0,0,0,16.67,0.03,28,0,0,0
29438,40708776,0,0,0,16.67,0.04,28,0,0,0
29894,40824155,0,0,0,16.67,0.04,28,0,0,0
30307,40929502,0,0,0,16.67,0.03,28,0,0,0
30727,41037107,0,0,0,16.67,0.04,28,0,0,0
31136,41140687,0,0,0,16.67,0.04,28,0,0,0
31590,41254628,0,0,0,16.66,0.04,28,0,0,0
32001,41360648,0,0,0,16.67,0.04,28,0,0,0
32415,41469131,0,0,0,16.67,0.04,28,0,0,0
32874,41583179,0,0,0,16.67,0.04,28,0,0,0
33287,41688294,0,0,0,16.67,0.04,28,0,0,0
33702,41791230,0,0,0,16.67,0.04,28,0,0,0
34153,41906813,0,0,0,16.67,0.04,28,0,0,0
34982,42118059,0,0,0,16.67,0.04,28,0,0,0
35393,42223818,0,0,0,16.67,0.04,28,0,0,0
35849,42335871,0,0,0,16.67,0.04,28,0,0,0
36266,42443312,0,0,0,16.67,0.04,28,0,0,0
36686,42550607,0,0,0,16.67,0.04,28,0,0,0
37512,42763128,0,0,0,16.67,0.04,28,0,0,0
37962,42878850,0,0,0,16.67,0.04,28,0,0,0
38376,42982532,0,0,0,16.67,0.04,28,0,0,0
38826,43095066,0,0,0,16.67,0.04,28,0,0,0
39242,43202645,0,0,0,16.66,0.04,28,0,0,0
39655,43310778,0,0,0,16.67,0.04,28,0,0,0
40071,43417632,0,0,0,16.67,0.04,28,0,0,0
40903,43630829,0,0,0,16.67,0.04,28,0,0,0
41315,43732284,0,0,0,16.67,0.04,28,0,0,0
41766,43849199,0,0,0,16.67,0.04,28,0,0,0
42178,43951308,0,0,0,16.67,0.04,28,0,0,0
42587,44054299,0,0,0,16.67,0.04,28,0,0,0
43460,44277040,0,0,0,16.66,0.04,28,0,0,0
