LineNo,TimeUS,I,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz
182,33256349,0,-0.002215127,-0.0002059412,-0.002096142,-0.3773156,-0.09004355999999999,-9.713393999999999,0,0,40.74245,1,1,8010,4005
213,33259140,0,-0.002347859,-0.0007848943,-0.00245316,-0.3730536,-0.09267317999999999,-9.71471,0,0,40.74252,1,1,8010,4005
289,33285681,0,-0.003183575,-0.001900355,-0.0002787595,-0.3702298,-0.08121099,-9.738111,0,0,40.74319,1,1,8010,4005
405,33309404,0,-0.00135014,-0.0006950307,0.001235409,-0.3994962,-0.08490397,-9.756392999999999,0,0,40.7438,1,1,8010,4005
520,33334855,0,0.00264626,-0.001519442,0.00122686,-0.3871023,-0.08744948,-9.757593999999999,0,0,40.74464,1,1,8010,4005
551,33337667,0,0.002123516,-0.001788431,0.0008595601999999999,-0.3882886,-0.08664751,-9.760450000000001,0,0,40.74472,1,1,8010,4005
631,33358133,0,0.001435281,-0.0008575912,0.0004538852,-0.4218714,-0.08809367999999999,-9.728035999999999,0,0,40.74524,1,1,8010,4005
747,33384900,0,0.003596501,0.0003055037,0.001004146,-0.4126882,-0.1021787,-9.743714000000001,0,0,40.74599,1,1,8010,4005
862,33405910,0,-0.0003145686,-0.0004251307,-0.0008184216,-0.4137263,-0.1023878,-9.758362,0,0,40.74664,1,1,8010,4005
978,33436545,0,-0.002374303,0.0006302143,-0.001030635,-0.4065803,-0.07610872,-9.745905,0,0,40.74782,1,1,8010,4005
1009,33439609,0,-0.002497212,0.000293105,-0.001575025,-0.4022954,-0.07919034,-9.740216,0,0,40.74785,1,1,8010,4005
1089,33476225,0,-0.001554516,-9.24132e-05,-0.0004126687,-0.3844642,-0.08067414000000001,-9.721771,0,0,40.74849,1,1,8010,4005
1204,33569561,0,-0.001789951,-0.001016803,-0.0003874763,-0.4167056,-0.1016188,-9.723757000000001,0,0,40.75208,1,1,8010,4005
1296,33614185,0,-0.001326207,0.0005535466,0.0004439806,-0.4422199,-0.08997149,-9.742357999999999,0,0,40.7539,1,1,8010,4005
