LineNo,TimeUS,Instance,RPM,RawRPM,Volt,Curr,Temp,CTot,MotTemp,Err
1653,33676025,4,0,0,16.58,0.03,25,0,0,0
2103,33789575,4,0,0,16.58,0.03,25,0,0,0
2521,33895052,4,0,0,16.58,0.03,25,0,0,0
2974,34007775,4,0,0,16.58,0.03,25,0,0,0
3397,34113873,4,0,0,16.58,0.03,25,0,0,0
3812,34217915,4,0,0,16.58,0.03,25,0,0,0
4263,34331319,4,0,0,16.58,0.04,25,0,0,0
4673,34433915,4,0,0,16.58,0.04,25,0,0,0
5097,34541150,4,0,0,16.58,0.04,25,0,0,0
5542,34647625,4,0,0,16.58,0.03,25,0,0,0
5957,34753785,4,0,0,16.58,0.03,25,0,0,0
6374,34859791,4,0,0,16.59,0.03,25,0,0,0
6826,34974368,4,0,0,16.59,0.03,25,0,0,0
7240,35080795,4,0,0,16.58,0.03,25,0,0,0
7653,35183670,4,0,0,16.58,0.03,25,0,0,0
8101,35296684,4,0,0,16.58,0.03,25,0,0,0
8522,35404090,4,0,0,16.58,0.03,25,0,0,0
8935,35509903,4,0,0,16.58,0.03,25,0,0,0
9354,35618278,4,0,0,16.58,0.03,25,0,0,0
9771,35722614,4,0,0,16.58,0.03,25,0,0,0
10949,36045658,4,0,0,16.58,0.03,25,0,0,0
11408,36160492,4,0,0,16.58,0.03,25,0,0,0
11819,36262679,4,0,0,16.58,0.03,25,0,0,0
12231,36367369,4,0,0,16.58,0.03,25,0,0,0
12684,36482662,4,0,0,16.58,0.04,25,0,0,0
13100,36586012,4,0,0,16.58,0.03,25,0,0,0
13509,36692094,4,0,0,16.58,0.03,25,0,0,0
13968,36807650,4,0,0,16.58,0.03,25,0,0,0
14352,36910527,4,0,0,16.58,0.03,25,0,0,0
14761,37013552,4,0,0,16.58,0.03,25,0,0,0
15212,37125320,4,0,0,16.58,0.03,25,0,0,0
15625,37230110,4,0,0,16.58,0.03,25,0,0,0
16074,37340612,4,0,0,16.58,0.03,25,0,0,0
16487,37442136,4,0,0,16.58,0.03,25,0,0,0
16938,37554157,4,0,0,16.58,0.03,25,0,0,0
17354,37658585,4,0,0,16.58,0.03,25,0,0,0
17806,37777095,4,0,0,16.58,0.03,25,0,0,0
18217,37879779,4,0,0,16.58,0.03,25,0,0,0
18629,37981528,4,0,0,16.58,0.03,25,0,0,0
19047,38087090,4,0,0,16.58,0.03,25,0,0,0
19497,38200299,4,0,0,16.58,0.03,25,0,0,0
19914,38305352,4,0,0,16.58,0.04,25,0,0,0
20368,38417133,4,0,0,16.58,0.04,25,0,0,0
20757,38520633,4,0,0,16.58,0.04,25,0,0,0
21209,38632684,4,0,0,16.58,0.03,25,0,0,0
21620,38737625,4,0,0,16.58,0.03,25,0,0,0
22033,38842352,4,0,0,16.58,0.03,25,0,0,0
22450,38949363,4,0,0,16.58,0.03,25,0,0,0
22870,39054896,4,0,0,16.58,0.03,25,0,0,0
23313,39162681,4,0,0,16.58,0.03,25,0,0,0
23764,39278447,4,0,0,16.58,0.04,25,0,0,0
24176,39382916,4,0,0,16.58,0.03,25,0,0,0
24596,39489903,4,0,0,16.58,0.03,25,0,0,0
25011,39593728,4,0,0,16.58,0.03,25,0,0,0
25423,39697806,4,0,0,16.58,0.03,25,0,0,0
25872,39806124,4,0,0,16.58,0.03,25,0,0,0
26327,39922545,4,0,0,16.58,0.04,25,0,0,0
26741,40029587,4,0,0,16.58,0.03,25,0,0,0
27151,40134294,4,0,0,16.58,0.04,25,0,0,0
27606,40248501,4,0,0,16.58,0.04,25,0,0,0
28026,40351546,4,0,0,16.58,0.03,25,0,0,0
28439,40457681,4,0,0,16.58,0.03,25,0,0,0
28898,40572304,4,0,0,16.58,0.03,25,0,0,0
29311,40678124,4,0,0,16.58,0.03,25,0,0,0
29726,40783846,4,0,0,16.58,0.04,25,0,0,0
30138,40888307,4,0,0,16.58,0.04,25,0,0,0
30559,40996099,4,0,0,16.58,0.04,25,0,0,0
31006,41110613,4,0,0,16.58,0.04,25,0,0,0
31422,41214101,4,0,0,16.58,0.04,25,0,0,0
31878,41327304,4,0,0,16.58,0.04,25,0,0,0
32291,41435796,4,0,0,16.58,0.04,25,0,0,0
32710,41541899,4,0,0,16.58,0.04,25,0,0,0
33163,41654249,4,0,0,16.58,0.04,25,0,0,0
33578,41760678,4,0,0,16.58,0.04,25,0,0,0
33991,41862831,4,0,0,16.58,0.04,25,0,0,0
34443,41980810,4,0,0,16.58,0.04,25,0,0,0
34855,42084665,4,0,0,16.58,0.03,25,0,0,0
35271,42189891,4,0,0,16.58,0.04,25,0,0,0
35724,42305851,4,0,0,16.58,0.04,25,0,0,0
36141,42412303,4,0,0,16.58,0.03,25,0,0,0
36557,42517803,4,0,0,16.58,0.04,25,0,0,0
36936,42616868,4,0,0,16.58,0.04,25,0,0,0
37385,42731258,4,0,0,16.58,0.04,25,0,0,0
37793,42837813,4,0,0,16.58,0.04,25,0,0,0
38247,42951678,4,0,0,16.58,0.04,25,0,0,0
39073,43161624,4,0,0,16.58,0.04,25,0,0,0
39487,43269901,4,0,0,16.58,0.04,25,0,0,0
39912,43376812,4,0,0,16.58,0.04,25,0,0,0
40322,43478911,4,0,0,16.58,0.04,25,0,0,0
40780,43596561,4,0,0,16.58,0.04,25,0,0,0
41193,43701807,4,0,0,16.58,0.03,25,0,0,0
41605,43805863,4,0,0,16.58,0.03,25,0,0,0
42015,43910611,4,0,0,16.58,0.04,25,0,0,0
42468,44023571,4,0,0,16.58,0.03,25,0,0,0
42880,44127618,4,0,0,16.58,0.03,25,0,0,0
43297,44233661,4,0,0,16.58,0.03,25,0,0,0
43749,44347790,4,0,0,16.58,0.03,25,0,0,0
44165,44452862,4,0,0,16.58,0.04,25,0,0,0
44584,44561517,4,0,0,16.58,0.03,25,0,0,0
45000,44666828,4,0,0,16.58,0.03,25,0,0,0
45861,44881628,4,0,0,16.58,0.03,25,0,0,0
46282,44987834,4,0,0,16.58,0.03,25,0,0,0
46689,45089822,4,0,0,16.58,0.04,25,0,0,0
47147,45205199,4,0,0,16.58,0.03,25,0,0,0
47562,45312683,4,0,0,16.58,0.03,25,0,0,0
47971,45414519,4,0,0,16.58,0.03,25,0,0,0
48795,45624027,4,0,0,16.58,0.03,25,0,0,0
49216,45732166,4,0,0,16.58,0.04,25,0,0,0
49663,45843555,4,0,0,16.58,0.03,25,0,0,0
50077,45945831,4,0,0,16.58,0.03,25,0,0,0
50491,46050858,4,0,0,16.58,0.03,25,0,0,0
50940,46164284,4,0,0,16.58,0.03,25,0,0,0
51395,46275602,4,0,0,16.58,0.03,25,0,0,0
51816,46387459,4,0,0,16.58,0.04,25,0,0,0
52639,46594212,4,0,0,16.58,0.03,25,0,0,0
53092,46709813,4,0,0,16.58,0.04,25,0,0,0
53505,46813340,4,0,0,16.58,0.03,25,0,0,0
53962,46926677,4,0,0,16.58,0.03,25,0,0,0
54372,47030310,4,0,0,16.58,0.03,25,0,0,0
54786,47135328,4,0,0,16.58,0.03,25,0,0,0
55236,47247585,4,0,0,16.58,0.04,25,0,0,0
55654,47354166,4,0,0,16.58,0.04,25,0,0,0
55936,47459150,4,0,0,16.58,0.03,25,0,0,0
56350,47563358,4,0,0,16.57,0.04,25,0,0,0
56794,47674376,4,0,0,16.58,0.04,25,0,0,0
57020,97810510,4,0,0,16.57,0.03,26,0,0,0
57266,97870676,4,0,0,16.57,0.03,26,0,0,0
57659,97971726,4,0,0,16.57,0.03,26,0,0,0
58111,98074631,4,0,0,16.57,0.03,26,0,0,0
59059,98291315,4,0,0,16.57,0.03,26,0,0,0
59510,98397289,4,0,0,16.57,0.03,26,0,0,0
60007,98510616,4,0,0,16.57,0.03,26,0,0,0
60462,98619693,4,0,0,16.58,0.03,26,0,0,0
60917,98722597,4,0,0,16.57,0.03,26,0,0,0
61373,98828276,4,0,0,16.57,0.03,26,0,0,0
61827,98932874,4,0,0,16.57,0.03,26,0,0,0
62283,99040827,4,0,0,16.57,0.03,26,0,0,0
62775,99157288,4,0,0,16.57,0.03,26,0,0,0
63207,99257901,4,0,0,16.58,0.03,26,0,0,0
63645,99366118,4,0,0,16.57,0.03,26,0,0,0
64138,99474810,4,0,0,16.57,0.03,26,0,0,0
64590,99579863,4,0,0,16.57,0.03,26,0,0,0
65086,99692548,4,0,0,16.57,0.03,26,0,0,0
65501,99793610,4,0,0,16.57,0.03,26,0,0,0
66001,99907699,4,0,0,16.57,0.02,26,0,0,0
66449,100009424,4,5,471,16.55,0.06,26,0,0,0
66946,100123907,4,485,885,16.55,0.13,26,0,0,0
67401,100235138,4,908,1214,16.55,0.13,26,0,0,0
67855,100338631,4,1216,1314,16.55,0.11,26,0,0,0
68310,100443098,4,1315,1342,16.55,0.11,26,0,0,0
68764,100552074,4,1342,1357,16.55,0.09999999,26,0,0,0
69196,100654301,4,1357,1357,16.55,0.09999999,26,0,0,0
69708,100773127,4,1357,1357,16.55,0.09999999,26,0,0,0
70165,100879173,4,1357,1357,16.56,0.09999999,26,0,0,0
70376,100982698,4,1357,1357,16.56,0.11,26,0,0,0
70873,101094342,4,1358,1371,16.56,0.09999999,26,0,0,0
71325,101201300,4,1369,1357,16.56,0.09999999,26,0,0,0
71778,101304026,4,1357,1357,16.56,0.11,26,0,0,0
72731,101525592,4,1357,1357,16.56,0.11,26,0,0,0
73142,101624297,4,1357,1357,16.55,0.09999999,26,0,0,0
73673,101745649,4,1357,1357,16.56,0.11,26,0,0,0
74069,101840667,4,1357,1357,16.57,0.11,26,0,0,0
74507,101949796,4,1357,1357,16.55,0.11,26,0,0,0
75005,102062832,4,1371,1528,16.53,0.22,26,0,0,0
75448,102163831,4,1547,2385,16.4,0.92,26,0,0,0
75947,102280084,4,2438,3185,16.34,1.53,26,0,0,0
76402,102390846,4,3225,3657,16.29,1.44,26,0,0,0
76854,102496848,4,3684,4342,16.17,1.86,26,0,0,0
77262,102596800,4,4350,4771,16.05,2.53,26,0,0,0
78204,102819716,4,4780,5742,15.95,3.61,26,1,0,0
78659,102924293,4,5743,5857,16.01,2.62,26,1,0,0
79603,103153647,4,5829,5214,15.99,1.78,26,1,0,0
80052,103258521,4,5211,5171,16.07,2.3,26,1,0,0
80471,103365515,4,5171,5228,16.08,2.31,26,1,0,0
81373,103577793,4,5227,5157,16.07,1.92,27,1,0,0
81869,103693114,4,5151,5071,15.98,2.07,27,1,0,0
82316,103800572,4,5081,5242,15.97,2.42,27,1,0,0
82814,103916668,4,5250,5342,15.88,2.64,27,1,0,0
83266,104023853,4,5343,5357,15.89,2.47,27,1,0,0
84172,104239388,4,5356,5342,15.95,2.54,27,2,0,0
84627,104350502,4,5353,5457,15.8,2.56,27,2,0,0
85043,104450675,4,5445,5271,15.86,2.44,27,2,0,0
85500,104564876,4,5284,5414,15.88,2.35,27,2,0,0
85930,104670646,4,5407,5328,15.85,2.22,27,2,0,0
86367,104777053,4,5326,5214,15.89,2.3,27,2,0,0
86862,104893545,4,5218,5271,15.92,2.58,27,2,0,0
87266,104993088,4,5273,5471,15.79,2.53,27,2,0,0
87766,105108636,4,5466,5414,15.87,2.46,27,2,0,0
88673,105322773,4,5419,5585,15.91,2.41,27,2,0,0
89620,105542049,4,5577,5428,15.82,2.61,27,2,0,0
90069,105650493,4,5431,5471,15.88,2.47,27,3,0,0
90523,105762676,4,5483,5614,15.91,2.57,27,3,0,0
90932,105863592,4,5611,5571,15.83,2.61,27,3,0,0
91386,105979065,4,5590,5800,15.85,2.81,27,3,0,0
91833,106083819,4,5787,5657,15.82,2.91,27,3,0,0
92278,106193127,4,5650,5585,15.84,2.74,27,3,0,0
93129,106405641,4,5583,5514,15.77,2.68,27,3,0,0
93578,106512792,4,5511,5485,15.82,2.46,27,3,0,0
94507,106744790,4,5486,5528,15.79,2.52,27,3,0,0
94909,106841603,4,5525,5400,15.86,2.58,27,3,0,0
95401,106961264,4,5401,5414,15.95,2,27,3,0,0
95805,107059819,4,5381,5014,15.95,1.9,27,4,0,0
96247,107176690,4,5002,4928,15.88,1.96,27,4,0,0
96638,107269596,4,4922,4571,16.07,1.37,27,4,0,0
97069,107384699,4,4570,4514,16.12,1.48,27,4,0,0
97554,107494146,4,4505,4371,16.08,1.52,27,4,0,0
98002,107612125,4,4385,4485,16.1,1.61,27,4,0,0
98452,107717310,4,4492,4571,15.99,1.54,27,4,0,0
98850,107816018,4,4571,4628,16.03,1.84,27,4,0,0
99347,107942552,4,4648,4771,15.85,2.01,27,4,0,0
99747,108043774,4,4796,4985,15.91,2.28,27,4,0,0
100198,108158274,4,4983,4971,15.92,2.33,27,4,0,0
100604,108257365,4,4986,5185,15.95,2.31,27,4,0,0
101093,108377863,4,5194,5300,15.94,2.07,27,4,0,0
101979,108590545,4,5302,5371,15.93,2.68,27,4,0,0
102430,108702239,4,5376,5457,15.86,2.51,27,4,0,0
102843,108810115,4,5463,5514,15.89,2.7,27,5,0,0
103289,108917145,4,5511,5471,15.94,2.28,27,5,0,0
103697,109020801,4,5464,5400,15.88,2.56,27,5,0,0
104151,109132174,4,5401,5414,15.9,2.26,27,5,0,0
104593,109241687,4,5423,5528,15.88,2.92,27,5,0,0
105040,109350784,4,5515,5385,15.87,2.33,27,5,0,0
