LineNo,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
192,21375603,0,-0.51,-1.37,355.2,-0.00455124,0.003046962,-0.0925571,-0.04375387,0.03339566,-0.01612257,-1.099501,-0.02,0,-0.28,79.91
415,21440633,0,-0.51,-1.37,355.21,-0.004784285,0.003348513,-0.09212624,-0.03197283,0.03339566,-0.01612257,-1.099565,-0.02,0,-0.27,79.91
987,21557359,0,-0.51,-1.37,355.22,-0.004792189,0.003696753,-0.08951679999999999,-0.008238387999999999,0.05565942,-0.02418386,-1.101416,-0.02,0,-0.26,79.91
1524,21779295,0,-0.51,-1.37,355.23,-0.004987484,0.004550342,-0.5333328000000001,-0.4005104,0.06679131000000001,-0.03224515,-1.151734,-0.02,0,-0.24,79.91
1564,21789580,0,-0.51,-1.37,355.24,-0.004694086,0.004477509,-0.5328244,-0.4038643,0.06679131000000001,-0.03224515,-1.155769,-0.02,0,-0.24,79.91
1606,21800259,0,-0.51,-1.37,355.24,-0.00489173,0.00456472,-0.5328897,-0.4059134,0.06679131000000001,-0.03224515,-1.161089,-0.02,0,-0.24,79.91
1643,21810309,0,-0.51,-1.37,355.24,-0.005141609,0.004578908,-0.5320309,-0.4053483,0.06679131000000001,-0.03224515,-1.164804,-0.02,0,-0.24,79.91
1684,21820310,0,-0.51,-1.37,355.24,-0.005017161,0.00450589,-0.5310805,-0.4032169,0.06679131000000001,-0.03224515,-1.168083,-0.02,0,-0.24,79.91
1725,21830316,0,-0.51,-1.37,355.23,-0.004966223,0.004359734,-0.5302473,-0.4000231,0.06679131000000001,-0.03224515,-1.171461,-0.02,0,-0.24,79.91
1771,21840658,0,-0.51,-1.37,355.23,-0.005013569,0.004373059,-0.5294225,-0.3956737,0.06679131000000001,-0.03224515,-1.174934,-0.02,0,-0.24,79.91
1811,21851369,0,-0.51,-1.37,355.23,-0.004919098,0.004452281,-0.5284083000000001,-0.3915309,0.06679131000000001,-0.03224515,-1.179013,-0.02,0,-0.24,79.91
1852,21861777,0,-0.51,-1.37,355.23,-0.004716569,0.004387968,-0.5282835,-0.3874577,0.06679131000000001,-0.03224515,-1.184288,-0.02,0,-0.24,79.91
1893,21871758,0,-0.51,-1.38,355.22,-0.004773311,0.004277634,-0.5277482,-0.3849578,0.06679131000000001,-0.03224515,-1.187913,-0.02,0,-0.24,79.91
1933,21882173,0,-0.51,-1.38,355.22,-0.005073726,0.004270006,-0.5271762,-0.3820547,0.06679131000000001,-0.03224515,-1.191062,-0.02,0,-0.24,79.91
1976,21892437,0,-0.51,-1.38,355.21,-0.005326489,0.004462242,-0.5266898,-0.3796633,0.06679131000000001,-0.03224515,-1.194311,-0.02,0,-0.24,79.91
2018,21902651,0,-0.51,-1.38,355.21,-0.005064304,0.004584582,-0.5263042,-0.3772347,0.08905507999999999,-0.03224515,-1.19818,-0.02,0,-0.24,79.91
2059,21913380,0,-0.51,-1.37,355.21,-0.005218034,0.004455721,-0.5260852,-0.3739007,0.08905507999999999,-0.03224515,-1.202145,-0.02,0,-0.24,79.91
2099,21923809,0,-0.51,-1.37,355.21,-0.005482872,0.004440426,-0.5259958,-0.3701025,0.08905507999999999,-0.03224515,-1.207397,-0.02,0,-0.24,79.91
2140,21933740,0,-0.51,-1.37,355.21,-0.005526017,0.00450193,-0.5253694,-0.3679775,0.08905507999999999,-0.03224515,-1.210918,-0.02,0,-0.24,79.91
2189,21943781,0,-0.51,-1.37,355.21,-0.005364258,0.004565968,-0.5248688,-0.3668716,0.08905507999999999,-0.03224515,-1.214522,-0.02,0,-0.24,79.91
2229,21954351,0,-0.51,-1.36,355.21,-0.005456484,0.004655822,-0.5240951,-0.3656284,0.08905507999999999,-0.03224515,-1.218731,-0.02,0,-0.24,79.91
2270,21964407,0,-0.51,-1.37,355.21,-0.005427937,0.004651414,-0.5235072,-0.365935,0.08905507999999999,-0.03224515,-1.222488,-0.02,0,-0.24,79.91
2310,21974340,0,-0.51,-1.37,355.21,-0.00486438,0.004753593,-0.5228823,-0.3680394,0.08905507999999999,-0.03224515,-1.226312,-0.02,0,-0.24,79.91
2351,21985040,0,-0.51,-1.37,355.21,-0.004864203,0.005016177,-0.5228766,-0.3698359,0.08905507999999999,-0.03224515,-1.231532,-0.02,0,-0.24,79.91
2388,21995330,0,-0.51,-1.37,355.21,-0.005230134,0.004947605,-0.5223226,-0.3698916,0.08905507999999999,-0.03224515,-1.234396,-0.02,0,-0.24,79.91
2429,22005238,0,-0.51,-1.37,355.21,-0.005427709,0.004815598,-0.5219494,-0.3683127,0.08905507999999999,-0.03224515,-1.237373,-0.02,0,-0.24,79.91
2471,22015266,0,-0.51,-1.37,355.21,-0.005341123,0.004627787,-0.5218689,-0.3692689,0.08905507999999999,-0.03224515,-1.24045,-0.02,0,-0.24,79.91
2512,22025254,0,-0.5,-1.38,355.2,-0.005150936,0.004570363,-0.5219508,-0.3667458,0.08905507999999999,-0.03224515,-1.24566,-0.02,0,-0.24,79.91
2553,22035317,0,-0.5,-1.37,355.2,-0.005448591,0.004580971,-0.5214757,-0.3647897,0.08905507999999999,-0.03224515,-1.248834,-0.02,0,-0.24,79.91
2597,22045265,0,-0.51,-1.37,355.2,-0.005345173,0.004520715,-0.5207497,-0.3625967,0.08905507999999999,-0.03224515,-1.252105,-0.02,0,-0.24,79.91
2639,22055672,0,-0.51,-1.37,355.2,-0.005058199,0.004603184,-0.520028,-0.3596799,0.08905507999999999,-0.03224515,-1.255989,-0.02,0,-0.25,79.91
2679,22065685,0,-0.51,-1.37,355.2,-0.005083509,0.004773814,-0.519443,-0.3581688,0.08905507999999999,-0.03224515,-1.259441,-0.02,0,-0.25,79.91
2720,22075611,0,-0.51,-1.37,355.2,-0.005117258,0.004919684,-0.5188867,-0.3585857,0.08905507999999999,-0.03224515,-1.26297,-0.02,0,-0.25,79.91
2762,22085725,0,-0.51,-1.37,355.2,-0.004794267,0.004963921,-0.5188457,-0.358309,0.1113188,-0.04030643,-1.26815,-0.02,0,-0.25,79.91
2799,22095955,0,-0.51,-1.37,355.2,-0.004464837,0.005100153,-0.5181164,-0.3544367,0.1113188,-0.04030643,-1.27044,-0.02,0,-0.24,79.91
2840,22106263,0,-0.51,-1.37,355.2,-0.004284358,0.00541664,-0.5175632999999999,-0.3477747,0.1113188,-0.04030643,-1.272872,-0.02,0,-0.24,79.91
2880,22116103,0,-0.51,-1.38,355.2,-0.004233541,0.005492921,-0.5171035,-0.340785,0.1113188,-0.04030643,-1.275431,-0.02,0,-0.25,79.91
2922,22125929,0,-0.51,-1.38,355.21,-0.004271232,0.005240033,-0.5167241,-0.3354537,0.1113188,-0.04030643,-1.278108,-0.02,0,-0.25,79.91
2962,22135980,0,-0.51,-1.38,355.21,-0.0042534,0.005178715,-0.5162008,-0.3305388,0.1113188,-0.04030643,-1.2809,-0.02,0,-0.25,79.91
3007,22145930,0,-0.51,-1.38,355.21,-0.004310129,0.005308156,-0.5160162,-0.3240952,0.1113188,-0.04030643,-1.286054,-0.02,0,-0.25,79.91
3047,22156334,0,-0.5,-1.37,355.21,-0.004474965,0.005385061,-0.5155005,-0.3201519,0.1113188,-0.04030643,-1.288947,-0.02,0,-0.25,79.91
3091,22166168,0,-0.5,-1.37,355.21,-0.004359192,0.005282145,-0.5149541,-0.3173781,0.1113188,-0.04030643,-1.291946,-0.02,0,-0.25,79.91
3132,22175957,0,-0.5,-1.37,355.2,-0.004354011,0.005113622,-0.5140377,-0.3165399,0.1113188,-0.04030643,-1.295039,-0.02,0,-0.25,79.91
3172,22188823,0,-0.51,-1.37,355.2,-0.004458054,0.005146652,-0.5130707,-0.314316,0.1113188,-0.04030643,-1.298637,-0.02,0,-0.25,79.91
3213,22198611,0,-0.5,-1.37,355.2,-0.004462727,0.005036829,-0.5122468999999999,-0.3125288,0.1113188,-0.04030643,-1.300831,-0.02,0,-0.25,79.91
3253,22209024,0,-0.51,-1.37,355.21,-0.004276294,0.004713165,-0.5124353,-0.3069751,0.1113188,-0.04030643,-1.305947,-0.02,0,-0.25,79.91
3294,22219002,0,-0.51,-1.37,355.21,-0.004184304,0.004822493,-0.511852,-0.301953,0.1113188,-0.04030643,-1.308776,-0.02,0,-0.25,79.91
3336,22229385,0,-0.51,-1.37,355.21,-0.003819684,0.005053859,-0.5112173,-0.2990083,0.1113188,-0.04030643,-1.311728,-0.02,0,-0.25,79.91
3377,22239370,0,-0.51,-1.38,355.21,-0.003831108,0.005067575,-0.5105785,-0.2965016,0.1113188,-0.04030643,-1.314292,-0.02,0,-0.25,79.91
3422,22249412,0,-0.51,-1.38,355.21,-0.004071753,0.004796828,-0.5097784,-0.2957591,0.1113188,-0.04030643,-1.316968,-0.02,0,-0.25,79.91
3462,22259406,0,-0.51,-1.38,355.22,-0.004130994,0.00474628,-0.5097526,-0.2934738,0.1113188,-0.04030643,-1.322057,-0.02,0,-0.25,79.91
3506,22269372,0,-0.51,-1.38,355.22,-0.003905354,0.004921005,-0.5090289,-0.2920527,0.1113188,-0.04030643,-1.324837,-0.02,0,-0.25,79.91
3549,22282311,0,-0.51,-1.37,355.23,-0.003772821,0.005024007,-0.5085755,-0.2934378,0.1113188,-0.04030643,-1.329243,-0.02,0,-0.25,79.91
3588,22292483,0,-0.51,-1.37,355.23,-0.004051168,0.005090562,-0.5077277,-0.2907651,0.1113188,-0.04030643,-1.330706,-0.02,0,-0.25,79.91
3630,22302418,0,-0.51,-1.37,355.23,-0.003864467,0.005420892,-0.5067152,-0.2839087,0.1113188,-0.04030643,-1.332338,-0.02,0,-0.25,79.91
3672,22312392,0,-0.5,-1.37,355.23,-0.003481038,0.005548323,-0.5060355,-0.276695,0.1113188,-0.04030643,-1.334126,-0.02,0,-0.25,79.91
3712,22322429,0,-0.5,-1.37,355.23,-0.003311755,0.005379776,-0.5053058,-0.2713799,0.1113188,-0.04030643,-1.336056,-0.02,0,-0.25,79.91
3753,22332979,0,-0.5,-1.37,355.23,-0.003350943,0.005317332,-0.5053739,-0.2636172,0.1113188,-0.04030643,-1.341101,-0.02,0,-0.25,79.91
3794,22342797,0,-0.5,-1.38,355.24,-0.00308957,0.005360719,-0.5043371,-0.2578957,0.1113188,-0.04030643,-1.343159,-0.02,0,-0.25,79.91
3838,22352794,0,-0.5,-1.38,355.24,-0.002994495,0.005492183,-0.5037125,-0.2537557,0.1113188,-0.04030643,-1.345352,-0.02,0,-0.25,79.91
