LineNo,TimeUS,Instance,RPM,RawRPM,Volt,Curr,Temp,CTot,MotTemp,Err
1513,21778277,3,0,0,16.24,0.04,24,0,0,0
1882,21870492,3,0,0,16.24,0.04,24,0,0,0
2340,21984574,3,0,0,16.24,0.04,23,0,0,0
3199,22195487,3,0,0,16.24,0.04,24,0,0,0
3654,22305828,3,0,0,16.24,0.04,23,0,0,0
4066,22408224,3,0,0,16.24,0.05,24,0,0,0
4485,22514383,3,0,0,16.24,0.05,24,0,0,0
4897,22615587,3,0,0,16.24,0.04,24,0,0,0
5351,22727674,3,0,0,16.25,0.04,24,0,0,0
5770,22835453,3,0,0,16.25,0.04,24,0,0,0
6225,22947609,3,0,0,16.25,0.04,24,0,0,0
6640,23050059,3,0,0,16.24,0.04,24,0,0,0
7057,23154479,3,0,0,16.24,0.04,24,0,0,0
7511,23267211,3,0,0,16.24,0.04,24,0,0,0
7922,23370851,3,0,0,16.24,0.05,24,0,0,0
8331,23471423,3,0,0,16.25,0.04,24,0,0,0
8776,23579859,3,0,0,16.24,0.04,24,0,0,0
9230,23693185,3,0,0,16.24,0.04,24,0,0,0
9637,23797230,3,0,0,16.24,0.04,24,0,0,0
9991,23898457,3,0,0,16.24,0.05,24,0,0,0
10442,24009718,3,0,0,16.24,0.04,24,0,0,0
10858,24116258,3,0,0,16.23,0.04,24,0,0,0
11269,24221262,3,0,0,16.24,0.04,24,0,0,0
11727,24333791,3,0,0,16.24,0.04,24,0,0,0
12140,24437375,3,0,0,16.24,0.04,24,0,0,0
12553,24541517,3,0,0,16.24,0.04,24,0,0,0
12970,24646865,3,0,0,16.24,0.04,24,0,0,0
13383,24750676,3,0,0,16.24,0.04,24,0,0,0
13835,24860525,3,0,0,16.25,0.04,24,0,0,0
14247,24964389,3,0,0,16.25,0.04,24,0,0,0
14696,25076856,3,0,0,16.24,0.05,24,0,0,0
15116,25181211,3,0,0,16.24,0.04,24,0,0,0
15579,25296216,3,0,0,16.24,0.04,24,0,0,0
15953,25388597,3,0,0,16.24,0.05,24,0,0,0
16409,25499804,3,0,0,16.24,0.05,24,0,0,0
16821,25603245,3,0,0,16.24,0.05,24,0,0,0
17279,25717516,3,0,0,16.25,0.04,24,0,0,0
17694,25822191,3,0,0,16.23,0.04,24,0,0,0
18108,25926451,3,0,0,16.23,0.04,24,0,0,0
18522,26030630,3,0,0,16.24,0.04,24,0,0,0
18944,26136996,3,0,0,16.24,0.04,24,0,0,0
19391,26248764,3,0,0,16.24,0.04,24,0,0,0
19806,26354196,3,0,0,16.24,0.05,24,0,0,0
20222,26460474,3,0,0,16.24,0.05,24,0,0,0
20676,26571880,3,0,0,16.24,0.05,24,0,0,0
21094,26675627,3,0,0,16.24,0.05,24,0,0,0
21506,26780297,3,0,0,16.24,0.05,24,0,0,0
21918,26884314,3,0,0,16.24,0.05,24,0,0,0
22331,26989715,3,0,0,16.24,0.05,24,0,0,0
22783,27101613,3,0,0,16.25,0.05,24,0,0,0
23235,27213053,3,0,0,16.24,0.05,24,0,0,0
23623,27314196,3,0,0,16.24,0.05,24,0,0,0
24068,27419033,3,0,0,16.24,0.05,24,0,0,0
24486,27525592,3,0,0,16.23,0.05,24,0,0,0
24944,27640020,3,0,0,16.24,0.04,24,0,0,0
25354,27740691,3,0,0,16.24,0.05,24,0,0,0
25767,27847277,3,0,0,16.24,0.04,24,0,0,0
26182,27955168,3,0,0,16.25,0.05,24,0,0,0
26596,28061419,3,0,0,16.24,0.05,24,0,0,0
27050,28173486,3,0,0,16.23,0.05,24,0,0,0
27463,28277735,3,0,0,16.25,0.05,24,0,0,0
27917,28390730,3,0,0,16.25,0.05,24,0,0,0
28324,28492329,3,0,0,16.24,0.04,24,0,0,0
28780,28604171,3,0,0,16.24,0.04,24,0,0,0
29192,28708566,3,0,0,16.24,0.04,24,0,0,0
29598,28810849,3,0,0,16.24,0.04,24,0,0,0
30046,28917819,3,0,0,16.24,0.04,24,0,0,0
30460,29021927,3,0,0,16.24,0.04,24,0,0,0
30911,29132881,3,0,0,16.23,0.04,24,0,0,0
31326,29236292,3,0,0,16.25,0.04,24,0,0,0
31739,29341261,3,0,0,16.24,0.04,24,0,0,0
32149,29443673,3,0,0,16.24,0.04,24,0,0,0
32632,29560629,3,0,0,16.23,0.04,24,0,0,0
193066,153172711,3,0,0,0,0,0,0,0,0
193481,153278016,3,0,0,0,0.04,0,0,0,0
195968,153917191,3,0,0,0,0.05,0,0,0,0
196419,154030858,3,0,0,0,0.05,0,0,0,0
196796,154131678,3,0,0,16.23,0.04,25,0,0,0
197247,154245217,3,0,0,16.22,0.04,25,0,0,0
197655,154350067,3,0,0,16.22,0.04,25,0,0,0
198109,154462849,3,0,0,16.23,0.04,25,0,0,0
198519,154568287,3,0,0,16.23,0.04,26,0,0,0
198936,154673263,3,0,0,16.22,0.04,25,0,0,0
199349,154783185,3,0,0,16.22,0.04,26,0,0,0
199804,154897613,3,0,0,16.22,0.04,26,0,0,0
200218,155006239,3,0,0,16.22,0.04,25,0,0,0
200593,155105399,3,0,0,16.22,0.04,26,0,0,0
201042,155219259,3,0,0,16.22,0.04,26,0,0,0
201836,155427263,3,0,0,16.22,0.04,25,0,0,0
202250,156402462,3,0,0,16.23,0.04,26,0,0,0
202547,156482271,3,0,0,16.22,0.04,26,0,0,0
203035,156596983,3,0,0,16.22,0.04,25,0,0,0
203497,156706631,3,0,0,16.22,0.04,25,0,0,0
203952,156812062,3,0,0,16.22,0.04,26,0,0,0
204408,156922243,3,0,0,16.22,0.04,25,0,0,0
204864,157031330,3,0,0,16.23,0.04,26,0,0,0
205319,157140193,3,0,0,16.23,0.04,25,0,0,0
205773,157244379,3,0,0,16.22,0.04,26,0,0,0
206229,157352038,3,0,0,16.22,0.05,26,0,0,0
206684,157457842,3,0,0,16.22,0.05,25,0,0,0
207164,157571713,3,0,0,16.22,0.04,26,0,0,0
207605,157677092,3,0,0,16.22,0.04,26,0,0,0
208013,157778709,3,0,0,16.22,0.05,26,0,0,0
208555,157901268,3,0,0,16.22,0.05,25,0,0,0
208965,157998693,3,0,0,16.22,0.05,25,0,0,0
209452,158111858,3,0,0,16.22,0.05,25,0,0,0
209904,158215785,3,0,0,16.23,0.05,25,0,0,0
210354,158321833,3,0,0,16.22,0.05,26,0,0,0
210854,158436032,3,0,0,16.22,0.04,26,0,0,0
211267,158538223,3,8,185,16.22,0.05,26,0,0,0
211772,158653697,3,223,642,16.19,0.11,25,0,0,0
212207,158757264,3,673,1014,16.2,0.17,25,0,0,0
212641,158860735,3,1021,1214,16.21,0.13,26,0,0,0
213091,158969867,3,1216,1271,16.2,0.12,26,0,0,0
214048,159194401,3,1272,1314,16.2,0.11,26,0,0,0
214503,159303655,3,1314,1314,16.21,0.11,26,0,0,0
214957,159408347,3,1315,1328,16.2,0.11,26,0,0,0
215405,159511384,3,1328,1328,16.2,0.11,26,0,0,0
215863,159617361,3,1327,1314,16.2,0.11,26,0,0,0
216814,159839719,3,1314,1314,16.2,0.11,26,0,0,0
217487,160055853,3,1314,1314,16.21,0.11,26,0,0,0
217934,160163050,3,1314,1314,16.21,0.11,26,0,0,0
218388,160266286,3,1314,1328,16.21,0.11,26,0,0,0
218885,160382267,3,1326,1314,16.21,0.11,26,0,0,0
219345,160487624,3,1315,1328,16.2,0.11,26,0,0,0
219792,160589431,3,1327,1314,16.2,0.11,26,0,0,0
220221,160695274,3,1314,1314,16.21,0.11,26,0,0,0
220713,160810284,3,1314,1314,16.2,0.11,26,0,0,0
221168,160920436,3,1314,1314,16.2,0.11,26,0,0,0
221590,161022673,3,1314,1314,16.2,0.11,26,0,0,0
222076,161136199,3,1314,1314,16.2,0.11,26,0,0,0
222509,161238836,3,1314,1314,16.2,0.11,26,0,0,0
222950,161344829,3,1314,1328,16.2,0.11,26,0,0,0
223450,161457820,3,1327,1314,16.21,0.11,26,0,0,0
223906,161567589,3,1314,1314,16.2,0.11,26,0,0,0
224361,161670314,3,1314,1314,16.2,0.11,26,0,0,0
224856,161785594,3,1314,1314,16.21,0.11,26,0,0,0
225310,161888458,3,1314,1314,16.2,0.11,26,0,0,0
225766,161997607,3,1314,1314,16.2,0.11,26,0,0,0
226222,162100693,3,1314,1314,16.2,0.11,26,0,0,0
226713,162215454,3,1314,1314,16.21,0.11,26,0,0,0
227204,162328587,3,1314,1314,16.2,0.11,26,0,0,0
227636,162429844,3,1314,1314,16.2,0.11,26,0,0,0
228077,162537572,3,1314,1314,16.2,0.11,26,0,0,0
228530,162639274,3,1314,1342,16.19,0.14,26,0,0,0
229027,162755674,3,1361,1628,16.17,0.27,26,0,0,0
229526,162867726,3,1675,2228,16.12,0.52,26,0,0,0
229976,162971829,3,2233,2314,16.13,0.41,26,0,0,0
230430,163074578,3,2315,2414,16.1,0.45,26,0,0,0
