LineNo,TimeUS,ThI,ABst,ThO,ThH,DAlt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt
1760,21842198,0,0,0,0.2511378,0,1.174934,0.95,NaN,0,0.08142619,0,52
2178,21945298,0,0,0,0.2511378,0,1.214522,0.86,NaN,0,0.1226169,0,52
2586,22046620,0,0,0,0.2511378,0,1.252105,0.79,NaN,0,0.1601997,0,52
2996,22147084,0,0,0,0.2511378,0,1.286053,0.87,NaN,0,0.1963685,0,51
3408,22247799,0,0,0,0.2511378,0,1.31786,0.76,NaN,0,0.2281756,0,51
3821,22349414,0,0,0,0.2511378,0,1.342837,1.07,NaN,0,0.2531521,0,50
4234,22450079,0,0,0,0.2511378,0,1.371505,0.76,NaN,0,0.2818199,0,49
4645,22551720,0,0,0,0.2511378,0,1.397352,0.79,NaN,0,0.3091009,0,49
5060,22653094,0,0,0,0.2511378,0,1.420078,0.97,NaN,0,0.3318275,0,48
5443,22755203,0,0,0,0.2511378,0,1.439257,0.9,NaN,0,0.3510063,0,47
5856,22858011,0,0,0,0.2511378,0,1.458405,0.98,NaN,0,0.3701544,0,47
6271,22960032,0,0,0,0.2511378,0,1.479883,0.93,NaN,0,0.3924257,0,46
6685,23063402,0,0,0,0.2511378,0,1.50017,1.12,NaN,0,0.4127125,0,45
7099,23164683,0,0,0,0.2511378,0,1.521531,1.02,NaN,0,0.4356834,0,45
7507,23266720,0,0,0,0.2511378,0,1.54236,0.97,NaN,0,0.4565127,0,44
7915,23368282,0,0,0,0.2511378,0,1.557792,0.83,NaN,0,0.4703348,0,44
8322,23468477,0,0,0,0.2511378,0,1.571676,1.07,NaN,0,0.4842189,0,43
8731,23569207,0,0,0,0.2511378,0,1.585518,1.07,NaN,0,0.4980611,0,42
9140,23670322,0,0,0,0.2511378,0,1.599427,1.02,NaN,0,0.5119693,0,41
9546,23771577,0,0,0,0.2511378,0,1.612514,0.98,NaN,0,0.5242637999999999,0,41
9898,23873434,0,0,0,0.2511378,0,1.619588,1.18,NaN,0,0.5313374,0,40
10282,23973710,0,0,0,0.2511378,0,1.631263,0.96,NaN,0,0.5406094,0,39
10692,24075361,0,0,0,0.2511378,0,1.641112,1.18,NaN,0,0.5504583,0,39
11105,24177602,0,0,0,0.2511378,0,1.650287,1.22,NaN,0,0.557215,0,38
11513,24279779,0,0,0,0.2511378,0,1.663069,0.95,NaN,0,0.5699963,0,37
11902,24383086,0,0,0,0.2511378,0,1.671032,0.9399999999999999,NaN,0,0.5755484,0,36
12314,24484711,0,0,0,0.2511378,0,1.676807,1.13,NaN,0,0.5813236000000001,0,36
12726,24585861,0,0,0,0.2511378,0,1.68318,1.04,NaN,0,0.5852932,0,35
13136,24687242,0,0,0,0.2511378,0,1.687759,1.01,NaN,0,0.5898722,0,34
13544,24787567,0,0,0,0.2511378,0,1.694169,1.15,NaN,0,0.5938787,0,33
13955,24888072,0,0,0,0.2511378,0,1.69444,1.04,NaN,0,0.5941502,0,32
14365,24989239,0,0,0,0.2511378,0,1.694629,1.12,NaN,0,0.5929202,0,32
14744,25091315,0,0,0,0.2511378,0,1.691661,1.11,NaN,0,0.5899522,0,31
15161,25194323,0,0,0,0.2511378,0,1.692277,1.23,NaN,0,0.5863799,0,30
15575,25295887,0,0,0,0.2511378,0,1.69188,1.16,NaN,0,0.5851663,0,29
15964,25396437,0,0,0,0.2511378,0,1.694363,1.24,NaN,0,0.5876493,0,28
16372,25496601,0,0,0,0.2511378,0,1.697433,1.02,NaN,0,0.5907195,0,28
16783,25597701,0,0,0,0.2511378,0,1.698036,0.99,NaN,0,0.5889189,0,27
17197,25699770,0,0,0,0.2511378,0,1.693285,1,NaN,0,0.5833742,0,26
17609,25800842,0,0,0,0.2511378,0,1.689293,0.87,NaN,0,0.5793827,0,25
17993,25903234,0,0,0,0.2511378,0,1.683214,0.9399999999999999,NaN,0,0.5716941,0,24
18403,26004715,0,0,0,0.2511378,0,1.673393,1.13,NaN,0,0.5618733,0,23
18815,26106616,0,0,0,0.2511378,0,1.663886,1.09,NaN,0,0.5523656,0,22
19224,26208626,0,0,0,0.2511378,0,1.655182,1.14,NaN,0,0.5436614,0,22
19635,26310469,0,0,0,0.2511378,0,1.644045,1.18,NaN,0,0.5317309,0,21
20021,26411592,0,0,0,0.2511378,0,1.638014,1.01,NaN,0,0.5257003,0,20
20433,26514199,0,0,0,0.2511378,0,1.627776,1.12,NaN,0,0.5139359,0,19
20846,26615131,0,0,0,0.2511378,0,1.624096,0.97,NaN,0,0.5102559,0,18
21261,26716661,0,0,0,0.2511378,0,1.612059,1.09,NaN,0,0.4974255,0,17
21638,26817823,0,0,0,0.2511378,0,1.602687,1.19,NaN,0,0.488054,0,17
22051,26920838,0,0,0,0.2511378,0,1.594879,1.07,NaN,0,0.4786432,0,16
22457,27021972,0,0,0,0.2511378,0,1.587316,0.97,NaN,0,0.4710806,0,15
22871,27124066,0,0,0,0.2511378,0,1.574704,1.2,NaN,0,0.4584687,0,14
23281,27225617,0,0,0,0.2511378,0,1.565485,1.2,NaN,0,0.4492493,0,14
23668,27326265,0,0,0,0.2511378,0,1.557498,1.2,NaN,0,0.4404613,0,13
24078,27427038,0,0,0,0.2511378,0,1.550999,1.11,NaN,0,0.4339626,0,12
24493,27531085,0,0,0,0.2511378,0,1.541336,1.18,NaN,0,0.4242999,0,11
24903,27632368,0,0,0,0.2511378,0,1.534314,1.08,NaN,0,0.4172775,0,11
25313,27733857,0,0,0,0.2511378,0,1.526863,1.15,NaN,0,0.4087434,0,10
25691,27834696,0,0,0,0.2511378,0,1.517997,1.17,NaN,0,0.3998777,0,9
26101,27937481,0,0,0,0.2511378,0,1.510088,1.12,NaN,0,0.3926011,0,9
26507,28039179,0,0,0,0.2511378,0,1.501649,1.07,NaN,0,0.3841628,0,8
26920,28140634,0,0,0,0.2511378,0,1.491469,0.85,NaN,0,0.3729832,0,7
27331,28242847,0,0,0,0.2511378,0,1.475367,1.09,NaN,0,0.3568814,0,7
27716,28344667,0,0,0,0.2511378,0,1.460904,0.93,NaN,0,0.3406402,0,6
28126,28445864,0,0,0,0.2511378,0,1.445247,0.84,NaN,0,0.3249838,0,5
28538,28547087,0,0,0,0.2511378,0,1.427796,1.06,NaN,0,0.3075327,0,5
28949,28650088,0,0,0,0.2511378,0,1.409571,0.91,NaN,0,0.2893077,0,6
29359,28751443,0,0,0,0.2511378,0,1.391473,0.86,NaN,0,0.2708431,0,2
29765,28853812,0,0,0,0.2511378,0,1.368668,0.99,NaN,0,0.2480382,0,3
30179,28955697,0,0,0,0.2511378,0,1.349123,0.86,NaN,0,0.2260899,0,1
30590,29056849,0,0,0,0.2511378,0,1.328986,0.8,NaN,0,0.2059533,0,1
31001,29157826,0,0,0,0.2511378,0,1.308035,0.77,NaN,0,0.1827744,0,0
31412,29258306,0,0,0,0.2511378,0,1.285011,0.75,NaN,0,0.1597498,0,0
31821,29360825,0,0,0,0.2511378,0,1.260211,0.9,NaN,0,0.1333477,0,-1
32227,29461275,0,0,0,0.2511378,0,1.235796,1.12,NaN,0,0.1089328,0,-2
32637,29562463,0,0,0,0.2511378,0,1.213456,0.93,NaN,0,0.08418219,0,-2
33045,29665208,0,0,0,0.2511378,0,1.195011,0.85,NaN,0,0.06573693,0,-3
33451,29765480,0,0,0,0.2511378,0,1.176723,0.97,NaN,0,0.04567187,0,-3
33851,29867047,0,0,0,0.2511378,0,1.158902,0.82,NaN,0,0.02785056,0,-4
34228,29967467,0,0,0,0.2511378,0,1.140327,0.85,NaN,0,0.008466888000000001,0,-5
34628,30068581,0,0,0,0.2511378,0,1.120852,0.9399999999999999,NaN,0,-0.01100798,0,-5
35034,30170332,0,0,0,0.2511378,0,1.100737,0.84,NaN,0,-0.03352697,0,-6
35442,30271636,0,0,0,0.2511378,0,1.082034,1.02,NaN,0,-0.05222995,0,-7
35854,30372860,0,0,0,0.2511378,0,1.065261,0.9,NaN,0,-0.07159705,0,-7
36261,30474405,0,0,0,0.2511378,0,1.048906,0.85,NaN,0,-0.08795197,0,-7
36670,30575871,0,0,0,0.2511378,0,1.032559,1.02,NaN,0,-0.1052829,0,-8
37051,30678038,0,0,0,0.2511378,0,1.016952,0.89,NaN,0,-0.12089,0,-8
