LineNo,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
199,21375603,1,0.31,-2.33,356.95,-0.1103697,0.04830597,-0.09305806,-0.03192352,0.03339566,-0.01612257,-1.120142,-0.05,0.37,-0.19,79.88
422,21440633,1,0.3,-2.33,356.96,-0.1124326,0.0488547,-0.09034443,-0.01876892,0.03339566,-0.01612257,-1.120036,-0.05,0.37,-0.18,79.88
994,21557359,1,0.31,-2.31,356.98,-0.1190571,0.04966902,-0.09473798,-0.002893456,0.05565942,-0.02418386,-1.120486,-0.05,0.35,-0.18,79.88
1531,21779295,1,0.31,-2.26,357.02,-0.134931,0.05455408,-0.5363178,-0.3987768,0.06679131000000001,-0.03224515,-1.171175,-0.05,0.33,-0.16,79.88
1571,21789580,1,0.31,-2.25,357.02,-0.135865,0.05415058,-0.5357221,-0.3970286,0.06679131000000001,-0.03224515,-1.176512,-0.05,0.33,-0.16,79.88
1613,21800259,1,0.31,-2.25,357.02,-0.1355657,0.05399298,-0.533075,-0.3954828,0.06679131000000001,-0.03224515,-1.180956,-0.05,0.33,-0.16,79.88
1650,21810309,1,0.31,-2.24,357.02,-0.1353918,0.05491836,-0.5322230999999999,-0.3944441,0.06679131000000001,-0.03224515,-1.184442,-0.05,0.34,-0.16,79.88
1691,21820310,1,0.31,-2.24,357.02,-0.1355312,0.05427166,-0.5310013,-0.3906677,0.06679131000000001,-0.03224515,-1.187506,-0.05,0.34,-0.16,79.88
1732,21830316,1,0.31,-2.23,357.01,-0.1343942,0.05527416,-0.5313087,-0.3885692,0.06679131000000001,-0.03224515,-1.190661,-0.05,0.34,-0.16,79.88
1778,21840658,1,0.32,-2.23,357.01,-0.1342494,0.05587814,-0.5302093,-0.38241,0.06679131000000001,-0.03224515,-1.193962,-0.05,0.34,-0.16,79.88
1818,21851369,1,0.32,-2.23,357.01,-0.1357413,0.05671774,-0.530367,-0.3757029,0.06679131000000001,-0.03224515,-1.199284,-0.05,0.34,-0.16,79.88
1859,21861777,1,0.32,-2.23,357.01,-0.1381279,0.05665461,-0.5299429,-0.3712772,0.06679131000000001,-0.03224515,-1.203202,-0.05,0.34,-0.16,79.88
1900,21871758,1,0.32,-2.23,357.01,-0.139693,0.05743098,-0.5281293,-0.3667209,0.06679131000000001,-0.03224515,-1.20665,-0.05,0.34,-0.16,79.88
1940,21882173,1,0.32,-2.22,357,-0.1399659,0.05678291,-0.5276729,-0.3649816,0.06679131000000001,-0.03224515,-1.20956,-0.05,0.34,-0.16,79.88
1983,21892437,1,0.32,-2.22,357,-0.1413913,0.05645446,-0.527248,-0.3616623,0.06679131000000001,-0.03224515,-1.214849,-0.05,0.34,-0.16,79.88
2025,21902651,1,0.31,-2.22,356.99,-0.1412415,0.05733785,-0.5275339999999999,-0.3596521,0.08905507999999999,-0.03224515,-1.218388,-0.05,0.34,-0.16,79.88
2066,21913380,1,0.31,-2.21,356.99,-0.1423063,0.05768332,-0.5263163,-0.3550852,0.08905507999999999,-0.03224515,-1.221529,-0.05,0.34,-0.16,79.88
2106,21923809,1,0.31,-2.21,356.99,-0.1428186,0.05731246,-0.5249026,-0.3513089,0.08905507999999999,-0.03224515,-1.225316,-0.05,0.34,-0.16,79.88
2147,21933740,1,0.31,-2.2,356.99,-0.1426493,0.05843439,-0.5235497,-0.3486809,0.08905507999999999,-0.03224515,-1.228593,-0.05,0.34,-0.16,79.88
2196,21943781,1,0.31,-2.2,356.99,-0.143635,0.0589316,-0.52162,-0.3472734,0.08905507999999999,-0.03224515,-1.23201,-0.05,0.34,-0.16,79.88
2236,21954351,1,0.31,-2.19,356.99,-0.1441505,0.0586017,-0.5188012,-0.3439425,0.08905507999999999,-0.03224515,-1.235462,-0.05,0.35,-0.16,79.88
2277,21964407,1,0.31,-2.19,356.99,-0.1444288,0.0580474,-0.5192703,-0.3431513,0.08905507999999999,-0.03224515,-1.240667,-0.05,0.35,-0.16,79.88
2317,21974340,1,0.31,-2.19,356.99,-0.1445252,0.0568862,-0.5188602,-0.3440311,0.08905507999999999,-0.03224515,-1.244207,-0.05,0.35,-0.16,79.88
2358,21985040,1,0.31,-2.19,356.99,-0.1450417,0.05609538,-0.5171565,-0.3455923,0.08905507999999999,-0.03224515,-1.247297,-0.05,0.35,-0.16,79.88
2395,21995330,1,0.31,-2.19,356.99,-0.1462537,0.05465936,-0.5179265,-0.3456351,0.08905507999999999,-0.03224515,-1.249999,-0.05,0.35,-0.16,79.88
2436,22005238,1,0.31,-2.19,356.99,-0.1462951,0.05517106,-0.5172871999999999,-0.3432649,0.08905507999999999,-0.03224515,-1.252801,-0.05,0.35,-0.16,79.88
2478,22015266,1,0.31,-2.2,356.99,-0.147912,0.05436321,-0.5164412,-0.3375958,0.08905507999999999,-0.03224515,-1.257961,-0.05,0.35,-0.16,79.88
2519,22025254,1,0.31,-2.2,356.99,-0.1477835,0.0541819,-0.5168277,-0.3352322,0.08905507999999999,-0.03224515,-1.260884,-0.05,0.35,-0.16,79.88
2560,22035317,1,0.31,-2.19,356.98,-0.149135,0.05512992,-0.5165319,-0.3327302,0.08905507999999999,-0.03224515,-1.263929,-0.05,0.35,-0.16,79.88
2604,22045265,1,0.31,-2.19,356.98,-0.1484527,0.05486127,-0.5165802,-0.3343732,0.08905507999999999,-0.03224515,-1.267062,-0.05,0.35,-0.16,79.88
2646,22055672,1,0.31,-2.18,356.99,-0.1494687,0.05475836,-0.5152082,-0.3325641,0.08905507999999999,-0.03224515,-1.272689,-0.05,0.35,-0.16,79.88
2686,22065685,1,0.31,-2.18,356.99,-0.1497854,0.05464298,-0.5132949,-0.3339716,0.08905507999999999,-0.03224515,-1.275927,-0.05,0.35,-0.16,79.88
2727,22075611,1,0.31,-2.18,356.99,-0.149341,0.05411806,-0.5131736,-0.3369021,0.08905507999999999,-0.03224515,-1.279212,-0.05,0.35,-0.16,79.88
2769,22085725,1,0.31,-2.18,356.99,-0.1487467,0.05407504,-0.5130689,-0.3367852,0.1113188,-0.04030643,-1.281253,-0.05,0.35,-0.16,79.88
2806,22095955,1,0.3,-2.19,356.99,-0.1485482,0.05442268,-0.5120586,-0.3343635,0.1113188,-0.04030643,-1.283408,-0.05,0.35,-0.16,79.88
2847,22106263,1,0.3,-2.19,356.99,-0.1497035,0.05463177,-0.5125087,-0.3278822,0.1113188,-0.04030643,-1.288501,-0.05,0.35,-0.16,79.88
2887,22116103,1,0.3,-2.19,356.99,-0.1504957,0.05490392,-0.5126115,-0.322414,0.1113188,-0.04030643,-1.290828,-0.05,0.35,-0.16,79.88
2929,22125929,1,0.31,-2.19,356.99,-0.1511783,0.05395138,-0.5120711,-0.316215,0.1113188,-0.04030643,-1.293262,-0.05,0.35,-0.16,79.88
2969,22135980,1,0.3,-2.19,356.99,-0.1515391,0.05494412,-0.5121102,-0.3124496,0.1113188,-0.04030643,-1.295863,-0.05,0.35,-0.16,79.88
3014,22145930,1,0.3,-2.18,357,-0.1518196,0.05568411,-0.511288,-0.3064234,0.1113188,-0.04030643,-1.298551,-0.05,0.35,-0.16,79.88
3056,22156334,1,0.31,-2.18,357,-0.1525469,0.05553809,-0.5130457,-0.3040938,0.1113188,-0.04030643,-1.303726,-0.05,0.35,-0.16,79.88
3098,22166168,1,0.31,-2.18,357,-0.153883,0.05510682,-0.5128173,-0.3025232,0.1113188,-0.04030643,-1.306523,-0.05,0.35,-0.16,79.88
3139,22175957,1,0.31,-2.18,356.99,-0.1550258,0.05405774,-0.5120239,-0.299822,0.1113188,-0.04030643,-1.309476,-0.05,0.36,-0.16,79.88
3179,22188823,1,0.31,-2.18,356.99,-0.1549067,0.05405792,-0.5112056,-0.2950986,0.1113188,-0.04030643,-1.312909,-0.05,0.36,-0.16,79.88
3220,22198611,1,0.31,-2.17,356.99,-0.1551807,0.05313559,-0.5107163,-0.2908273,0.1113188,-0.04030643,-1.314923,-0.05,0.36,-0.16,79.88
3260,22209024,1,0.31,-2.17,356.99,-0.1558187,0.05212247,-0.5079224,-0.2854092,0.1113188,-0.04030643,-1.317035,-0.05,0.36,-0.16,79.88
3301,22219002,1,0.31,-2.17,356.99,-0.1564224,0.05244513,-0.507269,-0.2820301,0.1113188,-0.04030643,-1.319337,-0.05,0.36,-0.16,79.88
3343,22229385,1,0.31,-2.17,356.99,-0.1563178,0.05339809,-0.5058117,-0.2758103,0.1113188,-0.04030643,-1.322276,-0.05,0.36,-0.16,79.88
3384,22239370,1,0.31,-2.17,356.99,-0.1567938,0.05266888,-0.5069032,-0.2717902,0.1113188,-0.04030643,-1.327337,-0.05,0.36,-0.16,79.88
3429,22249412,1,0.31,-2.17,357,-0.1570184,0.05332517,-0.5046742,-0.2668595,0.1113188,-0.04030643,-1.329882,-0.05,0.36,-0.16,79.88
