TimeUS,RPM,Curr,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,Guasto
93137637,6259,4.07,-7.26,-7.96,-0.72,-0.84,8.25,7.3,0.24199,-0.06256769,0.01385646,-0.1638461,0.7761416,-10.33853,2
93239642,6285,3.89,-6.42,-7.03,-0.79,-0.98,8.26,7.55,0.2137024,-0.09975784,0.02912234,-0.4577271,0.8964964,-9.880259,2
93349281,6316,4.39,-4.5,-4.54,-0.89,-0.92,8.27,7.85,0.4246001,0.03782207,0.05259209,-0.2594628,0.7558085,-9.904281,2
93462825,6365,4.17,-3.37,-2.56,-1.0,-0.95,8.28,8.27,0.2231001,0.1208266,0.0902662199999999,-0.3035133,0.6907206,-10.00296,2
93571579,6488,4.2,-3.03,-1.74,-1.21,-0.71,8.29,8.76,0.06405668,0.04497394,0.0741470199999999,-0.1488721,0.4951626,-10.04724,2
93794788,6541,4.23,-3.24,-2.5,-1.47,-1.4,8.31,9.56,-0.2111034,-0.1635678,-0.01324192,-0.3039268,0.7857345,-10.03436,2
93898649,6532,4.11,-3.39,-2.76,-1.5,-1.86,8.31,9.81,-0.1092323,-0.07673901,0.04242882,-0.1846082,0.7802287,-9.544008,2
94002845,6625,4.1,-3.47,-2.98,-1.48,-2.24,8.31,9.97,-0.06214955,-0.06230276,0.001316085,-0.3078832,0.7338063,-9.526437,2
94128178,6488,4.05,-3.45,-3.37,-1.54,-1.73,8.31,9.93,-0.0317926,0.1202153,-0.006083841,-0.3361449,0.7931698,-9.645253,2
94226507,6349,4.07,-3.37,-3.43,-1.6,-1.46,8.31,9.74,0.08517443,-0.0623469,-0.05308115,-0.1707505,0.8645098,-9.328533,2
94339152,6503,3.87,-2.87,-3.11,-1.69,-1.39,8.32,9.39,0.08960823,0.002545632,-0.06617967,-0.1789954,0.6475348,-9.599996,2
94450068,6395,4.22,-2.26,-2.26,-1.79,-1.63,8.32,9.15,0.08711711,-0.06790949,-0.03329014,-0.2854725,0.7115983,-9.746482,2
94552586,6276,3.99,-1.53,-1.8,-2.0,-1.75,8.33,8.99,-0.0828731999999999,0.01169577,-0.04955208,-0.1200439,0.8672554,-9.613893,2
94666412,6344,4.01,-1.15,-1.24,-2.7,-2.11,8.34,8.74,0.0952605,-0.09838611,-0.05670659,-0.3405351,0.5932395,-9.79367,2
94871479,6370,3.87,-1.01,-1.29,-4.12,-3.93,8.37,8.45,-0.1386075,-0.1277267,-0.02264491,-0.4468,0.7427413,-9.7909,2
94985786,6314,3.93,-1.16,-1.41,-4.68,-4.77,8.38,8.12,0.01238941,-0.05872115,-0.02196359,-0.3300506,0.7810792,-10.04876,2
95086155,6326,3.82,-1.31,-1.59,-4.79,-5.01,8.38,7.9,0.04509705,-0.0252361,-0.02813197,-0.2681319,0.6762266,-10.01333,2
95205254,6265,3.98,-1.49,-1.69,-4.73,-4.95,8.38,7.95,0.02575659,-0.0114911,0.04318054,-0.3213733,0.6075416,-9.713645,2
95307408,6367,3.89,-1.61,-1.82,-4.58,-4.86,8.38,8.18,0.06977627,-0.007716135,0.06470679,-0.1890446,0.731442,-9.959559,2
95529818,6330,4.33,-2.58,-2.45,-2.78,-2.68,8.31,9.08,-0.1033127,0.3761805,0.08445097,-0.1844757,0.5879782,-9.760651,2
95639884,6374,3.99,-2.84,-3.01,-2.22,-1.32,8.28,9.33,-0.08011997,0.1665174,0.03911838,-0.2861763,0.8493726,-9.855189,2
95736905,6415,4.4,-2.99,-3.18,-1.99,-1.08,8.27,9.41,0.03146265,-0.05373111,0.005968909,-0.05591963,0.6663718,-9.785229,2
95959781,6470,4.11,-3.19,-3.07,-1.84,-2.08,8.26,9.3,-0.01687619,-0.1938765,-0.0402305,-0.2128571,0.7016173,-10.02997,2
96184547,6405,3.99,-3.03,-3.03,-1.48,-1.84,8.24,8.87,-0.1477148,0.1488796,-0.02178039,-0.04995422,0.7330371,-9.889821,2
96291322,6515,4.12,-2.91,-2.99,-1.29,-1.39,8.23,8.6,-0.1877144,0.06095867,-0.01156066,-0.1937478,0.7121501,-10.05324,2
96400829,6518,4.11,-2.85,-3.22,-1.16,-1.01,8.23,8.41,-0.005612286,-0.003273282,-0.03427491,-0.06340117,0.8699936,-9.604699,2
96510029,6390,4.08,-2.84,-3.32,-1.12,-0.71,8.23,8.22,0.0156951,0.04031362,-0.04747693,-0.06201808,0.8222745,-9.791468,2
96616879,6441,4.46,-2.87,-2.92,-1.12,-0.71,8.23,8.01,0.1456518,0.04147008,-0.03412805,-0.0764406,0.578827,-9.842851,2
96722022,6429,4.22,-2.89,-2.8,-1.09,-0.83,8.22,7.86,0.1085201,0.03515101,-0.03988238,-0.09461485,0.8617885,-9.756257,2
96840207,6510,3.94,-2.95,-2.69,-1.03,-0.78,8.22,7.79,0.07525835,0.07076368,-0.01316908,-0.03787651,0.6959634,-10.19567,2
96942244,6483,4.0,-3.05,-2.74,-0.99,-0.87,8.22,7.92,-0.02150494,-0.08452999,0.03105918,0.01328935,0.9412392,-9.89424,2
97046951,6451,4.16,-3.2,-2.76,-0.99,-0.86,8.22,8.07,0.0627010499999999,-0.06430548,0.01157884,-0.01563342,0.7153519,-9.599562,2
97161179,6370,3.99,-3.19,-3.51,-1.02,-0.85,8.22,8.39,-0.09131359,-0.08346044,0.06045705,-0.2673389,0.7964448,-9.920957,2
97263474,6231,4.04,-3.16,-3.84,-0.95,-1.15,8.22,8.7,-0.03276602,-0.05732237,0.05240788,-0.1106415,0.5478808,-9.504595,2
97374015,6430,4.19,-3.01,-3.62,-0.18,-1.31,8.18,8.87,0.07338942,-0.02402976,0.04513127,-0.1161605,0.5997918,-9.465108,2
97482973,6458,3.91,-2.82,-3.16,0.54,-0.79,8.14,8.62,0.0696739,0.1871834,-0.05093256,-0.1733427,0.674086,-9.531078,2
97590279,6271,3.82,-2.67,-2.99,1.06,-0.18,8.11,8.23,-0.05752557,0.03968463,-0.06969067,0.121828,0.6328974,-9.386329,2
97701616,6280,3.88,-1.87,-2.6,1.07,-0.06,8.11,7.97,0.09909777,-0.01089353,-0.01052759,0.01229964,0.6199812,-9.1832,2
97814444,6216,4.01,-1.17,-1.65,0.95,0.02,8.12,7.72,0.2167442,-0.09867916,-0.02103653,0.1035792,0.5587416,-9.555612,2
97922983,6241,4.04,-0.63,-0.99,0.94,-0.04,8.12,7.55,0.07667851,0.01756699,-0.0259793,-0.1282412,0.7009996,-9.951056,2
98031781,6221,3.65,-0.23,-0.31,0.94,0.03,8.12,7.35,0.1782606,0.0586592,-0.0501106,-0.02000392,0.5676312,-9.431299,2
98136944,6127,3.45,0.31,-0.17,0.96,0.25,8.12,7.16,-0.03839495,0.01658776,-0.03514935,-0.06769894,0.6080726,-9.606886,2
98248961,6114,3.76,0.06,0.09,0.96,0.69,8.12,6.88,-0.01463334,0.07416411,-0.05697534,0.08041333,0.6491918,-9.416966,2
98360019,6254,3.27,0.09,-0.48,0.91,0.56,8.12,6.69,-0.0685074,-0.04855281,-0.02907866,-0.03931306,0.6253492,-9.551088,2
98470826,6023,3.93,0.33,-0.3,0.8,0.11,8.12,6.57,0.1194255,-0.05781556,-0.01205727,0.02428544,0.5453284,-9.268058,2
98577610,6114,3.39,0.01,-0.57,0.76,-0.04,8.12,6.64,-0.1234301,-0.009803465,0.02211387,-0.1097703,0.5096262,-9.789578,2
98678462,6126,3.54,0.26,-0.65,0.77,-0.06,8.12,6.83,0.09341365,-0.01254347,0.03512459,0.002220703,0.7519687,-9.705593,2
98789640,6074,3.85,-0.06,-0.17,0.78,-0.04,8.12,7.02,-0.0009143303,0.0875451,0.04903725,-0.2332163,0.2781238,-9.747467,2
98900075,6299,3.41,-0.76,-1.11,0.79,0.04,8.11,7.5,-0.2440529,-0.1096388,0.1206347,0.2589034,0.3475817,-9.362828,2
99011316,6247,3.36,-1.1,-2.66,0.9,0.03,8.11,8.36,-0.1525036,-0.01524583,0.1170556,0.1530682,0.6551431,-9.882102,2
99227499,6058,4.03,-0.62,-3.52,0.22,0.82,8.12,9.29,0.07740772,0.04145443,0.0728317099999999,0.135232,0.4994207,-10.98212,2
99340247,6319,3.99,0.07,-2.85,-0.19,0.34,8.13,9.63,0.03584762,-0.04196622,0.0336478,-0.3577378,0.379435,-10.53302,2
99559285,6454,3.84,1.08,-1.79,-0.96,0.0,8.12,10.36,0.09876268,0.1017602,0.09854739,-0.289581,0.6331289,-10.09846,2
99779843,6249,3.67,1.49,-0.5,-0.92,-0.51,8.12,11.25,-0.09755737,0.04825392,0.07711885,0.07028194,0.5152128,-10.10855,2
99882211,6392,3.88,1.43,-0.12,-0.91,-0.62,8.12,11.44,-0.01847233,-0.04625781,0.002322373,0.2202654,0.3989349,-10.03087,2
99993265,6213,3.88,1.36,-0.05,-0.83,-0.55,8.12,11.31,0.09790065,0.1973506,-0.078538,0.0172803,0.4878036,-9.945652,2
100101063,6203,4.1,1.08,0.25,-0.81,-0.46,8.12,10.7,-0.03345624,-0.1336641,-0.1096706,-0.1845715,0.2450005,-10.07061,2
100209804,6283,3.36,0.8,0.49,-0.76,-0.45,8.12,9.75,0.04140444,-0.02433122,-0.1559181,-0.02475681,0.07493654,-9.229058,2
100323749,6246,3.4,0.48,0.13,-0.72,-0.87,8.12,8.62,-0.13748,-0.1057025,-0.1936157,-0.2596739,0.3060038,-9.329334,2
100433653,6076,2.9,0.24,-0.29,-0.28,-1.04,8.13,7.5,-0.1468479,0.1058273,-0.1453844,-0.1768908,0.1904376,-10.04592,2
100541957,5870,2.39,0.34,-1.21,0.09,-0.44,8.13,6.76,-0.1235044,0.1207896,-0.06190547,-0.3081288,0.3211568,-9.623186,2
100642176,5711,2.88,0.63,-1.83,-0.08,-0.31,8.13,6.4,-0.04463964,-0.0178481,-0.02955879,-0.2379252,0.4594918,-9.389385,2
100749220,5617,3.2,0.75,-1.5,-0.34,0.07,8.12,6.16,0.08561976,0.03728861,0.004832287,0.2799853,0.8420185,-10.11318,2
