TimeUS,RPM,Curr,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,Guasto
0,3896,3.19,-0.1,-0.87,-0.66,1.73,19.79,20.02,0.02622692,-0.1136154,0.03809478,0.4068926,0.4881375,-10.61244,2
111984,5342,3.73,-0.7,-0.05,-1.01,1.0,19.8,20.02,0.1057615,-0.2212881,0.0250845,0.2652585,0.5998876,-11.39883,2
228418,5931,3.46,-1.49,0.43,-1.76,-0.76,19.81,20.7,0.048252,-0.2629353,0.151144,0.5218687,1.025952,-11.68115,2
337860,6114,3.42,-2.48,0.28,-1.84,-2.67,19.81,21.96,-0.08682612,-0.1604259,0.248172,-0.4691143,0.4042445,-11.09648,2
441908,6122,3.68,-3.54,-0.21,-1.4,-3.43,19.79,23.71,-0.0562061,-0.07315103,0.3057234,0.02755471,0.8939866,-10.49262,2
550876,6231,4.17,-4.72,-0.54,-0.74,-3.44,19.74,25.64,0.03752086,0.02480482,0.3001933,-0.03693152,0.6622003,-10.43922,2
662759,6311,4.2,-5.78,-1.37,-0.22,-2.58,19.45,27.26,-0.05702938,0.1800982,0.2302328,-0.1930816,0.6712595,-10.10705,2
777517,6505,4.86,-7.01,-2.81,-0.09,-1.46,17.7,28.35,-0.3468084,0.1003481,0.118064,0.1530631,0.8100133,-9.813096,2
887176,6712,4.86,-7.93,-3.72,-0.32,-0.8,15.52,28.63,-0.1266105,0.08623171,0.001937516,0.2652124,0.5380509,-9.899503,2
991461,6704,5.17,-8.51,-4.45,-0.94,-0.5,12.19,28.01,-0.1463261,0.08775585,-0.1752019,0.128419,0.7607932,-9.997381,2
1101157,6831,5.02,-8.81,-5.18,-1.56,-0.33,9.42,26.37,-0.06087366,0.1327023,-0.3033189,-0.1065452,0.9359135,-9.625406,2
1216205,7080,5.2,-8.99,-5.66,-2.13,-0.47,7.52,23.83,-0.2635396,-0.07421579,-0.4368229,0.03765322,0.6205311,-9.660166,2
1317637,7029,4.4,-8.86,-5.78,-2.22,-0.85,7.45,21.26,0.03022733,0.01604251,-0.4038665,-0.3173944,1.156059,-10.04246,2
1423647,6754,4.08,-8.81,-5.55,-2.18,-1.15,7.44,18.88,0.03022569,0.05380481,-0.3512794,-0.2937161,1.208903,-9.804562,2
1539990,6537,4.1,-9.0,-5.38,-2.18,-1.35,7.44,16.87,0.07422454,0.02608325,-0.2730646,0.1034645,1.241188,-9.583915,2
1659073,6486,3.93,-9.38,-5.83,-2.25,-1.23,7.45,15.27,-0.1474435,0.07702654,-0.2226799,-0.2173216,1.306771,-9.663719,2
1763146,6512,4.45,-9.87,-5.96,-2.35,-1.4,7.47,14.26,0.1058517,-0.1344232,-0.1360387,-0.2057171,0.9789596,-9.530547,2
1876015,6640,4.22,-10.2,-6.52,-2.37,-1.81,7.47,13.64,-0.1764343,-0.01356335,-0.1086671,-0.2642086,1.068831,-9.627753,2
1973170,6631,4.51,-10.33,-7.1,-2.7,-1.66,7.53,13.21,-0.151411,0.04865158,-0.09255075,-0.446559,1.226938,-10.03657,2
2190778,6714,4.66,-10.3,-6.45,-3.14,-1.46,7.61,13.18,0.2068917,0.02916331,0.01211548,-0.5261399,0.9481666,-10.48352,2
2301214,6715,4.33,-10.19,-6.39,-3.25,-1.28,7.63,13.64,-0.1517162,-0.06410956,0.0440295,-0.05734429,1.044544,-9.868894,2
2405506,6724,4.53,-10.26,-6.96,-3.58,-0.99,7.69,13.97,-0.07923481,0.01136784,0.04243115,-0.3066171,1.484808,-9.772813,2
2515303,6655,4.57,-10.36,-8.02,-3.95,-1.16,7.76,14.26,-0.1046972,-0.0440628,0.006632585,-0.01600317,1.352645,-9.741328,2
2635941,6628,4.28,-10.2,-8.98,-4.5,-1.5,7.86,14.42,-0.2268166,-0.1073265,-0.06370716,-0.405549,1.154127,-9.587069,2
2733944,6742,5.19,-9.8,-9.53,-4.91,-2.35,7.93,14.5,-0.1147077,-0.2437716,-0.01664932,-0.06035789,1.505415,-9.443617,2
2843266,6768,5.27,-9.46,-8.34,-5.05,-3.36,7.96,14.48,0.279319,-0.06304058,-0.04818331,-0.5377689,1.120951,-10.42079,2
2949084,6903,4.37,-8.88,-7.46,-4.96,-3.42,7.94,14.11,0.1017195,0.01610921,-0.06023585,-0.4255714,1.254055,-9.919288,2
3058186,6716,4.52,-8.55,-7.11,-4.73,-3.01,7.91,13.6,-0.003936799,0.01434946,-0.033811,-0.4237154,1.235473,-9.861712,2
3178614,6872,4.53,-8.59,-6.98,-4.83,-2.97,7.92,13.1,0.04412711,0.005181867,-0.05865007,-0.5473402,1.768619,-9.992993,2
3286786,6726,3.98,-8.54,-7.5,-5.11,-3.19,8.63,13.2,-0.1874784,0.09533421,-0.1088757,-0.4337684,1.137242,-9.329649,2
3396725,6483,3.94,-8.18,-7.99,-5.36,-3.14,8.67,12.1,-0.0634522399999999,-0.04860051,-0.1095044,-0.245639,1.323115,-8.533482,2
3507160,6446,3.59,-7.83,-8.47,-5.73,-3.06,8.72,11.42,-0.07629398,-0.0993796,-0.1664341,-0.179591,1.616787,-8.750053,2
3617658,6308,3.98,-7.61,-8.29,-6.64,-4.11,8.85,11.48,-0.1332656,-0.3307915,-0.1387432,-0.5458017,1.367046,-9.039302,2
3730074,6264,3.69,-7.23,-7.97,-7.22,-6.11,8.92,10.63,0.004061848,-0.1299441,-0.05402049,-0.80057,1.361837,-9.462519,2
3834324,6337,3.71,-6.94,-7.95,-6.85,-6.69,8.88,9.76,-0.0994966,0.1685111,0.02185411,-0.7073899,1.239524,-9.189288,2
3948013,6246,3.66,-6.41,-7.93,-6.05,-5.54,8.78,9.65,-0.02954246,0.308986,0.06973608,-0.7928056,1.29225,-9.504448,2
4052771,6300,4.1,-5.9,-7.45,-5.35,-4.57,8.71,10.1,0.1242464,0.1376191,0.1178168,-0.4968623,1.41371,-9.65277,2
4162302,6447,4.19,-5.29,-5.45,-4.81,-3.71,8.65,11.08,0.2081681,0.05331217,0.1197348,-0.4741917,0.9515048,-9.825873,2
4275886,6574,4.36,-4.91,-3.87,-4.6,-3.35,8.63,11.91,0.124367,-0.02421143,0.05067711,-0.3140513,1.165903,-9.770293,2
4375495,6615,4.17,-5.3,-2.89,-4.59,-3.8,8.63,12.36,0.1129076,-0.1619864,0.08481363,-0.1861498,1.316484,-9.628497,2
4494005,6618,4.09,-6.17,-3.15,-4.45,-4.69,8.62,12.9,-0.06449051,-0.1363576,0.05337704,-0.4460202,1.195616,-9.626279,2
4602442,6392,3.54,-7.02,-4.6,-4.27,-4.93,8.6,13.44,-0.4191593,-0.0137187,0.06141695,-0.3190085,1.31022,-9.170221,2
4706188,6468,3.94,-7.57,-6.51,-3.95,-4.37,8.56,13.4,-0.3576432,0.05871638,0.05858095,-0.358997,1.365956,-8.970695,2
4927750,6443,3.76,-6.79,-7.09,-2.94,-2.41,8.43,12.51,0.1450648,0.1631917,-0.0301696,-0.4197091,1.334443,-9.477335,2
5027411,6484,4.33,-5.84,-5.99,-2.61,-1.81,8.39,12.44,0.293764,0.009560274,0.02490528,-0.07117344,1.771137,-9.175383,2
5139449,6442,4.42,-5.42,-4.31,-2.33,-1.65,8.36,12.6,0.2487866,0.01147718,0.03492333,-0.340467,1.372458,-9.60274,2
5258400,6493,4.04,-5.55,-3.83,-2.14,-1.92,8.34,12.96,-0.05594724,-0.02853959,0.04210819,-0.1874668,1.318395,-9.076435,2
5372870,6621,4.11,-6.22,-4.39,-2.04,-2.18,8.33,13.16,0.1694009,0.04357887,0.02216433,-0.3562045,1.181134,-9.466484,2
5479792,6668,4.22,-6.76,-5.74,-2.01,-1.92,8.33,13.23,-0.1677976,0.03467108,0.0194517,-0.4281201,1.601928,-9.698483,2
5591743,6511,4.19,-7.03,-6.61,-1.76,-1.52,8.3,13.2,0.1163616,0.03470411,0.02581805,-0.6501323,1.700346,-9.452867,2
5694975,6698,4.36,-7.14,-6.83,-1.65,-1.06,8.29,13.21,0.02308642,0.08457144,0.02078124,-0.01929942,1.340416,-9.907149,2
5806616,6545,4.19,-7.18,-6.98,-1.73,-0.97,8.3,13.29,-0.0117094,-0.005463499,0.02294532,-0.515826,1.601819,-9.788025,2
5920022,6700,4.47,-7.29,-6.89,-1.89,-1.07,8.32,13.28,-0.0216374,-0.09788962,0.0358459,0.007697162,1.069346,-9.574911,2
6016161,6706,4.51,-7.4,-6.82,-1.95,-1.34,8.32,13.2,0.001699504,-0.09411135,0.03611052,-0.3401611,1.344967,-9.859164,2
6116818,6797,4.4,-7.41,-7.01,-1.98,-1.21,8.33,13.12,0.01406092,0.02449615,0.01209787,-0.3412075,1.320302,-9.688095,2
6234992,6655,4.47,-7.29,-7.31,-2.14,-0.67,8.35,13.09,0.0009845943,0.04330824,0.02609486,-0.1053616,1.198866,-9.667035,2
6350010,6745,4.35,-7.16,-6.9,-2.32,-0.92,8.37,13.02,0.2493778,-0.0830636399999999,-0.04790968,-0.644136,1.44065,-10.07455,2
6455445,6677,4.08,-7.02,-7.03,-2.67,-1.36,8.41,12.86,-0.02142069,-0.07707005,-0.09744164,-0.5438694,1.240622,-9.701187,2
6561283,6607,4.23,-7.11,-7.38,-3.13,-1.8,8.47,12.29,-0.09650824,-0.001997842,-0.06091714,-0.5595851,1.324448,-9.498182,2
6770796,6557,4.37,-6.99,-7.5,-3.89,-2.63,8.57,12.01,0.05408875,-0.09767155,-0.05219611,-0.2849142,1.232251,-9.521989,2
6888745,6634,4.41,-7.41,-7.53,-4.21,-2.95,8.61,11.98,-0.02786385,0.03270857,-0.06099316,-0.6701087,0.8255389,-9.473377,2
7105531,6562,4.23,-9.86,-10.32,-3.97,-2.71,8.56,11.52,-0.2770864,0.1637963,0.0003532556,-0.6738348,1.124927,-9.940517,2
7215795,6677,4.2,-10.4,-11.72,-4.2,-2.35,8.6,11.42,-0.20241,-0.08197391,0.04249966,-0.1888752,1.522719,-9.121121,2
7331980,6606,4.37,-10.19,-11.5,-4.75,-3.08,8.71,11.8,0.08482438,-0.1370597,0.05862837,-0.5472073,1.154012,-10.3491,2
7444644,6662,4.48,-9.64,-10.61,-5.24,-3.96,8.79,12.3,0.1609723,-0.1200327,0.05725814,-0.5811545,1.380363,-9.920544,2
7544304,6695,4.63,-9.28,-9.62,-5.42,-4.45,8.82,12.73,0.02751884,-0.0317133,0.08027389,-0.3500299,1.25734,-10.05347,2
7656214,6665,4.19,-8.78,-8.9,-4.6,-4.02,8.69,13.02,0.04409807,0.08884416,0.04376035,-0.4931275,1.291541,-10.02209,2
7759012,6737,4.78,-8.15,-8.08,-3.71,-3.22,8.56,12.74,0.2245828,0.09207702,0.05326894,-0.6306767,1.256208,-9.975113,2
7975108,6644,4.33,-7.91,-7.48,-1.34,-1.02,8.22,12.34,-0.003328986,0.1107081,0.0153985,-0.2176041,1.500647,-9.91041,2
8090624,6708,4.38,-7.8,-7.21,-0.44,-0.52,8.1,12.39,0.1172715,0.01142946,0.01910205,-0.349001,1.306111,-9.391614,2
8202233,6657,4.21,-7.58,-7.14,0.32,0.09,8.0,12.5,0.02656727,0.06767802,-0.03287414,-0.1489249,1.357311,-9.527566,2
8300050,6654,4.44,-7.58,-6.99,0.98,0.57,7.91,12.47,0.04151433,0.08794499,-0.006703356,-0.2754775,1.140457,-10.09966,2
8636868,6614,4.55,-7.84,-7.01,2.11,2.35,7.76,12.06,-0.09751604,-0.01489532,0.03553327,-0.2985401,1.030132,-10.17189,2
8749061,6666,4.23,-7.9,-7.16,1.88,2.23,7.79,11.7,0.02999036,-0.03201361,-0.02314155,-0.2117723,1.0557,-10.0379,2
8858230,6755,4.26,-8.03,-7.44,1.99,1.84,7.77,11.55,-0.07957292,-0.02326586,0.03619495,-0.3916345,1.448873,-10.00401,2
8964833,6729,4.25,-8.12,-7.72,2.33,1.83,7.72,11.5,0.03465007,-0.02356458,-0.004939593,0.08432847,1.486943,-9.690807,2
9074246,6614,4.46,-7.98,-7.98,2.56,1.92,7.69,11.61,0.01626159,-0.04009778,-0.01681096,0.2301276,1.330291,-9.555604,2
9287624,6490,4.54,-7.75,-7.18,3.11,1.94,7.62,11.61,0.02488701,0.07267711,0.04214019,0.11704,1.370021,-9.784778,2
9501015,6657,4.45,-7.9,-7.16,3.59,2.69,7.55,11.56,0.1937972,-0.06040806,0.06708762,0.3121116,1.551771,-9.551516,2
9608302,6657,4.48,-7.99,-6.98,3.98,2.25,7.5,12.0,0.2101963,-0.03221346,0.05483456,-0.1432065,1.121059,-9.823181,2
9719791,6665,4.22,-8.01,-7.15,4.44,2.14,7.43,12.33,0.02279456,0.0875475899999999,0.09092582,-0.417372,1.086017,-9.66379,2
9828637,6569,3.96,-8.16,-8.17,4.83,2.65,7.37,12.52,-0.1584768,0.08116412,0.03944645,0.0841287,1.574871,-9.270932,2
9939269,6373,4.47,-8.23,-9.02,5.28,3.79,7.31,12.75,-0.2562072,0.2117327,0.06511538,0.02107655,1.520446,-9.56939,2
10052240,6607,4.53,-7.78,-8.58,5.24,4.64,7.31,12.86,0.2028832,0.1529582,-0.01126615,0.09167901,1.734566,-9.791729,2
10153636,6666,4.54,-6.97,-7.32,4.31,4.17,7.43,12.58,0.2326759,-0.1942649,-0.09007486,0.1214836,1.560497,-9.98652,2
10256464,6757,4.48,-6.42,-6.14,3.29,2.91,7.55,12.21,0.1063121,-0.2104079,-0.07766421,0.02022043,1.354142,-10.32473,2
10364986,6769,4.29,-6.15,-5.31,2.08,1.28,7.69,11.8,-0.0672904,-0.2247133,-0.0589347,-0.3020316,1.215839,-9.148555,2
10472840,6655,4.23,-6.03,-5.7,0.72,0.41,7.83,11.42,-3.993376e-06,-0.2353613,-0.08196215,-0.03632493,1.497839,-9.500284,2
10579525,6614,4.26,-6.03,-5.9,-0.58,-0.75,7.97,11.22,-0.005639565,-0.1960222,-0.08680905,-0.2496464,1.241838,-9.941672,2
10688213,6628,4.36,-5.91,-5.84,-1.4,-1.77,8.06,11.13,0.0672228899999999,-0.1095736,-0.02201839,-0.139687,1.340779,-9.459689,2
10799633,6646,4.67,-5.77,-5.37,-2.0,-2.23,8.12,11.05,-0.01119399,-0.03397629,-0.01094749,-0.07756025,1.130789,-10.49465,2
10912396,6793,4.21,-5.61,-5.26,-2.27,-2.29,8.15,10.97,-0.121605,0.0859921399999999,0.002333465,0.07125496,1.35935,-9.718389,2
11022445,6600,4.25,-5.68,-5.13,-2.47,-2.33,8.16,10.89,-0.03462094,-0.05680462,0.00675175,-0.3831353,1.12877,-10.21007,2
11122369,6600,4.41,-5.69,-5.35,-2.64,-2.37,8.18,10.87,-0.0329875,0.01238501,0.02282773,-0.03144323,1.342154,-9.777295,2
11245329,6619,4.25,-5.81,-5.57,-2.79,-2.62,8.2,10.92,-0.008039648,-0.04602907,-0.04817539,0.2065919,1.443616,-9.812751,2
11342449,6694,4.51,-6.06,-5.88,-2.73,-2.51,8.19,10.91,-0.02554962,0.1166139,-0.006184706,-0.08680611,1.519811,-9.591489,2
11457787,6600,4.64,-6.41,-5.96,-2.64,-2.35,8.18,10.73,0.02223664,0.1403835,-0.07884832,-0.1055284,1.695714,-10.07051,2
11554932,6752,3.93,-6.58,-5.78,-2.95,-2.1,8.22,10.5,-0.02370874,0.007671781,0.02573298,-0.1231929,1.738825,-10.0287,2
11673268,6623,3.74,-5.89,-6.23,-4.72,-3.51,8.41,10.29,0.02853305,-0.2816814,-0.09366357,-0.0724185,1.050012,-9.146637,2
11771190,6369,4.4,-4.71,-6.33,-7.19,-6.05,8.64,10.51,0.1481072,-0.4739765,-0.005260812,-0.5059054,1.555442,-9.422347,2
11886005,6347,4.83,-3.89,-3.96,-9.47,-9.16,8.81,10.69,0.3594413,-0.4067861,-0.06226378,-0.2951677,1.29371,-10.51316,2
12102277,6638,4.41,-3.97,-3.27,-9.2,-9.7,8.8,10.74,-0.1363737,0.1810843,0.03571139,0.1438925,1.286536,-9.800571,2
12209309,6485,4.0,-4.63,-4.6,-8.14,-8.2,8.72,11.15,-0.1754419,0.2199429,0.07321128,-0.4518272,1.338647,-9.240044,2
12324966,6501,4.35,-5.1,-5.88,-7.34,-6.6,8.65,11.29,-0.126353,0.2138102,0.02318813,-0.01895722,1.317858,-9.657861,2
12541832,6524,4.44,-5.28,-5.87,-6.38,-4.88,8.56,11.67,-0.08332377,0.0241785,-0.006790194,-0.1474746,1.214458,-9.742604,2
12641482,6756,4.72,-5.39,-5.52,-6.24,-4.7,8.54,11.88,0.06501891,0.0468909,-0.003042849,-0.3466265,1.306882,-9.950002,2
12753805,6725,4.62,-5.59,-5.31,-6.05,-4.77,8.53,11.78,-0.02686389,-0.0467109,-0.03444986,-0.1044684,1.094141,-9.958013,2
12866846,6687,4.33,-5.81,-5.44,-5.67,-4.72,8.49,11.67,-0.13169,0.1493694,-0.01012648,-0.5617748,1.039805,-9.968572,2
12975274,6730,4.71,-7.15,-6.39,-5.0,-4.22,8.41,11.9,-0.3099894,0.1816545,-0.001872932,-0.2664463,0.7432837,-9.73371,2
13079994,6750,4.49,-8.91,-8.86,-4.16,-2.9,8.29,11.8,-0.2636358,0.1536189,0.0221299,-0.2456384,1.150787,-8.97757,2
13188633,6674,4.6,-10.13,-10.87,-3.43,-1.68,8.17,11.13,-0.1124836,0.1946078,-0.00468597,-0.2927602,1.387333,-8.741363,2
13404586,6715,4.4,-10.42,-11.52,-3.24,-1.59,8.14,11.01,0.08527435,-0.1508843,-0.03072001,-0.222453,1.531798,-9.991077,2
13621271,6784,4.27,-9.35,-9.69,-3.24,-2.4,8.14,10.77,0.1462991,0.1188791,0.02444378,-0.1222412,0.9997986,-9.564782,2
13733226,6695,4.53,-9.16,-9.5,-3.02,-2.12,8.1,10.55,0.0006403637,0.06259067,-0.04032943,-0.3709209,1.188263,-9.514295,2
14059308,6631,4.63,-7.71,-8.04,-2.96,-2.36,8.09,9.91,0.1069685,-0.05104725,-0.02630849,-0.3614305,1.352757,-10.01878,2
14166810,6725,4.38,-7.19,-7.05,-3.04,-2.21,8.1,9.77,0.007280977,0.07009419,-0.004428765,-0.2201138,1.159458,-9.756317,2
14272857,6708,4.62,-7.69,-7.13,-3.06,-2.03,8.1,9.84,-0.1931794,0.09689493,0.02747376,-0.2363549,0.7005275,-9.979614,2
14374821,6775,4.05,-8.17,-8.26,-2.49,-1.9,8.02,10.01,-0.1277585,0.1070179,0.0721801,-0.3702863,1.316109,-9.645852,2
14494038,6591,4.54,-7.76,-8.4,-1.99,-1.23,7.95,10.15,0.0216703,0.1043816,0.04015342,-0.06298801,1.216865,-9.805518,2
14602915,6662,4.42,-7.11,-7.7,-1.26,-0.91,7.86,10.13,0.0695147,0.03592771,0.02212166,-0.266283,1.125298,-9.839017,2
14719719,6691,4.33,-6.07,-6.35,-0.28,-0.23,7.74,10.02,0.1367398,0.1303849,-0.01344125,-0.143575,1.48046,-9.694597,2
14818732,6349,4.17,-5.64,-5.33,0.41,0.59,7.67,9.77,0.1713276,0.1590728,-0.09466133,-0.496571,1.451691,-9.581591,2
14930657,6712,4.27,-5.29,-5.26,1.19,1.65,7.6,9.33,-0.09973665,0.1954504,-0.0447567,0.06911419,1.506084,-9.238407,2
15041256,6598,4.14,-5.25,-5.03,1.67,1.95,7.55,8.83,0.04405039,-0.06396473,-0.08526561,-0.2162179,1.402492,-9.595699,2
15145731,6463,3.9,-5.31,-5.17,2.43,2.75,7.48,8.35,0.08349358,0.2174262,-0.03820207,-0.3010672,1.54466,-9.401083,2
15256539,6586,3.95,-5.39,-5.37,3.02,3.3,7.43,7.9,-0.1044992,0.006505116,-0.09360322,-0.1337737,1.502793,-9.40366,2
15368253,6604,4.15,-5.5,-5.25,3.19,3.76,7.41,7.44,0.1620198,0.01422832,-0.04393517,0.1268555,1.414793,-9.506692,2
15476430,6473,4.39,-5.59,-5.46,3.31,3.65,7.4,7.12,0.03891002,-0.1074244,-0.07041204,-0.0941843099999999,1.346174,-9.775225,2
15586822,6510,3.86,-5.79,-5.42,3.4,3.38,7.39,6.89,-0.0308984,0.08065015,-0.04828307,-0.2184353,1.336823,-9.257502,2
15688722,6471,3.91,-5.97,-5.86,3.25,3.24,7.41,6.66,-0.1449898,-0.04098055,-0.03281373,0.03080977,1.535585,-9.606439,2
15797748,6466,4.0,-6.24,-6.16,3.05,2.64,7.43,6.53,0.0005246862,-0.1235679,-0.07457173,0.01420203,1.606681,-9.472079,2
15907796,6425,3.94,-6.56,-6.45,2.69,2.28,7.47,6.21,-0.03428675,-0.0867579099999999,-0.1111374,-0.05579878,1.655285,-9.329262,2
16007628,6407,3.86,-6.72,-6.77,2.46,1.95,7.49,5.99,-0.04467502,-0.03666906,-0.04313798,-0.1685797,1.606958,-9.73692,2
16119005,6581,3.96,-6.85,-7.05,2.12,1.55,7.53,6.06,-0.07895284,-0.09050228,0.04437866,0.176817,1.548286,-9.784486,2
16227992,6414,4.04,-6.93,-6.95,1.47,0.66,7.61,6.41,0.07932404,-0.2383283,0.04382771,0.04914425,1.481741,-9.960774,2
16663769,6416,3.99,-7.6,-7.84,1.04,0.38,7.67,7.53,-0.1543006,0.06842498,0.02999181,-0.05261769,1.576873,-9.262021,2
16774069,6531,3.68,-7.74,-8.35,0.8,0.6,7.7,7.56,-0.1195539,-0.02392755,-0.03392843,-0.209773,1.65639,-9.096804,2
16874313,6390,4.03,-7.87,-8.24,0.06,0.1,7.8,7.81,0.09938151,-0.1279628,0.03240388,0.1600562,1.492565,-8.890828,2
16994213,6496,3.92,-8.05,-8.3,-1.22,-1.32,7.98,8.24,-0.1484065,-0.2279125,0.04932652,0.02708478,1.495291,-9.069161,2
17095059,6456,4.15,-8.08,-8.5,-1.86,-2.52,8.07,8.62,-0.0385291,-0.1470712,0.04622519,-0.3841957,1.70639,-9.59729,2
17205398,6447,4.41,-8.09,-8.28,-2.03,-3.04,8.1,8.96,0.05103006,-0.0906102399999999,0.02439112,-0.1300341,1.505595,-9.788271,2
17316303,6530,4.04,-8.0,-7.92,-2.33,-3.01,8.14,9.15,0.1422221,-0.05176469,0.003649931,0.3652237,1.600088,-9.872584,2
17425304,6590,4.4,-7.85,-7.52,-3.03,-3.86,8.24,9.24,0.04305477,-0.1783568,-0.003093784,-0.3338009,1.183018,-10.38995,2
17535289,6778,4.18,-7.61,-7.3,-3.19,-4.49,8.26,9.33,0.08416788,-0.0552634,0.04004543,-0.1516591,1.350627,-9.73131,2
17655440,6565,4.42,-7.37,-7.35,-2.29,-3.36,8.14,9.45,0.06803784,0.1255622,0.0840427,0.1876192,1.251632,-9.7324,2
17755162,6659,4.48,-7.17,-7.17,-1.57,-2.34,8.05,9.51,-0.09645455,0.2707593,0.0358326,-0.1991407,1.292895,-10.09039,2
17866062,6681,4.39,-6.96,-6.62,-1.1,-1.23,7.99,9.54,0.05321353,0.08717165,0.0008634475,0.2765246,1.200204,-10.04823,2
17965470,6641,4.13,-6.88,-6.28,-0.86,-0.9,7.96,9.51,0.0874602,-0.006041704,0.02144742,0.04620962,1.088342,-9.622622,2
18085290,6602,3.99,-6.1,-6.01,-0.96,-0.61,7.97,9.32,0.1233041,0.0748566799999999,0.01060997,0.0782939899999999,1.99332,-9.472745,2
18182746,6510,4.34,-4.77,-4.56,-1.17,-0.78,7.99,8.99,0.2465255,-0.0521704,-0.07087348,0.1125037,1.811928,-9.610703,2
18297027,6707,4.16,-3.24,-1.83,-1.41,-1.09,8.01,8.64,0.4234311,0.002666479,-0.07673996,0.1257356,1.393647,-10.48391,2
18420458,6530,4.15,-1.27,0.32,-1.7,-1.43,8.02,8.32,0.4089488,0.01301186,-0.01505947,-0.02434088,1.357091,-9.336751,2
18511956,6249,4.09,-0.47,1.55,-1.96,-1.81,8.02,8.02,0.3072214,-0.2654181,-0.04956964,-0.4090123,1.73266,-10.1021,2
18624974,6393,3.74,-0.26,2.32,-2.07,-2.53,8.02,7.73,-0.06993894,-0.06249029,-0.06742177,0.18072,0.9291124,-9.665363,2
18949045,6468,4.09,-2.43,-2.61,-4.87,-4.83,8.1,8.14,-0.3460645,-0.4084966,0.04038095,-0.4184031,1.604696,-10.1227,2
19159051,6401,4.2,-3.05,-3.56,-7.99,-8.33,8.26,8.41,0.07360765,-0.06444585,0.01685027,-0.4588184,1.271418,-9.488329,2
19265173,6528,4.26,-2.92,-3.15,-8.81,-9.16,8.3,8.59,0.07044891,-0.02095659,0.03290258,-0.4156591,1.247725,-10.06124,2
19382265,6575,4.33,-3.07,-3.03,-9.26,-9.06,8.33,8.89,0.01699426,0.07279351,0.03866927,-0.1254157,1.249635,-9.968102,2
19483054,6737,4.46,-3.87,-3.22,-9.33,-8.74,8.33,9.18,-0.05019409,-0.0005709797,0.02721393,-0.06409854,1.197528,-9.927388,2
19591757,6683,4.17,-5.94,-4.91,-8.93,-7.43,8.3,9.45,-0.4134669,0.3619601,0.08263652,-0.3091737,1.221078,-9.89106,2
19693433,6654,4.62,-7.09,-7.5,-9.29,-7.1,8.34,9.91,-0.4132834,-0.03657864,0.0628708999999999,-0.347033,1.503904,-10.45101,2
19803474,6600,4.61,-7.82,-8.84,-10.59,-8.59,8.52,10.4,-0.0972236499999999,-0.2982635,0.05032736,-0.05311326,1.449388,-9.896729,2
19909779,6602,5.16,-8.92,-9.11,-11.38,-10.38,8.63,10.74,-0.04819562,-0.274628,-0.0224564,-0.4731305,1.124944,-10.1985,2
20019068,6761,4.23,-10.72,-10.72,-11.34,-10.61,8.62,10.91,-0.3678735,0.03349115,0.0274444,-0.0787738,1.145475,-9.987464,2
20139260,6845,4.74,-11.08,-12.42,-11.34,-10.42,8.62,10.91,-0.1764151,-0.0337956,0.03633118,-0.3740336,1.258406,-10.39803,2
20254164,6617,4.82,-11.1,-12.11,-11.37,-9.72,8.63,10.68,0.1630052,0.1561485,0.01699169,-0.2317615,1.637211,-9.910716,2
20351614,6645,4.64,-11.06,-11.67,-11.11,-9.47,8.58,10.44,0.08221083,0.0092844739999999,-0.0403116,-0.2385387,1.525774,-9.892161,2
20474765,6748,4.42,-10.89,-11.42,-10.86,-9.25,8.53,10.22,0.04940902,0.1146315,-0.02069383,-0.3471968,1.579348,-10.61272,2
20575378,6895,4.4,-10.5,-11.08,-10.77,-9.01,8.51,9.94,-0.009280339,0.03168127,-0.0881929199999999,-0.3681805,1.473325,-9.893437,2
20698496,6712,4.22,-9.37,-9.95,-10.33,-8.68,8.43,9.6,0.0987435,0.03408424,-0.04044054,-0.3401975,1.754286,-10.12936,2
20795799,6697,4.46,-8.45,-8.47,-9.67,-8.07,8.33,9.28,0.2583535,0.1760646,-0.03242103,-0.4307655,1.590244,-9.93875,2
20910758,6672,4.02,-7.79,-7.83,-9.05,-7.27,8.24,8.98,-0.02906262,0.09272256,-0.03247771,-0.4900807,1.445277,-10.10862,2
21010592,6797,4.27,-7.72,-7.71,-8.66,-6.71,8.18,8.73,-0.2818215,0.06096276,-0.03883453,-0.4593898,1.367861,-9.732024,2
21131151,6689,3.75,-7.62,-8.25,-8.57,-6.23,8.17,8.54,-0.1321242,-0.05605026,0.01570571,-0.294121,1.061486,-9.887082,2
21244621,6568,4.09,-7.46,-8.56,-8.64,-6.06,8.18,8.37,-0.06249988,0.05021924,-0.002470013,-0.1505393,1.194022,-9.602001,2
21342226,6464,3.86,-7.2,-8.41,-8.74,-6.51,8.19,8.2,-0.04773403,-0.1217519,-0.03194961,-0.3837382,1.75443,-9.100282,2
21451727,6525,4.1,-7.11,-8.03,-8.85,-7.05,8.21,8.03,0.07351191,-0.07892849,-0.04191982,-0.5072238,1.240927,-9.209486,2
21560372,6384,3.68,-6.99,-8.14,-8.82,-7.33,8.2,8.01,-0.09480201,-0.04731128,0.01284598,-0.5896508,1.097964,-8.813952,2
