TimeUS,RPM,Curr,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,Guasto
77290946,6356,3.54,-5.86,-4.83,0.63,0.53,357.31,358.63,0.05291196,-0.04712522,0.01175305,-0.04147167,0.8344193,-9.628965,1
77405351,6298,3.63,-5.67,-4.49,0.44,0.16,357.33,358.93,0.08925398,0.01722416,0.0777977,-0.2967861,0.8485293,-10.13123,1
77513815,6129,3.41,-5.59,-4.08,0.3,-0.19,357.34,359.42,0.09290635,-0.125946,0.1057331,-0.3979739,0.7932405,-10.07864,1
77626184,6162,3.94,-5.55,-4.04,0.24,-0.23,357.35,0.03,-0.03687067,-0.007796796,0.09072711,-0.0315312,0.6847457,-9.948842,1
77725226,6212,3.54,-5.38,-4.69,0.32,-0.76,357.34,0.35,-0.1272568,-0.09228044,0.03175993,-0.3702925,0.784478,-9.691345,1
77845814,6149,3.7,-5.1,-4.93,0.34,-1.28,357.34,0.49,0.00452186,-0.1149122,-0.01547399,-0.4779179,0.6882666,-10.31914,1
77956065,6229,3.84,-4.58,-5.13,0.33,-0.89,357.34,0.42,-0.07162438,0.007215308,-0.01657263,-0.2225683,0.7779307,-9.257267,1
78057348,6239,3.61,-4.14,-4.64,0.48,-0.8,357.33,0.42,0.2400768,-0.05583464,0.01275037,-0.1709015,0.7418168,-9.834945,1
78168835,6087,3.84,-3.63,-3.86,0.54,-0.55,357.32,0.43,0.1932856,0.02706539,0.02684786,0.01135285,0.8202199,-9.227648,1
78283478,6225,3.33,-3.31,-3.38,0.7,-1.02,357.31,0.57,0.1154058,-0.1338165,0.03935165,-0.2816211,0.7446903,-9.587476,1
78391726,6219,4.27,-3.11,-2.89,0.66,-0.6,357.32,0.66,0.09591457,0.1330735,0.02059315,0.1322135,0.7473112,-9.386429,1
78496220,6485,4.04,-3.01,-2.4,0.63,0.18,357.32,0.82,0.09303164,0.1073497,0.05881644,-0.07999903,0.4816569,-9.692558,1
78607360,6525,3.92,-2.73,-2.52,0.61,0.81,357.32,1.12,-0.08317776,0.04665927,0.05197409,0.1608618,0.7757049,-9.937181,1
78721809,6469,3.64,-2.49,-2.56,0.68,0.43,357.32,1.52,0.1420352,-0.1384961,0.07008465,-0.130782,0.5912266,-9.947856,1
78824479,6297,3.91,-2.27,-2.55,0.65,0.38,357.32,1.87,-0.04873219,0.09737901,0.06950354,0.04670208,0.3967632,-10.10441,1
78937226,6217,3.75,-1.93,-2.43,0.7,0.14,357.32,2.31,-0.07067496,-0.01343306,0.07385237,-0.0879594499999999,0.6233316,-9.616071,1
79158698,6281,3.42,-1.43,-2.21,0.97,-0.38,357.31,2.43,0.07432717,-0.1013602,-0.05305183,-0.199216,0.7108998,-9.43797,1
79263556,6140,3.31,-1.53,-2.18,1.11,-0.37,357.3,2.12,0.01686042,0.04201254,-0.05218098,-0.2386141,0.7391517,-9.607811,1
79377895,6052,3.42,-1.62,-2.4,1.18,0.1,357.3,1.38,-0.1507842,0.157033,-0.1096746,0.02629527,0.9340153,-9.036302,1
79489376,6139,3.74,-1.85,-2.34,1.05,0.59,357.31,0.31,-0.002652752,0.09340324,-0.1829857,-0.134053,0.9441909,-8.523826,1
79595733,5962,3.47,-2.0,-2.78,0.74,1.01,357.32,359.26,-0.04690311,-0.01830166,-0.1434601,-0.169203,0.6318293,-9.605175,1
79699822,6009,2.96,-2.12,-2.6,0.36,0.73,357.33,358.33,0.1848196,-0.1282071,-0.1335546,-0.07013037,0.8314596,-9.294991,1
79812030,5922,2.87,-2.2,-2.28,0.05,0.25,357.34,357.72,0.07732557,-0.06900869,-0.06158351,-0.18127,0.9828572,-9.179419,1
79916964,5842,2.77,-2.41,-1.75,0.05,-0.57,357.34,357.39,0.01828443,-0.06230766,-0.04846566,-0.192073,0.5138479,-9.229593,1
80025801,5840,3.24,-2.59,-2.12,0.09,-0.71,357.34,357.41,-0.05438414,-0.06258848,0.02883136,-0.105689,0.9043342,-9.520817,1
80131274,5823,3.29,-2.89,-2.39,0.24,-0.58,357.33,357.78,-0.08531614,0.1212168,0.1013673,-0.07604064,0.644991,-9.177526,1
80244378,5953,3.39,-3.33,-2.37,0.26,0.05,357.33,358.45,-0.004986511,0.01508416,0.1490471,-0.1355225,0.6000828,-9.234805,1
80350808,5915,3.42,-3.54,-2.6,0.24,0.18,357.33,359.13,0.02643184,0.01461409,0.09939398,-0.2358361,1.036307,-9.93134,1
80458608,5937,3.07,-3.57,-2.75,-0.07,-0.4,357.35,359.29,-0.12714,-0.1557321,-0.01290162,-0.3930071,0.9689227,-10.50283,1
80569506,5870,3.36,-3.71,-3.08,-0.19,-1.32,357.36,359.18,-0.06545342,-0.09434385,-0.04117961,-0.4606555,0.4954044,-9.645075,1
80790746,5860,3.4,-3.82,-4.4,-0.34,-0.2,357.37,358.44,0.05142404,0.1137999,-0.07252941,0.006513361,1.067456,-9.41865,1
80910453,6011,3.76,-3.96,-4.15,-0.47,0.35,357.38,358.18,-0.02526026,0.0702029599999999,-0.008555836,-0.2081679,0.8311015,-9.917104,1
81007693,6000,3.68,-3.76,-4.08,-0.74,0.71,357.4,358.13,0.09194903,-0.07838019,-0.0092210639999999,-0.07494882,0.6204004,-9.812503,1
81125616,6085,3.71,-3.5,-3.8,-1.02,0.52,357.42,358.32,0.006856036,0.01698841,0.04152097,0.02300134,0.7311451,-9.765388,1
81222008,6215,3.74,-3.35,-3.49,-1.64,0.27,357.45,358.68,-0.0748393599999999,-0.0696556,0.07867808,-0.1431387,0.6625811,-9.849012,1
81329724,6301,3.69,-3.42,-2.96,-2.17,-0.83,357.48,359.18,0.1379483,-0.2523989,0.02960921,-0.3163435,0.5891322,-9.515758,1
81444579,6329,4.2,-3.66,-3.26,-2.8,-1.53,357.52,359.69,-0.1521933,-0.0537224,0.05283504,-0.1532145,0.7230216,-9.896556,1
81546627,6340,4.01,-3.88,-3.5,-3.13,-1.97,357.54,0.03,0.04094201,-0.1888587,0.03940251,0.002885209,0.8336306,-9.685438,1
81663282,6304,4.11,-4.09,-3.84,-3.04,-2.42,357.54,0.02,-0.02362539,0.01337252,-0.04465567,-0.3146003,0.9227918,-9.933929,1
81762820,6362,4.11,-4.1,-3.88,-3.06,-2.04,357.54,359.79,-0.01172656,0.04740756,-0.04022363,-0.5456975,0.7114791,-10.08169,1
81869043,6466,3.85,-3.79,-3.88,-2.93,-1.81,357.53,359.68,-0.1108464,0.03990175,0.01079738,-0.2602092,0.8355382,-10.36823,1
81981247,6213,3.72,-3.7,-3.23,-2.83,-1.77,357.52,359.58,0.1880545,0.0710194,-0.05004614,-0.0820536999999999,0.9037548,-9.913855,1
82097374,6341,3.39,-3.73,-2.86,-2.79,-2.29,357.52,359.3,-0.05860681,-0.2150601,-0.04484732,-0.2893541,0.7575691,-9.736231,1
82197484,6211,3.57,-4.05,-2.78,-2.72,-2.56,357.52,359.17,0.01298461,-0.005878448,0.0082018249999999,-0.4561876,0.592746,-10.05039,1
82417179,6140,3.22,-4.79,-3.66,-2.4,-2.35,357.49,359.23,-0.07616864,-0.1447667,-0.02163427,0.04083103,0.8408944,-10.04187,1
82518909,6092,3.3,-4.89,-3.73,-2.38,-3.15,357.49,359.33,-0.09593048,-0.2103095,-0.01703979,0.2288529,0.8389101,-9.762689,1
82630595,5919,2.27,-4.73,-3.96,-3.32,-5.92,357.57,359.41,0.03070013,-0.6493438,-0.03699895,0.3106635,0.643065,-9.412007,1
82735083,5652,2.87,-4.73,-4.03,-3.56,-7.95,357.59,359.11,-0.1002697,-0.1000438,-0.09474265,-0.5313811,0.4878874,-10.01451,1
82840752,5551,3.15,-4.83,-4.53,-3.19,-7.19,357.56,358.63,-0.0797065899999999,0.3513011,-0.0473812,-0.5126426,1.229114,-9.478023,1
83060479,5735,2.71,-5.65,-3.75,-1.83,-4.88,357.43,358.03,0.1465731,0.05907807,-0.02517531,-0.429373,1.03882,-10.19237,1
83281195,5403,3.2,-5.75,-4.86,-0.37,-2.29,357.28,357.49,-0.03168435,0.1179865,-0.008486965,-0.02685131,0.9825454,-10.05017,1
83398071,5706,2.35,-5.74,-4.83,0.18,-1.59,357.23,357.14,0.06372672,-0.01871169,-0.04260883,-0.1464982,0.9753924,-9.707068,1
83500183,5629,3.57,-5.63,-5.04,1.39,-0.31,357.11,356.67,-0.07412421,0.3389535,-0.068158,-0.4713165,0.8526917,-9.69351,1
83612275,5696,2.87,-5.6,-5.15,2.13,1.34,357.03,356.18,-0.06397993,0.300434,-0.09103599,0.1548663,1.000293,-9.743855,1
83724674,5644,3.09,-5.44,-5.17,2.64,1.98,356.99,355.6,0.003949821,0.07502966,-0.08540223,-0.1692328,0.7977195,-9.687341,1
83823231,5515,2.95,-5.28,-4.69,2.69,2.05,356.98,355.12,0.1395411,0.04807337,-0.05445904,-0.4275831,0.8344004,-10.20858,1
83943075,5559,2.47,-5.2,-4.09,2.37,2.36,357.01,354.75,0.1066547,-0.08109716,-0.04724907,-0.09441011,0.9321914,-9.937634,1
84041060,5573,2.36,-5.31,-3.98,2.34,1.76,357.01,354.66,-0.007742129,-0.148849,-0.02321022,-0.2082027,1.135097,-10.36928,1
84145678,5314,2.48,-5.55,-4.38,2.15,1.23,357.03,354.34,-0.02091636,-0.1391755,-0.06857704,-0.1374362,0.9411762,-10.08002,1
84260754,5306,2.12,-5.92,-4.89,2.07,0.61,357.04,353.94,0.008025275,-0.1293624,-0.07245509,-0.1334032,1.038241,-9.996195,1
84370590,5243,1.96,-6.19,-4.33,2.0,0.71,357.05,353.42,0.3096831,0.002303626,-0.05305144,-0.4326183,1.235939,-10.17172,1
84587480,5253,2.25,-6.62,-3.37,3.13,2.74,356.92,353.28,-0.01917291,0.389414,0.06419514,-0.433435,0.8631809,-10.2942,1
84689841,5143,2.2,-6.69,-4.05,3.5,3.85,357.14,353.52,-0.02616677,0.1135183,0.07565109,-0.1328255,1.046552,-9.355113,1
84800980,5165,2.05,-6.77,-5.6,3.58,3.94,359.67,354.08,-0.2847527,-0.2113055,0.1303067,-0.344654,1.086733,-9.519026,1
84913759,5036,1.98,-6.66,-6.7,3.15,3.05,2.37,355.3,-0.1393916,-0.08135169,0.2457433,-0.06404458,0.4775628,-9.434493,1
85019712,4905,2.56,-6.48,-6.79,2.11,2.56,2.99,356.75,0.2569567,-0.1292275,0.2056139,-0.6108142,1.307285,-9.878388,1
85244001,5217,3.41,-5.59,-6.21,-0.33,2.36,3.25,0.24,0.04749274,0.001533545,0.2415561,-0.3786624,0.8684189,-9.089215,1
85347928,5903,3.62,-5.12,-6.32,-1.38,1.53,3.35,1.85,0.1089025,-0.2503333,0.2456712,-0.02319564,1.275959,-9.669278,1
85460703,5973,3.26,-5.05,-5.85,-2.07,0.17,3.41,3.4,0.11555,-0.1532936,0.2330114,-0.5377448,1.053824,-9.496064,1
85563376,6008,3.48,-5.05,-5.46,-2.51,-0.84,3.45,4.5,0.02671024,-0.1359042,0.1764894,-0.3134067,0.8674626,-10.14845,1
85661783,6085,3.29,-5.13,-5.48,-2.67,-1.44,3.46,5.19,-0.09186182,-0.04897404,0.09505912,-0.3543118,1.186401,-9.929261,1
85770787,6115,3.26,-5.37,-5.52,-2.68,-1.89,3.47,5.69,-0.02539041,-0.08612764,0.07703813,0.1145846,1.315395,-10.5593,1
85892835,6200,3.3,-5.59,-5.81,-2.51,-1.97,3.45,6.18,-0.1778303,-0.120087,0.03564614,0.03828272,1.086642,-10.30233,1
85992007,6061,3.47,-5.69,-6.09,-2.21,-1.93,3.42,6.54,0.0091733219999999,0.02254394,0.05604547,-0.2426069,1.311145,-9.930012,1
86100036,5945,3.72,-5.74,-6.53,-1.84,-1.46,3.38,7.03,-0.1427717,0.1196,0.06105578,0.1253249,1.359202,-9.166299,1
86317104,6110,3.85,-5.68,-6.12,-1.47,-1.52,3.35,7.65,-0.08421998,-0.1091939,0.03245302,0.120467,1.086657,-9.84855,1
86426757,6013,3.88,-5.28,-5.98,-1.57,-1.43,3.35,7.55,-0.06621066,0.1005078,-0.001085087,-0.2692012,1.067652,-9.403777,1
86635230,6157,3.63,-4.58,-5.19,-1.81,-1.19,3.38,6.64,0.1643843,0.04032592,-0.09548663,-0.1879472,0.9971117,-9.7054,1
86752496,6223,3.5,-4.34,-5.04,-1.98,-1.17,3.39,5.85,0.1165795,-0.1257456,-0.1255486,-0.06886433,0.9576218,-9.351398,1
86865229,6186,3.6,-4.26,-5.03,-2.17,-0.96,3.4,5.16,0.03635694,0.1492315,-0.0749095,-0.4190359,0.9820831,-9.781177,1
86967700,6202,3.48,-4.18,-4.56,-2.36,-0.94,3.42,4.75,0.1512785,-0.02600167,-0.04450528,0.08981637,0.8572277,-9.859984,1
87076027,6243,3.14,-3.95,-4.1,-2.39,-1.41,3.42,4.41,0.1940278,-0.1904262,-0.075785,-0.2609257,1.07037,-9.678988,1
87190601,5983,3.22,-4.08,-3.84,-2.51,-1.75,3.43,3.99,0.1651238,-0.01529913,-0.04839436,-0.5532581,0.9704738,-9.457657,1
87302975,5809,3.17,-4.43,-4.07,-2.72,-1.68,3.44,3.48,0.01379101,0.02777385,-0.05686018,-0.2918075,0.8610085,-9.492384,1
87405176,5911,3.14,-4.53,-4.64,-2.63,-1.87,3.44,3.23,-0.263039,-0.1045274,-0.04305898,-0.07247687,0.9575089,-9.722677,1
87516487,5751,3.29,-4.52,-4.88,-2.48,-1.91,3.42,3.08,0.07445845,0.08011161,-0.0131442,-0.7075953,1.187493,-9.576168,1
87626175,5884,3.19,-4.43,-4.91,-2.61,-1.57,3.43,2.98,-0.01986035,0.1359963,-0.01088376,-0.1726038,1.265546,-9.818217,1
87732126,5874,3.41,-4.28,-4.75,-2.85,-1.42,3.45,2.9,-0.1381167,0.06252066,-0.0123242,-0.1076644,0.7790993,-9.23686,1
87839005,5941,3.3,-4.02,-4.6,-3.02,-1.97,3.46,2.8,0.07969119,-0.1385474,-0.02284176,-0.7076178,1.001485,-9.654677,1
87954602,5912,3.34,-3.67,-4.58,-3.18,-2.15,3.48,2.73,0.1726113,-0.05299001,-0.01257881,0.0288958,1.004034,-9.556862,1
88053260,5900,3.08,-3.38,-4.38,-3.09,-2.55,3.47,2.64,0.02811556,0.005067007,-0.01535497,-0.6604689,1.102858,-9.446472,1
88279479,5926,3.25,-3.33,-3.81,-2.85,-2.51,3.46,2.87,0.0690087,0.02711545,0.07594524,-0.7726408,0.8126981,-10.01411,1
88383837,5897,3.16,-3.16,-3.5,-2.59,-2.61,3.44,3.38,-0.06195189,-0.1628061,0.1090209,0.0555334,0.6007977,-10.16921,1
88495084,5871,3.31,-2.66,-3.72,-2.15,-3.07,3.42,3.98,0.07759551,-0.004716577,0.0743835,-0.5451725,0.7610531,-9.496185,1
88599742,5889,3.44,-2.5,-3.31,-1.69,-2.88,3.4,4.34,0.1402436,0.1410568,0.06449234,-0.6054852,0.7689423,-9.840924,1
88710215,5992,3.54,-2.34,-2.97,-1.27,-1.83,3.38,4.69,-0.1174148,0.1774209,0.04505286,-0.1005927,0.8376043,-9.696107,1
88817101,6101,3.68,-2.36,-2.93,-0.79,-1.21,3.36,4.99,-0.02463915,0.01884339,0.04433849,-0.4154527,0.8044821,-9.573072,1
88927163,6116,3.47,-2.4,-2.88,-0.46,-0.88,3.35,5.38,0.01992799,-0.03521937,0.1001949,-0.08434447,0.6299075,-9.31239,1
89138277,5999,3.36,0.02,-0.14,0.57,-0.54,3.33,6.78,0.06384848,0.1080851,0.08258485,0.04426841,0.3850295,-10.05639,1
89258155,5985,3.75,-0.6,-0.08,0.96,-0.53,3.33,7.05,-0.4306173,-0.0269777,0.02980847,0.1590047,0.4555799,-10.0417,1
89362307,5999,3.47,-1.36,-1.56,1.46,-0.56,3.32,6.89,-0.5387462,0.147295,-0.03882476,-0.5010502,0.7147947,-10.45988,1
89470354,5986,3.99,-2.16,-2.92,1.93,0.37,3.3,6.53,-0.04039857,0.1218949,-0.03192381,-0.1344733,0.6355855,-9.411617,1
89690078,6054,3.43,-2.26,-3.57,2.89,2.19,3.26,5.34,0.0312143,0.09004689,-0.09355873,-0.0796463,0.5408922,-9.857076,1
89798212,5994,3.44,-2.04,-3.08,2.91,2.42,3.26,4.58,0.1322094,0.01445399,-0.1502054,-0.0214112,0.6686907,-9.665109,1
89904803,5944,3.29,-1.92,-2.56,2.64,2.39,3.27,3.88,0.0769273199999999,-0.002137927,-0.1109937,-0.1616563,0.6956356,-9.967882,1
90017378,6007,3.22,-1.92,-2.49,2.04,2.05,3.29,3.41,0.05961195,-0.09406596,-0.05205968,0.09891757,0.8737108,-9.195838,1
90120216,5913,3.22,-2.0,-2.22,1.59,1.43,3.31,3.26,0.08241732,-0.1512163,-0.01599228,-0.1269564,0.6387237,-9.677263,1
90236095,5896,3.2,-2.01,-2.29,1.34,1.12,3.32,3.09,-0.009582983,-0.002172073,-0.01796661,-0.05273382,0.7552452,-10.09758,1
90339373,5857,3.17,-2.49,-2.11,1.15,0.58,3.32,3.0,0.04958639,-0.07799091,-0.01216625,0.04924873,0.6899885,-9.850944,1
90454144,5839,3.41,-3.1,-2.28,1.07,0.03,3.33,2.98,-0.07738746,-0.0016092,-0.004843312,-0.1443162,0.6563628,-10.29222,1
90565818,5748,3.41,-3.5,-3.2,0.96,0.06,3.33,2.95,-0.1974517,0.06799254,-0.02191186,-0.1035313,0.5574189,-10.24864,1
90766483,5942,3.48,-3.52,-4.08,0.71,0.2,3.35,3.17,0.07356714,-0.1020096,0.02330002,0.1336277,0.7699009,-9.992648,1
90880104,5958,3.71,-3.22,-3.99,0.49,0.38,3.36,3.43,0.06498668,-0.02037008,0.04075294,-0.3127468,0.7799636,-10.13708,1
90989092,6002,3.47,-2.94,-3.42,0.28,0.27,3.37,3.79,0.2198571,-0.1661693,0.04456373,0.1068297,0.6647272,-9.99761,1
91104135,6053,3.5,-2.85,-2.97,0.11,0.2,3.38,4.1,0.02943042,0.05534654,0.04130473,-0.1526816,0.6450683,-10.09503,1
91212099,6208,3.55,-2.69,-2.93,-0.1,0.02,3.39,4.31,0.02471881,-0.09441859,0.03336827,-0.2390647,0.564715,-10.21542,1
91318992,6138,3.44,-2.57,-2.97,-0.28,-0.21,3.4,4.59,-0.03269168,-0.01628159,0.04413954,-0.2249331,0.8482736,-9.690093,1
91427504,6011,3.28,-2.5,-2.98,-0.41,-0.6,3.41,4.71,0.002074059,-0.05731929,0.002721911,0.1296922,0.6028753,-9.840343,1
91549770,5864,3.64,-2.43,-3.2,-0.5,-0.78,3.41,4.69,-0.02952172,-0.08858031,0.01016266,0.1069052,0.745011,-9.562654,1
91656777,6068,3.7,-2.31,-3.51,-0.34,-0.51,3.4,4.54,0.02855231,0.1257135,-0.02046946,0.09204637,0.8180818,-10.15829,1
91762829,6039,3.61,-2.1,-3.49,-0.16,-0.32,3.4,4.26,-0.02535971,0.1624514,-0.05560486,-0.2374711,0.7130292,-9.763989,1
91860038,6017,3.78,-1.81,-3.51,-0.26,0.09,3.4,3.94,0.06026411,0.02622089,-0.04913067,0.01797682,0.6442358,-9.713437,1
91973482,6091,3.37,-1.44,-3.52,-0.4,0.42,3.4,3.69,-0.01470783,0.09372417,-0.001355533,0.07107214,0.7948328,-9.888822,1
92083359,5995,3.13,-1.18,-2.53,-0.56,0.15,3.41,3.85,0.1334376,-0.1169749,0.0404895,-0.279675,0.3769031,-10.47396,1
92192489,5828,3.29,-0.77,-2.1,-0.53,-0.47,3.41,4.32,0.01706967,-0.01412154,0.08511038,-0.4218255,0.282427,-10.17453,1
92404780,5978,3.35,-0.25,-2.1,-0.55,0.29,3.41,4.9,0.0463086,0.1227088,0.03633861,0.01385678,0.5617263,-9.82954,1
92506220,6129,3.49,0.55,-1.38,-0.6,0.68,3.41,5.31,0.2511482,-0.0171256,0.09784199,0.02635096,0.8359524,-9.374671,1
92615373,6182,3.49,0.92,-0.24,-0.79,0.37,3.4,5.97,0.1795786,-0.1170641,0.1165069,-0.5626474,0.16959,-10.18783,1
92728054,6061,4.3,1.49,-0.05,-1.17,0.21,3.4,6.82,-0.003650488,-0.09599684,0.1521086,-0.0135349,0.5967287,-9.47278,1
