LineNo,TimeUS,Id,Pri,Total,Free,Name
5507,1.6385e+07,255,255,1536,1324,0
14845,1.8721e+07,255,255,1536,1324,0
24286,2.1072e+07,255,255,1536,1324,0
34189,2.3436e+07,255,255,1536,1324,0
44297,2.5802e+07,255,255,1536,1324,0
54442,2.8225e+07,255,255,1536,1324,0
64281,3.0577e+07,255,255,1536,1324,0
74333,3.2973e+07,255,255,1536,1324,0
84275,3.5363e+07,255,255,1536,1324,0
94386,3.7787e+07,255,255,1536,1324,0
1.0434e+05,4.0174e+07,255,255,1536,1324,0
1.141e+05,4.2509e+07,255,255,1536,1324,0
1.2411e+05,4.4893e+07,255,255,1536,1324,0
1.3401e+05,4.7306e+07,255,255,1536,1324,0
1.4394e+05,4.9694e+07,255,255,1536,1324,0
1.5401e+05,5.211e+07,255,255,1536,1324,0
1.6392e+05,5.4482e+07,255,255,1536,1324,0
1.7367e+05,5.6812e+07,255,255,1536,1324,0
1.8342e+05,5.914e+07,255,255,1536,1324,0
1.9314e+05,6.1481e+07,255,255,1536,1324,0
2.0307e+05,6.3887e+07,255,255,1536,1324,0
2.1318e+05,6.6295e+07,255,255,1536,1324,0
2.2299e+05,6.8628e+07,255,255,1536,1324,0
2.3314e+05,7.1063e+07,255,255,1536,1324,0
2.4341e+05,7.3484e+07,255,255,1536,1324,0
2.5357e+05,7.5869e+07,255,255,1536,1324,0
2.6389e+05,7.8269e+07,255,255,1536,1324,0
2.739e+05,8.0603e+07,255,255,1536,1324,0
2.8428e+05,8.3036e+07,255,255,1536,1324,0
2.9443e+05,8.5418e+07,255,255,1536,1324,0
5507,1.6385e+07,255,255,1536,1324,0
14845,1.8721e+07,255,255,1536,1324,0
24286,2.1072e+07,255,255,1536,1324,0
34189,2.3436e+07,255,255,1536,1324,0
44297,2.5802e+07,255,255,1536,1324,0
54442,2.8225e+07,255,255,1536,1324,0
64281,3.0577e+07,255,255,1536,1324,0
74333,3.2973e+07,255,255,1536,1324,0
84275,3.5363e+07,255,255,1536,1324,0
94386,3.7787e+07,255,255,1536,1324,0
1.0434e+05,4.0174e+07,255,255,1536,1324,0
1.141e+05,4.2509e+07,255,255,1536,1324,0
1.2411e+05,4.4893e+07,255,255,1536,1324,0
1.3401e+05,4.7306e+07,255,255,1536,1324,0
1.4394e+05,4.9694e+07,255,255,1536,1324,0
1.5401e+05,5.211e+07,255,255,1536,1324,0
1.6392e+05,5.4482e+07,255,255,1536,1324,0
1.7367e+05,5.6812e+07,255,255,1536,1324,0
1.8342e+05,5.914e+07,255,255,1536,1324,0
1.9314e+05,6.1481e+07,255,255,1536,1324,0
2.0307e+05,6.3887e+07,255,255,1536,1324,0
2.1318e+05,6.6295e+07,255,255,1536,1324,0
2.2299e+05,6.8628e+07,255,255,1536,1324,0
2.3314e+05,7.1063e+07,255,255,1536,1324,0
2.4341e+05,7.3484e+07,255,255,1536,1324,0
2.5357e+05,7.5869e+07,255,255,1536,1324,0
2.6389e+05,7.8269e+07,255,255,1536,1324,0
2.739e+05,8.0603e+07,255,255,1536,1324,0
2.8428e+05,8.3036e+07,255,255,1536,1324,0
2.9443e+05,8.5418e+07,255,255,1536,1324,0
