LineNo,TimeUS,C,NI,FIX,FIY,AFI,HAGL,offset,RI,rng,Herr,eAng,eVel,ePos
86551,3.5913e+07,0,0,0,0,0,3.97,0.05,0,0,0.5,0.0016151,0.031169,0.09036
86593,3.5925e+07,0,0,0,0,0,3.93,0.05,0,0,0.5,0.0017894,0.044184,0.12572
86637,3.5935e+07,0,0,0,0,0,3.93,0.05,0,0,0.5,0.0017159,0.043117,0.12161
86682,3.5945e+07,0,0,0,0,0,3.93,0.05,0,0,0.5,0.0016452,0.042266,0.11838
86728,3.5956e+07,0,0,0,0,0,3.93,0.05,0,0,0.5,0.0015775,0.041594,0.11617
86775,3.5966e+07,0,0,0,0,0,3.93,0.05,0,0,0.5,0.0015245,0.041028,0.11477
86821,3.5976e+07,0,0,0,0,0,3.93,0.05,0,0,0.5,0.0014467,0.040641,0.11433
86865,3.5986e+07,0,0,0,0,0,3.93,0.05,0,0,0.5,0.0014467,0.040641,0.11433
86911,3.5996e+07,0,0,0,0,0,3.93,0.05,0,0,0.5,0.0013854,0.040315,0.11443
86955,3.6006e+07,0,0,0,0,0,3.89,0.05,0,0,0.5,0.0024296,0.052747,0.14832
87000,3.6021e+07,0,0,0,0,0,3.89,0.05,0,0,0.5,0.002119,0.050997,0.14075
87044,3.6035e+07,0,0,0,0,0,3.89,0.05,0,0,0.5,0.0020326,0.049838,0.13711
87089,3.6045e+07,0,0,0,0,0,3.89,0.05,0,0,0.5,0.0019276,0.048855,0.13426
87135,3.6055e+07,0,0,0,0,0,3.89,0.05,0,0,0.5,0.0018462,0.047985,0.13214
87181,3.6065e+07,0,0,0,0,0,3.89,0.05,0,0,0.5,0.0017456,0.047242,0.13077
87229,3.6075e+07,0,0,0,0,0,3.89,0.05,0,0,0.5,0.0016504,0.046602,0.13015
87274,3.6085e+07,0,0,0,0,0,3.89,0.05,0,0,0.5,0.0016504,0.046602,0.13015
87318,3.6095e+07,0,0,0,0,0,3.89,0.05,0,0,0.5,0.0015573,0.046068,0.13016
87363,3.6105e+07,0,0,0,0,0,3.89,0.05,0,0,0.5,0.0014685,0.045603,0.13056
87404,3.612e+07,0,0,0,0,0,3.89,0.05,0,0,0.5,0.0015876,0.046047,0.13138
87450,3.6131e+07,0,0,0,0,0,3.84,0.05,0,0,0.5,0.0020887,0.058028,0.15951
87494,3.6141e+07,0,0,0,0,0,3.84,0.05,0,0,0.5,0.0019858,0.056612,0.15582
87539,3.6151e+07,0,0,0,0,0,3.84,0.05,0,0,0.5,0.001864,0.055408,0.15294
87584,3.6161e+07,0,0,0,0,0,3.84,0.05,0,0,0.5,0.0017499,0.054287,0.15071
87629,3.6172e+07,0,0,0,0,0,3.84,0.05,0,0,0.5,0.0016424,0.053297,0.14912
87677,3.6182e+07,0,0,0,0,0,3.84,0.05,0,0,0.5,0.0016424,0.053297,0.14912
87722,3.6192e+07,0,0,0,0,0,3.84,0.05,0,0,0.5,0.001541,0.052382,0.14798
87768,3.6202e+07,0,0,0,0,0,3.84,0.05,0,0,0.5,0.0014457,0.051581,0.14733
87812,3.6213e+07,0,0,0,0,0,3.79,0.05,0,0,0.5,0.0026638,0.064142,0.17762
87858,3.6227e+07,0,0,0,0,0,3.79,0.05,0,0,0.5,0.0028339,0.063132,0.17306
87905,3.6239e+07,0,0,0,0,0,3.79,0.05,0,0,0.5,0.002714,0.061384,0.16909
87950,3.6253e+07,0,0,0,0,0,3.79,0.05,0,0,0.5,0.0026032,0.0598,0.16576
87994,3.6263e+07,0,0,0,0,0,3.79,0.05,0,0,0.5,0.0025003,0.05833,0.16301
88041,3.6273e+07,0,0,0,0,0,3.79,0.05,0,0,0.5,0.0025003,0.05833,0.16301
88090,3.6283e+07,0,0,0,0,0,3.79,0.05,0,0,0.5,0.0024237,0.05693,0.16073
88135,3.6293e+07,0,0,0,0,0,3.79,0.05,0,0,0.5,0.0023328,0.055681,0.15901
88179,3.6303e+07,0,0,0,0,0,3.79,0.05,0,0,0.5,0.0022485,0.054529,0.15783
88225,3.6313e+07,0,0,0,0,0,3.79,0.05,0,0,0.5,0.0021714,0.053473,0.15704
88269,3.6324e+07,0,0,0,0,0,3.79,0.05,0,0,0.5,0.0021714,0.053473,0.15704
88308,3.6335e+07,0,0,0,0,0,3.79,0.05,0,0,0.5,0.0018353,0.053356,0.15695
88355,3.635e+07,0,0,0,0,0,3.73,0.05,0,0,0.5,0.0033132,0.067347,0.18747
88399,3.636e+07,0,0,0,0,0,3.73,0.05,0,0,0.5,0.0031159,0.06547,0.18383
88444,3.6371e+07,0,0,0,0,0,3.73,0.05,0,0,0.5,0.0029638,0.063658,0.18036
88492,3.6381e+07,0,0,0,0,0,3.73,0.05,0,0,0.5,0.0029638,0.063658,0.18036
88540,3.6391e+07,0,0,0,0,0,3.73,0.05,0,0,0.5,0.0028481,0.061952,0.17719
88587,3.6401e+07,0,0,0,0,0,3.73,0.05,0,0,0.5,0.0027046,0.060376,0.17474
88631,3.6411e+07,0,0,0,0,0,3.73,0.05,0,0,0.5,0.0025385,0.05893,0.17282
88679,3.6425e+07,0,0,0,0,0,3.69,0.05,0,0,0.5,0.0036499,0.067349,0.18864
88724,3.6443e+07,0,0,0,0,0,3.69,0.05,0,0,0.5,0.0027757,0.065493,0.18313
88769,3.6453e+07,0,0,0,0,0,3.69,0.05,0,0,0.5,0.0026129,0.063631,0.17905
88814,3.6463e+07,0,0,0,0,0,3.69,0.05,0,0,0.5,0.0024558,0.061894,0.17553
88859,3.6474e+07,0,0,0,0,0,3.69,0.05,0,0,0.5,0.0022998,0.060278,0.17252
88903,3.6484e+07,0,0,0,0,0,3.69,0.05,0,0,0.5,0.0022998,0.060278,0.17252
88956,3.6494e+07,0,0,0,0,0,3.7,0.05,0,0,0.5,0.0021118,0.05882,0.17016
89000,3.6504e+07,0,0,0,0,0,3.7,0.05,0,0,0.5,0.0019401,0.057441,0.16818
89045,3.6514e+07,0,0,0,0,0,3.7,0.05,0,0,0.5,0.0017774,0.056154,0.16662
89089,3.6524e+07,0,0,0,0,0,3.7,0.05,0,0,0.5,0.0017774,0.056154,0.16662
89136,3.6534e+07,0,0,0,0,0,3.7,0.05,0,0,0.5,0.0016224,0.054962,0.16542
89178,3.6546e+07,0,0,0,0,0,3.66,0.05,0,0,0.5,0.0026328,0.063653,0.18026
89220,3.6558e+07,0,0,0,0,0,3.66,0.05,0,0,0.5,0.0035286,0.061196,0.17625
89264,3.6568e+07,0,0,0,0,0,3.66,0.05,0,0,0.5,0.0034118,0.059325,0.17262
89308,3.6577e+07,0,0,0,0,0,3.66,0.05,0,0,0.5,0.0033031,0.057526,0.1695
89354,3.6588e+07,0,0,0,0,0,3.66,0.05,0,0,0.5,0.0031772,0.055873,0.16694
89403,3.6598e+07,0,0,0,0,0,3.66,0.05,0,0,0.5,0.0030398,0.054347,0.165
89448,3.6608e+07,0,0,0,0,0,3.66,0.05,0,0,0.5,0.0029401,0.052982,0.16331
89493,3.6619e+07,0,0,0,0,0,3.66,0.05,0,0,0.5,0.0029401,0.052982,0.16331
89537,3.6629e+07,0,0,0,0,0,3.67,0.05,0,0,0.5,0.0028513,0.051664,0.16188
89581,3.6641e+07,0,0,0,0,0,3.67,0.05,0,0,0.5,0.002231,0.053033,0.16211
89623,3.6653e+07,0,0,0,0,0,3.64,0.05,0,0,0.5,0.0030769,0.057597,0.16363
89667,3.6663e+07,0,0,0,0,0,3.64,0.05,0,0,0.5,0.0029012,0.055824,0.16065
89712,3.6673e+07,0,0,0,0,0,3.64,0.05,0,0,0.5,0.0026924,0.054259,0.15828
89757,3.6683e+07,0,0,0,0,0,3.64,0.05,0,0,0.5,0.0024977,0.052781,0.15632
89803,3.6693e+07,0,0,0,0,0,3.64,0.05,0,0,0.5,0.0024977,0.052781,0.15632
89852,3.6703e+07,0,0,0,0,0,3.64,0.05,0,0,0.5,0.0023477,0.051438,0.15468
89896,3.6713e+07,0,0,0,0,0,3.64,0.05,0,0,0.5,0.0021999,0.05017,0.1534
89943,3.6723e+07,0,0,0,0,0,3.65,0.05,0,0,0.5,0.0020202,0.049039,0.15262
89987,3.6733e+07,0,0,0,0,0,3.65,0.05,0,0,0.5,0.0018497,0.047984,0.1521
90030,3.6749e+07,0,0,0,0,0,3.65,0.05,0,0,0.5,0.0014266,0.049193,0.15347
90075,3.676e+07,0,0,0,0,0,3.63,0.05,0,0,0.5,0.0016928,0.049077,0.14325
90119,3.677e+07,0,0,0,0,0,3.63,0.05,0,0,0.5,0.0015549,0.047932,0.14194
90164,3.678e+07,0,0,0,0,0,3.64,0.05,0,0,0.5,0.0014576,0.046875,0.14102
90208,3.679e+07,0,0,0,0,0,3.64,0.05,0,0,0.5,0.0013494,0.04593,0.14051
90254,3.6801e+07,0,0,0,0,0,3.64,0.05,0,0,0.5,0.0013494,0.04593,0.14051
90304,3.6811e+07,0,0,0,0,0,3.64,0.05,0,0,0.5,0.0012756,0.045065,0.14018
90348,3.6821e+07,0,0,0,0,0,3.64,0.05,0,0,0.5,0.0011965,0.04428,0.1402
90393,3.6831e+07,0,0,0,0,0,3.65,0.05,0,0,0.5,0.001131,0.043564,0.14037
90438,3.6842e+07,0,0,0,0,0,3.62,0.05,0,0,0.5,0.0014205,0.044287,0.13398
90480,3.6857e+07,0,0,0,0,0,3.63,0.05,0,0,0.5,0.001918,0.041135,0.1314
90524,3.6867e+07,0,0,0,0,0,3.63,0.05,0,0,0.5,0.0018321,0.040328,0.13089
90572,3.6877e+07,0,0,0,0,0,3.63,0.05,0,0,0.5,0.0017611,0.039599,0.13065
90617,3.6888e+07,0,0,0,0,0,3.63,0.05,0,0,0.5,0.0017611,0.039599,0.13065
90661,3.6898e+07,0,0,0,0,0,3.64,0.05,0,0,0.5,0.0017051,0.038926,0.13067
90709,3.6909e+07,0,0,0,0,0,3.64,0.05,0,0,0.5,0.0016631,0.038364,0.13104
90755,3.6918e+07,0,0,0,0,0,3.64,0.05,0,0,0.5,0.001634,0.037856,0.13162
90800,3.6928e+07,0,0,0,0,0,3.65,0.05,0,0,0.5,0.0016204,0.037406,0.13231
90848,3.6939e+07,0,0,0,0,0,3.65,0.05,0,0,0.5,0.0016143,0.037007,0.13332
90892,3.695e+07,0,0,0,0,0,3.65,0.05,0,0,0.5,0.0016143,0.037007,0.13332
90931,3.6963e+07,0,0,0,0,0,3.66,0.05,0,0,0.5,0.0022959,0.044436,0.14472
90976,3.6973e+07,0,0,0,0,0,3.63,0.05,0,0,0.5,0.0019272,0.043294,0.13452
91020,3.6983e+07,0,0,0,0,0,3.64,0.05,0,0,0.5,0.0019751,0.042634,0.13446
91065,3.6994e+07,0,0,0,0,0,3.64,0.05,0,0,0.5,0.0020303,0.042113,0.13468
91110,3.7004e+07,0,0,0,0,0,3.65,0.05,0,0,0.5,0.0020785,0.041614,0.135
91157,3.7014e+07,0,0,0,0,0,3.65,0.05,0,0,0.5,0.0021465,0.041162,0.13557
91204,3.7025e+07,0,0,0,0,0,3.65,0.05,0,0,0.5,0.0021465,0.041162,0.13557
91248,3.7035e+07,0,0,0,0,0,3.66,0.05,0,0,0.5,0.0022186,0.040763,0.13629
91294,3.7044e+07,0,0,0,0,0,3.66,0.05,0,0,0.5,0.0022926,0.040417,0.13715
91338,3.7055e+07,0,0,0,0,0,3.65,0.05,0,0,0.5,0.0022182,0.035384,0.12148
91383,3.7073e+07,0,0,0,0,0,3.66,0.05,0,0,0.5,0.0028939,0.0372,0.1207
91428,3.7083e+07,0,0,0,0,0,3.66,0.05,0,0,0.5,0.0027765,0.036991,0.12144
91473,3.7094e+07,0,0,0,0,0,3.67,0.05,0,0,0.5,0.0026564,0.036872,0.12243
91518,3.7104e+07,0,0,0,0,0,3.68,0.05,0,0,0.5,0.002531,0.036769,0.12351
91564,3.7114e+07,0,0,0,0,0,3.68,0.05,0,0,0.5,0.0024313,0.036651,0.12467
91613,3.7125e+07,0,0,0,0,0,3.69,0.05,0,0,0.5,0.0022996,0.036546,0.12598
91659,3.7135e+07,0,0,0,0,0,3.69,0.05,0,0,0.5,0.0022996,0.036546,0.12598
91703,3.7146e+07,0,0,0,0,0,3.69,0.05,0,0,0.5,0.0021636,0.036499,0.12728
91749,3.7156e+07,0,0,0,0,0,3.7,0.05,0,0,0.5,0.0020231,0.036437,0.12868
91790,3.7168e+07,0,0,0,0,0,3.7,0.05,0,0,0.5,0.0019022,0.036045,0.1279
91834,3.7178e+07,0,0,0,0,0,3.69,0.05,0,0,0.5,0.0016109,0.032384,0.11718
91875,3.7189e+07,0,0,0,0,0,3.69,0.05,0,0,0.5,0.0014415,0.032404,0.11772
91920,3.7199e+07,0,0,0,0,0,3.7,0.05,0,0,0.5,0.0012837,0.032437,0.11843
91964,3.721e+07,0,0,0,0,0,3.71,0.05,0,0,0.5,0.0011364,0.032467,0.11942
92008,3.7221e+07,0,0,0,0,0,3.71,0.05,0,0,0.5,0.0011364,0.032467,0.11942
92058,3.7231e+07,0,0,0,0,0,3.71,0.05,0,0,0.5,0.0010283,0.032505,0.12052
92103,3.7241e+07,0,0,0,0,0,3.72,0.05,0,0,0.5,0.00090105,0.032563,0.12175
92149,3.7251e+07,0,0,0,0,0,3.72,0.05,0,0,0.5,0.00081148,0.03261,0.12295
92193,3.7261e+07,0,0,0,0,0,3.73,0.05,0,0,0.5,0.00071114,0.032651,0.12431
92238,3.7272e+07,0,0,0,0,0,3.73,0.05,0,0,0.5,0.00071114,0.032651,0.12431
92280,3.7284e+07,0,0,0,0,0,3.73,0.05,0,0,0.5,0.00070655,0.032556,0.12507
92321,3.7295e+07,0,0,0,0,0,3.71,0.05,0,0,0.5,0.00099187,0.030894,0.12148
92367,3.7305e+07,0,0,0,0,0,3.72,0.05,0,0,0.5,0.00097242,0.030844,0.12131
92412,3.7316e+07,0,0,0,0,0,3.73,0.05,0,0,0.5,0.0009609,0.030833,0.12147
92459,3.7326e+07,0,0,0,0,0,3.73,0.05,0,0,0.5,0.00094946,0.030836,0.12185
92507,3.7337e+07,0,0,0,0,0,3.74,0.05,0,0,0.5,0.00094114,0.030865,0.12232
92552,3.7348e+07,0,0,0,0,0,3.74,0.05,0,0,0.5,0.00094114,0.030865,0.12232
92596,3.7358e+07,0,0,0,0,0,3.74,0.05,0,0,0.5,0.00093336,0.0309,0.12302
92643,3.7367e+07,0,0,0,0,0,3.75,0.05,0,0,0.5,0.00092596,0.030949,0.12382
92686,3.7379e+07,0,0,0,0,0,3.76,0.05,0,0,0.5,0.000833,0.035867,0.1294
92727,3.7391e+07,0,0,0,0,0,3.75,0.05,0,0,0.5,0.0008677,0.032848,0.12896
92771,3.7402e+07,0,0,0,0,0,3.75,0.05,0,0,0.5,0.00082655,0.032746,0.12795
92817,3.7412e+07,0,0,0,0,0,3.75,0.05,0,0,0.5,0.00082655,0.032746,0.12795
92861,3.7422e+07,0,0,0,0,0,3.76,0.05,0,0,0.5,0.00078035,0.032662,0.12725
92906,3.7432e+07,0,0,0,0,0,3.77,0.05,0,0,0.5,0.00073394,0.032613,0.12689
92955,3.7442e+07,0,0,0,0,0,3.77,0.05,0,0,0.5,0.00070863,0.032571,0.12658
93000,3.7452e+07,0,0,0,0,0,3.78,0.05,0,0,0.5,0.00068326,0.032537,0.12664
93045,3.7463e+07,0,0,0,0,0,3.79,0.05,0,0,0.5,0.00066579,0.032511,0.1269
93091,3.7472e+07,0,0,0,0,0,3.79,0.05,0,0,0.5,0.00066579,0.032511,0.1269
93136,3.7482e+07,0,0,0,0,0,3.79,0.05,0,0,0.5,0.00065757,0.032483,0.12726
93177,3.7498e+07,0,0,0,0,0,3.8,0.05,0,0,0.5,0.00089667,0.03232,0.12765
93222,3.7509e+07,0,0,0,0,0,3.8,0.05,0,0,0.5,0.00091149,0.030374,0.13459
93267,3.7519e+07,0,0,0,0,0,3.81,0.05,0,0,0.5,0.0008574,0.030314,0.13302
93312,3.7529e+07,0,0,0,0,0,3.81,0.05,0,0,0.5,0.00082238,0.030273,0.13152
93358,3.7539e+07,0,0,0,0,0,3.82,0.05,0,0,0.5,0.00078827,0.030244,0.13024
93409,3.755e+07,0,0,0,0,0,3.83,0.05,0,0,0.5,0.00076217,0.030232,0.12921
93454,3.756e+07,0,0,0,0,0,3.83,0.05,0,0,0.5,0.00072871,0.030227,0.12846
93500,3.7571e+07,0,0,0,0,0,3.83,0.05,0,0,0.5,0.00072871,0.030227,0.12846
93544,3.7581e+07,0,0,0,0,0,3.84,0.05,0,0,0.5,0.00069566,0.030222,0.12799
93586,3.7593e+07,0,0,0,0,0,3.84,0.05,0,0,0.5,0.00088815,0.029488,0.12753
93628,3.7605e+07,0,0,0,0,0,3.85,0.05,0,0,0.5,0.0010209,0.03142,0.14686
93673,3.7615e+07,0,0,0,0,0,3.85,0.05,0,0,0.5,0.00098193,0.031062,0.14333
93718,3.7625e+07,0,0,0,0,0,3.86,0.05,0,0,0.5,0.00093146,0.030744,0.14033
93763,3.7635e+07,0,0,0,0,0,3.87,0.05,0,0,0.5,0.00088329,0.030477,0.1378
93807,3.7646e+07,0,0,0,0,0,3.87,0.05,0,0,0.5,0.00084603,0.030243,0.13568
93857,3.7656e+07,0,0,0,0,0,3.87,0.05,0,0,0.5,0.00084603,0.030243,0.13568
93902,3.7667e+07,0,0,0,0,0,3.88,0.05,0,0,0.5,0.00080082,0.030032,0.13392
93947,3.7677e+07,0,0,0,0,0,3.88,0.05,0,0,0.5,0.00075732,0.029857,0.13239
93992,3.7687e+07,0,0,0,0,0,3.88,0.05,0,0,0.5,0.00082998,0.034017,0.1597
94034,3.7699e+07,0,0,0,0,0,3.89,0.05,0,0,0.5,0.00015762,0.033632,0.15347
94078,3.7714e+07,0,0,0,0,0,3.9,0.05,0,0,0.5,0.00013181,0.032995,0.14924
94127,3.7726e+07,0,0,0,0,0,3.9,0.05,0,0,0.5,0.00012312,0.032438,0.14551
94173,3.7736e+07,0,0,0,0,0,3.91,0.05,0,0,0.5,0.00014135,0.03194,0.1422
94218,3.7746e+07,0,0,0,0,0,3.91,0.05,0,0,0.5,0.00016747,0.031492,0.13918
94267,3.7757e+07,0,0,0,0,0,3.92,0.05,0,0,0.5,0.00020666,0.031093,0.13661
94312,3.7767e+07,0,0,0,0,0,3.92,0.05,0,0,0.5,0.00024778,0.030739,0.13447
94357,3.7778e+07,0,0,0,0,0,3.92,0.05,0,0,0.5,0.00024778,0.030739,0.13447
94402,3.7788e+07,0,0,0,0,0,3.93,0.05,0,0,0.5,0.0002897,0.030429,0.13267
94443,3.7799e+07,0,0,0,0,0,3.92,0.05,0,0,0.5,0.00037915,0.033893,0.16002
94485,3.7811e+07,0,0,0,0,0,3.93,0.05,0,0,0.5,0.00047494,0.034848,0.15839
94529,3.7821e+07,0,0,0,0,0,3.93,0.05,0,0,0.5,0.00047077,0.034119,0.1536
94574,3.7831e+07,0,0,0,0,0,3.94,0.05,0,0,0.5,0.00046964,0.033447,0.1492
94619,3.7842e+07,0,0,0,0,0,3.94,0.05,0,0,0.5,0.00047225,0.03284,0.14532
94665,3.7852e+07,0,0,0,0,0,3.95,0.05,0,0,0.5,0.00047758,0.032292,0.14204
94713,3.7863e+07,0,0,0,0,0,3.95,0.05,0,0,0.5,0.00047758,0.032292,0.14204
94760,3.7873e+07,0,0,0,0,0,3.95,0.05,0,0,0.5,0.00048646,0.031783,0.13915
94804,3.7883e+07,0,0,0,0,0,3.96,0.05,0,0,0.5,0.00049851,0.031331,0.13651
94849,3.7893e+07,0,0,0,0,0,3.96,0.05,0,0,0.5,0.0005137,0.030921,0.1342
94891,3.7905e+07,0,0,0,0,0,3.96,0.05,0,0,0.5,0.00047433,0.026471,0.12815
94935,3.7916e+07,0,0,0,0,0,3.98,0.05,0,0,0.5,0.00089348,0.036568,0.17081
94983,3.7925e+07,0,0,0,0,0,3.98,0.05,0,0,0.5,0.00086517,0.035437,0.16489
95028,3.7936e+07,0,0,0,0,0,3.99,0.05,0,0,0.5,0.00083802,0.03441,0.15939
95070,3.7948e+07,0,0,0,0,0,3.99,0.05,0,0,0.5,0.0008161,0.033478,0.15422
95115,3.7958e+07,0,0,0,0,0,3.99,0.05,0,0,0.5,0.0008161,0.033478,0.15422
95163,3.7968e+07,0,0,0,0,0,4,0.05,0,0,0.5,0.00078777,0.032638,0.14963
95208,3.7978e+07,0,0,0,0,0,4,0.05,0,0,0.5,0.00076513,0.03186,0.14543
95254,3.7988e+07,0,0,0,0,0,4,0.05,0,0,0.5,0.00073556,0.031162,0.14175
95299,3.7999e+07,0,0,0,0,0,4.01,0.05,0,0,0.5,0.00070578,0.030518,0.13855
95344,3.8013e+07,0,0,0,0,0,4.01,0.05,0,0,0.5,0.0011782,0.027222,0.13443
95392,3.8025e+07,0,0,0,0,0,4.01,0.05,0,0,0.5,0.0012353,0.035169,0.17457
95437,3.8041e+07,0,0,0,0,0,4.02,0.05,0,0,0.5,0.00119,0.034022,0.16778
95483,3.8051e+07,0,0,0,0,0,4.02,0.05,0,0,0.5,0.0011457,0.03299,0.16161
95527,3.8061e+07,0,0,0,0,0,4.02,0.05,0,0,0.5,0.0011457,0.03299,0.16161
95575,3.8071e+07,0,0,0,0,0,4.02,0.05,0,0,0.5,0.0010928,0.032028,0.1561
95620,3.8081e+07,0,0,0,0,0,4.03,0.05,0,0,0.5,0.0010413,0.031149,0.15105
95665,3.8092e+07,0,0,0,0,0,4.03,0.05,0,0,0.5,0.00099227,0.030344,0.14642
95710,3.8102e+07,0,0,0,0,0,4.04,0.05,0,0,0.5,0.00094469,0.029636,0.14217
95755,3.8112e+07,0,0,0,0,0,4.04,0.05,0,0,0.5,0.00094469,0.029636,0.14217
95798,3.8123e+07,0,0,0,0,0,4.04,0.05,0,0,0.5,0.0013765,0.030726,0.14121
95839,3.8133e+07,0,0,0,0,0,4.03,0.05,0,0,0.5,0.0012411,0.036371,0.17975
95886,3.8143e+07,0,0,0,0,0,4.04,0.05,0,0,0.5,0.0011801,0.03523,0.17249
95927,3.8155e+07,0,0,0,0,0,4.04,0.05,0,0,0.5,0.0011215,0.034175,0.16581
95972,3.8165e+07,0,0,0,0,0,4.04,0.05,0,0,0.5,0.0010236,0.033192,0.15982
96020,3.8175e+07,0,0,0,0,0,4.04,0.05,0,0,0.5,0.0010236,0.033192,0.15982
96066,3.8185e+07,0,0,0,0,0,4.05,0.05,0,0,0.5,0.00097323,0.032302,0.15415
96111,3.8195e+07,0,0,0,0,0,4.05,0.05,0,0,0.5,0.00091245,0.031492,0.14901
96156,3.8205e+07,0,0,0,0,0,4.05,0.05,0,0,0.5,0.00085562,0.030751,0.14445
96200,3.8219e+07,0,0,0,0,0,4.06,0.05,0,0,0.5,0.0012549,0.032106,0.14322
96243,3.8234e+07,0,0,0,0,0,4.06,0.05,0,0,0.5,0.0013637,0.04029,0.18992
96291,3.8247e+07,0,0,0,0,0,4.06,0.05,0,0,0.5,0.0013058,0.038907,0.1818
96336,3.8257e+07,0,0,0,0,0,4.07,0.05,0,0,0.5,0.0012364,0.03763,0.1745
96381,3.8267e+07,0,0,0,0,0,4.07,0.05,0,0,0.5,0.0011588,0.036442,0.16774
96427,3.8277e+07,0,0,0,0,0,4.07,0.05,0,0,0.5,0.001098,0.035355,0.1614
96478,3.829e+07,0,0,0,0,0,4.08,0.05,0,0,0.5,0.0010418,0.034349,0.15567
96523,3.83e+07,0,0,0,0,0,4.08,0.05,0,0,0.5,0.00098864,0.033424,0.15043
96567,3.8311e+07,0,0,0,0,0,4.08,0.05,0,0,0.5,0.00098864,0.033424,0.15043
96613,3.8321e+07,0,0,0,0,0,4.08,0.05,0,0,0.5,0.00093878,0.032573,0.14567
96654,3.8333e+07,0,0,0,0,0,4.09,0.05,0,0,0.5,0.001884,0.038089,0.14952
96695,3.8345e+07,0,0,0,0,0,4.07,0.05,0,0,0.5,0.0016448,0.042043,0.18691
96741,3.8354e+07,0,0,0,0,0,4.07,0.05,0,0,0.5,0.0015679,0.04074,0.17915
96788,3.8364e+07,0,0,0,0,0,4.07,0.05,0,0,0.5,0.0014943,0.039495,0.17197
96832,3.8374e+07,0,0,0,0,0,4.08,0.05,0,0,0.5,0.001438,0.038333,0.16532
96881,3.8385e+07,0,0,0,0,0,4.08,0.05,0,0,0.5,0.001438,0.038333,0.16532
96926,3.8395e+07,0,0,0,0,0,4.08,0.05,0,0,0.5,0.0013693,0.03725,0.15924
96971,3.8405e+07,0,0,0,0,0,4.08,0.05,0,0,0.5,0.0013048,0.036246,0.15368
97015,3.8415e+07,0,0,0,0,0,4.09,0.05,0,0,0.5,0.0012436,0.035297,0.14862
97060,3.8433e+07,0,0,0,0,0,4.09,0.05,0,0,0.5,0.0015398,0.034011,0.14395
97104,3.8446e+07,0,0,0,0,0,4.09,0.05,0,0,0.5,0.0016442,0.041664,0.19287
97150,3.8456e+07,0,0,0,0,0,4.09,0.05,0,0,0.5,0.0015604,0.04023,0.18424
97196,3.8466e+07,0,0,0,0,0,4.09,0.05,0,0,0.5,0.0014585,0.038891,0.17628
97241,3.8476e+07,0,0,0,0,0,4.09,0.05,0,0,0.5,0.0013409,0.037646,0.16901
97285,3.8486e+07,0,0,0,0,0,4.1,0.05,0,0,0.5,0.0012515,0.036472,0.16226
97335,3.8496e+07,0,0,0,0,0,4.1,0.05,0,0,0.5,0.0012515,0.036472,0.16226
97380,3.8506e+07,0,0,0,0,0,4.1,0.05,0,0,0.5,0.0011666,0.035385,0.15602
97425,3.8516e+07,0,0,0,0,0,4.1,0.05,0,0,0.5,0.0010859,0.034363,0.15036
97470,3.8526e+07,0,0,0,0,0,4.1,0.05,0,0,0.5,0.0010086,0.033418,0.14516
97508,3.8539e+07,0,0,0,0,0,4.11,0.05,0,0,0.5,0.0023865,0.027026,0.12801
97552,3.855e+07,0,0,0,0,0,4.09,0.05,0,0,0.5,0.0026594,0.033737,0.17434
97597,3.856e+07,0,0,0,0,0,4.09,0.05,0,0,0.5,0.0027563,0.032293,0.16599
97643,3.857e+07,0,0,0,0,0,4.09,0.05,0,0,0.5,0.0027563,0.032293,0.16599
97688,3.858e+07,0,0,0,0,0,4.09,0.05,0,0,0.5,0.0028476,0.030907,0.15813
97732,3.859e+07,0,0,0,0,0,4.09,0.05,0,0,0.5,0.0029341,0.029631,0.15091
97783,3.86e+07,0,0,0,0,0,4.1,0.05,0,0,0.5,0.0030155,0.028459,0.14434
97827,3.8611e+07,0,0,0,0,0,4.1,0.05,0,0,0.5,0.0030155,0.028459,0.14434
97872,3.8621e+07,0,0,0,0,0,4.1,0.05,0,0,0.5,0.0030923,0.027425,0.13828
97917,3.8631e+07,0,0,0,0,0,4.1,0.05,0,0,0.5,0.0031644,0.026436,0.13272
97962,3.8645e+07,0,0,0,0,0,4.1,0.05,0,0,0.5,0.0018797,0.029711,0.1349
98004,3.8657e+07,0,0,0,0,0,4.1,0.05,0,0,0.5,0.0014944,0.040825,0.19219
98049,3.8667e+07,0,0,0,0,0,4.11,0.05,0,0,0.5,0.0013293,0.039095,0.18282
98095,3.8678e+07,0,0,0,0,0,4.11,0.05,0,0,0.5,0.0011597,0.037487,0.17405
98140,3.8688e+07,0,0,0,0,0,4.11,0.05,0,0,0.5,0.0011597,0.037487,0.17405
98188,3.8698e+07,0,0,0,0,0,4.11,0.05,0,0,0.5,0.00098692,0.035984,0.16592
98234,3.8708e+07,0,0,0,0,0,4.11,0.05,0,0,0.5,0.00077881,0.034602,0.15844
98278,3.8719e+07,0,0,0,0,0,4.11,0.05,0,0,0.5,0.00061485,0.033297,0.15153
98325,3.8729e+07,0,0,0,0,0,4.12,0.05,0,0,0.5,0.00046607,0.032101,0.14528
98370,3.8743e+07,0,0,0,0,0,4.12,0.05,0,0,0.5,0.00090721,0.033388,0.14432
