LineNo,TimeUS,Id,Pri,Total,Free,Name
5873,1.6474e+07,0,182,7168,5328,0
15255,1.8821e+07,0,182,7168,5328,0
24737,2.1182e+07,0,182,7168,5328,0
34602,2.3534e+07,0,182,7168,5328,0
44747,2.5911e+07,0,182,7168,5328,0
54936,2.8344e+07,0,182,7168,5328,0
64732,3.0684e+07,0,182,7168,5328,0
74831,3.3097e+07,0,182,7168,5328,0
84769,3.5479e+07,0,182,7168,5328,0
94959,3.7912e+07,0,182,7168,5328,0
1.0474e+05,4.0271e+07,0,182,7168,5328,0
1.1454e+05,4.2613e+07,0,182,7168,5328,0
1.2448e+05,4.499e+07,0,182,7168,5328,0
1.3459e+05,4.7443e+07,0,182,7168,5328,0
1.4439e+05,4.9804e+07,0,182,7168,5328,0
1.5441e+05,5.2209e+07,0,182,7168,5328,0
1.6433e+05,5.458e+07,0,182,7168,5328,0
1.7416e+05,5.6926e+07,0,182,7168,5328,0
1.8396e+05,5.9275e+07,0,182,7168,5328,0
1.9363e+05,6.1598e+07,0,182,7168,5328,0
2.0348e+05,6.3987e+07,0,182,7168,5328,0
2.1362e+05,6.6397e+07,0,182,7168,5328,0
2.2348e+05,6.8755e+07,0,182,7168,5328,0
2.3358e+05,7.1174e+07,0,182,7168,5328,0
2.4391e+05,7.3599e+07,0,182,7168,5328,0
2.5402e+05,7.5971e+07,0,182,7168,5328,0
2.6434e+05,7.8374e+07,0,182,7168,5328,0
2.7435e+05,8.0706e+07,0,182,7168,5328,0
2.8464e+05,8.3116e+07,0,182,7168,5328,0
2.9484e+05,8.551e+07,0,182,7168,5328,0
