LineNo,TimeUS,Id,Pri,Total,Free,Name
9647,1.7429e+07,9,59,1360,864,0
19169,1.9803e+07,9,59,1360,864,0
28540,2.2125e+07,9,59,1360,864,0
39066,2.4561e+07,9,59,1360,864,0
48865,2.6894e+07,9,59,1360,864,0
58942,2.9298e+07,9,59,1360,864,0
68804,3.1656e+07,9,59,1360,864,0
78868,3.4071e+07,9,59,1360,864,0
88940,3.6493e+07,9,59,1360,864,0
98935,3.8883e+07,9,59,1360,864,0
1.0875e+05,4.1231e+07,9,59,1360,864,0
1.1856e+05,4.3577e+07,9,59,1360,864,0
1.2854e+05,4.5967e+07,9,59,1360,864,0
1.3858e+05,4.8397e+07,9,59,1360,864,0
1.4852e+05,5.0798e+07,9,59,1360,864,0
1.5854e+05,5.3203e+07,9,59,1360,864,0
1.6834e+05,5.5545e+07,9,59,1360,864,0
1.7807e+05,5.7855e+07,9,59,1360,864,0
1.8792e+05,6.0217e+07,9,59,1360,864,0
1.9753e+05,6.2545e+07,9,59,1360,864,0
2.0756e+05,6.495e+07,9,59,1360,864,0
2.1764e+05,6.7359e+07,9,59,1360,864,0
2.2758e+05,6.9731e+07,9,59,1360,864,0
2.3796e+05,7.2209e+07,9,59,1360,864,0
2.481e+05,7.4584e+07,9,59,1360,864,0
2.583e+05,7.6969e+07,9,59,1360,864,0
2.6836e+05,7.9311e+07,9,59,1360,864,0
2.7847e+05,8.1673e+07,9,59,1360,864,0
2.8878e+05,8.4084e+07,9,59,1360,864,0
2.9894e+05,8.6469e+07,9,59,1360,864,0
