LineNo,TimeUS,Id,Pri,Total,Free,Name
4222,1.606e+07,18,181,1360,728,0
13447,1.8377e+07,18,181,1360,728,0
22998,2.0749e+07,18,181,1360,728,0
32825,2.3117e+07,18,181,1360,728,0
43036,2.5497e+07,18,181,1360,728,0
53178,2.7921e+07,18,181,1360,728,0
62968,3.0262e+07,18,181,1360,728,0
72936,3.2633e+07,18,181,1360,728,0
82921,3.5037e+07,18,181,1360,728,0
93072,3.7469e+07,18,181,1360,728,0
1.0308e+05,3.9868e+07,18,181,1360,728,0
1.1287e+05,4.2206e+07,18,181,1360,728,0
1.2267e+05,4.4557e+07,18,181,1360,728,0
1.3269e+05,4.6986e+07,18,181,1360,728,0
1.4258e+05,4.9363e+07,18,181,1360,728,0
1.5262e+05,5.178e+07,18,181,1360,728,0
1.6253e+05,5.415e+07,18,181,1360,728,0
1.7237e+05,5.6504e+07,18,181,1360,728,0
1.8211e+05,5.8824e+07,18,181,1360,728,0
1.918e+05,6.1164e+07,18,181,1360,728,0
2.0176e+05,6.3567e+07,18,181,1360,728,0
2.1175e+05,6.5954e+07,18,181,1360,728,0
2.2162e+05,6.8305e+07,18,181,1360,728,0
2.3171e+05,7.0718e+07,18,181,1360,728,0
2.4206e+05,7.3167e+07,18,181,1360,728,0
2.5221e+05,7.5551e+07,18,181,1360,728,0
2.6263e+05,7.7974e+07,18,181,1360,728,0
2.7259e+05,8.0297e+07,18,181,1360,728,0
2.8275e+05,8.2677e+07,18,181,1360,728,0
2.9294e+05,8.5069e+07,18,181,1360,728,0
