LineNo,TimeUS,RDes,R,ROut,PDes,P,POut,YDes,Y,YOut,ADes,A,AOut
96870,3.8386e+07,2.6571,5.2635,-0.10054,6.6404,1.7783,-0.0018486,-5.1174,-0.95499,-0.079657,-25.983,-17.92,0.25008
96915,3.8396e+07,2.7884,2.1807,-0.067503,6.5124,2.2058,-0.00168,-5.1069,-0.29981,-0.079795,-25.112,-30.631,0.25004
96960,3.8407e+07,2.9616,-0.65707,-0.044329,11.461,2.8636,0.0050862,-5.0596,-0.1637,-0.079979,-24.301,-26.687,0.2503
97004,3.8416e+07,2.9758,-3.7961,-0.025635,11.063,2.8388,0.02073,-5.056,0.34315,-0.080316,-23.612,-14.93,0.25049
97049,3.8434e+07,-0.018812,1.5032,-0.07451,13.669,5.9564,-0.010872,-4.917,-0.056036,-0.080327,-22.203,-44.363,0.25035
97093,3.8447e+07,-7.0431,-3.2455,-0.065057,14.55,9.5023,-0.018564,-4.7644,0.8229,-0.080386,-21.025,-11.942,0.25057
97139,3.8457e+07,-9.459,-1.2086,-0.092673,15.171,9.023,-0.010918,-4.7076,0.99233,-0.080785,-19.691,-30.611,0.25063
97185,3.8467e+07,-8.9835,-6.3153,-0.047029,14.529,9.9623,-0.01829,-4.7083,0.3952,-0.080681,-18.696,-15.997,0.25127
97230,3.8477e+07,-13.697,-9.751,-0.014987,16.433,13.394,-0.047629,-4.5921,1.1355,-0.080934,-17.638,-12.078,0.25167
97274,3.8487e+07,-13.176,-9.6211,-0.031792,15.595,17.407,-0.080852,-4.6268,1.9165,-0.080747,-16.284,-28.718,0.25198
97324,3.8497e+07,-19.302,-9.2985,-0.04558,16.6,17.012,-0.066602,-4.4823,2.1023,-0.081131,-15.635,-13.726,0.25253
97369,3.8507e+07,-20.602,-12.323,-0.06215,15.878,16.179,-0.051831,-4.4929,2.9005,-0.081354,-14.787,-21.659,0.25258
97414,3.8517e+07,-23.229,-15.924,-0.036602,15.099,16.21,-0.046386,-4.429,1.8603,-0.08164,-13.875,-21.706,0.25281
97459,3.8527e+07,-28.19,-13.071,-0.10206,14.453,15.163,-0.036518,-4.3723,2.5431,-0.081743,-13.2,-14.786,0.25307
97497,3.854e+07,-26.921,-15.301,-0.08299,13.487,16.008,-0.039127,-4.4293,1.4504,-0.08186,-12.476,-35.938,0.25324
97541,3.8551e+07,-26.287,-22.645,-0.026415,12.551,12.882,-0.012205,-4.5536,1.9686,-0.082169,-11.905,-18.141,0.25352
97586,3.8561e+07,-24.888,-22.382,-0.045412,11.708,13.83,-0.026954,-4.6467,1.5769,-0.082452,-10.73,-39.984,0.25345
97632,3.8571e+07,-24.778,-25.911,-0.031423,10.94,14.172,-0.031839,-4.7612,2.6777,-0.083058,-9.8662,-9.3017,0.25384
97677,3.8581e+07,-22.921,-29.887,0.0012359,10.139,11.912,-0.017354,-4.8745,1.91,-0.083449,-8.8057,-15.877,0.25385
97721,3.8591e+07,-20.803,-27.784,-0.01935,9.2786,11.184,-0.012494,-5.0059,1.9959,-0.083682,-7.4917,-33.827,0.25429
97772,3.8602e+07,-19.214,-27.352,-0.026688,8.4673,12.841,-0.033198,-5.1215,2.0426,-0.084206,-6.8629,1.5885,0.2551
97816,3.8612e+07,-19.879,-31.829,0.0057847,7.9424,15.292,-0.071129,-5.2158,3.4761,-0.084468,-5.7834,-22.205,0.25513
97861,3.8622e+07,-18.198,-33.733,0.022603,7.3912,14.583,-0.066099,-5.3193,3.8733,-0.085068,-5.0204,-22.088,0.25552
97906,3.8632e+07,-16.099,-30.568,-0.0039889,6.7976,11.535,-0.042061,-5.3899,2.1078,-0.085393,-4.4788,-3.0569,0.25588
97951,3.8646e+07,-13.865,-29.689,-0.0042898,6.2542,10.848,-0.041197,-5.4858,2.8692,-0.085632,-3.1359,-31.06,0.2559
97993,3.8658e+07,-12.851,-30.241,0.012151,5.887,4.0289,0.01126,-5.4979,0.60594,-0.085586,-3.0871,4.6946,0.25607
98038,3.8669e+07,-11.275,-25.513,-0.031707,5.3623,4.8914,-0.0069993,-5.6289,2.03,-0.086039,-2.1596,-18.39,0.25598
98084,3.8679e+07,-12.267,-25.053,-0.030549,5.0209,6.4217,-0.025467,-5.6785,0.78401,-0.0862,-1.6692,6.1803,0.25633
98129,3.8689e+07,-10.886,-25.742,-0.015436,4.7053,6.4165,-0.033974,-5.7174,1.7983,-0.086202,-0.99425,-6.8138,0.25622
98177,3.87e+07,-12.973,-26.391,0.0076454,4.5697,4.7187,-0.023151,-5.7478,2.4724,-0.086521,-0.53077,-9.8871,0.25635
98223,3.871e+07,-17.589,-26.267,-0.014517,4.4532,3.0125,-0.010295,-5.7181,0.38592,-0.086393,-0.15064,3.038,0.25668
98267,3.872e+07,-16.133,-23.256,-0.028728,3.9596,8.2842,-0.067051,-5.792,1.3969,-0.086061,0.22404,0.20828,0.25684
98314,3.873e+07,-17.339,-21.688,-0.046975,3.8565,9.1728,-0.07505,-5.8655,2.6687,-0.086333,0.62939,-0.99049,0.25712
98359,3.8744e+07,-15.527,-18.576,-0.072809,3.7866,-0.48385,0.022553,-5.7906,-0.58307,-0.086335,0.79291,-13.295,0.25737
98401,3.8755e+07,-15.566,-17.897,-0.07751,3.401,2.4747,-0.0082377,-5.8254,-0.29816,-0.085989,1.4061,-16.815,0.25771
98443,3.8767e+07,-13.443,-21.688,-0.034895,3.2494,2.4732,-0.0045755,-5.8706,1.4891,-0.08635,1.6673,-8.5297,0.25806
98489,3.8777e+07,-12.086,-20.696,-0.037021,2.8189,3.973,-0.017248,-5.8424,0.32249,-0.086193,2.0771,-19.816,0.25808
98533,3.8788e+07,-11.18,-20.98,-0.027561,2.5496,2.0346,-0.0010915,-5.8264,-0.44297,-0.086064,2.104,-3.4016,0.25823
98578,3.8798e+07,-9.8171,-21.814,-0.021483,2.1574,3.5609,-0.014752,-5.8342,-0.42836,-0.085837,2.3168,-7.142,0.25827
98626,3.8808e+07,-8.3769,-22.263,-0.0078651,1.7118,7.9843,-0.055668,-5.8993,1.5853,-0.086,2.2905,7.2665,0.25844
98672,3.8819e+07,-7.0973,-22.909,0.0069489,1.4059,7.1479,-0.050795,-5.8591,0.35239,-0.085826,2.4037,-3.234,0.25838
98716,3.8829e+07,-5.8391,-24.25,0.018236,1.0487,10.502,-0.08723,-5.8159,0.96343,-0.085583,2.3679,-0.6732,0.25845
98761,3.8839e+07,-4.4769,-26.243,0.042313,0.75146,10.973,-0.092091,-5.8,1.0946,-0.085466,1.8219,7.8068,0.25839
98806,3.8849e+07,-3.4065,-23.404,0.031505,0.50198,9.4238,-0.080561,-5.8261,1.6135,-0.085533,1.7285,-3.8589,0.25809
98849,3.8865e+07,-2.3338,-14.743,-0.049903,0.61211,1.1221,0.0045979,-5.641,-1.5166,-0.08509,1.8726,5.2635,0.25837
98898,3.8878e+07,-0.4884,-17.206,-0.013982,0.095086,-0.29858,-0.0036994,-5.6323,-0.8033,-0.084718,1.7035,-8.2325,0.25815
98944,3.8888e+07,0.49395,-17.123,0.0043834,-0.051079,0.66705,-0.013597,-5.5903,-0.43425,-0.084516,1.6929,-14.227,0.25846
98989,3.8898e+07,1.3988,-16.918,0.017891,-0.14955,-0.88036,-0.0029803,-5.5181,-0.37386,-0.084147,1.3498,4.5723,0.25869
99033,3.8909e+07,3.2816,-16.739,0.032536,-0.33814,3.6523,-0.06042,-5.4196,-0.69159,-0.08359,1.4598,-10.778,0.25851
99082,3.8919e+07,3.9111,-13.098,-0.01313,-0.36411,3.4544,-0.05477,-5.3875,0.38128,-0.083533,1.345,2.0095,0.25867
99129,3.893e+07,7.1193,-13.952,0.0090006,-0.5073,3.0455,-0.048113,-5.2661,-1.1202,-0.08285,1.306,1.7932,0.25876
99174,3.894e+07,7.7921,-13.443,0.012093,-0.38019,5.1597,-0.069514,-5.1955,0.13595,-0.082697,1.45,-3.5243,0.25896
99220,3.8954e+07,11.995,-2.4996,-0.077901,-0.25536,-3.9633,0.018942,-5.0573,-1.3544,-0.082128,1.5654,-2.3875,0.25922
99261,3.8966e+07,12.502,-1.5927,-0.044372,-0.44302,-5.0539,0.018133,-4.9185,-2.9585,-0.081296,1.4456,-10.669,0.25945
99306,3.8977e+07,17.796,-2.7441,-0.0015218,-2.566,-5.9416,0.014897,-5.2066,-0.60939,-0.081082,1.1403,12.093,0.25975
99350,3.8988e+07,17.863,-4.442,0.014724,-2.6068,-1.3349,-0.030265,-5.0832,-1.605,-0.080733,0.98391,0.4549,0.25941
99396,3.8998e+07,20.787,-1.2146,-0.00086016,-4.6514,1.3093,-0.059416,-5.3294,-0.90323,-0.080368,1.0538,-6.4045,0.25938
99441,3.9009e+07,20.725,-0.49749,0.010593,-4.5077,2.6136,-0.073199,-5.2253,-0.9152,-0.080245,0.65073,15.805,0.2596
99488,3.9019e+07,21.483,1.2901,0.0076624,-6.4562,1.1877,-0.068036,-5.4954,-0.68619,-0.080151,0.3298,11.517,0.25901
99535,3.9029e+07,20.975,0.65072,0.028727,-6.0038,0.26101,-0.068719,-5.347,-0.95255,-0.079589,0.16252,-15.898,0.25864
99579,3.9039e+07,18.86,3.4866,0.0089496,-5.1081,-1.583,-0.052268,-5.1796,0.30027,-0.07971,-0.52508,4.7187,0.25887
99624,3.9049e+07,18.05,10.185,-0.048046,-4.8225,-2.6938,-0.043848,-5.0269,-1.363,-0.079489,-0.82761,10.307,0.25862
99668,3.9059e+07,14.325,13.694,-0.067255,-1.3276,-3.3548,-0.044961,-4.3803,-1.5165,-0.078939,-0.86443,-4.8391,0.25839
99710,3.9071e+07,9.3661,15.401,-0.10415,1.8095,-4.5734,-0.015097,-3.8758,-0.92317,-0.07854,-0.90694,7.3875,0.25874
99755,3.9082e+07,5.4836,17.643,-0.12072,2.3372,-8.5958,0.024768,-3.7993,-0.75019,-0.0781,-1.1849,-4.4165,0.25877
99797,3.9094e+07,3.8774,20.069,-0.14634,2.7475,-13.302,0.060921,-3.6574,-3.8954,-0.07733,-1.3111,-11.93,0.25873
99842,3.9105e+07,2.5478,14.425,-0.089783,3.0262,-12.384,0.047559,-3.6513,-2.0528,-0.076735,-1.7664,6.5361,0.25882
99888,3.9114e+07,2.1245,11.007,-0.060952,3.1933,-9.1521,0.024067,-3.5692,-2.1244,-0.076371,-1.6216,-12.945,0.25861
99935,3.9125e+07,1.7151,12.159,-0.074387,3.3424,-6.6799,0.010055,-3.5248,-0.93586,-0.075925,-1.5864,-12.932,0.25883
99981,3.9134e+07,3.4201,11.312,-0.064375,3.4289,-3.8596,-0.012673,-3.4859,-1.0888,-0.075728,-1.9798,1.8104,0.25902
1.0003e+05,3.9144e+07,2.9183,10.271,-0.068804,3.5632,-1.9948,-0.023428,-3.4051,-1.5799,-0.075348,-1.9178,-4.2624,0.25885
1.0007e+05,3.9155e+07,2.4691,10.522,-0.081168,3.7089,-0.58979,-0.027591,-3.326,-1.2534,-0.074965,-1.7511,1.1473,0.25906
1.0012e+05,3.9168e+07,2.1397,11.146,-0.085915,3.7422,-1.9106,-0.0083314,-3.2468,-1.5481,-0.07458,-2.0772,-6.9327,0.25927
1.0016e+05,3.9179e+07,4.6333,5.3542,-0.035702,3.6873,-0.44228,-0.013354,-3.2217,-0.95313,-0.074368,-1.9405,-29.169,0.25931
1.002e+05,3.919e+07,4.4179,1.9528,-0.014486,3.5785,0.24185,-0.018523,-3.1786,-0.34881,-0.074342,-2.1064,8.3223,0.25984
1.0025e+05,3.92e+07,4.8973,0.53957,-0.006405,3.3952,1.7858,-0.033467,-3.1374,-1.3595,-0.07423,-2.1557,4.8925,0.25975
1.0029e+05,3.9211e+07,4.5894,3.2112,-0.030989,3.267,3.8527,-0.052928,-3.1149,-0.33335,-0.073944,-1.8964,-3.7387,0.25957
1.0034e+05,3.922e+07,6.9426,4.5093,-0.039185,3.2081,5.9547,-0.066902,-3.0797,-0.19469,-0.073923,-2.1743,5.1336,0.25959
1.0039e+05,3.9231e+07,6.6865,1.813,-0.0072791,3.2346,3.9166,-0.04356,-3.0681,0.90119,-0.074012,-2.4388,-2.9418,0.25927
1.0043e+05,3.9241e+07,7.2066,2.7232,-0.016991,3.1768,3.8972,-0.040762,-2.9899,-0.28392,-0.07402,-2.393,-10.654,0.25899
1.0048e+05,3.9251e+07,6.8802,7.3246,-0.056595,3.185,1.6984,-0.019956,-3.0015,0.6888,-0.074081,-2.8505,4.2704,0.25881
1.0052e+05,3.9262e+07,6.591,8.5711,-0.067275,3.1328,1.0153,-0.016773,-2.9686,-0.7406,-0.074175,-3.2207,-5.6436,0.25826
1.0057e+05,3.9272e+07,9.7697,9.5001,-0.0663,3.0133,-1.4292,0.0091332,-2.9816,-0.68501,-0.074008,-3.6137,1.1816,0.25793
1.0061e+05,3.9285e+07,9.4998,5.5496,-0.0268,2.7614,0.92954,-0.016126,-3.0222,0.59276,-0.07439,-4.233,10.756,0.25761
1.0065e+05,3.9295e+07,12.575,7.2814,-0.029851,2.4923,4.2478,-0.040316,-3.0346,0.14996,-0.074611,-4.6762,11.172,0.25717
1.007e+05,3.9305e+07,12.046,5.7031,-0.016153,2.2493,5.6824,-0.045858,-3.0429,0.69406,-0.074825,-5.1641,15.936,0.25692
1.0074e+05,3.9315e+07,17.985,5.3533,0.00012679,1.8837,7.2748,-0.058913,-3.0592,0.54219,-0.075003,-5.3475,12.672,0.25655
1.0078e+05,3.9326e+07,21.645,5.9797,0.032913,1.541,11.343,-0.091623,-3.0757,1.6464,-0.075207,-5.6703,-6.1216,0.25619
1.0084e+05,3.9337e+07,27.499,7.7956,0.022123,1.4442,10.139,-0.078253,-3.0939,1.8106,-0.075514,-6.1377,0.066566,0.25602
1.0088e+05,3.9347e+07,26.703,11.45,0.0045362,1.2279,8.1524,-0.054289,-3.0976,2.2601,-0.075916,-6.7358,13.908,0.25576
1.0093e+05,3.9357e+07,30.293,18.609,-0.066269,0.91244,5.0652,-0.021113,-3.1004,0.06208,-0.076328,-7.1644,2.5698,0.25529
1.0097e+05,3.9367e+07,28.922,22.3,-0.085891,0.63033,4.461,-0.018196,-3.1306,1.0738,-0.076582,-7.5148,7.1783,0.255
1.0101e+05,3.9379e+07,27.704,24.998,-0.097304,0.50343,2.3175,-0.0064993,-3.1474,0.38046,-0.076893,-7.879,-1.1987,0.25457
1.0106e+05,3.9393e+07,25.564,19.517,-0.02797,-0.15787,4.9026,-0.042186,-2.6484,1.3338,-0.077255,-8.2847,9.3013,0.2539
1.011e+05,3.9403e+07,22.959,18.023,-0.0067269,-0.49072,9.4574,-0.099935,-1.2722,2.8367,-0.077082,-8.8974,12.139,0.25339
1.0115e+05,3.9413e+07,21.414,19.438,-0.011625,-0.78283,8.4781,-0.092825,1.63,2.7826,-0.076842,-9.5097,1.2989,0.2527
1.0119e+05,3.9423e+07,17.012,21.377,-0.028577,-0.8105,4.1075,-0.051109,3.0791,2.9392,-0.076002,-10.192,-3.6065,0.25224
1.0124e+05,3.9433e+07,14.743,21.268,-0.041403,-1.1577,2.1589,-0.035768,6.1725,0.98564,-0.07429,-10.696,15.321,0.25186
1.0129e+05,3.9444e+07,13.24,23.108,-0.065139,-1.3383,4.1929,-0.065427,7.2664,2.4062,-0.071951,-10.806,2.9473,0.25133
1.0133e+05,3.9454e+07,11.888,23.316,-0.068169,-1.2428,6.8603,-0.092765,8.6676,2.7576,-0.069472,-10.763,-8.0782,0.25138
1.0138e+05,3.9464e+07,10.614,20.191,-0.040543,-1.1848,3.864,-0.060177,9.0279,4.5225,-0.067122,-11.082,2.5272,0.25147
1.0142e+05,3.9473e+07,9.2455,20.33,-0.058497,-1.1776,0.94539,-0.033688,10.517,3.3676,-0.064638,-11.007,-23.045,0.25126
1.0146e+05,3.9485e+07,8.1037,19.766,-0.069321,-1.1022,-2.0961,-0.0093098,10.74,2.7059,-0.062284,-11.362,-4.7563,0.25157
1.0151e+05,3.9496e+07,9.6116,18.16,-0.056197,-0.93793,-0.60857,-0.027287,8.9836,3.2623,-0.060139,-11.249,-16.134,0.25151
1.0155e+05,3.9508e+07,8.574,14.524,-0.02864,-0.75169,-2.61,-0.0068112,9.0543,4.1631,-0.058671,-11.334,-10.135,0.25161
1.0159e+05,3.9518e+07,4.7442,14.55,-0.052598,-0.9373,-1.2628,-0.020155,10.917,4.3144,-0.057675,-11.445,1.2607,0.25143
1.0164e+05,3.9529e+07,4.0822,12.132,-0.04984,-0.86757,-0.37615,-0.034804,11.176,5.4187,-0.056574,-11.417,-12.779,0.25114
1.0168e+05,3.9539e+07,3.3764,10.573,-0.040904,-0.7391,0.92178,-0.048683,11.404,6.3168,-0.055728,-11.584,3.1999,0.2512
1.0174e+05,3.9549e+07,2.5673,8.6984,-0.026849,-0.63055,1.138,-0.049967,11.628,6.6439,-0.055118,-11.583,-6.4374,0.25094
1.0178e+05,3.9559e+07,1.6938,7.9462,-0.030302,-0.38067,1.3477,-0.051415,10.436,7.172,-0.054228,-11.301,-12.568,0.25104
1.0183e+05,3.9569e+07,1.2786,6.9498,-0.037356,-0.35746,2.6358,-0.068505,10.367,8.3868,-0.054319,-11.424,6.0333,0.25135
1.0187e+05,3.9579e+07,0.68139,9.8493,-0.073627,-0.073451,2.5627,-0.069093,9.7845,7.8631,-0.054259,-11.669,-6.4384,0.25114
1.0192e+05,3.9589e+07,0.072601,9.9492,-0.071698,0.34641,0.68579,-0.046908,6.9954,8.6883,-0.054945,-11.503,-16.654,0.25096
1.0196e+05,3.9605e+07,-0.67479,10.815,-0.086157,0.40971,-1.6952,-0.02196,4.4574,9.0816,-0.056698,-11.394,4.388,0.25095
1.02e+05,3.9615e+07,-0.6781,9.4413,-0.079184,0.99253,-2.1169,-0.023639,1.3553,9.7206,-0.059429,-11.558,0.028515,0.2508
1.0205e+05,3.9625e+07,-1.7341,9.6372,-0.089925,1.2091,-2.087,-0.020571,-0.13744,8.431,-0.062433,-11.697,6.6485,0.25058
1.0209e+05,3.9635e+07,-2.2604,8.994,-0.085555,1.4125,-3.9952,-0.0043196,-0.55175,9.5838,-0.065998,-12.114,16.194,0.25012
1.0214e+05,3.9645e+07,-2.2426,9.9452,-0.098044,1.531,-4.1495,-0.0036389,-0.95966,8.9554,-0.069375,-12.391,4.662,0.24938
1.0219e+05,3.9655e+07,-2.6182,12.697,-0.12635,1.9415,-6.5399,0.020667,-1.3879,8.4328,-0.072601,-12.903,-8.9735,0.24882
1.0223e+05,3.9665e+07,-3.0365,10.939,-0.12016,2.213,-7.1941,0.024725,-1.7831,8.3733,-0.075412,-13.549,3.6817,0.2483
1.0228e+05,3.9675e+07,0.6806,9.1374,-0.08579,2.2886,-6.6444,0.018102,-2.2507,9.4473,-0.078424,-13.824,-4.1667,0.24762
1.0233e+05,3.9688e+07,0.38576,9.8298,-0.090805,2.5319,-10.6,0.051923,-2.8174,8.0931,-0.08148,-14.615,12.748,0.24705
1.0237e+05,3.9704e+07,-0.12185,4.8666,-0.054267,2.6837,-1.3135,-0.034222,-3.4689,9.4694,-0.085044,-14.899,-3.887,0.24613
1.0241e+05,3.9714e+07,3.6148,7.6284,-0.068272,3.0794,-4.0693,-0.0063645,-4.0127,10.224,-0.087271,-15.818,-3.5822,0.24562
1.0246e+05,3.9724e+07,3.0534,6.2197,-0.038466,3.2952,-6.6508,0.014889,-4.356,8.3735,-0.08964,-16.644,0.91276,0.24516
1.025e+05,3.9734e+07,5.7883,7.4267,-0.055112,3.4063,-7.3611,0.022182,-4.7997,8.3806,-0.091342,-17.723,5.0293,0.24454
1.0255e+05,3.9745e+07,8.12,10.09,-0.052889,3.5402,-7.4071,0.017522,-5.2162,7.1533,-0.093314,-18.672,5.6303,0.2438
1.026e+05,3.9755e+07,7.4097,9.1852,-0.048608,3.5184,-2.952,-0.02478,-5.7947,10.748,-0.095533,-19.696,22.642,0.24304
1.0264e+05,3.9765e+07,11.858,10.181,-0.03841,3.6085,-2.4746,-0.020477,-6.2412,8.5292,-0.097757,-20.774,4.4634,0.24209
1.0269e+05,3.9776e+07,11.039,6.5789,0.0032536,3.8206,-2.1636,-0.018504,-6.6006,8.8511,-0.099137,-22.183,13.039,0.24135
1.0273e+05,3.9785e+07,9.9475,9.8075,-0.019412,3.9446,-3.2127,-0.015203,-6.9913,9.8563,-0.10082,-23.362,18.534,0.2405
1.0278e+05,3.9795e+07,8.8961,15.319,-0.065364,4.1392,-4.4231,-0.0014208,-7.3126,6.9957,-0.10205,-24.729,25.592,0.23934
1.0282e+05,3.9807e+07,7.7532,18.729,-0.097239,4.4021,0.15975,-0.038141,-7.7781,9.164,-0.10361,-25.836,13.675,0.23798
1.0286e+05,3.9821e+07,6.1915,18.802,-0.089655,4.7901,-4.0262,0.012467,-8.2545,6.604,-0.1054,-27.723,2.1554,0.23674
1.0291e+05,3.9831e+07,5.2058,19.694,-0.10473,5.0112,-5.947,0.03532,-8.6063,7.1247,-0.10661,-29.342,-4.9204,0.23592
1.0295e+05,3.9841e+07,4.3109,13.239,-0.053269,5.1029,-6.1269,0.034393,-8.9462,6.9591,-0.10803,-30.762,2.7541,0.2352
1.03e+05,3.9852e+07,3.262,14.913,-0.069913,5.0664,-4.6694,0.016156,-9.312,7.5057,-0.10922,-31.083,-25.079,0.23473
1.0305e+05,3.9862e+07,2.3564,19.471,-0.11599,5.1518,-3.9327,0.018732,-9.5674,4.7186,-0.11,-31.802,-7.4229,0.23515
1.0309e+05,3.9873e+07,1.62,15.564,-0.096054,5.1892,-4.3989,0.0152,-9.9617,8.0649,-0.11075,-31.803,-35.622,0.23545
1.0314e+05,3.9882e+07,0.77772,14.836,-0.093724,5.4444,-6.6698,0.044134,-10.152,4.9269,-0.11158,-32.243,-11.355,0.2362
1.0318e+05,3.9893e+07,-0.097386,15.79,-0.12188,5.642,-6.4346,0.041416,-10.422,6.0671,-0.11225,-31.987,-32.242,0.23673
1.0322e+05,3.9904e+07,-0.64667,11.976,-0.094308,5.3642,0.54734,-0.025722,-10.696,3.4456,-0.11284,-31.239,-2.3819,0.23768
1.0327e+05,3.9921e+07,-1.3379,7.8782,-0.085009,5.9214,-2.9551,0.011549,-11.015,4.7251,-0.11366,-31.138,-25.388,0.23849
1.0332e+05,3.9932e+07,-1.4876,3.6124,-0.051876,6.0754,-5.0741,0.02601,-11.219,3.3092,-0.11366,-30.945,-21.57,0.23896
1.0336e+05,3.9942e+07,-1.6784,1.7938,-0.046872,6.2414,-5.8619,0.035774,-11.421,4.2713,-0.11391,-30.535,-25.093,0.23943
1.0341e+05,3.9953e+07,-1.7498,-0.71032,-0.038315,6.2027,-4.9587,0.019862,-11.609,4.6778,-0.11427,-30.176,-22.748,0.23981
1.0346e+05,3.9963e+07,-1.8552,1.2098,-0.063612,6.4856,-5.5556,0.029839,-11.715,2.4895,-0.11404,-30.025,-21.08,0.23998
1.035e+05,3.9973e+07,-2.1373,3.3602,-0.077704,6.6081,-6.6534,0.038338,-11.793,1.4737,-0.1137,-29.517,-15.065,0.24
1.0355e+05,3.9983e+07,-2.4596,8.5091,-0.14218,6.7964,-7.6842,0.052689,-11.894,1.6964,-0.11344,-29.189,-16.897,0.2404
1.0359e+05,3.9993e+07,-2.3472,-2.0487,-0.053496,6.9159,-6.9855,0.040688,-11.971,1.0582,-0.11345,-28.97,-4.2157,0.24083
1.0364e+05,4.0003e+07,-2.2938,-3.0021,-0.052486,6.9724,-2.6784,0.010158,-12.132,3.2736,-0.11331,-28.189,-20.752,0.24103
1.0367e+05,4.0019e+07,-2.0724,2.0852,-0.10129,7.3186,-4.2187,0.030344,-12.128,-1.0524,-0.11295,-27.721,-34.017,0.24149
1.0372e+05,4.003e+07,-2.0611,1.5133,-0.095797,7.4019,-3.0797,0.023368,-12.161,0.95274,-0.11239,-26.78,-36.634,0.24198
1.0376e+05,4.004e+07,-1.9526,-0.082165,-0.091922,7.5364,-2.3515,0.019522,-12.21,1.6358,-0.11244,-25.77,-45.968,0.24268
1.0381e+05,4.005e+07,-1.8868,1.1644,-0.10083,7.5729,-3.9641,0.045212,-12.168,-1.0619,-0.11188,-24.948,-26.573,0.24342
1.0385e+05,4.006e+07,-2.0245,4.827,-0.14478,7.4798,1.629,-0.0026243,-12.173,0.5751,-0.11158,-23.689,-49.231,0.24397
1.039e+05,4.0071e+07,-1.7371,-3.094,-0.067464,7.451,0.86504,0.014923,-12.212,0.95068,-0.11131,-22.924,-24.35,0.24502
1.0394e+05,4.0081e+07,-1.5537,-3.5672,-0.053568,7.4046,-1.2508,0.034753,-12.188,-0.54252,-0.11111,-21.764,-42.306,0.2455
1.0399e+05,4.0091e+07,-1.3212,-6.9728,-0.019349,7.2522,2.2721,0.00050516,-12.176,-0.082979,-0.11043,-20.587,-44.934,0.24621
1.0404e+05,4.0103e+07,-1.233,-5.059,-0.041211,7.0355,1.5055,0.0075645,-12.173,-0.34662,-0.11004,-19.286,-36.449,0.24701
1.0408e+05,4.012e+07,-1.0398,-3.1065,-0.050612,6.5796,2.6826,0.0069231,-12.144,0.2932,-0.10938,-18.311,-23.366,0.24759
1.0412e+05,4.013e+07,-0.78662,-3.4765,-0.043034,6.4523,3.983,-0.0016385,-12.107,0.26974,-0.10901,-16.777,-42.356,0.24794
1.0417e+05,4.014e+07,-0.8789,1.7348,-0.094269,6.3814,-0.97042,0.048997,-11.984,-1.3711,-0.10858,-15.837,-18.904,0.24844
1.0421e+05,4.015e+07,-0.97077,5.337,-0.14401,6.1925,-1.5222,0.059797,-11.893,-1.9963,-0.1078,-14.463,-41.699,0.2486
1.0426e+05,4.016e+07,-0.91011,3.8752,-0.1262,5.856,2.6021,0.023622,-11.81,-2.5247,-0.10756,-13.54,-19.485,0.24926
1.043e+05,4.0171e+07,-0.831,-0.14532,-0.085041,5.5471,4.9755,-0.0040562,-11.744,-2.0861,-0.10654,-12.282,-22.466,0.24973
1.0436e+05,4.0181e+07,-0.50861,-2.4961,-0.056237,5.4505,3.2614,0.0063711,-11.669,-1.2347,-0.10621,-11.489,-14.073,0.25008
1.044e+05,4.0191e+07,-0.37487,-3.0083,-0.053084,5.2806,4.0582,-0.0074906,-11.557,-2.0946,-0.10516,-10.397,-38.719,0.24999
1.0444e+05,4.0202e+07,-0.51762,1.7556,-0.095858,5.0027,2.3738,0.023245,-11.381,-2.7099,-0.10468,-9.5689,-24.735,0.2504
1.0449e+05,4.0212e+07,-6.5603,-2.04,-0.071329,5.0779,2.1617,0.015476,-11.145,-3.2029,-0.10351,-8.849,-19.947,0.25062
1.0453e+05,4.0224e+07,-6.4552,-2.0317,-0.087629,4.8812,3.7681,-0.0027368,-11.058,-2.8559,-0.10282,-8.2735,-14.14,0.25082
1.0458e+05,4.0234e+07,-11.264,-6.3009,-0.056499,4.8601,1.5415,0.019479,-10.895,-1.6909,-0.10199,-7.5778,-22.223,0.25085
1.0462e+05,4.0246e+07,-10.895,-4.6406,-0.074373,4.4797,3.6813,-0.0035662,-10.775,-3.0207,-0.10148,-7.4486,3.4348,0.25097
1.0466e+05,4.0256e+07,-16.197,-6.6917,-0.057355,4.5055,4.6529,-0.017127,-10.631,-2.9478,-0.10038,-6.8009,-15.463,0.25074
1.0471e+05,4.0266e+07,-15.784,-7.884,-0.064483,4.1756,7.369,-0.039393,-10.552,-2.1746,-0.099895,-6.1645,8.0809,0.2509
1.0475e+05,4.0276e+07,-18.289,-12.791,-0.032327,4.1552,7.2375,-0.044856,-10.48,-0.58329,-0.099182,-5.8186,-4.6663,0.25057
1.048e+05,4.0286e+07,-19.881,-14.119,-0.039105,4.0864,9.413,-0.068426,-10.343,-1.7039,-0.09887,-5.5394,-8.4928,0.25044
1.0485e+05,4.0296e+07,-19.042,-18.438,-0.005286,3.9695,7.8243,-0.056938,-10.224,-1.3063,-0.097969,-4.9357,-9.9876,0.25039
