LineNo,TimeUS,RDes,R,ROut,PDes,P,POut,YDes,Y,YOut,ADes,A,AOut
189,1.5037e+07,2.5055,0.083102,0.0047548,2.4278,-0.18687,0.0067245,227.46,0.14707,0.64782,1.8473,1.8473,0
292,1.5071e+07,2.5101,0.063569,0.0060816,2.4469,0.026968,0.005012,248.04,0.35683,0.67382,5.3655,5.3655,0
634,1.5133e+07,2.4744,0.075362,0.00554,2.4461,0.060481,0.0055849,265.83,0.3829,0.7221,-1.2229,-1.2229,0
747,1.5149e+07,2.475,-0.032806,0.0060548,2.435,0.10047,0.0052755,269.55,0.26604,0.73471,-0.93632,-0.93632,0
860,1.5165e+07,2.4706,0.029471,0.0056062,2.4298,-0.021946,0.0064838,273.07,0.26552,0.74723,0.32701,0.32701,0
973,1.5182e+07,2.4723,-0.02554,0.0061394,2.4275,0.022234,0.0057539,276.43,0.23417,0.75961,3.0453,3.0453,0
1204,1.526e+07,2.4907,-0.055418,0.0061377,2.4588,-0.0070913,0.0058042,277.91,0.51169,0.79798,1.4705,1.4705,0
1588,1.5416e+07,2.4746,-0.055411,0.0057858,2.4401,0.090326,0.0052646,277.91,0.32114,0.841,2.1519,2.1519,0
1666,1.5426e+07,2.4775,-0.086439,0.0059663,2.4337,0.057641,0.0054972,277.91,0.25358,0.84462,1.5159,1.5159,0
1708,1.5437e+07,2.483,-0.15763,0.0065407,2.4258,0.02206,0.0056908,277.91,0.26223,0.84784,1.9758,1.9758,0
1748,1.5447e+07,2.4923,-0.13229,0.0063844,2.4241,-0.075791,0.0065845,277.91,0.33772,0.85067,2.0931,2.0931,0
1789,1.546e+07,2.4968,-0.060449,0.0058385,2.4232,-0.048675,0.0060308,277.91,0.32435,0.85374,3.4665,3.4665,0
1832,1.5473e+07,2.4932,0.1665,0.0046774,2.4348,-0.071891,0.0058524,277.91,0.27053,0.85637,2.1848,2.1848,0
1874,1.5483e+07,2.4945,0.040002,0.0057525,2.4352,-0.02719,0.0057632,277.91,0.46632,0.8582,1.2883,1.2883,0
1919,1.5493e+07,2.4939,0.036075,0.0060136,2.4376,-0.10905,0.0065153,277.91,0.35024,0.85977,-0.17452,-0.17452,0
1959,1.5503e+07,2.4886,0.06503,0.0057785,2.4362,0.037396,0.0053515,277.91,0.40961,0.86119,0.51165,0.51165,0
2000,1.5513e+07,2.4774,0.18367,0.0050387,2.4378,0.075226,0.0054716,277.91,0.16203,0.86248,0.37842,0.37842,0
2041,1.5523e+07,2.4746,0.08141,0.0056348,2.4394,0.052195,0.0055558,277.91,0.25808,0.86364,0.35048,0.35048,0
2087,1.5538e+07,2.4792,0.023358,0.0058682,2.4417,-0.05686,0.0059908,277.91,0.2511,0.8651,3.6656,3.6656,0
2131,1.5548e+07,2.4837,-0.013932,0.0058893,2.4457,-0.10618,0.0063238,277.91,0.3131,0.86591,3.1476,3.1476,0
2171,1.5558e+07,2.4879,-0.085237,0.0061518,2.441,-0.040692,0.005694,277.91,0.26567,0.86665,3.3527,3.3527,0
2212,1.5568e+07,2.4965,-0.10338,0.006217,2.4413,-0.10806,0.0063194,277.91,0.29256,0.8673,4.5156,4.5156,0
2253,1.5578e+07,2.5092,-0.21545,0.0069902,2.4356,-0.055614,0.0057804,277.91,0.2363,0.86787,4.2187,4.2187,0
2297,1.5588e+07,2.5073,0.015382,0.0051503,2.4319,0.094218,0.0048509,277.91,0.51618,0.86834,1.9633,1.9633,0
2339,1.5598e+07,2.5066,-0.069223,0.0062307,2.4343,-0.13195,0.0069233,277.22,0.3775,0.86874,1.964,1.964,0
2380,1.5609e+07,2.4743,0.018794,0.0052597,2.435,0.09407,0.0047083,274.43,0.44256,0.86881,0.3561,0.3561,0
2424,1.5619e+07,2.4473,-0.022946,0.0055483,2.4367,0.021866,0.0052404,271.64,0.40559,0.86811,-0.2038,-0.2038,0
2464,1.5628e+07,2.4126,0.059156,0.0053786,2.4402,0.021644,0.0057568,268.85,0.36979,0.86652,0.074291,0.074291,0
2502,1.5639e+07,2.3698,0.16714,0.0045709,2.4442,0.13163,0.0050205,266.06,0.27634,0.86417,0.21763,0.21763,0
2545,1.5649e+07,2.3383,0.010288,0.0061553,2.4478,-0.014848,0.0065558,263.27,0.34614,0.86107,-0.45071,-0.45071,0
2585,1.5659e+07,2.2985,0.13874,0.0047839,2.4508,0.13371,0.0051558,260.48,0.2032,0.85731,1.1158,1.1158,0
2626,1.5669e+07,2.2611,0.084636,0.0050864,2.4513,0.096127,0.005701,257.69,0.19873,0.85302,1.3211,1.3211,0
2666,1.5679e+07,2.2266,0.14587,0.0045678,2.4635,-0.075626,0.0069183,254.9,0.31565,0.8482,1.2593,1.2593,0
2711,1.5689e+07,2.1974,0.016361,0.005632,2.4669,-0.019946,0.0056269,252.11,0.32985,0.84286,1.386,1.386,0
2752,1.5699e+07,2.1656,-0.0058611,0.0052763,2.4688,0.082042,0.0053126,249.32,0.34739,0.83715,-0.38128,-0.38128,0
2793,1.571e+07,2.1328,0.064353,0.0049802,2.4765,-0.023734,0.0058623,246.53,0.31842,0.83107,-0.87032,-0.87032,0
2834,1.5719e+07,2.1031,0.032592,0.005184,2.482,-0.0011891,0.005858,243.74,0.26921,0.82469,-0.3047,-0.3047,0
2874,1.5729e+07,2.0786,-0.054527,0.0051461,2.4842,-0.015357,0.005922,240.95,0.25927,0.81805,0.88673,0.88673,0
2916,1.5739e+07,2.0618,-0.23077,0.0059709,2.4839,-0.08772,0.0065177,238.16,0.38849,0.81113,1.6354,1.6354,0
2958,1.5749e+07,2.0427,-0.20087,0.0055648,2.4842,-0.080363,0.0060082,235.37,0.43266,0.80396,0.49973,0.49973,0
2997,1.5759e+07,2.0223,-0.13802,0.0049564,2.49,-0.13422,0.0065101,232.58,0.26886,0.79667,1.0907,1.0907,0
3039,1.577e+07,2.002,-0.14148,0.0050281,2.4944,-0.088306,0.0059851,229.79,0.36001,0.78916,2.6165,2.6165,0
3079,1.578e+07,1.9754,-0.075637,0.0043932,2.4962,0.0031523,0.0053129,227,0.31114,0.78153,4.3929,4.3929,0
3125,1.579e+07,1.9426,0.050036,0.0039094,2.4981,0.061578,0.0054028,224.21,0.40053,0.77375,5.6791,5.6791,0
3167,1.58e+07,1.911,-0.0030259,0.0044091,2.4979,0.076048,0.0056339,221.42,0.38202,0.76585,3.4384,3.4384,0
3208,1.581e+07,1.8784,0.03229,0.0040979,2.494,0.1351,0.0051177,218.63,0.28178,0.75787,2.1333,2.1333,0
3249,1.582e+07,1.8432,0.13103,0.0032385,2.4988,0.021729,0.0063016,215.84,0.44725,0.74978,0.12712,0.12712,0
3291,1.5833e+07,1.8062,0.067606,0.0038139,2.5025,0.049409,0.0056816,212.35,0.27436,0.73955,0.62914,0.62914,0
3328,1.5843e+07,1.7737,0.2761,0.0024419,2.5114,-0.023469,0.0062585,210.26,0.42115,0.73134,0.96169,0.96169,0
3370,1.5854e+07,1.7413,0.12336,0.0037053,2.5167,-0.0083857,0.006089,207.47,0.35221,0.72321,2.0432,2.0432,0
3411,1.5864e+07,1.7224,-0.17114,0.0057192,2.5209,-0.10287,0.0065213,204.68,0.42687,0.71504,2.6184,2.6184,0
3451,1.5873e+07,1.6961,0.0097677,0.003519,2.534,-0.17336,0.006711,201.89,0.39246,0.70684,2.0593,2.0593,0
3492,1.5884e+07,1.666,0.064454,0.0034041,2.5408,-0.044536,0.0058592,199.1,0.27671,0.69856,3.3381,3.3381,0
3536,1.5893e+07,1.636,0.01924,0.0036743,2.5421,-0.0033786,0.0056442,196.31,0.26399,0.6903,4.7442,4.7442,0
3577,1.5903e+07,1.615,-0.14372,0.0043985,2.5452,-0.0096096,0.0059379,193.52,0.25691,0.68195,4.1593,4.1593,0
3619,1.5913e+07,1.5867,-0.095366,0.0040062,2.5377,0.16103,0.0046575,190.73,0.19361,0.67356,4.156,4.156,0
3661,1.5923e+07,1.5624,-0.11601,0.0041569,2.5397,0.022994,0.0065561,187.94,0.29282,0.66514,3.0175,3.0175,0
3699,1.5934e+07,1.5401,-0.19934,0.0044832,2.5364,0.07413,0.0056785,185.15,0.1404,0.65669,0.37117,0.37117,0
3736,1.5944e+07,1.52,-0.10477,0.0035391,2.5341,0.062949,0.005799,183.06,0.26591,0.64829,-0.61302,-0.61302,0
3778,1.5954e+07,1.4886,0.047942,0.002785,2.5384,0.079904,0.0054203,180.27,0.2932,0.63991,-0.50621,-0.50621,0
3819,1.5964e+07,1.4584,-0.022707,0.00368,2.5408,-0.023778,0.0064167,177.48,0.33281,0.63154,-1.2621,-1.2621,0
3859,1.5974e+07,1.4227,0.17113,0.0021552,2.5532,-0.099124,0.0069667,174.69,0.29106,0.62312,-0.99621,-0.99621,0
3900,1.5984e+07,1.3914,0.066413,0.0032578,2.5615,-0.074532,0.0059679,171.9,0.51226,0.61461,1.9961,1.9961,0
3944,1.5994e+07,1.3563,0.13934,0.0026725,2.5698,-0.04423,0.0060987,169.11,0.26333,0.60612,3.255,3.255,0
3985,1.6004e+07,1.3139,0.34042,0.0013276,2.58,-0.010415,0.0057748,166.32,0.51128,0.59756,1.9787,1.9787,0
4026,1.6014e+07,1.2822,0.07136,0.0035941,2.5851,-0.039123,0.0062972,163.53,0.36526,0.589,1.9482,1.9482,0
4069,1.6024e+07,1.2433,0.18616,0.0021002,2.5877,0.045333,0.0057855,160.74,0.41917,0.5804,2.599,2.599,0
4110,1.6034e+07,1.2086,0.10264,0.0025926,2.5893,0.092668,0.0059842,157.95,0.38852,0.5718,1.4916,1.4916,0
4147,1.6044e+07,1.1787,0.19304,0.0022186,2.5935,-0.020965,0.0068136,155.86,0.45424,0.56315,-0.35229,-0.35229,0
4189,1.6054e+07,1.1466,0.0027852,0.0034559,2.5898,0.12939,0.0052472,153.07,0.35558,0.55469,-0.53654,-0.53654,0
4233,1.6067e+07,1.1163,-0.11842,0.0034638,2.5882,0.076087,0.0061554,149.58,0.30091,0.54416,-0.57545,-0.57545,0
4275,1.6077e+07,1.0907,-0.090941,0.0023655,2.5816,0.14631,0.0054164,146.79,0.24144,0.53573,-1.2889,-1.2889,0
4315,1.6087e+07,1.0719,-0.1341,0.0028282,2.5888,-0.10159,0.0070817,144,0.26212,0.52726,0.081921,0.081921,0
4360,1.6097e+07,1.05,-0.16232,0.0027738,2.592,-0.042213,0.0064319,141.21,0.17721,0.51878,2.0466,2.0466,0
4401,1.6107e+07,1.0321,-0.21276,0.0029708,2.595,-0.019315,0.0060122,138.42,0.26263,0.51024,3.7549,3.7549,0
4441,1.6117e+07,1.0071,-0.10375,0.0024415,2.6018,-0.14577,0.0070384,135.63,0.15503,0.50171,2.9752,2.9752,0
4487,1.6133e+07,0.96514,-0.040585,0.0022719,2.611,-0.028374,0.0061398,131.45,0.37802,0.4888,0.92487,0.92487,0
4530,1.6145e+07,0.93063,-0.04924,0.0020996,2.61,0.028363,0.0059727,127.96,0.4011,0.47801,1.4312,1.4312,0
4570,1.6155e+07,0.90633,-0.11445,0.0026638,2.61,0.10426,0.0053134,125.17,0.47327,0.46932,0.58804,0.58804,0
4611,1.6165e+07,0.87299,0.1181,0.00086568,2.6097,0.08698,0.0057908,122.38,0.49003,0.4606,2.5296,2.5296,0
4653,1.6175e+07,0.83817,0.14399,0.0010819,2.6139,0.0064784,0.0067878,119.59,0.42953,0.4519,1.333,1.333,0
4693,1.6185e+07,0.80679,0.092809,0.0016221,2.6183,-0.036921,0.0066657,116.8,0.45586,0.44317,1.3811,1.3811,0
4738,1.6196e+07,0.77274,0.078674,0.0013171,2.6155,0.10901,0.005577,114.01,0.40595,0.43446,0.96884,0.96884,0
4778,1.6205e+07,0.73257,0.29693,-0.0001581,2.6231,-0.041985,0.0068257,111.22,0.3924,0.42576,2.0047,2.0047,0
4820,1.6215e+07,0.70282,0.045316,0.0023666,2.6251,0.05664,0.0056286,108.43,0.28136,0.41707,3.7459,3.7459,0
4860,1.6226e+07,0.67171,0.03472,0.001401,2.6252,0.078311,0.006041,105.64,0.19466,0.40839,3.8868,3.8868,0
4901,1.6236e+07,0.63926,0.090895,0.0010621,2.6272,0.026918,0.0064012,102.85,0.13414,0.39974,1.95,1.95,0
4939,1.6245e+07,0.61537,-0.10625,0.0025909,2.6257,0.072682,0.0059858,100.06,0.24279,0.39106,3.4535,3.4535,0
4976,1.6255e+07,0.59415,-0.1678,0.0020575,2.6254,0.07042,0.0060502,97.271,0.098864,0.38238,1.6302,1.6302,0
5018,1.6265e+07,0.5686,-0.075426,0.00099445,2.6263,0.0694,0.006274,94.481,0.36712,0.37367,-1.2824,-1.2824,0
5060,1.6275e+07,0.54399,-0.070962,0.0015668,2.6285,0.074627,0.0058337,91.692,0.43717,0.36489,-0.20742,-0.20742,0
5100,1.6285e+07,0.52539,-0.20946,0.002267,2.627,0.061607,0.005783,88.902,0.49204,0.35608,0.34285,0.34285,0
5145,1.6295e+07,0.50234,-0.11048,0.00092762,2.6296,0.02316,0.0064882,86.112,0.47339,0.34728,1.9416,1.9416,0
5186,1.6305e+07,0.47823,-0.055309,0.0004254,2.6356,-0.03538,0.0064932,83.322,0.3857,0.33852,0.53186,0.53186,0
5227,1.6315e+07,0.45389,-0.074351,0.0011954,2.6451,-0.10584,0.0067339,80.532,0.5984,0.3297,2.433,2.433,0
5267,1.6325e+07,0.42408,0.015705,0.00055522,2.6517,-0.093764,0.0065278,77.742,0.54837,0.32088,3.1899,3.1899,0
5310,1.6338e+07,0.39447,0.12603,4.9834e-05,2.6601,-0.099703,0.0065942,75.423,0.39631,0.30994,3.8559,3.8559,0
5347,1.6348e+07,0.38815,0.18444,-0.00054285,2.6551,0.093507,0.0051342,75.417,0.44342,0.30159,2.3225,2.3225,0
5392,1.636e+07,0.38838,0.017095,0.0013942,2.6535,0.065175,0.0057723,75.411,0.36584,0.29223,1.7401,1.7401,0
5433,1.6371e+07,0.38425,0.12772,1.5575e-05,2.6526,0.033845,0.0063353,75.408,0.22535,0.28572,0.91915,0.91915,0
5473,1.6381e+07,0.37409,0.21612,-4.2669e-05,2.6466,0.10267,0.0054793,75.407,0.17133,0.27997,0.9675,0.9675,0
5515,1.639e+07,0.37264,0.049898,0.0014924,2.6438,0.069283,0.0063542,75.405,0.17598,0.27491,1.4536,1.4536,0
5559,1.64e+07,0.37215,-0.0028713,0.0012467,2.6439,-0.022271,0.0066772,75.403,0.17785,0.2704,1.1668,1.1668,0
5601,1.641e+07,0.36636,0.15314,7.906e-05,2.6417,0.027173,0.0061687,75.398,0.35346,0.2664,1.328,1.328,0
5642,1.642e+07,0.37027,-0.072799,0.0018527,2.6427,-0.052074,0.0071279,75.396,0.14119,0.26287,1.8193,1.8193,0
5682,1.643e+07,0.37164,-0.0083336,0.00065497,2.641,0.0033033,0.0060987,75.393,0.27727,0.25977,0.15574,0.15574,0
5717,1.644e+07,0.37656,-0.077685,0.0011893,2.6448,-0.07192,0.0066479,75.388,0.28162,0.257,0.63791,0.63791,0
5758,1.6451e+07,0.38095,-0.072794,0.0011918,2.6457,-0.072439,0.0064975,75.378,0.45472,0.25451,1.715,1.715,0
5799,1.6462e+07,0.39243,-0.27292,0.0026047,2.65,-0.10264,0.0067871,75.366,0.48882,0.2523,2.6756,2.6756,0
5839,1.6471e+07,0.40231,-0.22092,0.0018894,2.6455,0.099756,0.0051531,75.354,0.52624,0.2503,1.7805,1.7805,0
5881,1.6481e+07,0.41099,-0.18964,0.0014779,2.6471,-0.056917,0.0069401,75.342,0.56004,0.24852,1.377,1.377,0
5923,1.6491e+07,0.41239,-0.041172,0.00046729,2.6439,0.055375,0.0056625,75.333,0.35112,0.24699,-0.27208,-0.27208,0
5967,1.6501e+07,0.4092,0.095865,-0.00022587,2.6399,0.071844,0.0058983,75.323,0.34297,0.24565,-0.3149,-0.3149,0
6008,1.6511e+07,0.40488,0.13831,-1.9705e-05,2.6316,0.17938,0.0051648,75.313,0.36368,0.24446,-1.025,-1.025,0
6050,1.6522e+07,0.40026,0.12682,0.00039921,2.6232,0.19279,0.0055189,75.306,0.23314,0.24343,-2.3745,-2.3745,0
6094,1.6532e+07,0.38552,0.31894,-0.0004977,2.6179,0.10194,0.0063614,75.296,0.34017,0.24254,-1.525,-1.525,0
6131,1.6542e+07,0.37189,0.27818,9.5089e-05,2.6138,0.067159,0.0061241,75.289,0.30038,0.24173,-1.2339,-1.2339,0
6171,1.6552e+07,0.36011,0.25966,0.00041537,2.6185,-0.11087,0.0074603,75.283,0.26711,0.24103,-2.0839,-2.0839,0
6211,1.6563e+07,0.34518,0.36164,-0.00032367,2.6265,-0.21269,0.0073412,75.277,0.33494,0.24039,-1.4516,-1.4516,0
6252,1.6572e+07,0.33797,0.20442,0.00052535,2.6335,-0.15768,0.0062814,75.268,0.49694,0.23975,0.48027,0.48027,0
6293,1.6583e+07,0.34018,-0.034193,0.0017284,2.6392,-0.13371,0.0064902,75.261,0.37825,0.23924,1.4867,1.4867,0
6334,1.6593e+07,0.35185,-0.25246,0.0028502,2.6392,-0.079202,0.0063068,75.252,0.53795,0.23872,0.75474,0.75474,0
6380,1.6603e+07,0.35783,-0.10342,0.00074385,2.6384,0.032834,0.0059059,75.246,0.34204,0.23831,1.5709,1.5709,0
6424,1.6613e+07,0.37934,-0.46616,0.0032934,2.6309,0.11128,0.0054073,75.24,0.38643,0.23793,0.69427,0.69427,0
6465,1.6623e+07,0.40904,-0.6555,0.0036816,2.6234,0.17016,0.0052238,75.233,0.43016,0.23761,0.0014305,0.0014305,0
6506,1.6633e+07,0.42585,-0.32914,0.00073975,2.6162,0.18969,0.0055854,75.228,0.35089,0.23731,-0.94109,-0.94109,0
6544,1.6645e+07,0.44218,-0.23921,0.0012247,2.6089,0.14309,0.0057476,75.223,0.30867,0.23704,-0.73862,-0.73862,0
6585,1.6655e+07,0.44723,-0.091513,0.0004531,2.6156,-0.13267,0.007722,75.218,0.46371,0.23681,-0.28172,-0.28172,0
6625,1.6666e+07,0.44659,0.034192,2.227e-07,2.6188,-0.099588,0.0066161,75.215,0.31953,0.2366,-0.49772,-0.49772,0
6667,1.6676e+07,0.43445,0.26682,-0.00097307,2.6269,-0.19584,0.007286,75.214,0.1765,0.2365,0.59118,0.59118,0
6707,1.6685e+07,0.41815,0.36403,-0.00060074,2.6355,-0.20677,0.0068697,75.213,0.25101,0.23639,1.3752,1.3752,0
6752,1.6695e+07,0.4003,0.3988,-0.00035765,2.6458,-0.22991,0.0067294,75.208,0.42867,0.23626,1.2081,1.2081,0
6794,1.6705e+07,0.38027,0.47412,-0.00032199,2.6517,-0.093842,0.0059523,75.206,0.28111,0.23613,1.4339,1.4339,0
6835,1.6715e+07,0.35822,0.47004,-0.00054749,2.6548,-0.11842,0.0064701,75.201,0.42607,0.236,1.8581,1.8581,0
6876,1.6725e+07,0.34684,0.27498,0.00088695,2.6548,-0.025787,0.0058441,75.198,0.29965,0.23591,0.5064,0.5064,0
6918,1.6735e+07,0.34007,0.20387,0.00098187,2.6497,0.094558,0.0056832,75.193,0.47364,0.2358,0.35267,0.35267,0
6953,1.6746e+07,0.34371,-0.040788,0.001855,2.6403,0.20602,0.0050477,75.194,0.23682,0.23572,0.20523,0.20523,0
6993,1.6756e+07,0.35379,-0.16644,0.0016839,2.6314,0.19395,0.0057266,75.195,0.51151,0.23561,0.036335,0.036335,0
7034,1.6766e+07,0.36559,-0.25252,0.0017512,2.6177,0.3075,0.004721,75.199,0.34054,0.23555,-0.036049,-0.036049,0
7075,1.6776e+07,0.37814,-0.25326,0.0019743,2.6099,0.21852,0.0058698,75.202,0.37557,0.2355,0.40941,0.40941,0
7116,1.6786e+07,0.39488,-0.39205,0.0026996,2.6044,0.10653,0.0063415,75.204,0.39278,0.23544,1.2785,1.2785,0
7163,1.6796e+07,0.40799,-0.30958,0.0015695,2.6023,0.0082905,0.006646,75.206,0.39791,0.23541,2.0461,2.0461,0
7204,1.6805e+07,0.42045,-0.26955,0.0015347,2.6049,-0.04348,0.0064304,75.208,0.36921,0.23536,0.49133,0.49133,0
7246,1.6815e+07,0.42807,-0.17022,0.0011179,2.6158,-0.23316,0.0076443,75.211,0.29598,0.23535,-0.015831,-0.015831,0
7287,1.6826e+07,0.43165,-0.058077,0.00076096,2.6243,-0.20478,0.0068261,75.214,0.34492,0.23535,0.90942,0.90942,0
7327,1.6836e+07,0.42692,0.1036,-0.00018107,2.6205,0.053845,0.0047696,75.217,0.37779,0.23533,-1.63,-1.63,0
7368,1.6845e+07,0.4135,0.30548,-0.00071163,2.6197,0.030827,0.0060465,75.22,0.26494,0.23531,-0.52891,-0.52891,0
7405,1.6856e+07,0.39721,0.33718,-0.00034031,2.6116,0.20409,0.0045991,75.22,0.39912,0.2353,0.041962,0.041962,0
7446,1.6866e+07,0.3839,0.31017,-0.0001212,2.606,0.1428,0.0056942,75.222,0.29777,0.2353,-0.38033,-0.38033,0
7488,1.6877e+07,0.37068,0.30786,0.00048663,2.5988,0.1351,0.0057266,75.223,0.35708,0.23528,-0.77114,-0.77114,0
7528,1.6887e+07,0.35613,0.34785,-0.00039331,2.5932,0.16185,0.0054614,75.222,0.3531,0.23529,0.94328,0.94328,0
7572,1.6897e+07,0.35471,0.028052,0.0017872,2.5949,-0.040448,0.0068817,75.223,0.33061,0.23526,0.43507,0.43507,0
7614,1.6906e+07,0.35642,-0.0062637,0.001578,2.5931,0.054759,0.0057612,75.222,0.36796,0.23526,0.056648,0.056648,0
7656,1.6916e+07,0.36156,-0.13269,0.0021173,2.597,-0.051604,0.0063461,75.22,0.34451,0.23527,-0.98314,-0.98314,0
7697,1.6927e+07,0.37332,-0.24076,0.0021938,2.6045,-0.17407,0.0072714,75.219,0.34367,0.23525,0.86956,0.86956,0
7739,1.6939e+07,0.39928,-0.41355,0.0023951,2.6158,-0.149,0.0060131,75.217,0.38936,0.23527,-0.61893,-0.61893,0
7780,1.695e+07,0.41153,-0.21941,0.00072391,2.62,-0.089617,0.0060116,75.213,0.43487,0.23523,0.044346,0.044346,0
7817,1.6959e+07,0.42156,-0.18437,0.00084633,2.6214,-0.060951,0.0059618,75.209,0.36928,0.23522,-0.75531,-0.75531,0
7859,1.6969e+07,0.43063,-0.1712,0.0012222,2.6199,0.057367,0.0053991,75.204,0.43321,0.23518,0.81291,0.81291,0
7899,1.6979e+07,0.43937,-0.19859,0.0014899,2.62,-0.029357,0.0064855,75.199,0.43285,0.23517,-0.97094,-0.97094,0
7940,1.6989e+07,0.43876,0.0101,0.00034083,2.6186,0.02209,0.0061175,75.195,0.32047,0.23516,-0.30603,-0.30603,0
7986,1.7e+07,0.43015,0.1892,-0.00022474,2.6124,0.14135,0.0049234,75.191,0.32058,0.23517,0.37184,0.37184,0
8028,1.701e+07,0.42573,0.097765,0.00082253,2.6102,0.046378,0.0061771,0.0021445,0.31755,0.23519,1.2361,1.2361,0
8071,1.702e+07,0.41743,0.18648,0.0001075,2.607,0.078189,0.0058302,0.0021162,0.48396,0.22099,1.2113,1.2113,0
8111,1.703e+07,0.39483,0.55597,-0.0022222,2.6014,0.10762,0.0055331,0.0019763,0.40232,0.19902,1.5606,1.5606,0
8149,1.704e+07,0.38175,0.43875,9.7566e-05,2.5927,-0.0031899,0.0061447,0.0019109,0.37748,0.17682,1.8707,1.8707,0
8186,1.705e+07,0.3726,0.32891,0.0014202,2.5955,-0.38242,0.0092075,0.001873,0.032442,0.15654,0.15497,0.15497,0
8227,1.706e+07,0.36123,0.21016,0.0015485,2.5834,-0.0079775,0.0067779,0.0018119,-0.16958,0.13845,3.8982,3.8982,0
8267,1.707e+07,0.347,0.19383,0.00030781,2.5715,0.16974,0.0038489,0.0017354,0.58622,0.12227,1.2997,1.2997,0
8309,1.708e+07,0.32534,0.37365,-0.0024537,2.611,-0.99769,0.016138,0.0016509,0.55965,0.10776,0.048161,0.048161,0
8351,1.709e+07,0.30309,0.66799,-0.0083272,2.6061,-0.20455,0.0093818,0.0015442,0.73718,0.09482,1.9886,1.9886,0
8395,1.7101e+07,0.33261,-0.64919,0.0040054,2.6297,-0.90707,0.015358,0.0017036,0.60325,0.083443,-2.0175,-2.0175,0
8436,1.711e+07,0.34806,-0.81037,0.0080725,2.6126,0.36311,0.00533,0.0017647,0.68692,0.073446,1.2914,1.2914,0
8478,1.712e+07,0.34628,-1.0397,0.011571,2.5823,1.542,-0.0082642,0.0017362,0.80794,0.064723,3.1507,3.1507,0
8519,1.713e+07,0.37019,-2.1572,0.023017,2.5419,2.1947,-0.016331,0.0018135,0.7201,0.057047,-4.8316,-4.8316,0
8559,1.714e+07,0.38861,-2.5645,0.029416,2.5531,1.032,-0.0063055,0.0019183,0.45791,0.050444,-8.1665,-8.1665,0
8599,1.7153e+07,0.30354,-1.9764,0.020862,2.6151,0.25008,0.0050943,0.0015387,-0.25881,0.043254,-5.422,-5.422,0
8640,1.7163e+07,0.31325,-1.6205,0.016559,2.5896,1.3591,-0.0049368,0.001563,0.32529,0.038233,0.53635,0.53635,0
8680,1.7173e+07,0.33663,-1.603,0.013177,2.5759,1.0702,-0.0024306,0.0016779,0.01132,0.033895,2.1561,2.1561,0
8721,1.7182e+07,0.35804,-1.0985,0.0091647,2.5483,1.3297,-0.0042415,0.0017577,0.36239,0.02991,9.7178,9.7178,0
8762,1.7193e+07,0.36916,-0.56784,0.0036931,2.5374,0.78633,-0.0014511,0.0018139,0.34851,0.026441,12.21,12.21,0
8806,1.7203e+07,0.36337,0.067013,-0.00099155,2.5677,-0.56059,0.0093318,0.0017934,0.23281,0.023245,4.0084,4.0084,0
8847,1.7213e+07,0.34836,0.39933,-0.0014421,2.6065,-1.151,0.01472,0.001762,0.4146,0.020406,1.4136,1.4136,0
8887,1.7223e+07,0.3474,0.1958,0.0010486,2.6157,-0.74151,0.010805,0.0017656,0.5489,0.017834,-5.2322,-5.2322,0
8929,1.7233e+07,0.36704,-0.13592,-0.00037576,2.6039,-0.17704,0.006814,0.0018576,0.82425,0.015402,-6.1106,-6.1106,0
8966,1.7243e+07,0.37925,0.34331,-0.0061372,2.634,-1.4967,0.020517,0.0019369,1.0076,0.013216,-6.4729,-6.4729,0
9004,1.7253e+07,0.33088,2.1454,-0.018898,2.6435,-1.1707,0.018245,0.0017027,0.4991,0.011271,1.6871,1.6871,0
9045,1.7263e+07,0.28098,2.2771,-0.018145,2.6282,-0.64356,0.012828,0.0014297,0.62447,0.0097003,-0.14801,-0.14801,0
9085,1.7273e+07,0.33614,-0.33131,0.0033028,2.5974,-0.036939,0.0090738,0.0017013,0.25303,0.0083048,-2.6757,-2.6757,0
9126,1.7284e+07,0.39073,-0.83003,0.0028423,2.5775,-0.12984,0.010456,0.0019604,0.56358,0.0071284,5.567,5.567,0
9166,1.7293e+07,0.4039,-0.11022,-0.00029537,2.5954,-0.89745,0.016292,0.0020325,-0.31811,0.0062294,7.3362,7.3362,0
9211,1.7303e+07,0.38588,0.77329,-0.0031238,2.5473,0.90989,-0.00075806,0.0018964,0.1248,0.0055083,1.9991,1.9991,0
9246,1.7333e+07,0.38106,1.0797,-0.0088815,2.5928,-0.31801,0.0092489,0.0019128,-0.25347,0.003887,4.4726,4.4726,0
9289,1.7343e+07,0.38963,0.069739,0.0015081,2.59,-0.18701,0.0083637,0.0019461,-0.69695,0.0035846,-19.029,-19.029,0
9326,1.7353e+07,0.4137,-0.13574,0.00532,2.6393,-1.6251,0.017888,0.0021111,0.65097,0.0030912,1.6479,1.6479,0
9364,1.7363e+07,0.36833,2.0331,-0.0191,2.6098,0.22964,0.0067979,0.0018647,-0.25546,0.0026962,-1.9195,-1.9195,0
9405,1.7373e+07,0.21146,5.2394,-0.047966,2.6257,-0.99731,0.012199,0.0010617,1.234,0.0021397,2.2977,2.2977,0
9445,1.7383e+07,0.25811,0.0014784,0.0053239,2.6155,-0.21889,0.0056777,0.0013094,-0.61875,0.0016659,9.6903,9.6903,0
