LineNo,TimeUS,IMU,VibeX,VibeY,VibeZ,Clip
7924,1.698e+07,2,0,0,0,0
7965,1.699e+07,2,0,0,0,0
8011,1.7e+07,2,0,0,0,0
8055,1.701e+07,2,0,0,0,0
8096,1.702e+07,2,0,0,0,0
8136,1.7031e+07,2,0,0,0,0
8174,1.704e+07,2,0,0,0,0
8211,1.7051e+07,2,0,0,0,0
8252,1.7061e+07,2,0,0,0,0
8292,1.7071e+07,2,0,0,0,0
8334,1.7081e+07,2,0,0,0,0
8376,1.7091e+07,2,0,0,0,0
8420,1.7101e+07,2,0,0,0,0
8461,1.7111e+07,2,0,0,0,0
8503,1.7121e+07,2,0,0,0,0
8544,1.7131e+07,2,0,0,0,0
8584,1.7141e+07,2,0,0,0,0
8624,1.7154e+07,2,0,0,0,0
8665,1.7164e+07,2,0,0,0,0
8705,1.7174e+07,2,0,0,0,0
8746,1.7183e+07,2,0,0,0,0
8787,1.7193e+07,2,0,0,0,0
8831,1.7204e+07,2,0,0,0,0
8872,1.7214e+07,2,0,0,0,0
8912,1.7224e+07,2,0,0,0,0
8954,1.7233e+07,2,0,0,0,0
8991,1.7244e+07,2,0,0,0,0
9029,1.7254e+07,2,0,0,0,0
9070,1.7264e+07,2,0,0,0,0
9110,1.7274e+07,2,0,0,0,0
9151,1.7284e+07,2,0,0,0,0
9191,1.7294e+07,2,0,0,0,0
9271,1.7334e+07,2,0,0,0,0
9314,1.7344e+07,2,0,0,0,0
9351,1.7354e+07,2,0,0,0,0
9389,1.7364e+07,2,0,0,0,0
9430,1.7374e+07,2,0,0,0,0
9470,1.7384e+07,2,0,0,0,0
9512,1.7394e+07,2,0,0,0,0
9556,1.7404e+07,2,0,0,0,0
9597,1.7414e+07,2,0,0,0,0
9637,1.7424e+07,2,0,0,0,0
9680,1.7434e+07,2,0,0,0,0
9721,1.7444e+07,2,0,0,0,0
9758,1.7454e+07,2,0,0,0,0
9800,1.7466e+07,2,0,0,0,0
9841,1.7477e+07,2,0,0,0,0
9881,1.7487e+07,2,0,0,0,0
9922,1.7497e+07,2,0,0,0,0
9968,1.7507e+07,2,0,0,0,0
10010,1.7517e+07,2,0,0,0,0
10050,1.7527e+07,2,0,0,0,0
10091,1.7537e+07,2,0,0,0,0
10130,1.7547e+07,2,0,0,0,0
10169,1.7557e+07,2,0,0,0,0
10210,1.7567e+07,2,0,0,0,0
10250,1.7577e+07,2,0,0,0,0
10292,1.7587e+07,2,0,0,0,0
10332,1.7597e+07,2,0,0,0,0
10378,1.7607e+07,2,0,0,0,0
10419,1.7617e+07,2,0,0,0,0
10459,1.7627e+07,2,0,0,0,0
10501,1.7637e+07,2,0,0,0,0
10538,1.765e+07,2,0,0,0,0
10580,1.766e+07,2,0,0,0,0
10622,1.767e+07,2,0,0,0,0
10663,1.768e+07,2,0,0,0,0
10704,1.769e+07,2,0,0,0,0
10747,1.7701e+07,2,0,0,0,0
10790,1.7711e+07,2,0,0,0,0
10830,1.7721e+07,2,0,0,0,0
10871,1.7731e+07,2,0,0,0,0
10914,1.7741e+07,2,0,0,0,0
10954,1.7754e+07,2,0,0,0,0
10997,1.7764e+07,2,0,0,0,0
11037,1.7774e+07,2,0,0,0,0
11078,1.7784e+07,2,0,0,0,0
11118,1.7794e+07,2,0,0,0,0
11166,1.7804e+07,2,0,0,0,0
11207,1.7814e+07,2,0,0,0,0
11247,1.7824e+07,2,0,0,0,0
11289,1.7834e+07,2,0,0,0,0
11329,1.7844e+07,2,0,0,0,0
11367,1.7854e+07,2,0,0,0,0
11408,1.7864e+07,2,0,0,0,0
11452,1.7877e+07,2,0,0,0,0
11493,1.7887e+07,2,0,0,0,0
11535,1.7896e+07,2,0,0,0,0
11580,1.7906e+07,2,0,0,0,0
11621,1.7917e+07,2,0,0,0,0
11661,1.7927e+07,2,0,0,0,0
11702,1.7937e+07,2,0,0,0,0
11744,1.7946e+07,2,0,0,0,0
11782,1.7957e+07,2,0,0,0,0
11823,1.7967e+07,2,0,0,0,0
11866,1.7977e+07,2,0,0,0,0
11907,1.7988e+07,2,0,0,0,0
11949,1.7997e+07,2,0,0,0,0
11994,1.8007e+07,2,0,0,0,0
12034,1.8017e+07,2,0,0,0,0
12076,1.8027e+07,2,0,0,0,0
12120,1.8043e+07,2,0,0,0,0
12161,1.8053e+07,2,0,0,0,0
12201,1.8063e+07,2,0,0,0,0
12244,1.8073e+07,2,0,0,0,0
12284,1.8083e+07,2,0,0,0,0
12326,1.8093e+07,2,0,0,0,0
12369,1.8103e+07,2,0,0,0,0
12411,1.8113e+07,2,0,0,0,0
12457,1.8125e+07,2,0,0,0,0
12497,1.8135e+07,2,0,0,0,0
12542,1.8148e+07,2,0,0,0,0
12579,1.8159e+07,2,0,0,0,0
12620,1.8169e+07,2,0,0,0,0
12661,1.8179e+07,2,0,0,0,0
12703,1.8189e+07,2,0,0,0,0
12744,1.8199e+07,2,0,0,0,0
12788,1.8209e+07,2,0,0,0,0
12829,1.8219e+07,2,0,0,0,0
12869,1.8229e+07,2,0,0,0,0
12911,1.8239e+07,2,0,0,0,0
12949,1.8249e+07,2,0,0,0,0
12986,1.826e+07,2,0,0,0,0
13027,1.8269e+07,2,0,0,0,0
13068,1.828e+07,2,0,0,0,0
13110,1.8289e+07,2,0,0,0,0
13150,1.83e+07,2,0,0,0,0
13195,1.831e+07,2,0,0,0,0
13235,1.8319e+07,2,0,0,0,0
13278,1.8329e+07,2,0,0,0,0
13319,1.834e+07,2,0,0,0,0
13357,1.8352e+07,2,0,0,0,0
13397,1.8362e+07,2,0,0,0,0
13438,1.8373e+07,2,0,0,0,0
13480,1.8383e+07,2,0,0,0,0
13520,1.8393e+07,2,0,0,0,0
13562,1.8403e+07,2,0,0,0,0
13606,1.8413e+07,2,0,0,0,0
13646,1.8423e+07,2,0,0,0,0
13687,1.8433e+07,2,0,0,0,0
13728,1.8443e+07,2,0,0,0,0
13766,1.8453e+07,2,0,0,0,0
13806,1.8463e+07,2,0,0,0,0
13844,1.8473e+07,2,0,0,0,0
13885,1.8483e+07,2,0,0,0,0
13927,1.8493e+07,2,0,0,0,0
13969,1.8504e+07,2,0,0,0,0
14014,1.8514e+07,2,0,0,0,0
14055,1.8523e+07,2,0,0,0,0
14098,1.8533e+07,2,0,0,0,0
14138,1.8544e+07,2,0,0,0,0
14179,1.8556e+07,2,0,0,0,0
14220,1.8567e+07,2,0,0,0,0
14261,1.8577e+07,2,0,0,0,0
14301,1.8586e+07,2,0,0,0,0
14343,1.8597e+07,2,0,0,0,0
14387,1.8607e+07,2,0,0,0,0
14430,1.8617e+07,2,0,0,0,0
14471,1.8627e+07,2,0,0,0,0
14511,1.8637e+07,2,0,0,0,0
14553,1.8647e+07,2,0,0,0,0
14590,1.8657e+07,2,0,0,0,0
14632,1.8668e+07,2,0,0,0,0
14673,1.8678e+07,2,0,0,0,0
14713,1.8688e+07,2,0,0,0,0
14754,1.8697e+07,2,0,0,0,0
14798,1.8708e+07,2,0,0,0,0
14840,1.8718e+07,2,0,0,0,0
14881,1.8729e+07,2,0,0,0,0
14924,1.8739e+07,2,0,0,0,0
14966,1.8748e+07,2,0,0,0,0
15000,1.8758e+07,2,0,0,0,0
15040,1.8768e+07,2,0,0,0,0
15080,1.8779e+07,2,0,0,0,0
15120,1.8789e+07,2,0,0,0,0
15162,1.8799e+07,2,0,0,0,0
15207,1.8809e+07,2,0,0,0,0
15250,1.8819e+07,2,0,0,0,0
15291,1.8829e+07,2,0,0,0,0
15333,1.8839e+07,2,0,0,0,0
15373,1.8849e+07,2,0,0,0,0
15408,1.8859e+07,2,0,0,0,0
15449,1.8869e+07,2,0,0,0,0
15489,1.8879e+07,2,0,0,0,0
15530,1.8889e+07,2,0,0,0,0
15572,1.89e+07,2,0,0,0,0
15615,1.891e+07,2,0,0,0,0
15657,1.892e+07,2,0,0,0,0
15697,1.893e+07,2,0,0,0,0
15741,1.894e+07,2,0,0,0,0
15782,1.8953e+07,2,0,0,0,0
15823,1.8963e+07,2,0,0,0,0
15860,1.8973e+07,2,0,0,0,0
15901,1.8983e+07,2,0,0,0,0
15944,1.8993e+07,2,0,0,0,0
15984,1.9003e+07,2,0,0,0,0
16030,1.9013e+07,2,0,0,0,0
16070,1.9023e+07,2,0,0,0,0
16111,1.9033e+07,2,0,0,0,0
16154,1.9043e+07,2,0,0,0,0
16191,1.9056e+07,2,0,0,0,0
16232,1.9066e+07,2,0,0,0,0
16272,1.9076e+07,2,0,0,0,0
16313,1.9086e+07,2,0,0,0,0
16355,1.9096e+07,2,0,0,0,0
16396,1.9106e+07,2,0,0,0,0
16441,1.9116e+07,2,0,0,0,0
16481,1.9126e+07,2,0,0,0,0
16523,1.9136e+07,2,0,0,0,0
16566,1.9146e+07,2,0,0,0,0
16607,1.9161e+07,2,0,0,0,0
16647,1.9172e+07,2,0,0,0,0
16689,1.9182e+07,2,0,0,0,0
16730,1.9192e+07,2,0,0,0,0
16770,1.9202e+07,2,0,0,0,0
16814,1.9213e+07,2,0,0,0,0
16855,1.9222e+07,2,0,0,0,0
16897,1.9233e+07,2,0,0,0,0
16938,1.9243e+07,2,0,0,0,0
16978,1.9253e+07,2,0,0,0,0
17016,1.9266e+07,2,0,0,0,0
17061,1.9278e+07,2,0,0,0,0
17102,1.9289e+07,2,0,0,0,0
17143,1.9298e+07,2,0,0,0,0
17183,1.9308e+07,2,0,0,0,0
17231,1.9321e+07,2,0,0,0,0
17275,1.9331e+07,2,0,0,0,0
17315,1.9341e+07,2,0,0,0,0
17356,1.9354e+07,2,0,0,0,0
17393,1.9364e+07,2,0,0,0,0
17434,1.9374e+07,2,0,0,0,0
17477,1.9384e+07,2,0,0,0,0
17517,1.9393e+07,2,0,0,0,0
17559,1.9404e+07,2,0,0,0,0
17602,1.9414e+07,2,0,0,0,0
17644,1.9424e+07,2,0,0,0,0
17684,1.9434e+07,2,0,0,0,0
17725,1.9444e+07,2,0,0,0,0
17766,1.9456e+07,2,0,0,0,0
17807,1.9467e+07,2,0,0,0,0
17848,1.9477e+07,2,0,0,0,0
17890,1.9487e+07,2,0,0,0,0
17932,1.9496e+07,2,0,0,0,0
17973,1.9506e+07,2,0,0,0,0
18018,1.9517e+07,2,0,0,0,0
18061,1.9527e+07,2,0,0,0,0
18101,1.9536e+07,2,0,0,0,0
18142,1.9547e+07,2,0,0,0,0
18182,1.956e+07,2,0,0,0,0
18224,1.957e+07,2,0,0,0,0
18265,1.958e+07,2,0,0,0,0
18302,1.959e+07,2,0,0,0,0
18344,1.96e+07,2,0,0,0,0
18385,1.961e+07,2,0,0,0,0
18431,1.962e+07,2,0,0,0,0
18472,1.963e+07,2,0,0,0,0
18512,1.964e+07,2,0,0,0,0
18553,1.965e+07,2,0,0,0,0
18593,1.966e+07,2,0,0,0,0
18629,1.967e+07,2,0,0,0,0
18671,1.968e+07,2,0,0,0,0
18711,1.969e+07,2,0,0,0,0
18752,1.97e+07,2,0,0,0,0
18795,1.971e+07,2,0,0,0,0
18839,1.972e+07,2,0,0,0,0
18881,1.973e+07,2,0,0,0,0
18922,1.974e+07,2,0,0,0,0
18962,1.975e+07,2,0,0,0,0
19004,1.976e+07,2,0,0,0,0
19042,1.977e+07,2,0,0,0,0
19082,1.9781e+07,2,0,0,0,0
19123,1.9791e+07,2,0,0,0,0
19163,1.98e+07,2,0,0,0,0
19206,1.9811e+07,2,0,0,0,0
19252,1.9821e+07,2,0,0,0,0
19293,1.983e+07,2,0,0,0,0
19334,1.9841e+07,2,0,0,0,0
19374,1.985e+07,2,0,0,0,0
19416,1.9863e+07,2,0,0,0,0
19456,1.9873e+07,2,0,0,0,0
19497,1.9883e+07,2,0,0,0,0
19538,1.9893e+07,2,0,0,0,0
19579,1.9903e+07,2,0,0,0,0
19627,1.9915e+07,2,0,0,0,0
19668,1.9925e+07,2,0,0,0,0
19711,1.9935e+07,2,0,0,0,0
19752,1.9945e+07,2,0,0,0,0
19790,1.9955e+07,2,0,0,0,0
19828,1.9965e+07,2,0,0,0,0
19869,1.9976e+07,2,0,0,0,0
19912,1.9985e+07,2,0,0,0,0
19952,1.9996e+07,2,0,0,0,0
19994,2.0005e+07,2,0,0,0,0
20038,2.0015e+07,2,0,0,0,0
20080,2.0026e+07,2,0,0,0,0
20121,2.0035e+07,2,0,0,0,0
20161,2.0046e+07,2,0,0,0,0
20202,2.0055e+07,2,0,0,0,0
20237,2.0065e+07,2,0,0,0,0
20278,2.0075e+07,2,0,0,0,0
20319,2.0085e+07,2,0,0,0,0
20359,2.0096e+07,2,0,0,0,0
20401,2.0105e+07,2,0,0,0,0
20446,2.0115e+07,2,0,0,0,0
20487,2.0126e+07,2,0,0,0,0
20529,2.0135e+07,2,0,0,0,0
20569,2.0145e+07,2,0,0,0,0
20613,2.0158e+07,2,0,0,0,0
20650,2.0168e+07,2,0,0,0,0
20690,2.0178e+07,2,0,0,0,0
20730,2.0188e+07,2,0,0,0,0
20771,2.0198e+07,2,0,0,0,0
20812,2.0208e+07,2,0,0,0,0
20856,2.0218e+07,2,0,0,0,0
20898,2.0228e+07,2,0,0,0,0
20939,2.0238e+07,2,0,0,0,0
20980,2.0248e+07,2,0,0,0,0
21021,2.026e+07,2,0,0,0,0
21059,2.0271e+07,2,0,0,0,0
21100,2.028e+07,2,0,0,0,0
21140,2.029e+07,2,0,0,0,0
21182,2.0301e+07,2,0,0,0,0
21222,2.031e+07,2,0,0,0,0
21269,2.0321e+07,2,0,0,0,0
21310,2.033e+07,2,0,0,0,0
21352,2.034e+07,2,0,0,0,0
21395,2.0351e+07,2,0,0,0,0
21432,2.036e+07,2,0,0,0,0
21469,2.037e+07,2,0,0,0,0
21510,2.0381e+07,2,0,0,0,0
21550,2.039e+07,2,0,0,0,0
21591,2.0401e+07,2,0,0,0,0
21632,2.0411e+07,2,0,0,0,0
21677,2.0421e+07,2,0,0,0,0
21718,2.0431e+07,2,0,0,0,0
21758,2.0441e+07,2,0,0,0,0
21801,2.0451e+07,2,0,0,0,0
21838,2.0463e+07,2,0,0,0,0
21878,2.0474e+07,2,0,0,0,0
21921,2.0484e+07,2,0,0,0,0
21961,2.0494e+07,2,0,0,0,0
22003,2.0503e+07,2,0,0,0,0
22043,2.0514e+07,2,0,0,0,0
22089,2.0524e+07,2,0,0,0,0
22131,2.0534e+07,2,0,0,0,0
22172,2.0544e+07,2,0,0,0,0
22213,2.0554e+07,2,0,0,0,0
22255,2.0566e+07,2,0,0,0,0
22293,2.0576e+07,2,0,0,0,0
22333,2.0587e+07,2,0,0,0,0
22374,2.0596e+07,2,0,0,0,0
22414,2.0606e+07,2,0,0,0,0
22460,2.0617e+07,2,0,0,0,0
22502,2.0627e+07,2,0,0,0,0
22542,2.0636e+07,2,0,0,0,0
22583,2.0646e+07,2,0,0,0,0
22625,2.0657e+07,2,0,0,0,0
22666,2.0667e+07,2,0,0,0,0
22703,2.0676e+07,2,0,0,0,0
22741,2.0686e+07,2,0,0,0,0
22783,2.0696e+07,2,0,0,0,0
22823,2.0707e+07,2,0,0,0,0
22868,2.0717e+07,2,0,0,0,0
22909,2.0727e+07,2,0,0,0,0
22953,2.0737e+07,2,0,0,0,0
22993,2.0747e+07,2,0,0,0,0
23035,2.076e+07,2,0,0,0,0
23076,2.077e+07,2,0,0,0,0
23113,2.078e+07,2,0,0,0,0
23154,2.079e+07,2,0,0,0,0
23194,2.08e+07,2,0,0,0,0
23236,2.081e+07,2,0,0,0,0
23282,2.082e+07,2,0,0,0,0
23323,2.083e+07,2,0,0,0,0
23364,2.084e+07,2,0,0,0,0
23404,2.085e+07,2,0,0,0,0
23447,2.086e+07,2,0,0,0,0
23487,2.0872e+07,2,0,0,0,0
23528,2.0882e+07,2,0,0,0,0
23569,2.0892e+07,2,0,0,0,0
23612,2.0903e+07,2,0,0,0,0
23653,2.0912e+07,2,0,0,0,0
23697,2.0922e+07,2,0,0,0,0
23738,2.0932e+07,2,0,0,0,0
23780,2.0942e+07,2,0,0,0,0
23822,2.0953e+07,2,0,0,0,0
23863,2.0962e+07,2,0,0,0,0
23904,2.0972e+07,2,0,0,0,0
23947,2.0985e+07,2,0,0,0,0
23987,2.0995e+07,2,0,0,0,0
24028,2.1005e+07,2,0,0,0,0
24070,2.1014e+07,2,0,0,0,0
24114,2.1024e+07,2,0,0,0,0
24155,2.1035e+07,2,0,0,0,0
24196,2.1045e+07,2,0,0,0,0
24237,2.1055e+07,2,0,0,0,0
24274,2.1064e+07,2,0,0,0,0
24319,2.108e+07,2,0,0,0,0
24360,2.109e+07,2,0,0,0,0
24401,2.11e+07,2,0,0,0,0
24443,2.111e+07,2,0,0,0,0
24488,2.112e+07,2,0,0,0,0
24528,2.113e+07,2,0,0,0,0
24572,2.1141e+07,2,0,0,0,0
24612,2.115e+07,2,0,0,0,0
24653,2.1161e+07,2,0,0,0,0
24690,2.1171e+07,2,0,0,0,0
24731,2.118e+07,2,0,0,0,0
24773,2.1191e+07,2,0,0,0,0
24813,2.1201e+07,2,0,0,0,0
24855,2.1211e+07,2,0,0,0,0
24899,2.1221e+07,2,0,0,0,0
24940,2.1231e+07,2,0,0,0,0
24980,2.1241e+07,2,0,0,0,0
25022,2.1251e+07,2,0,0,0,0
25063,2.1261e+07,2,0,0,0,0
25103,2.1273e+07,2,0,0,0,0
25145,2.1284e+07,2,0,0,0,0
25186,2.1294e+07,2,0,0,0,0
25227,2.1304e+07,2,0,0,0,0
25268,2.1314e+07,2,0,0,0,0
25312,2.1324e+07,2,0,0,0,0
25354,2.1334e+07,2,0,0,0,0
25396,2.1344e+07,2,0,0,0,0
25437,2.1354e+07,2,0,0,0,0
25480,2.1366e+07,2,0,0,0,0
25518,2.1377e+07,2,0,0,0,0
25559,2.1387e+07,2,0,0,0,0
25601,2.1397e+07,2,0,0,0,0
25642,2.1407e+07,2,0,0,0,0
25682,2.1417e+07,2,0,0,0,0
25727,2.1426e+07,2,0,0,0,0
25769,2.1437e+07,2,0,0,0,0
25809,2.1446e+07,2,0,0,0,0
25853,2.1459e+07,2,0,0,0,0
25893,2.147e+07,2,0,0,0,0
25933,2.148e+07,2,0,0,0,0
25975,2.149e+07,2,0,0,0,0
26016,2.15e+07,2,0,0,0,0
26057,2.151e+07,2,0,0,0,0
26101,2.152e+07,2,0,0,0,0
26145,2.153e+07,2,0,0,0,0
26185,2.154e+07,2,0,0,0,0
26226,2.155e+07,2,0,0,0,0
26267,2.156e+07,2,0,0,0,0
26307,2.157e+07,2,0,0,0,0
26346,2.1583e+07,2,0,0,0,0
26387,2.1593e+07,2,0,0,0,0
26427,2.1603e+07,2,0,0,0,0
26471,2.1613e+07,2,0,0,0,0
26516,2.1623e+07,2,0,0,0,0
26558,2.1633e+07,2,0,0,0,0
26598,2.1643e+07,2,0,0,0,0
26639,2.1653e+07,2,0,0,0,0
26679,2.1663e+07,2,0,0,0,0
26717,2.1673e+07,2,0,0,0,0
26755,2.1684e+07,2,0,0,0,0
26796,2.1694e+07,2,0,0,0,0
26837,2.1704e+07,2,0,0,0,0
26879,2.1714e+07,2,0,0,0,0
26929,2.1726e+07,2,0,0,0,0
26969,2.1736e+07,2,0,0,0,0
27010,2.1746e+07,2,0,0,0,0
27052,2.1756e+07,2,0,0,0,0
27092,2.1766e+07,2,0,0,0,0
27134,2.1776e+07,2,0,0,0,0
27172,2.1786e+07,2,0,0,0,0
27213,2.1796e+07,2,0,0,0,0
27254,2.1806e+07,2,0,0,0,0
27295,2.1816e+07,2,0,0,0,0
27343,2.1826e+07,2,0,0,0,0
27383,2.1836e+07,2,0,0,0,0
27425,2.1846e+07,2,0,0,0,0
27465,2.1856e+07,2,0,0,0,0
27506,2.1866e+07,2,0,0,0,0
27547,2.1876e+07,2,0,0,0,0
27584,2.1886e+07,2,0,0,0,0
27626,2.1896e+07,2,0,0,0,0
27667,2.1907e+07,2,0,0,0,0
27707,2.1916e+07,2,0,0,0,0
27755,2.1927e+07,2,0,0,0,0
27795,2.1936e+07,2,0,0,0,0
27836,2.1946e+07,2,0,0,0,0
27877,2.1957e+07,2,0,0,0,0
27915,2.1969e+07,2,0,0,0,0
27957,2.1979e+07,2,0,0,0,0
27998,2.199e+07,2,0,0,0,0
28039,2.2e+07,2,0,0,0,0
28080,2.2009e+07,2,0,0,0,0
28121,2.2019e+07,2,0,0,0,0
28166,2.203e+07,2,0,0,0,0
28207,2.2039e+07,2,0,0,0,0
28247,2.205e+07,2,0,0,0,0
28289,2.206e+07,2,0,0,0,0
28327,2.2069e+07,2,0,0,0,0
28367,2.208e+07,2,0,0,0,0
28405,2.209e+07,2,0,0,0,0
28445,2.21e+07,2,0,0,0,0
28487,2.211e+07,2,0,0,0,0
28527,2.212e+07,2,0,0,0,0
28576,2.2131e+07,2,0,0,0,0
28626,2.2141e+07,2,0,0,0,0
28670,2.2151e+07,2,0,0,0,0
28715,2.2164e+07,2,0,0,0,0
28762,2.2177e+07,2,0,0,0,0
28807,2.2187e+07,2,0,0,0,0
28853,2.2197e+07,2,0,0,0,0
28894,2.2207e+07,2,0,0,0,0
28939,2.2217e+07,2,0,0,0,0
28988,2.2227e+07,2,0,0,0,0
