LineNo,TimeUS,Roll,Pitch,Yaw,Alt,Lat,Lng,Q1,Q2,Q3,Q4
207,1.5038e+07,0.24,-0.28,12.34,-0.1,43.601,13.482,0.9942,0.0024225,-0.002222,0.10747
310,1.5072e+07,0.25,-0.28,12.35,-0.1,43.601,13.482,0.9942,0.0024427,-0.0022566,0.10754
652,1.5134e+07,0.25,-0.28,12.36,-0.1,43.601,13.482,0.99418,0.0024894,-0.0022378,0.10766
765,1.515e+07,0.25,-0.28,12.36,-0.22,43.601,13.482,0.99418,0.0024805,-0.0022345,0.10766
878,1.5165e+07,0.25,-0.28,12.37,-0.22,43.601,13.482,0.99418,0.0024844,-0.0022336,0.10767
991,1.5183e+07,0.25,-0.28,12.37,-0.22,43.601,13.482,0.99418,0.0024831,-0.0022407,0.10769
1222,1.5261e+07,0.25,-0.29,12.38,-0.22,43.601,13.482,0.99416,0.0025114,-0.0023301,0.10782
1606,1.5416e+07,0.25,-0.3,12.39,-0.13,43.601,13.482,0.99416,0.0025363,-0.0024113,0.1079
1684,1.5427e+07,0.25,-0.3,12.39,-0.13,43.601,13.482,0.99415,0.0025298,-0.0024281,0.10791
1726,1.5437e+07,0.25,-0.3,12.39,-0.13,43.601,13.482,0.99415,0.0025186,-0.0024476,0.10791
1766,1.5447e+07,0.25,-0.31,12.39,-0.13,43.601,13.482,0.99415,0.0025097,-0.0024741,0.10793
1807,1.5461e+07,0.25,-0.31,12.4,-0.13,43.601,13.482,0.99415,0.0025076,-0.002502,0.10794
1850,1.5473e+07,0.25,-0.31,12.4,-0.13,43.601,13.482,0.99415,0.0025281,-0.0025346,0.10795
1892,1.5483e+07,0.25,-0.32,12.4,-0.13,43.601,13.482,0.99415,0.0025304,-0.0025536,0.10797
1937,1.5493e+07,0.25,-0.32,12.4,-0.23,43.601,13.482,0.99415,0.0025369,-0.002577,0.10798
1977,1.5503e+07,0.25,-0.32,12.4,-0.23,43.601,13.482,0.99414,0.0025448,-0.0025891,0.108
2018,1.5513e+07,0.25,-0.32,12.4,-0.23,43.601,13.482,0.99414,0.0025618,-0.0025994,0.10799
2061,1.5524e+07,0.26,-0.32,12.4,-0.23,43.601,13.482,0.99414,0.0025697,-0.0026138,0.108
2105,1.5539e+07,0.26,-0.33,12.4,-0.23,43.601,13.482,0.99414,0.0025726,-0.0026534,0.108
2149,1.5549e+07,0.25,-0.33,12.4,-0.23,43.601,13.482,0.99414,0.0025728,-0.0026697,0.108
2189,1.5559e+07,0.25,-0.33,12.4,-0.23,43.601,13.482,0.99414,0.0025616,-0.0026702,0.108
2230,1.5569e+07,0.25,-0.33,12.4,-0.23,43.601,13.482,0.99414,0.0025511,-0.002678,0.10801
2271,1.5579e+07,0.25,-0.33,12.4,-0.23,43.601,13.482,0.99414,0.0025297,-0.0026832,0.10801
2315,1.5589e+07,0.25,-0.33,12.41,-0.23,43.601,13.482,0.99414,0.0025259,-0.0026731,0.10803
2357,1.5599e+07,0.25,-0.33,12.41,-0.22,43.601,13.482,0.99414,0.002519,-0.0026825,0.10803
2398,1.5609e+07,0.25,-0.33,12.41,-0.22,43.601,13.482,0.99414,0.0025166,-0.0026735,0.10804
2442,1.5619e+07,0.25,-0.33,12.41,-0.22,43.601,13.482,0.99414,0.0025099,-0.0026706,0.10805
2482,1.5629e+07,0.25,-0.33,12.41,-0.22,43.601,13.482,0.99414,0.0025137,-0.0026653,0.10806
2520,1.564e+07,0.25,-0.33,12.41,-0.22,43.601,13.482,0.99414,0.0025276,-0.0026486,0.10806
2563,1.565e+07,0.25,-0.33,12.41,-0.22,43.601,13.482,0.99414,0.0025279,-0.0026435,0.10807
2603,1.566e+07,0.25,-0.33,12.41,-0.22,43.601,13.482,0.99414,0.0025374,-0.0026287,0.10806
2644,1.567e+07,0.25,-0.32,12.41,-0.22,43.601,13.482,0.99414,0.0025419,-0.0026156,0.10805
2684,1.568e+07,0.25,-0.32,12.41,-0.22,43.601,13.482,0.99414,0.0025552,-0.0026187,0.10805
2729,1.569e+07,0.25,-0.32,12.41,-0.22,43.601,13.482,0.99414,0.0025535,-0.0026154,0.10805
2770,1.57e+07,0.25,-0.32,12.41,0.09,43.601,13.482,0.99414,0.0025527,-0.0026085,0.10807
2811,1.571e+07,0.25,-0.32,12.41,0.09,43.601,13.482,0.99413,0.0025595,-0.0026087,0.10809
2852,1.572e+07,0.25,-0.32,12.41,0.09,43.601,13.482,0.99413,0.0025601,-0.0026086,0.1081
2892,1.573e+07,0.25,-0.32,12.42,0.09,43.601,13.482,0.99413,0.0025504,-0.0026077,0.10812
2934,1.574e+07,0.25,-0.32,12.42,0.09,43.601,13.482,0.99413,0.0025292,-0.002614,0.10814
2976,1.575e+07,0.25,-0.33,12.42,0.09,43.601,13.482,0.99413,0.0025142,-0.0026257,0.10816
3015,1.576e+07,0.25,-0.33,12.42,0.09,43.601,13.482,0.99413,0.0025091,-0.0026468,0.10817
3057,1.577e+07,0.25,-0.33,12.42,0.09,43.601,13.482,0.99412,0.0025022,-0.002662,0.10818
3097,1.578e+07,0.25,-0.33,12.43,0.09,43.601,13.482,0.99412,0.0025011,-0.0026707,0.10819
3143,1.579e+07,0.25,-0.33,12.43,0.09,43.601,13.482,0.99412,0.0025087,-0.0026742,0.10821
3185,1.58e+07,0.25,-0.33,12.43,-0.09,43.601,13.482,0.99412,0.0025125,-0.0026746,0.10823
3226,1.581e+07,0.25,-0.33,12.43,-0.09,43.601,13.482,0.99412,0.0025144,-0.0026727,0.10823
3267,1.5821e+07,0.25,-0.33,12.43,-0.09,43.601,13.482,0.99412,0.0025282,-0.0026778,0.10825
3309,1.5833e+07,0.25,-0.33,12.43,-0.09,43.601,13.482,0.99412,0.0025344,-0.0026858,0.10826
3346,1.5844e+07,0.25,-0.33,12.43,-0.09,43.601,13.482,0.99411,0.0025602,-0.0026934,0.10828
3388,1.5854e+07,0.25,-0.33,12.44,-0.09,43.601,13.482,0.99411,0.0025709,-0.0027007,0.10829
3429,1.5864e+07,0.25,-0.34,12.44,-0.09,43.601,13.482,0.99411,0.0025614,-0.0027203,0.1083
3469,1.5874e+07,0.25,-0.34,12.44,-0.09,43.601,13.482,0.99411,0.0025708,-0.0027441,0.10832
3510,1.5884e+07,0.25,-0.34,12.44,-0.09,43.601,13.482,0.99411,0.0025794,-0.0027572,0.10832
3554,1.5894e+07,0.25,-0.34,12.44,-0.01,43.601,13.482,0.99411,0.0025825,-0.0027642,0.10832
3595,1.5904e+07,0.25,-0.34,12.44,-0.01,43.601,13.482,0.99411,0.0025731,-0.0027751,0.10835
3637,1.5914e+07,0.25,-0.34,12.45,-0.01,43.601,13.482,0.9941,0.0025657,-0.0027693,0.10837
3679,1.5924e+07,0.25,-0.34,12.45,-0.01,43.601,13.482,0.9941,0.0025609,-0.0027788,0.1084
3717,1.5934e+07,0.25,-0.34,12.45,-0.01,43.601,13.482,0.9941,0.0025597,-0.0027756,0.10841
3754,1.5945e+07,0.25,-0.34,12.45,-0.01,43.601,13.482,0.9941,0.0025718,-0.0027775,0.10843
3796,1.5955e+07,0.26,-0.34,12.46,-0.01,43.601,13.482,0.99409,0.0025963,-0.0027785,0.10846
3837,1.5965e+07,0.26,-0.34,12.46,-0.01,43.601,13.482,0.99409,0.0026162,-0.002785,0.10848
3877,1.5975e+07,0.26,-0.35,12.46,-0.01,43.601,13.482,0.99409,0.0026529,-0.0027961,0.10849
3918,1.5985e+07,0.27,-0.35,12.46,-0.01,43.601,13.482,0.99409,0.0026791,-0.002807,0.10853
3962,1.5995e+07,0.27,-0.35,12.46,0.22,43.601,13.482,0.99408,0.0027118,-0.0028143,0.10854
4003,1.6005e+07,0.27,-0.35,12.47,0.22,43.601,13.482,0.99408,0.0027581,-0.0028205,0.10856
4046,1.6015e+07,0.28,-0.35,12.47,0.22,43.601,13.482,0.99408,0.0027828,-0.0028265,0.10858
4087,1.6025e+07,0.28,-0.35,12.47,0.22,43.601,13.482,0.99408,0.0028176,-0.0028251,0.10859
4128,1.6035e+07,0.28,-0.35,12.47,0.22,43.601,13.482,0.99408,0.0028448,-0.0028186,0.10861
4165,1.6045e+07,0.29,-0.35,12.47,0.22,43.601,13.482,0.99407,0.0028793,-0.0028219,0.10863
4207,1.6055e+07,0.29,-0.35,12.48,0.22,43.601,13.482,0.99407,0.0028985,-0.002816,0.10863
4251,1.6067e+07,0.29,-0.35,12.48,0.22,43.601,13.482,0.99407,0.0029074,-0.002815,0.10864
4293,1.6078e+07,0.29,-0.35,12.48,0.22,43.601,13.482,0.99407,0.0029162,-0.0028087,0.10864
4333,1.6088e+07,0.29,-0.35,12.48,0.22,43.601,13.482,0.99407,0.0029201,-0.0028247,0.10864
4378,1.6097e+07,0.29,-0.35,12.48,0.35,43.601,13.482,0.99407,0.0029266,-0.0028346,0.10864
4419,1.6107e+07,0.29,-0.36,12.48,0.35,43.601,13.482,0.99407,0.0029259,-0.0028431,0.10864
4459,1.6118e+07,0.29,-0.36,12.48,0.35,43.601,13.482,0.99407,0.0029403,-0.0028616,0.10864
4505,1.6133e+07,0.3,-0.36,12.48,0.35,43.601,13.482,0.99407,0.0029684,-0.0028727,0.10865
4548,1.6145e+07,0.3,-0.36,12.48,0.35,43.601,13.482,0.99407,0.0029721,-0.0028653,0.10867
4588,1.6156e+07,0.3,-0.36,12.48,0.35,43.601,13.482,0.99407,0.0029692,-0.0028569,0.10868
4629,1.6166e+07,0.3,-0.36,12.48,0.35,43.601,13.482,0.99407,0.0029829,-0.0028495,0.1087
4671,1.6176e+07,0.3,-0.36,12.49,0.35,43.601,13.482,0.99406,0.0030018,-0.0028466,0.10872
4711,1.6185e+07,0.3,-0.36,12.49,0.35,43.601,13.482,0.99406,0.0030146,-0.0028427,0.10873
4756,1.6196e+07,0.3,-0.35,12.49,0.19,43.601,13.482,0.99406,0.0030289,-0.0028285,0.10875
4796,1.6206e+07,0.31,-0.36,12.49,0.19,43.601,13.482,0.99406,0.0030599,-0.0028308,0.10876
4838,1.6216e+07,0.31,-0.35,12.49,0.19,43.601,13.482,0.99406,0.0030688,-0.0028232,0.10876
4878,1.6226e+07,0.31,-0.35,12.49,0.19,43.601,13.482,0.99406,0.0030792,-0.002816,0.10875
4919,1.6236e+07,0.31,-0.35,12.49,0.19,43.601,13.482,0.99406,0.0030934,-0.0028106,0.10874
4957,1.6246e+07,0.31,-0.35,12.49,0.19,43.601,13.482,0.99406,0.0030901,-0.0028012,0.10874
4994,1.6256e+07,0.31,-0.35,12.49,0.19,43.601,13.482,0.99406,0.0030822,-0.0027946,0.10872
5036,1.6266e+07,0.31,-0.35,12.49,0.19,43.601,13.482,0.99406,0.0030834,-0.0027887,0.10873
5078,1.6276e+07,0.31,-0.35,12.49,0.19,43.601,13.482,0.99406,0.0030833,-0.0027847,0.10874
5118,1.6286e+07,0.31,-0.35,12.49,0.19,43.601,13.482,0.99406,0.0030706,-0.0027793,0.10876
5163,1.6296e+07,0.31,-0.35,12.49,0.11,43.601,13.482,0.99406,0.0030676,-0.0027781,0.10877
5204,1.6306e+07,0.31,-0.35,12.49,0.11,43.601,13.482,0.99406,0.0030677,-0.0027817,0.10879
5245,1.6316e+07,0.31,-0.35,12.5,0.11,43.601,13.482,0.99405,0.003069,-0.0027901,0.10883
5285,1.6326e+07,0.31,-0.35,12.5,0.11,43.601,13.482,0.99405,0.00308,-0.0027958,0.10886
5328,1.6338e+07,0.31,-0.35,12.5,0.11,43.601,13.482,0.99405,0.0031013,-0.0028005,0.10888
5365,1.6348e+07,0.32,-0.35,12.51,0.11,43.601,13.482,0.99404,0.0031199,-0.0027818,0.10889
5410,1.636e+07,0.32,-0.35,12.51,0.11,43.601,13.482,0.99404,0.0031287,-0.0027683,0.10891
5451,1.6371e+07,0.32,-0.35,12.51,0.11,43.601,13.482,0.99404,0.0031439,-0.0027564,0.10891
5491,1.6381e+07,0.32,-0.35,12.51,0.11,43.601,13.482,0.99404,0.0031695,-0.0027358,0.1089
5533,1.639e+07,0.32,-0.34,12.51,0.11,43.601,13.482,0.99404,0.0031789,-0.0027227,0.1089
5577,1.6401e+07,0.32,-0.34,12.51,0,43.601,13.482,0.99404,0.0031871,-0.0027132,0.1089
5619,1.6411e+07,0.33,-0.34,12.51,0,43.601,13.482,0.99404,0.0032049,-0.0026982,0.10893
5660,1.6421e+07,0.33,-0.34,12.51,0,43.601,13.482,0.99404,0.0032046,-0.0026932,0.10894
5700,1.6431e+07,0.33,-0.34,12.51,0,43.601,13.482,0.99404,0.0032087,-0.0026823,0.10895
5735,1.6441e+07,0.33,-0.34,12.51,0,43.601,13.482,0.99404,0.0032073,-0.0026808,0.10897
5776,1.6452e+07,0.33,-0.34,12.52,0,43.601,13.482,0.99403,0.0032063,-0.0026778,0.109
5817,1.6462e+07,0.33,-0.34,12.52,0,43.601,13.482,0.99403,0.0031932,-0.0026794,0.10902
5857,1.6472e+07,0.32,-0.34,12.52,0,43.601,13.482,0.99403,0.0031808,-0.0026621,0.10905
5899,1.6481e+07,0.32,-0.34,12.53,0,43.601,13.482,0.99402,0.003172,-0.0026589,0.10908
5941,1.6492e+07,0.32,-0.34,12.53,0,43.601,13.482,0.99402,0.003176,-0.0026454,0.1091
5985,1.6502e+07,0.33,-0.33,12.53,0.22,43.601,13.482,0.99402,0.0031889,-0.0026297,0.10911
6028,1.6512e+07,0.33,-0.33,12.53,0.22,43.601,13.482,0.99402,0.0032031,-0.0026043,0.10911
6068,1.6522e+07,0.33,-0.33,12.53,0.22,43.601,13.482,0.99402,0.0032178,-0.0025787,0.1091
6112,1.6533e+07,0.33,-0.33,12.53,0.22,43.601,13.482,0.99402,0.0032527,-0.0025571,0.10911
6149,1.6543e+07,0.34,-0.33,12.53,0.22,43.601,13.482,0.99402,0.0032727,-0.0025618,0.1091
6189,1.6553e+07,0.34,-0.33,12.53,0.22,43.601,13.482,0.99402,0.003287,-0.0025892,0.1091
6229,1.6563e+07,0.34,-0.34,12.53,0.22,43.601,13.482,0.99402,0.003308,-0.0026248,0.1091
6270,1.6573e+07,0.34,-0.34,12.53,0.22,43.601,13.482,0.99402,0.003314,-0.0026589,0.10912
6311,1.6583e+07,0.34,-0.34,12.53,0.22,43.601,13.482,0.99402,0.0033016,-0.0026899,0.10913
6352,1.6593e+07,0.33,-0.35,12.53,0.22,43.601,13.482,0.99402,0.0032697,-0.002716,0.10915
6400,1.6603e+07,0.33,-0.35,12.54,0.11,43.601,13.482,0.99402,0.0032486,-0.0027346,0.10916
6442,1.6614e+07,0.32,-0.35,12.54,0.11,43.601,13.482,0.99401,0.003196,-0.002748,0.10916
6483,1.6623e+07,0.32,-0.35,12.54,0.11,43.601,13.482,0.99401,0.0031276,-0.0027615,0.10918
6524,1.6633e+07,0.31,-0.35,12.54,0.11,43.601,13.482,0.99401,0.0030842,-0.0027719,0.10919
6562,1.6646e+07,0.31,-0.35,12.54,0.11,43.601,13.482,0.99401,0.0030376,-0.0027929,0.10919
6603,1.6656e+07,0.3,-0.35,12.54,0.11,43.601,13.482,0.99401,0.00302,-0.0028258,0.10921
6643,1.6666e+07,0.3,-0.36,12.54,0.11,43.601,13.482,0.99401,0.0030124,-0.002853,0.10921
6685,1.6676e+07,0.3,-0.36,12.54,0.11,43.601,13.482,0.99401,0.0030279,-0.0028878,0.1092
6725,1.6685e+07,0.31,-0.37,12.54,0.11,43.601,13.482,0.99401,0.0030515,-0.0029243,0.1092
6770,1.6696e+07,0.31,-0.37,12.54,0.11,43.601,13.482,0.99401,0.0030787,-0.0029626,0.10922
6812,1.6705e+07,0.31,-0.37,12.54,-0.15,43.601,13.482,0.99401,0.0031094,-0.0029889,0.1092
6853,1.6716e+07,0.32,-0.38,12.54,-0.15,43.601,13.482,0.99401,0.0031435,-0.0030137,0.10919
6894,1.6726e+07,0.32,-0.38,12.54,-0.15,43.601,13.482,0.99401,0.0031562,-0.0030336,0.10918
6936,1.6735e+07,0.32,-0.38,12.54,-0.15,43.601,13.482,0.99401,0.003159,-0.0030444,0.10918
6971,1.6746e+07,0.32,-0.38,12.54,-0.15,43.601,13.482,0.99401,0.0031624,-0.0030273,0.10916
7011,1.6756e+07,0.32,-0.38,12.54,-0.15,43.601,13.482,0.99401,0.0031537,-0.0030143,0.10917
7052,1.6766e+07,0.32,-0.37,12.54,-0.15,43.601,13.482,0.99401,0.0031405,-0.0029909,0.10916
7093,1.6776e+07,0.31,-0.37,12.54,-0.15,43.601,13.482,0.99401,0.0031271,-0.0029786,0.10916
7134,1.6786e+07,0.31,-0.37,12.54,-0.15,43.601,13.482,0.99401,0.003106,-0.0029729,0.10916
7181,1.6797e+07,0.31,-0.37,12.54,-0.15,43.601,13.482,0.99401,0.0030927,-0.0029752,0.10917
7222,1.6806e+07,0.31,-0.37,12.54,-0.31,43.601,13.482,0.99401,0.0030813,-0.0029827,0.10918
7264,1.6816e+07,0.31,-0.38,12.54,-0.31,43.601,13.482,0.99401,0.0030811,-0.0030046,0.10919
7305,1.6826e+07,0.31,-0.38,12.54,-0.31,43.601,13.482,0.99401,0.003088,-0.0030226,0.10921
7345,1.6836e+07,0.31,-0.38,12.54,-0.31,43.601,13.482,0.99401,0.0031083,-0.0030163,0.10923
7386,1.6846e+07,0.32,-0.38,12.54,-0.31,43.601,13.482,0.99401,0.0031461,-0.0030118,0.10923
7423,1.6856e+07,0.32,-0.38,12.55,-0.31,43.601,13.482,0.994,0.0031891,-0.0029936,0.10925
7464,1.6866e+07,0.32,-0.37,12.55,-0.31,43.601,13.482,0.994,0.0032256,-0.0029809,0.10926
7506,1.6877e+07,0.33,-0.37,12.55,-0.31,43.601,13.482,0.994,0.0032616,-0.0029672,0.10927
7546,1.6887e+07,0.33,-0.37,12.55,-0.31,43.601,13.482,0.994,0.0033006,-0.0029542,0.10929
7590,1.6897e+07,0.34,-0.37,12.55,-0.31,43.601,13.482,0.994,0.0033158,-0.0029586,0.1093
7632,1.6907e+07,0.34,-0.37,12.55,-0.42,43.601,13.482,0.994,0.0033242,-0.0029548,0.10932
7674,1.6917e+07,0.34,-0.37,12.56,-0.42,43.601,13.482,0.994,0.0033272,-0.0029643,0.10933
7715,1.6927e+07,0.34,-0.38,12.56,-0.42,43.601,13.482,0.99399,0.0033181,-0.0029824,0.10935
7757,1.694e+07,0.33,-0.38,12.56,-0.42,43.601,13.482,0.99399,0.0032848,-0.0030118,0.10937
7798,1.695e+07,0.33,-0.38,12.56,-0.42,43.601,13.482,0.99399,0.0032698,-0.0030275,0.10939
7835,1.696e+07,0.33,-0.38,12.56,-0.42,43.601,13.482,0.99399,0.0032584,-0.0030374,0.1094
7877,1.697e+07,0.33,-0.38,12.57,-0.42,43.601,13.482,0.99399,0.0032484,-0.003041,0.10942
7917,1.698e+07,0.33,-0.38,12.57,-0.42,43.601,13.482,0.99398,0.0032392,-0.003049,0.10944
7958,1.699e+07,0.33,-0.38,12.57,-0.42,43.601,13.482,0.99398,0.0032479,-0.0030499,0.10944
8004,1.7e+07,0.33,-0.38,12.57,-0.31,43.601,13.482,0.99398,0.0032709,-0.003041,0.10945
8048,1.701e+07,0.33,-0.38,12.57,-0.31,43.601,13.482,0.99398,0.0032859,-0.0030424,0.10948
8089,1.702e+07,0.33,-0.38,12.58,-0.31,43.601,13.482,0.99397,0.0033087,-0.003038,0.10952
8129,1.703e+07,0.34,-0.38,12.58,-0.31,43.601,13.482,0.99397,0.0033586,-0.0030254,0.10956
8167,1.704e+07,0.34,-0.38,12.59,-0.31,43.601,13.482,0.99397,0.0033894,-0.003011,0.10959
8204,1.7051e+07,0.35,-0.38,12.59,-0.31,43.601,13.482,0.99397,0.0034149,-0.0030208,0.10959
8245,1.7061e+07,0.35,-0.38,12.58,-0.31,43.601,13.482,0.99397,0.0034423,-0.0029986,0.10957
8285,1.7071e+07,0.35,-0.38,12.59,-0.31,43.601,13.482,0.99396,0.0034749,-0.0029777,0.10962
8327,1.7081e+07,0.36,-0.39,12.59,-0.31,43.601,13.482,0.99396,0.0035329,-0.0030543,0.10966
8369,1.709e+07,0.36,-0.39,12.6,-0.31,43.601,13.482,0.99395,0.0035827,-0.0030458,0.10973
8413,1.7101e+07,0.36,-0.39,12.61,0.14,43.601,13.482,0.99394,0.0035387,-0.0031038,0.10978
8454,1.7111e+07,0.36,-0.39,12.61,0.14,43.601,13.482,0.99394,0.0035134,-0.0030768,0.10982
8496,1.7121e+07,0.36,-0.38,12.61,0.14,43.601,13.482,0.99394,0.0035183,-0.0030235,0.10984
8537,1.7131e+07,0.35,-0.38,12.62,0.14,43.601,13.482,0.99394,0.0034714,-0.002957,0.10985
8577,1.7141e+07,0.35,-0.38,12.61,0.14,43.601,13.482,0.99394,0.0034435,-0.0029853,0.10983
8617,1.7153e+07,0.37,-0.39,12.6,0.14,43.601,13.482,0.99395,0.0036197,-0.0030927,0.10975
8658,1.7163e+07,0.37,-0.39,12.6,0.14,43.601,13.482,0.99395,0.0035952,-0.003049,0.10973
8698,1.7173e+07,0.36,-0.38,12.6,0.14,43.601,13.482,0.99395,0.0035467,-0.0030304,0.1097
8739,1.7183e+07,0.36,-0.38,12.6,0.14,43.601,13.482,0.99396,0.003499,-0.0029872,0.10968
8780,1.7193e+07,0.35,-0.38,12.6,0.14,43.601,13.482,0.99396,0.003475,-0.0029716,0.10968
8824,1.7203e+07,0.35,-0.38,12.6,0.44,43.601,13.482,0.99396,0.0034922,-0.0030315,0.10967
8865,1.7214e+07,0.36,-0.39,12.6,0.44,43.601,13.482,0.99395,0.0035291,-0.0031082,0.1097
8905,1.7224e+07,0.36,-0.4,12.6,0.44,43.601,13.482,0.99395,0.0035327,-0.003131,0.10974
8947,1.7233e+07,0.35,-0.39,12.61,0.44,43.601,13.482,0.99394,0.0034923,-0.0031163,0.1098
8984,1.7244e+07,0.35,-0.4,12.62,0.44,43.601,13.482,0.99393,0.0034754,-0.0031812,0.10989
9022,1.7254e+07,0.36,-0.4,12.63,0.44,43.601,13.482,0.99393,0.0035705,-0.0031929,0.10994
9063,1.7264e+07,0.37,-0.4,12.63,0.44,43.601,13.482,0.99392,0.0036635,-0.0031552,0.11
9103,1.7274e+07,0.36,-0.39,12.63,0.44,43.601,13.482,0.99392,0.0035503,-0.0031132,0.11001
9144,1.7284e+07,0.35,-0.39,12.64,0.44,43.601,13.482,0.99391,0.0034406,-0.0030909,0.11005
9184,1.7294e+07,0.34,-0.39,12.63,0.44,43.601,13.482,0.99392,0.0034184,-0.0031298,0.11001
9229,1.7304e+07,0.35,-0.38,12.63,0,43.601,13.482,0.99392,0.0034424,-0.0030373,0.11001
9264,1.7334e+07,0.35,-0.4,12.62,0,43.601,13.482,0.99393,0.0034595,-0.003136,0.10993
9307,1.7344e+07,0.35,-0.4,12.62,0,43.601,13.482,0.99394,0.0034398,-0.003142,0.10985
9344,1.7354e+07,0.34,-0.41,12.62,0,43.601,13.482,0.99393,0.003396,-0.0032726,0.1099
9382,1.7364e+07,0.35,-0.41,12.62,0,43.601,13.482,0.99394,0.0034686,-0.0032369,0.10986
9423,1.7374e+07,0.38,-0.41,12.63,0,43.601,13.482,0.99392,0.0037668,-0.0032687,0.10996
9463,1.7384e+07,0.37,-0.42,12.62,0,43.601,13.482,0.99393,0.0036659,-0.0032891,0.10991
9505,1.7394e+07,0.36,-0.44,12.63,0,43.601,13.482,0.99392,0.0035575,-0.003471,0.10998
9549,1.7404e+07,0.36,-0.44,12.64,-0.06,43.601,13.482,0.99391,0.0035512,-0.003497,0.11005
9590,1.7414e+07,0.38,-0.44,12.64,-0.06,43.601,13.482,0.99391,0.003779,-0.003486,0.11007
9630,1.7424e+07,0.39,-0.45,12.65,-0.06,43.601,13.482,0.9939,0.0038801,-0.0035493,0.11016
9673,1.7434e+07,0.39,-0.44,12.64,-0.06,43.601,13.482,0.99391,0.0038983,-0.0035046,0.11009
9714,1.7444e+07,0.41,-0.45,12.66,-0.06,43.601,13.482,0.99389,0.0040254,-0.0035691,0.11023
9751,1.7454e+07,0.41,-0.44,12.64,-0.06,43.601,13.482,0.99391,0.0039966,-0.0034536,0.1101
9793,1.7466e+07,0.39,-0.48,12.65,-0.06,43.601,13.482,0.9939,0.0038675,-0.0038133,0.11015
9834,1.7477e+07,0.41,-0.45,12.63,-0.06,43.601,13.482,0.99392,0.0040054,-0.0035842,0.11002
9874,1.7487e+07,0.39,-0.48,12.64,-0.06,43.601,13.482,0.99391,0.0039343,-0.0038482,0.11006
9915,1.7497e+07,0.4,-0.46,12.63,-0.06,43.601,13.482,0.99392,0.0039727,-0.0036667,0.10995
9961,1.7507e+07,0.41,-0.48,12.63,-0.19,43.601,13.482,0.99392,0.0040256,-0.0038029,0.11
10003,1.7517e+07,0.4,-0.46,12.63,-0.19,43.601,13.482,0.99392,0.0039424,-0.0036242,0.10999
10043,1.7526e+07,0.39,-0.47,12.64,-0.19,43.601,13.482,0.99391,0.0038487,-0.0037813,0.11003
10084,1.7537e+07,0.39,-0.45,12.65,-0.19,43.601,13.482,0.99391,0.0038484,-0.0035778,0.11011
10123,1.7547e+07,0.38,-0.46,12.64,-0.19,43.601,13.482,0.99391,0.0038188,-0.0037036,0.11011
10162,1.7557e+07,0.4,-0.45,12.66,-0.19,43.601,13.482,0.99389,0.0039546,-0.003545,0.1102
10203,1.7567e+07,0.39,-0.46,12.66,-0.19,43.601,13.482,0.99389,0.0038768,-0.0036924,0.11021
10243,1.7577e+07,0.41,-0.43,12.67,-0.19,43.601,13.482,0.99388,0.0039833,-0.0033407,0.11035
10285,1.7587e+07,0.4,-0.45,12.67,-0.19,43.601,13.482,0.99388,0.003934,-0.0035152,0.11031
10325,1.7597e+07,0.41,-0.41,12.68,-0.19,43.601,13.482,0.99387,0.003969,-0.0032172,0.11041
10371,1.7607e+07,0.39,-0.43,12.67,-0.12,43.601,13.482,0.99388,0.0038644,-0.0033654,0.11036
10412,1.7617e+07,0.4,-0.4,12.69,-0.12,43.601,13.482,0.99387,0.0039347,-0.0031469,0.11046
10452,1.7627e+07,0.39,-0.42,12.68,-0.12,43.601,13.482,0.99388,0.0038686,-0.0033067,0.11039
10494,1.7637e+07,0.4,-0.41,12.68,-0.12,43.601,13.482,0.99387,0.0038718,-0.0032234,0.11041
10531,1.765e+07,0.4,-0.47,12.67,-0.12,43.601,13.482,0.99388,0.0039613,-0.0037185,0.11032
10573,1.766e+07,0.42,-0.44,12.66,-0.12,43.601,13.482,0.99389,0.0040989,-0.0034453,0.11027
10615,1.767e+07,0.41,-0.46,12.66,-0.12,43.601,13.482,0.99389,0.0040693,-0.0036707,0.11025
10656,1.768e+07,0.42,-0.43,12.66,-0.12,43.601,13.482,0.99389,0.0041036,-0.0033821,0.11026
10697,1.769e+07,0.41,-0.46,12.66,-0.12,43.601,13.482,0.99389,0.0040585,-0.0036235,0.1102
10740,1.77e+07,0.44,-0.42,12.67,-0.12,43.601,13.482,0.99388,0.004257,-0.0032713,0.11031
10783,1.7711e+07,0.41,-0.46,12.66,-0.19,43.601,13.482,0.99389,0.0040834,-0.0036563,0.11027
10823,1.7721e+07,0.43,-0.41,12.67,-0.19,43.601,13.482,0.99388,0.0041566,-0.0032047,0.11036
10864,1.7731e+07,0.41,-0.46,12.67,-0.19,43.601,13.482,0.99388,0.0040456,-0.0036395,0.11036
10907,1.7741e+07,0.44,-0.41,12.69,-0.19,43.601,13.482,0.99386,0.0042293,-0.0032034,0.11048
10947,1.7753e+07,0.35,-0.42,12.7,-0.19,43.601,13.482,0.99385,0.0035274,-0.0033338,0.11061
10990,1.7764e+07,0.36,-0.4,12.69,-0.19,43.601,13.482,0.99387,0.0035772,-0.0031792,0.11049
11030,1.7774e+07,0.34,-0.43,12.71,-0.19,43.601,13.482,0.99384,0.0034199,-0.0034064,0.11069
