LineNo,TimeUS,I,VDop,HAcc,VAcc,SAcc,YAcc,VV,SMS,Delta,Und
2.6416e+05,7.8329e+07,0,1.12,0.75,1.1,0.2,0,1,78309,200,-43.043
2.6503e+05,7.8537e+07,0,1.12,0.75,1.1,0.21,0,1,78509,200,-43.043
2.6593e+05,7.8743e+07,0,1.12,0.75,1.11,0.21,0,1,78709,200,-43.043
2.6674e+05,7.893e+07,0,1.12,0.75,1.11,0.23,0,1,78909,200,-43.043
2.676e+05,7.9136e+07,0,1.12,0.75,1.11,0.19,0,1,79109,200,-43.043
2.6841e+05,7.9323e+07,0,1.12,0.75,1.11,0.16,0,1,79309,200,-43.043
2.6931e+05,7.9532e+07,0,1.12,0.76,1.11,0.22,0,1,79509,200,-43.043
2.7021e+05,7.9741e+07,0,1.12,0.76,1.11,0.14,0,1,79709,200,-43.043
2.7102e+05,7.9927e+07,0,1.12,0.76,1.11,0.21,0,1,79909,200,-43.044
2.7188e+05,8.0138e+07,0,1.12,0.76,1.11,0.18,0,1,80109,200,-43.043
2.7269e+05,8.0326e+07,0,1.12,0.76,1.11,0.18,0,1,80309,200,-43.043
2.7359e+05,8.0535e+07,0,1.12,0.76,1.11,0.19,0,1,80509,200,-43.043
2.7449e+05,8.0742e+07,0,1.12,0.76,1.11,0.15,0,1,80709,200,-43.043
2.753e+05,8.0929e+07,0,1.12,0.76,1.11,0.21,0,1,80909,200,-43.043
2.762e+05,8.1139e+07,0,1.12,0.76,1.11,0.21,0,1,81109,200,-43.043
2.7707e+05,8.1345e+07,0,1.12,0.77,1.11,0.21,0,1,81309,200,-43.043
2.7788e+05,8.1535e+07,0,1.12,0.77,1.11,0.21,0,1,81509,200,-43.044
2.7878e+05,8.1741e+07,0,1.12,0.77,1.11,0.2,0,1,81709,200,-43.043
2.7955e+05,8.193e+07,0,1.12,0.77,1.11,0.19,0,1,81907,198,-43.043
2.8045e+05,8.2138e+07,0,1.12,0.77,1.11,0.18,0,1,82107,200,-43.043
2.8126e+05,8.233e+07,0,1.12,0.77,1.11,0.17,0,1,82307,200,-43.044
2.8216e+05,8.2539e+07,0,1.12,0.77,1.11,0.19,0,1,82507,200,-43.043
2.8297e+05,8.2727e+07,0,1.12,0.77,1.11,0.14,0,1,82707,200,-43.044
2.8387e+05,8.2933e+07,0,1.12,0.77,1.11,0.2,0,1,82907,200,-43.043
2.8473e+05,8.3143e+07,0,1.12,0.77,1.11,0.17,0,1,83107,200,-43.043
2.8554e+05,8.3328e+07,0,1.12,0.77,1.11,0.21,0,1,83307,200,-43.043
2.8644e+05,8.3539e+07,0,1.12,0.77,1.11,0.2,0,1,83507,200,-43.043
2.8725e+05,8.3725e+07,0,1.12,0.77,1.11,0.18,0,1,83707,200,-43.043
2.8815e+05,8.3933e+07,0,1.12,0.77,1.11,0.14,0,1,83907,200,-43.043
2.8901e+05,8.4141e+07,0,1.12,0.77,1.11,0.16,0,1,84107,200,-43.043
2.8982e+05,8.4329e+07,0,1.12,0.77,1.11,0.2,0,1,84307,200,-43.043
2.9072e+05,8.454e+07,0,1.12,0.77,1.11,0.18,0,1,84507,200,-43.043
2.9153e+05,8.4728e+07,0,1.12,0.77,1.11,0.2,0,1,84707,200,-43.043
2.924e+05,8.4942e+07,0,1.12,0.78,1.11,0.18,0,1,84907,200,-43.043
2.9321e+05,8.5131e+07,0,1.12,0.78,1.11,0.21,0,1,85107,200,-43.043
2.9411e+05,8.534e+07,0,1.12,0.78,1.11,0.19,0,1,85307,200,-43.043
2.9489e+05,8.5526e+07,0,1.12,0.78,1.11,0.17,0,1,85507,200,-43.043
2.9579e+05,8.5736e+07,0,1.12,0.78,1.11,0.21,0,1,85707,200,-43.043
2.966e+05,8.5926e+07,0,1.12,0.78,1.11,0.14,0,1,85907,200,-43.043
2.975e+05,8.6133e+07,0,1.12,0.78,1.11,0.2,0,1,86107,200,-43.043
2.9836e+05,8.634e+07,0,1.12,0.78,1.11,0.19,0,1,86307,200,-43.044
2.9917e+05,8.6529e+07,0,1.12,0.78,1.11,0.21,0,1,86507,200,-43.043
3.0007e+05,8.6738e+07,0,1.12,0.78,1.11,0.21,0,1,86707,200,-43.043
3.0088e+05,8.6924e+07,0,1.12,0.78,1.1,0.19,0,1,86907,200,-43.043
3.0178e+05,8.7129e+07,0,1.12,0.78,1.1,0.2,0,1,87107,200,-43.043
