LineNo,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
195,15036236,0,-0.08,-0.6,11.69,-0.009592696,-0.003137826,-0.0023276,-0.8324665999999999,0,0,0.9955536,0.03,-0.01,-0.31,0
298,15069805,0,-0.08,-0.6,11.71,-0.009384194,-0.003489686,-0.007276959,-1.982862,0,0,0.8445199,0.03,-0.01,-0.31,0
640,15131902,0,-0.07000000000000001,-0.6,11.73,-0.009731985,-0.003018808,-0.01060573,-3.274504,0,0,0.7112933,0.03,-0.01,-0.3,0
753,15148065,0,-0.07000000000000001,-0.6,11.74,-0.009943354,-0.002857296,-0.01145377,-3.264407,0,0,0.6699894,0.03,-0.01,-0.3,0
866,15163825,0,-0.07000000000000001,-0.6,11.74,-0.009775858,-0.002346782,-0.01268851,-3.259721,0,0,0.6304905,0.03,-0.01,-0.3,0
979,15180972,0,-0.07000000000000001,-0.6,11.75,-0.009815457,-0.00241977,-0.01423414,-3.21925,0,0,0.5925798,0.03,-0.01,-0.3,0
1210,15259226,0,-0.07000000000000001,-0.6,11.78,-0.009347303,-0.003714173,-0.1244261,-2.559409,0,0,0.4831563,0.03,-0.01,-0.29,0
1594,15414256,0,-0.07000000000000001,-0.6,11.81,-0.01055854,-0.003714206,-0.4723856,-2.224283,0,0,0.2429836,0.03,-0.01,-0.29,0
1672,15425231,0,-0.07000000000000001,-0.6,11.82,-0.01054902,-0.003899686,-0.4730072,-2.206329,0,0,0.215407,0.03,-0.01,-0.29,0
1714,15435203,0,-0.07000000000000001,-0.6,11.82,-0.01030518,-0.004149011,-0.4734734,-2.188079,0,0,0.1894795,0.03,-0.01,-0.29,0
1754,15445153,0,-0.08,-0.6,11.83,-0.009884441000000001,-0.004092953,-0.4742185,-2.162219,0,0,0.1646862,0.03,-0.01,-0.29,0
1795,15458166,0,-0.08,-0.6,11.83,-0.009717497,-0.004115153,-0.4748145,-2.142935,0,0,0.13986,0.03,-0.01,-0.3,0
1838,15471700,0,-0.07000000000000001,-0.6,11.84,-0.009341255,-0.00442347,-0.4751021,-2.12599,0,0,0.1161145,0.03,-0.01,-0.3,0
1880,15481377,0,-0.07000000000000001,-0.6,11.85,-0.009351678,-0.004386928,-0.4754693,-2.094184,0,0,0.09473461,0.03,-0.01,-0.3,0
1925,15491344,0,-0.07000000000000001,-0.6,11.86,-0.009646138,-0.00430746,-0.4754765,-2.055711,0,0,0.08998608,0.03,-0.01,-0.3,0
1965,15501391,0,-0.07000000000000001,-0.6,11.87,-0.009616721999999999,-0.00412427,-0.4758045,-2.008851,0,0,0.06943379,0.03,-0.01,-0.3,0
2006,15511380,0,-0.07000000000000001,-0.6,11.87,-0.009564576999999999,-0.004036732,-0.4757586,-1.960263,0,0,0.04977065,0.03,-0.01,-0.3,0
2047,15521354,0,-0.07000000000000001,-0.6,11.88,-0.009552809000000001,-0.004053093,-0.4760402,-1.902792,0,0,0.03091739,0.03,-0.01,-0.3,0
2093,15536972,0,-0.07000000000000001,-0.6,11.89,-0.009685614,-0.004178859,-0.4766643,-1.822513,0,0,0.01056058,0.03,-0.01,-0.3,0
2137,15546987,0,-0.07000000000000001,-0.6,11.89,-0.009707708000000001,-0.004202335,-0.476626,-1.770738,0,0,-0.006187403,0.03,-0.01,-0.3,0
2177,15556732,0,-0.07000000000000001,-0.6,11.9,-0.009743948000000001,-0.004259359,-0.4770709,-1.714736,0,0,-0.02225265,0.03,-0.01,-0.31,0
2218,15566805,0,-0.07000000000000001,-0.6,11.91,-0.01001034,-0.004187877,-0.4774889,-1.649194,0,0,-0.02702008,0.03,-0.01,-0.31,0
2259,15576724,0,-0.08,-0.6,11.92,-0.01008992,-0.004033844,-0.4776862,-1.585337,0,0,-0.04252401,0.03,-0.01,-0.3,0
2303,15586742,0,-0.08,-0.6,11.92,-0.01022426,-0.003885447,-0.4775462,-1.518047,0,0,-0.05743185,0.03,-0.01,-0.3,0
2345,15596745,0,-0.08,-0.6,11.93,-0.01032529,-0.00389557,-0.4777735,-1.45347,0,0,-0.07174824,0.03,-0.01,-0.31,0
2386,15607201,0,-0.08,-0.6,11.94,-0.01035719,-0.003907996,-0.4775268,-1.385584,0,0,-0.08553022,0.03,-0.01,-0.31,0
2430,15617308,0,-0.08,-0.6,11.95,-0.01078286,-0.003900227,-0.4775234,-1.32944,0,0,-0.09030019,0.03,-0.01,-0.31,0
2470,15627006,0,-0.08,-0.6,11.95,-0.01074959,-0.003931954,-0.4774947,-1.275381,0,0,-0.1035501,0.03,-0.01,-0.31,0
2508,15637867,0,-0.08,-0.6,11.96,-0.01069579,-0.004032504,-0.4771405,-1.218087,0,0,-0.1157021,0.03,-0.01,-0.31,0
2551,15648017,0,-0.08,-0.6,11.96,-0.01093628,-0.00419713,-0.4767074,-1.159947,0,0,-0.1278605,0.03,-0.01,-0.31,0
2591,15658156,0,-0.07000000000000001,-0.6,11.97,-0.01085894,-0.004227467,-0.4765626,-1.107529,0,0,-0.1391217,0.03,-0.01,-0.31,0
2632,15667808,0,-0.07000000000000001,-0.6,11.97,-0.0107345,-0.004236672,-0.4765944,-1.05237,0,0,-0.1438823,0.03,-0.01,-0.31,0
2672,15677879,0,-0.07000000000000001,-0.6,11.98,-0.01072744,-0.004254824,-0.4764034,-1.0011,0,0,-0.1547966,0.03,-0.01,-0.31,0
2717,15688120,0,-0.07000000000000001,-0.6,11.98,-0.01076574,-0.004171553,-0.4761732,-0.9505573,0,0,-0.1653463,0.03,-0.01,-0.31,0
2758,15697809,0,-0.07000000000000001,-0.6,11.99,-0.01069891,-0.004000812,-0.4757492,-0.9035049000000001,0,0,-0.1755302,0.03,-0.01,-0.31,0
2799,15707817,0,-0.07000000000000001,-0.6,11.99,-0.01078035,-0.004002914,-0.4753459,-0.8569953,0,0,-0.1853946,0.03,-0.01,-0.31,0
2840,15718185,0,-0.07000000000000001,-0.6,11.99,-0.01076768,-0.003890071,-0.4754311,-0.8191993,0,0,-0.1901429,0.03,-0.01,-0.31,0
2880,15727702,0,-0.07000000000000001,-0.6,12,-0.01065735,-0.003918117,-0.4753675,-0.784412,0,0,-0.1996772,0.03,-0.01,-0.31,0
2922,15737811,0,-0.07000000000000001,-0.6,12,-0.01033522,-0.003733703,-0.4751325,-0.7498724,0,0,-0.208882,0.03,-0.01,-0.32,0
2964,15748061,0,-0.08,-0.6,12.01,-0.01021969,-0.003468963,-0.4747801,-0.7178516,0,0,-0.2177946,0.03,-0.01,-0.32,0
3003,15758090,0,-0.08,-0.6,12.01,-0.01018911,-0.003330332,-0.4747463,-0.6882703,0,0,-0.2268899,0.03,-0.01,-0.32,0
3045,15768226,0,-0.08,-0.6,12.02,-0.01020877,-0.003463811,-0.4749458,-0.6607420000000001,0,0,-0.2352575,0.03,-0.01,-0.32,0
3085,15778056,0,-0.08,-0.6,12.03,-0.01037324,-0.003436914,-0.4754184,-0.6384903,0,0,-0.2400038,0.03,-0.01,-0.32,0
3131,15788269,0,-0.08,-0.6,12.03,-0.01014103,-0.003473011,-0.4757701,-0.6178507,0,0,-0.2481389,0.03,-0.01,-0.32,0
3173,15798394,0,-0.08,-0.6,12.04,-0.0103364,-0.003677007,-0.4756084,-0.597953,0,0,-0.2560431,0.03,-0.01,-0.32,0
3214,15808415,0,-0.08,-0.6,12.05,-0.01060418,-0.00388473,-0.4754157,-0.5791022,0,0,-0.263267,0.03,-0.01,-0.32,0
3255,15818749,0,-0.08,-0.6,12.05,-0.01051328,-0.00397932,-0.4750886,-0.5599192,0,0,-0.2707559,0.03,-0.01,-0.32,0
3297,15832052,0,-0.08,-0.6,12.06,-0.01034268,-0.003779451,-0.474841,-0.53952,0,0,-0.2793674,0.03,-0.01,-0.32,0
