LineNo,TimeUS,C,YC,YCS,Y0,Y1,Y2,Y3,Y4,W0,W1,W2,W3,W4
28612,2.2138e+07,1,0,4.756,216,288,0,72,144,0.2,0.2,0.2,0.2,0.2
28656,2.2148e+07,1,166.54,14.575,216.03,288.03,0.028806,72.029,144.03,0.2,0.2,0.2,0.2,0.2
28701,2.2162e+07,1,149.57,14.287,216.04,288.04,0.042551,72.043,144.04,0.2,0.2,0.2,0.2,0.2
28748,2.2175e+07,1,286.1,14.27,216.02,288.02,0.015117,72.015,144.02,0.2,0.2,0.2,0.2,0.2
28793,2.2185e+07,1,286.1,14.27,216.02,288.02,0.015117,72.015,144.02,0.2,0.2,0.2,0.2,0.2
28839,2.2195e+07,1,286.1,14.27,216.02,288.02,0.015117,72.015,144.02,0.2,0.2,0.2,0.2,0.2
28880,2.2206e+07,1,346.45,14.381,216.05,288.05,0.046166,72.046,144.05,0.2,0.2,0.2,0.2,0.2
28925,2.2215e+07,1,359.64,14.268,216.05,288.05,0.049657,72.05,144.05,0.2,0.2,0.2,0.2,0.2
28974,2.2225e+07,1,9.7247,14.325,216.03,288.03,0.030585,72.031,144.03,0.2,0.2,0.2,0.2,0.2
29019,2.2235e+07,1,338.14,14.558,216.04,288.04,0.036266,72.036,144.04,0.2,0.2,0.2,0.2,0.2
29065,2.2246e+07,1,338.14,14.558,216.04,288.04,0.036266,72.036,144.04,0.2,0.2,0.2,0.2,0.2
29109,2.2256e+07,1,349.32,14.338,216.05,288.05,0.050429,72.05,144.05,0.2,0.2,0.2,0.2,0.2
29154,2.2266e+07,1,5.0226,14.283,216.07,288.07,0.072263,72.072,144.07,0.2,0.2,0.2,0.2,0.2
29192,2.2277e+07,1,13.387,14.376,216.05,288.05,0.053951,72.054,144.05,0.2,0.2,0.2,0.2,0.2
29240,2.229e+07,1,14.805,14.4,216.07,288.07,0.071532,72.072,144.07,0.2,0.2,0.2,0.2,0.2
29284,2.23e+07,1,24.819,14.638,216.08,288.08,0.076857,72.077,144.08,0.2,0.2,0.2,0.2,0.2
29329,2.231e+07,1,24.819,14.638,216.08,288.08,0.076857,72.077,144.08,0.2,0.2,0.2,0.2,0.2
29374,2.232e+07,1,3.0363,14.273,216.08,288.08,0.08328,72.083,144.08,0.2,0.2,0.2,0.2,0.2
29423,2.233e+07,1,23.121,14.589,216.08,288.08,0.078602,72.079,144.08,0.2,0.2,0.2,0.2,0.2
29471,2.2341e+07,1,23.121,14.589,216.08,288.08,0.078602,72.079,144.08,0.2,0.2,0.2,0.2,0.2
29515,2.2351e+07,1,22.212,14.564,216.13,288.09,0.055097,72.072,144.12,0.20013,0.20035,0.20008,0.19971,0.19973
29560,2.2361e+07,1,22.212,14.564,216.13,288.09,0.055097,72.072,144.12,0.20013,0.20035,0.20008,0.19971,0.19973
29602,2.2371e+07,1,284.23,14.267,216.12,288.08,0.049261,72.066,144.11,0.20013,0.20035,0.20008,0.19971,0.19973
29646,2.2381e+07,1,284.23,14.267,216.12,288.08,0.047364,72.064,144.11,0.20013,0.20035,0.20008,0.19971,0.19973
29688,2.2391e+07,1,284.23,14.267,216.12,288.08,0.046062,72.063,144.11,0.20013,0.20035,0.20008,0.19971,0.19973
29732,2.2401e+07,1,284.23,14.267,216.12,288.08,0.048623,72.066,144.11,0.20013,0.20035,0.20008,0.19971,0.19973
29780,2.2414e+07,1,284.25,14.267,216.14,288.1,0.065484,72.083,144.13,0.20013,0.20035,0.20008,0.19971,0.19973
29825,2.2424e+07,1,284.27,14.267,216.15,288.11,0.077941,72.095,144.14,0.20013,0.20035,0.20008,0.19971,0.19973
29874,2.2434e+07,1,284.27,14.267,216.15,288.11,0.077941,72.095,144.14,0.20013,0.20035,0.20008,0.19971,0.19973
29919,2.2444e+07,1,284.28,14.267,216.16,288.12,0.08909,72.106,144.15,0.20013,0.20035,0.20008,0.19971,0.19973
29963,2.2454e+07,1,284.28,14.267,216.17,288.13,0.094529,72.112,144.16,0.20013,0.20035,0.20008,0.19971,0.19973
30005,2.2464e+07,1,284.28,14.267,216.17,288.13,0.091865,72.109,144.15,0.20013,0.20035,0.20008,0.19971,0.19973
30051,2.2476e+07,1,284.28,14.267,216.17,288.13,0.091536,72.109,144.15,0.20013,0.20035,0.20008,0.19971,0.19973
30097,2.2486e+07,1,284.28,14.267,216.17,288.13,0.094059,72.111,144.16,0.20013,0.20035,0.20008,0.19971,0.19973
30142,2.2497e+07,1,284.28,14.267,216.17,288.13,0.094059,72.111,144.16,0.20013,0.20035,0.20008,0.19971,0.19973
30186,2.2507e+07,1,284.3,14.267,216.19,288.15,0.11106,72.128,144.17,0.20013,0.20035,0.20008,0.19971,0.19973
30232,2.2518e+07,1,284.31,14.267,216.19,288.16,0.12067,72.138,144.18,0.20013,0.20035,0.20008,0.19971,0.19973
30281,2.2527e+07,1,284.33,14.267,216.24,288.17,0.11291,72.136,144.21,0.20018,0.20057,0.20017,0.19954,0.19954
30327,2.2538e+07,1,287.99,14.251,216.22,288.16,0.10172,72.125,144.2,0.20018,0.20057,0.20017,0.19954,0.19954
30372,2.2548e+07,1,287.99,14.251,216.22,288.16,0.10172,72.125,144.2,0.20018,0.20057,0.20017,0.19954,0.19954
30416,2.2558e+07,1,288,14.251,216.23,288.17,0.10957,72.133,144.21,0.20018,0.20057,0.20017,0.19954,0.19954
30461,2.2571e+07,1,288.02,14.251,216.25,288.19,0.12612,72.15,144.23,0.20018,0.20057,0.20017,0.19954,0.19954
30505,2.2581e+07,1,288,14.251,216.24,288.18,0.11554,72.139,144.21,0.20018,0.20057,0.20017,0.19954,0.19954
30549,2.2591e+07,1,288.01,14.251,216.24,288.18,0.12165,72.145,144.22,0.20018,0.20057,0.20017,0.19954,0.19954
30594,2.2601e+07,1,288.04,14.251,216.27,288.21,0.15082,72.174,144.25,0.20018,0.20057,0.20017,0.19954,0.19954
30638,2.2611e+07,1,288.03,14.251,216.27,288.21,0.1461,72.17,144.25,0.20018,0.20057,0.20017,0.19954,0.19954
30684,2.2622e+07,1,288.03,14.251,216.27,288.21,0.1461,72.17,144.25,0.20018,0.20057,0.20017,0.19954,0.19954
30734,2.2632e+07,1,288.03,14.251,216.26,288.2,0.13986,72.163,144.24,0.20018,0.20057,0.20017,0.19954,0.19954
30778,2.2642e+07,1,288.06,14.251,216.29,288.23,0.17197,72.196,144.27,0.20018,0.20057,0.20017,0.19954,0.19954
30823,2.2652e+07,1,288.06,14.251,216.29,288.23,0.17197,72.196,144.27,0.20018,0.20057,0.20017,0.19954,0.19954
30867,2.2662e+07,1,288.07,14.251,216.31,288.25,0.18438,72.208,144.28,0.20018,0.20057,0.20017,0.19954,0.19954
30912,2.2675e+07,1,288.07,14.251,216.3,288.24,0.18009,72.204,144.28,0.20018,0.20057,0.20017,0.19954,0.19954
30955,2.2685e+07,1,288.09,14.251,216.32,288.26,0.19964,72.223,144.3,0.20018,0.20057,0.20017,0.19954,0.19954
31000,2.2696e+07,1,288.1,14.251,216.33,288.27,0.21103,72.235,144.31,0.20018,0.20057,0.20017,0.19954,0.19954
31045,2.2706e+07,1,288.11,14.251,216.34,288.28,0.21986,72.243,144.32,0.20018,0.20057,0.20017,0.19954,0.19954
31089,2.2716e+07,1,288.12,14.251,216.35,288.29,0.22973,72.253,144.33,0.20018,0.20057,0.20017,0.19954,0.19954
31140,2.2728e+07,1,288.13,14.251,216.34,288.33,0.28312,72.265,144.3,0.19987,0.20026,0.2003,0.19992,0.19966
31188,2.2739e+07,1,288.13,14.251,216.34,288.33,0.28312,72.265,144.3,0.19987,0.20026,0.2003,0.19992,0.19966
31233,2.2749e+07,1,329.1,14.837,216.34,288.33,0.28623,72.269,144.3,0.19987,0.20026,0.2003,0.19992,0.19966
31277,2.2759e+07,1,329.09,14.837,216.34,288.33,0.28524,72.268,144.3,0.19987,0.20026,0.2003,0.19992,0.19966
31322,2.2769e+07,1,329.1,14.837,216.35,288.34,0.29107,72.273,144.31,0.19987,0.20026,0.2003,0.19992,0.19966
31361,2.278e+07,1,329.1,14.837,216.35,288.34,0.29217,72.275,144.31,0.19987,0.20026,0.2003,0.19992,0.19966
31405,2.279e+07,1,329.11,14.837,216.36,288.35,0.30754,72.29,144.32,0.19987,0.20026,0.2003,0.19992,0.19966
31450,2.2801e+07,1,329.11,14.837,216.36,288.35,0.30754,72.29,144.32,0.19987,0.20026,0.2003,0.19992,0.19966
31497,2.2811e+07,1,329.12,14.837,216.37,288.36,0.31455,72.297,144.33,0.19987,0.20026,0.2003,0.19992,0.19966
31542,2.2821e+07,1,329.12,14.837,216.37,288.36,0.31455,72.297,144.33,0.19987,0.20026,0.2003,0.19992,0.19966
31586,2.2831e+07,1,329.14,14.837,216.38,288.37,0.32597,72.308,144.34,0.19987,0.20026,0.2003,0.19992,0.19966
31637,2.2841e+07,1,329.14,14.837,216.38,288.37,0.32597,72.308,144.34,0.19987,0.20026,0.2003,0.19992,0.19966
31682,2.2851e+07,1,329.15,14.837,216.4,288.39,0.3394,72.322,144.36,0.19987,0.20026,0.2003,0.19992,0.19966
31727,2.2861e+07,1,329.16,14.837,216.4,288.39,0.34552,72.328,144.36,0.19987,0.20026,0.2003,0.19992,0.19966
31772,2.2872e+07,1,329.17,14.837,216.42,288.4,0.35894,72.341,144.38,0.19987,0.20026,0.2003,0.19992,0.19966
31813,2.2882e+07,1,329.17,14.837,216.42,288.41,0.3609,72.343,144.38,0.19987,0.20026,0.2003,0.19992,0.19966
31858,2.2892e+07,1,329.17,14.837,216.42,288.41,0.3609,72.343,144.38,0.19987,0.20026,0.2003,0.19992,0.19966
31900,2.2903e+07,1,329.17,14.837,216.42,288.41,0.36426,72.347,144.38,0.19987,0.20026,0.2003,0.19992,0.19966
31945,2.2913e+07,1,329.18,14.837,216.43,288.42,0.37491,72.357,144.39,0.19987,0.20026,0.2003,0.19992,0.19966
31991,2.2924e+07,1,329.18,14.837,216.43,288.41,0.36923,72.352,144.39,0.19987,0.20026,0.2003,0.19992,0.19966
32037,2.2934e+07,1,329.19,14.837,216.44,288.43,0.38384,72.366,144.4,0.19987,0.20026,0.2003,0.19992,0.19966
32086,2.2944e+07,1,329.2,14.837,216.41,288.43,0.43466,72.411,144.39,0.19982,0.19986,0.20009,0.2002,0.20003
32130,2.2954e+07,1,329.2,14.837,216.41,288.43,0.43466,72.411,144.39,0.19982,0.19986,0.20009,0.2002,0.20003
32175,2.2964e+07,1,63.775,14.297,216.41,288.44,0.43879,72.416,144.4,0.19982,0.19986,0.20009,0.2002,0.20003
32223,2.2974e+07,1,63.767,14.297,216.41,288.43,0.43713,72.414,144.4,0.19982,0.19986,0.20009,0.2002,0.20003
32261,2.2985e+07,1,63.773,14.297,216.41,288.44,0.44208,72.419,144.4,0.19982,0.19986,0.20009,0.2002,0.20003
32307,2.2995e+07,1,63.778,14.297,216.42,288.44,0.44503,72.422,144.4,0.19982,0.19986,0.20009,0.2002,0.20003
32351,2.3005e+07,1,63.778,14.297,216.42,288.44,0.44503,72.422,144.4,0.19982,0.19986,0.20009,0.2002,0.20003
32397,2.3015e+07,1,63.778,14.297,216.42,288.44,0.44503,72.422,144.4,0.19982,0.19986,0.20009,0.2002,0.20003
32441,2.3025e+07,1,63.796,14.297,216.43,288.46,0.4621,72.439,144.42,0.19982,0.19986,0.20009,0.2002,0.20003
32486,2.3035e+07,1,63.797,14.297,216.44,288.46,0.46621,72.443,144.42,0.19982,0.19986,0.20009,0.2002,0.20003
32534,2.3045e+07,1,63.813,14.297,216.45,288.48,0.47883,72.456,144.44,0.19982,0.19986,0.20009,0.2002,0.20003
32580,2.3055e+07,1,63.818,14.297,216.46,288.48,0.48463,72.461,144.44,0.19982,0.19986,0.20009,0.2002,0.20003
32625,2.3066e+07,1,63.832,14.297,216.47,288.49,0.49461,72.471,144.45,0.19982,0.19986,0.20009,0.2002,0.20003
32669,2.3079e+07,1,63.86,14.297,216.47,288.5,0.50227,72.479,144.46,0.19982,0.19986,0.20009,0.2002,0.20003
32714,2.309e+07,1,63.86,14.297,216.47,288.5,0.50227,72.479,144.46,0.19982,0.19986,0.20009,0.2002,0.20003
32757,2.31e+07,1,63.884,14.297,216.5,288.52,0.52703,72.504,144.49,0.19982,0.19986,0.20009,0.2002,0.20003
32801,2.3111e+07,1,63.899,14.297,216.52,288.55,0.54895,72.526,144.51,0.19982,0.19986,0.20009,0.2002,0.20003
32848,2.3121e+07,1,63.892,14.297,216.56,288.59,0.59166,72.568,144.55,0.19982,0.19986,0.20009,0.2002,0.20003
32892,2.3131e+07,1,63.911,14.297,216.6,288.62,0.62804,72.605,144.59,0.19982,0.19986,0.20009,0.2002,0.20003
32946,2.3143e+07,1,63.902,14.298,216.74,288.49,0.43522,72.644,144.83,0.20161,0.20144,0.19928,0.19812,0.19956
32991,2.3153e+07,1,248.24,14.795,216.78,288.54,0.47874,72.688,144.88,0.20161,0.20144,0.19928,0.19812,0.19956
33035,2.3164e+07,1,248.28,14.795,216.82,288.57,0.51178,72.721,144.91,0.20161,0.20144,0.19928,0.19812,0.19956
33080,2.3174e+07,1,248.28,14.795,216.82,288.57,0.51178,72.721,144.91,0.20161,0.20144,0.19928,0.19812,0.19956
33122,2.3187e+07,1,248.33,14.795,216.87,288.62,0.5656,72.775,144.96,0.20161,0.20144,0.19928,0.19812,0.19956
33167,2.3197e+07,1,248.4,14.795,216.94,288.69,0.63651,72.845,145.03,0.20161,0.20144,0.19928,0.19812,0.19956
33211,2.3207e+07,1,248.46,14.795,216.99,288.75,0.68953,72.898,145.09,0.20161,0.20144,0.19928,0.19812,0.19956
33256,2.3218e+07,1,248.53,14.795,217.06,288.82,0.75714,72.966,145.15,0.20161,0.20144,0.19928,0.19812,0.19956
33302,2.3227e+07,1,248.61,14.795,217.15,288.9,0.8421,73.051,145.24,0.20161,0.20144,0.19928,0.19812,0.19956
33347,2.3237e+07,1,248.68,14.795,217.22,288.97,0.91385,73.123,145.31,0.20161,0.20144,0.19928,0.19812,0.19956
33396,2.3248e+07,1,248.68,14.795,217.22,288.97,0.91385,73.123,145.31,0.20161,0.20144,0.19928,0.19812,0.19956
33440,2.3258e+07,1,248.77,14.795,217.31,289.06,1.0031,73.212,145.4,0.20161,0.20144,0.19928,0.19812,0.19956
33486,2.3268e+07,1,248.85,14.795,217.38,289.14,1.0812,73.29,145.48,0.20161,0.20144,0.19928,0.19812,0.19956
33531,2.3278e+07,1,248.95,14.795,217.49,289.24,1.1826,73.391,145.58,0.20161,0.20144,0.19928,0.19812,0.19956
33572,2.3292e+07,1,249.05,14.795,217.59,289.34,1.2838,73.493,145.68,0.20161,0.20144,0.19928,0.19812,0.19956
33616,2.3302e+07,1,249.15,14.795,217.68,289.44,1.3809,73.59,145.78,0.20161,0.20144,0.19928,0.19812,0.19956
33661,2.3312e+07,1,249.15,14.795,217.68,289.44,1.3809,73.59,145.78,0.20161,0.20144,0.19928,0.19812,0.19956
33706,2.3323e+07,1,249.24,14.795,217.77,289.53,1.4698,73.679,145.87,0.20161,0.20144,0.19928,0.19812,0.19956
33750,2.3332e+07,1,249.35,14.795,217.89,289.64,1.5821,73.791,145.98,0.20161,0.20144,0.19928,0.19812,0.19956
33799,2.3343e+07,1,249.35,14.795,217.89,289.64,1.5821,73.791,145.98,0.20161,0.20144,0.19928,0.19812,0.19956
33848,2.3353e+07,1,249.44,14.795,218.53,290.05,1.3188,73.35,146.1,0.20023,0.20581,0.20331,0.19626,0.19439
33892,2.3363e+07,1,305.56,14.23,218.65,290.16,1.4365,73.468,146.22,0.20023,0.20581,0.20331,0.19626,0.19439
33937,2.3373e+07,1,305.68,14.23,218.77,290.29,1.5621,73.593,146.34,0.20023,0.20581,0.20331,0.19626,0.19439
33982,2.3383e+07,1,305.78,14.23,218.87,290.39,1.6601,73.691,146.44,0.20023,0.20581,0.20331,0.19626,0.19439
34030,2.3396e+07,1,305.91,14.23,219,290.52,1.7918,73.823,146.57,0.20023,0.20581,0.20331,0.19626,0.19439
34077,2.3409e+07,1,306.03,14.23,219.12,290.64,1.9109,73.942,146.69,0.20023,0.20581,0.20331,0.19626,0.19439
34122,2.3419e+07,1,306.03,14.23,219.12,290.64,1.9109,73.942,146.69,0.20023,0.20581,0.20331,0.19626,0.19439
34167,2.3429e+07,1,306.18,14.23,219.27,290.79,2.0614,74.093,146.84,0.20023,0.20581,0.20331,0.19626,0.19439
34212,2.3439e+07,1,306.3,14.23,219.4,290.91,2.1838,74.215,146.97,0.20023,0.20581,0.20331,0.19626,0.19439
34265,2.3452e+07,1,306.51,14.23,219.6,291.12,2.39,74.421,147.17,0.20023,0.20581,0.20331,0.19626,0.19439
34310,2.3462e+07,1,306.63,14.23,219.72,291.23,2.5055,74.537,147.29,0.20023,0.20581,0.20331,0.19626,0.19439
34356,2.3473e+07,1,306.63,14.23,219.72,291.23,2.5055,74.537,147.29,0.20023,0.20581,0.20331,0.19626,0.19439
34401,2.3483e+07,1,306.77,14.23,219.86,291.38,2.6504,74.682,147.43,0.20023,0.20581,0.20331,0.19626,0.19439
34445,2.3496e+07,1,306.93,14.23,220.02,291.54,2.8102,74.841,147.59,0.20023,0.20581,0.20331,0.19626,0.19439
34490,2.3509e+07,1,307.08,14.23,220.16,291.68,2.9531,74.984,147.73,0.20023,0.20581,0.20331,0.19626,0.19439
34536,2.3519e+07,1,307.22,14.23,220.31,291.82,3.0976,75.129,147.88,0.20023,0.20581,0.20331,0.19626,0.19439
34582,2.3529e+07,1,307.22,14.23,220.31,291.82,3.0976,75.129,147.88,0.20023,0.20581,0.20331,0.19626,0.19439
34628,2.354e+07,1,307.39,14.23,221.37,292.04,2.414,74.721,148.56,0.20231,0.21442,0.20626,0.18967,0.18735
34680,2.3553e+07,1,300.15,13.889,221.53,292.2,2.5673,74.875,148.71,0.20231,0.21442,0.20626,0.18967,0.18735
34724,2.3563e+07,1,300.15,13.889,221.53,292.2,2.5673,74.875,148.71,0.20231,0.21442,0.20626,0.18967,0.18735
34769,2.3574e+07,1,300.34,13.889,221.73,292.4,2.7696,75.078,148.92,0.20231,0.21442,0.20626,0.18967,0.18735
34814,2.3584e+07,1,300.49,13.889,221.87,292.54,2.9172,75.225,149.06,0.20231,0.21442,0.20626,0.18967,0.18735
34859,2.3595e+07,1,300.67,13.889,222.05,292.72,3.0971,75.405,149.24,0.20231,0.21442,0.20626,0.18967,0.18735
34904,2.3606e+07,1,300.67,13.889,222.05,292.72,3.0971,75.405,149.24,0.20231,0.21442,0.20626,0.18967,0.18735
34945,2.3616e+07,1,300.91,13.889,222.3,292.97,3.3411,75.649,149.49,0.20231,0.21442,0.20626,0.18967,0.18735
34991,2.3627e+07,1,301.03,13.889,222.42,293.09,3.463,75.771,149.61,0.20231,0.21442,0.20626,0.18967,0.18735
35035,2.3637e+07,1,301.17,13.889,222.56,293.23,3.5988,75.907,149.74,0.20231,0.21442,0.20626,0.18967,0.18735
35082,2.3647e+07,1,301.17,13.889,222.56,293.23,3.5988,75.907,149.74,0.20231,0.21442,0.20626,0.18967,0.18735
35134,2.3659e+07,1,301.5,13.889,222.89,293.56,3.9296,76.238,150.08,0.20231,0.21442,0.20626,0.18967,0.18735
35178,2.367e+07,1,301.5,13.889,222.89,293.56,3.9296,76.238,150.08,0.20231,0.21442,0.20626,0.18967,0.18735
35223,2.368e+07,1,301.68,13.889,223.07,293.74,4.1187,76.427,150.26,0.20231,0.21442,0.20626,0.18967,0.18735
35267,2.369e+07,1,301.87,13.889,223.26,293.93,4.3056,76.614,150.45,0.20231,0.21442,0.20626,0.18967,0.18735
35312,2.37e+07,1,301.87,13.889,223.26,293.93,4.3056,76.614,150.45,0.20231,0.21442,0.20626,0.18967,0.18735
35351,2.3711e+07,1,302,13.889,223.39,294.06,4.4328,76.742,150.58,0.20231,0.21442,0.20626,0.18967,0.18735
35396,2.3721e+07,1,302.12,13.889,223.51,294.18,4.5571,76.866,150.7,0.20231,0.21442,0.20626,0.18967,0.18735
35441,2.3731e+07,1,302.25,13.889,223.64,294.31,4.688,76.997,150.83,0.20231,0.21442,0.20626,0.18967,0.18735
35488,2.3742e+07,1,302.25,13.889,223.64,294.31,4.688,76.997,150.83,0.20231,0.21442,0.20626,0.18967,0.18735
35533,2.3752e+07,1,302.4,13.889,224.38,295.99,5.2359,75.868,149.82,0.18904,0.21525,0.22044,0.19683,0.17844
35582,2.3762e+07,1,302.4,13.889,224.38,295.99,5.2359,75.868,149.82,0.18904,0.21525,0.22044,0.19683,0.17844
35627,2.3772e+07,1,341.15,13.995,224.54,296.15,5.3915,76.023,149.97,0.18904,0.21525,0.22044,0.19683,0.17844
35672,2.3782e+07,1,341.26,13.995,224.65,296.26,5.5024,76.134,150.08,0.18904,0.21525,0.22044,0.19683,0.17844
35716,2.3792e+07,1,341.39,13.995,224.78,296.39,5.6291,76.261,150.21,0.18904,0.21525,0.22044,0.19683,0.17844
35761,2.3802e+07,1,341.39,13.995,224.78,296.39,5.6291,76.261,150.21,0.18904,0.21525,0.22044,0.19683,0.17844
35805,2.3812e+07,1,341.5,13.995,224.89,296.5,5.7419,76.374,150.32,0.18904,0.21525,0.22044,0.19683,0.17844
35850,2.3822e+07,1,341.5,13.995,224.89,296.5,5.7419,76.374,150.32,0.18904,0.21525,0.22044,0.19683,0.17844
35892,2.3832e+07,1,341.67,13.995,225.06,296.67,5.9147,76.547,150.5,0.18904,0.21525,0.22044,0.19683,0.17844
35936,2.3843e+07,1,341.79,13.995,225.18,296.79,6.0365,76.668,150.62,0.18904,0.21525,0.22044,0.19683,0.17844
35982,2.3853e+07,1,341.89,13.995,225.28,296.89,6.1319,76.764,150.71,0.18904,0.21525,0.22044,0.19683,0.17844
36033,2.3863e+07,1,342.03,13.995,225.43,297.03,6.2767,76.909,150.86,0.18904,0.21525,0.22044,0.19683,0.17844
36079,2.3873e+07,1,342.17,13.995,225.56,297.17,6.4116,77.044,150.99,0.18904,0.21525,0.22044,0.19683,0.17844
36124,2.3883e+07,1,342.17,13.995,225.56,297.17,6.4116,77.044,150.99,0.18904,0.21525,0.22044,0.19683,0.17844
36168,2.3893e+07,1,342.26,13.995,225.65,297.26,6.5014,77.133,151.08,0.18904,0.21525,0.22044,0.19683,0.17844
36214,2.3903e+07,1,342.34,13.995,225.73,297.34,6.5849,77.217,151.17,0.18904,0.21525,0.22044,0.19683,0.17844
36252,2.3914e+07,1,342.46,13.995,225.85,297.46,6.7036,77.336,151.28,0.18904,0.21525,0.22044,0.19683,0.17844
36298,2.3924e+07,1,342.57,13.995,225.96,297.57,6.8118,77.444,151.39,0.18904,0.21525,0.22044,0.19683,0.17844
36342,2.3934e+07,1,342.62,13.995,226.01,297.62,6.8591,77.491,151.44,0.18904,0.21525,0.22044,0.19683,0.17844
36389,2.3944e+07,1,342.62,13.995,226.01,297.62,6.8591,77.491,151.44,0.18904,0.21525,0.22044,0.19683,0.17844
36433,2.3954e+07,1,342.69,13.995,226.55,297.87,6.5704,77.144,151.62,0.18844,0.21953,0.22355,0.19437,0.17412
36485,2.3964e+07,1,338.84,13.99,226.6,297.91,6.6137,77.187,151.67,0.18844,0.21953,0.22355,0.19437,0.17412
36530,2.3975e+07,1,338.91,13.99,226.66,297.98,6.6813,77.255,151.73,0.18844,0.21953,0.22355,0.19437,0.17412
36575,2.3985e+07,1,338.94,13.99,226.69,298.01,6.7117,77.285,151.76,0.18844,0.21953,0.22355,0.19437,0.17412
36620,2.3995e+07,1,338.94,13.99,226.69,298.01,6.7117,77.285,151.76,0.18844,0.21953,0.22355,0.19437,0.17412
36661,2.4005e+07,1,338.98,13.99,226.74,298.05,6.7521,77.326,151.81,0.18844,0.21953,0.22355,0.19437,0.17412
36705,2.4015e+07,1,338.98,13.99,226.74,298.05,6.7521,77.326,151.81,0.18844,0.21953,0.22355,0.19437,0.17412
36746,2.4026e+07,1,339,13.99,226.76,298.08,6.7757,77.35,151.83,0.18844,0.21953,0.22355,0.19437,0.17412
36791,2.4036e+07,1,339.04,13.991,226.8,298.11,6.8144,77.388,151.87,0.18844,0.21953,0.22355,0.19437,0.17412
36835,2.4046e+07,1,339.07,13.991,226.83,298.14,6.8433,77.417,151.9,0.18844,0.21953,0.22355,0.19437,0.17412
36879,2.4056e+07,1,339.07,13.991,226.83,298.14,6.8433,77.417,151.9,0.18844,0.21953,0.22355,0.19437,0.17412
36928,2.4066e+07,1,339.07,13.991,226.83,298.15,6.8464,77.421,151.9,0.18844,0.21953,0.22355,0.19437,0.17412
36972,2.4076e+07,1,339.07,13.991,226.83,298.15,6.8464,77.421,151.9,0.18844,0.21953,0.22355,0.19437,0.17412
37019,2.4086e+07,1,339.08,13.991,226.84,298.16,6.86,77.434,151.91,0.18844,0.21953,0.22355,0.19437,0.17412
37064,2.4096e+07,1,339.08,13.991,226.84,298.16,6.8563,77.431,151.91,0.18844,0.21953,0.22355,0.19437,0.17412
37108,2.4109e+07,1,339.08,13.991,226.84,298.16,6.8563,77.431,151.91,0.18844,0.21953,0.22355,0.19437,0.17412
37157,2.4122e+07,1,339.08,13.991,226.84,298.16,6.8563,77.431,151.91,0.18844,0.21953,0.22355,0.19437,0.17412
37200,2.4132e+07,1,339.04,13.991,226.81,298.12,6.8227,77.398,151.88,0.18844,0.21953,0.22355,0.19437,0.17412
37246,2.4142e+07,1,339,13.991,227.23,298.57,6.6341,76.756,151.62,0.18471,0.22261,0.2293,0.1944,0.16899
37291,2.4152e+07,1,339,13.991,227.23,298.57,6.6341,76.756,151.62,0.18471,0.22261,0.2293,0.1944,0.16899
37338,2.4162e+07,1,341.45,13.748,227.19,298.53,6.5924,76.715,151.58,0.18471,0.22261,0.2293,0.1944,0.16899
37384,2.4172e+07,1,341.38,13.748,227.12,298.46,6.5235,76.646,151.51,0.18471,0.22261,0.2293,0.1944,0.16899
37428,2.4182e+07,1,341.29,13.747,227.02,298.36,6.4211,76.537,151.4,0.18471,0.22261,0.2293,0.1944,0.16899
37473,2.4192e+07,1,341.29,13.747,227.02,298.36,6.4211,76.537,151.4,0.18471,0.22261,0.2293,0.1944,0.16899
37518,2.4202e+07,1,341.17,13.747,226.89,298.24,6.2971,76.413,151.28,0.18471,0.22261,0.2293,0.1944,0.16899
37564,2.4215e+07,1,341.08,13.747,226.81,298.15,6.2083,76.324,151.19,0.18471,0.22261,0.2293,0.1944,0.16899
37606,2.4225e+07,1,340.94,13.747,226.66,298.01,6.0672,76.183,151.05,0.18471,0.22261,0.2293,0.1944,0.16899
37650,2.4235e+07,1,340.7,13.748,226.45,297.79,5.8521,75.975,150.84,0.18471,0.22261,0.2293,0.1944,0.16899
37695,2.4245e+07,1,340.56,13.748,226.3,297.64,5.7091,75.832,150.69,0.18471,0.22261,0.2293,0.1944,0.16899
37739,2.4256e+07,1,340.56,13.748,226.3,297.64,5.7091,75.832,150.69,0.18471,0.22261,0.2293,0.1944,0.16899
37789,2.4266e+07,1,340.32,13.748,226.06,297.4,5.4673,75.59,150.45,0.18471,0.22261,0.2293,0.1944,0.16899
37833,2.4276e+07,1,340.15,13.748,225.89,297.23,5.2945,75.417,150.28,0.18471,0.22261,0.2293,0.1944,0.16899
37878,2.4286e+07,1,339.95,13.748,225.69,297.03,5.0988,75.221,150.08,0.18471,0.22261,0.2293,0.1944,0.16899
37923,2.4297e+07,1,339.95,13.748,225.69,297.03,5.0988,75.221,150.08,0.18471,0.22261,0.2293,0.1944,0.16899
37968,2.4308e+07,1,339.74,13.748,225.48,296.82,4.8867,75.009,149.87,0.18471,0.22261,0.2293,0.1944,0.16899
38012,2.4318e+07,1,339.57,13.748,225.31,296.65,4.7166,74.839,149.7,0.18471,0.22261,0.2293,0.1944,0.16899
38056,2.4328e+07,1,339.57,13.748,225.31,296.65,4.7166,74.839,149.7,0.18471,0.22261,0.2293,0.1944,0.16899
