LineNo,TimeUS,C,AX,AY,AZ,VWN,VWE,MN,ME,MD,MX,MY,MZ,IDX,IDY,IS
4494,1.6131e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
4537,1.6144e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
4577,1.6154e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
4618,1.6164e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
4660,1.6174e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
4700,1.6184e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
4745,1.6194e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
4785,1.6204e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
4827,1.6214e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
4867,1.6224e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
4908,1.6234e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
4946,1.6244e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
4983,1.6254e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
5025,1.6264e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
5067,1.6274e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
5107,1.6284e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
5152,1.6294e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
5193,1.6304e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
5234,1.6314e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
5274,1.6324e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
5317,1.6337e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
5354,1.6346e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
5399,1.6359e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
5440,1.6369e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
5480,1.6379e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
5522,1.6389e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
5566,1.6399e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
5608,1.6409e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
5649,1.6419e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
5689,1.6429e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
5724,1.6439e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
5765,1.645e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
5806,1.646e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
5846,1.647e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
5888,1.648e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
5930,1.649e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
5974,1.65e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
6015,1.651e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
6057,1.652e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
6101,1.653e+07,0,0,0,0.06,0,0,176,0,359,0,0,0,0,0,0
6138,1.6541e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
6178,1.6551e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
6218,1.6561e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
6259,1.6571e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
6300,1.6581e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
6341,1.6591e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
6387,1.6602e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
6431,1.6611e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
6472,1.6622e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
6513,1.6632e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
6551,1.6644e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
6592,1.6654e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
6632,1.6664e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
6674,1.6674e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
6714,1.6684e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
6759,1.6694e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
6801,1.6704e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
6842,1.6714e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
6883,1.6724e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
6925,1.6734e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
6960,1.6744e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
7000,1.6754e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
7041,1.6764e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
7082,1.6774e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
7123,1.6784e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
7170,1.6794e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
7211,1.6804e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
7253,1.6814e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
7294,1.6824e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
7334,1.6834e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
7375,1.6844e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
7412,1.6855e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
7453,1.6865e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
7495,1.6875e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
7535,1.6885e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
7579,1.6895e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
7621,1.6905e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
7663,1.6915e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
7704,1.6925e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
7746,1.6938e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
7787,1.6948e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
7824,1.6958e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
7866,1.6968e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
7906,1.6978e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
7947,1.6988e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
7993,1.6998e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
8035,1.7008e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
8078,1.7019e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
8118,1.7029e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
8156,1.7039e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
8193,1.7049e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
8234,1.7059e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
8274,1.7069e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
8316,1.7079e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
8358,1.7089e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
8402,1.7099e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
8443,1.7109e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
8485,1.7119e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
8526,1.7129e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
8566,1.7139e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
8606,1.7151e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
8647,1.7161e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
8687,1.7171e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
8728,1.7181e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
8769,1.7191e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
8813,1.7201e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
8854,1.7211e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
8894,1.7222e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
8936,1.7232e+07,0,0,0,0.05,0,0,176,0,359,0,0,0,0,0,0
8973,1.7242e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
9011,1.7252e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
9052,1.7262e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
9092,1.7272e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
9133,1.7282e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
9173,1.7292e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
9218,1.7302e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
9253,1.7332e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
9296,1.7342e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
9333,1.7352e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
9371,1.7362e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
9412,1.7372e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
9452,1.7382e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
9494,1.7392e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
9538,1.7402e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
9579,1.7412e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
9619,1.7422e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
9662,1.7432e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
9703,1.7442e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
9740,1.7452e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
9782,1.7465e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
9823,1.7475e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
9863,1.7485e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
9904,1.7495e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
9948,1.7505e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
9992,1.7515e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
10032,1.7525e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
10073,1.7535e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
10112,1.7545e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
10151,1.7555e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
10192,1.7565e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
10232,1.7575e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
10274,1.7585e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
10314,1.7595e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
10360,1.7605e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
10401,1.7615e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
10441,1.7625e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
10483,1.7635e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
10520,1.7648e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
10562,1.7658e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
10604,1.7668e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
10645,1.7678e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
10686,1.7688e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
10729,1.7698e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
10772,1.7709e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
10812,1.7719e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
10853,1.7729e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
10896,1.7739e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
10936,1.7752e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
10979,1.7762e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
11019,1.7772e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
11060,1.7782e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
11100,1.7792e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
11148,1.7802e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
11189,1.7812e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
11229,1.7822e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
11271,1.7832e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
11311,1.7842e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
11349,1.7852e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
11390,1.7862e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
11434,1.7875e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
11475,1.7885e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
11517,1.7895e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
11562,1.7905e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
11603,1.7915e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
11643,1.7925e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
11684,1.7935e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
11726,1.7945e+07,0,0,0,0.04,0,0,176,0,359,0,0,0,0,0,0
11764,1.7955e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
11805,1.7965e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
11848,1.7976e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
11889,1.7985e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
11929,1.7996e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
11976,1.8006e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
12016,1.8016e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
12058,1.8026e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
12102,1.8041e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
12143,1.8051e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
12183,1.8061e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
12226,1.8071e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
12266,1.8081e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
12308,1.8091e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
12351,1.8101e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
12393,1.8111e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
12439,1.8123e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
12479,1.8133e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
12524,1.8146e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
12561,1.8156e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
12602,1.8167e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
12643,1.8177e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
12685,1.8187e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
12726,1.8197e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
12770,1.8207e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
12811,1.8217e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
12851,1.8227e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
12893,1.8237e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
12931,1.8247e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
12968,1.8257e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
13009,1.8267e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
13050,1.8277e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
13092,1.8287e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
13132,1.8298e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
13177,1.8307e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
13217,1.8317e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
13260,1.8327e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
13301,1.8338e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
13339,1.8351e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
13379,1.8361e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
13420,1.8371e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
13462,1.8381e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
13502,1.8391e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
13544,1.8401e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
13588,1.8411e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
13628,1.8421e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
13669,1.8431e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
13710,1.8441e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
13748,1.8451e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
13788,1.8461e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
13826,1.8472e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
13867,1.8482e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
13907,1.8492e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
13951,1.8502e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
13996,1.8511e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
14037,1.8522e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
14080,1.8532e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
14120,1.8542e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
14161,1.8555e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
14202,1.8564e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
14243,1.8575e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
14283,1.8585e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
14325,1.8595e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
14369,1.8605e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
14412,1.8615e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
14453,1.8625e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
14493,1.8635e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
14535,1.8645e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
14572,1.8655e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
14614,1.8666e+07,0,0,0,0.03,0,0,176,0,359,0,0,0,0,0,0
