LineNo,TimeUS,Id,Pri,Total,Free,Name
9273,1.7334e+07,8,58,2384,1520,0
18760,1.9704e+07,8,58,2384,1520,0
28136,2.2027e+07,8,58,2384,1520,0
38402,2.4409e+07,8,58,2384,1520,0
48406,2.6781e+07,8,58,2384,1520,0
58540,2.9203e+07,8,58,2384,1520,0
68348,3.1545e+07,8,58,2384,1520,0
78501,3.3979e+07,8,58,2384,1520,0
88473,3.6378e+07,8,58,2384,1520,0
98484,3.8775e+07,8,58,2384,1520,0
1.0836e+05,4.114e+07,8,58,2384,1520,0
1.1815e+05,4.348e+07,8,58,2384,1520,0
1.28e+05,4.5838e+07,8,58,2384,1520,0
1.381e+05,4.8284e+07,8,58,2384,1520,0
1.4811e+05,5.0697e+07,8,58,2384,1520,0
1.5797e+05,5.3062e+07,8,58,2384,1520,0
1.6789e+05,5.5441e+07,8,58,2384,1520,0
1.7762e+05,5.7747e+07,8,58,2384,1520,0
1.8742e+05,6.0101e+07,8,58,2384,1520,0
1.9707e+05,6.2434e+07,8,58,2384,1520,0
2.0707e+05,6.4841e+07,8,58,2384,1520,0
2.172e+05,6.7245e+07,8,58,2384,1520,0
2.2713e+05,6.9622e+07,8,58,2384,1520,0
2.3733e+05,7.206e+07,8,58,2384,1520,0
2.4761e+05,7.4471e+07,8,58,2384,1520,0
2.5781e+05,7.6851e+07,8,58,2384,1520,0
2.6791e+05,7.9206e+07,8,58,2384,1520,0
2.7801e+05,8.1571e+07,8,58,2384,1520,0
2.8829e+05,8.3972e+07,8,58,2384,1520,0
2.9853e+05,8.6375e+07,8,58,2384,1520,0
