LineNo,TimeUS,Id,Pri,Total,Free,Name
8022,1.7008e+07,5,181,1872,1456,0
17441,1.9376e+07,5,181,1872,1456,0
26845,2.1708e+07,5,181,1872,1456,0
36999,2.4086e+07,5,181,1872,1456,0
47104,2.6472e+07,5,181,1872,1456,0
57145,2.8874e+07,5,181,1872,1456,0
66957,3.1218e+07,5,181,1872,1456,0
77057,3.3636e+07,5,181,1872,1456,0
87162,3.6061e+07,5,181,1872,1456,0
97134,3.8455e+07,5,181,1872,1456,0
1.0691e+05,4.0795e+07,5,181,1872,1456,0
1.168e+05,4.3162e+07,5,181,1872,1456,0
1.2669e+05,4.5523e+07,5,181,1872,1456,0
1.3683e+05,4.7976e+07,5,181,1872,1456,0
1.4669e+05,5.0362e+07,5,181,1872,1456,0
1.5666e+05,5.2741e+07,5,181,1872,1456,0
1.665e+05,5.511e+07,5,181,1872,1456,0
1.7645e+05,5.7462e+07,5,181,1872,1456,0
1.8621e+05,5.9805e+07,5,181,1872,1456,0
1.9576e+05,6.2113e+07,5,181,1872,1456,0
2.0577e+05,6.4527e+07,5,181,1872,1456,0
2.1582e+05,6.6921e+07,5,181,1872,1456,0
2.259e+05,6.9328e+07,5,181,1872,1456,0
2.36e+05,7.1748e+07,5,181,1872,1456,0
2.4612e+05,7.4117e+07,5,181,1872,1456,0
2.5631e+05,7.6501e+07,5,181,1872,1456,0
2.666e+05,7.8897e+07,5,181,1872,1456,0
2.7657e+05,8.1232e+07,5,181,1872,1456,0
2.8693e+05,8.3645e+07,5,181,1872,1456,0
2.9709e+05,8.604e+07,5,181,1872,1456,0
