LineNo,TimeUS,Id,Pri,Total,Free,Name
10544,1.7652e+07,11,60,656,256,0
20050,2.0023e+07,11,60,656,256,0
29451,2.234e+07,11,60,656,256,0
39923,2.476e+07,11,60,656,256,0
49863,2.7131e+07,11,60,656,256,0
59845,2.951e+07,11,60,656,256,0
69654,3.1857e+07,11,60,656,256,0
79715,3.4272e+07,11,60,656,256,0
89784,3.669e+07,11,60,656,256,0
99876,3.9107e+07,11,60,656,256,0
1.0969e+05,4.145e+07,11,60,656,256,0
1.1941e+05,4.3782e+07,11,60,656,256,0
1.2935e+05,4.6163e+07,11,60,656,256,0
1.3943e+05,4.8603e+07,11,60,656,256,0
1.4947e+05,5.1025e+07,11,60,656,256,0
1.5935e+05,5.3389e+07,11,60,656,256,0
1.6916e+05,5.5749e+07,11,60,656,256,0
1.7892e+05,5.8058e+07,11,60,656,256,0
1.8873e+05,6.0417e+07,11,60,656,256,0
1.9851e+05,6.2786e+07,11,60,656,256,0
2.0841e+05,6.5156e+07,11,60,656,256,0
2.1849e+05,6.7562e+07,11,60,656,256,0
2.2853e+05,6.9961e+07,11,60,656,256,0
2.3886e+05,7.2423e+07,11,60,656,256,0
2.4896e+05,7.4785e+07,11,60,656,256,0
2.5925e+05,7.719e+07,11,60,656,256,0
2.6944e+05,7.9559e+07,11,60,656,256,0
2.7933e+05,8.1875e+07,11,60,656,256,0
2.8968e+05,8.4294e+07,11,60,656,256,0
2.9994e+05,8.6709e+07,11,60,656,256,0
