LineNo,TimeUS,Id,Pri,Total,Free,Name
5013,1.6261e+07,20,59,1912,504,0
14394,1.8609e+07,20,59,1912,504,0
23871,2.0967e+07,20,59,1912,504,0
33770,2.3337e+07,20,59,1912,504,0
43851,2.5694e+07,20,59,1912,504,0
53997,2.812e+07,20,59,1912,504,0
63830,3.0469e+07,20,59,1912,504,0
73876,3.2863e+07,20,59,1912,504,0
83820,3.5254e+07,20,59,1912,504,0
94015,3.7691e+07,20,59,1912,504,0
1.0398e+05,4.0084e+07,20,59,1912,504,0
1.1369e+05,4.2407e+07,20,59,1912,504,0
1.2361e+05,4.478e+07,20,59,1912,504,0
1.3356e+05,4.719e+07,20,59,1912,504,0
1.4353e+05,4.9596e+07,20,59,1912,504,0
1.5352e+05,5.1996e+07,20,59,1912,504,0
1.6347e+05,5.4373e+07,20,59,1912,504,0
1.7331e+05,5.6722e+07,20,59,1912,504,0
1.8297e+05,5.9034e+07,20,59,1912,504,0
1.927e+05,6.138e+07,20,59,1912,504,0
2.0266e+05,6.3788e+07,20,59,1912,504,0
2.126e+05,6.616e+07,20,59,1912,504,0
2.2255e+05,6.8528e+07,20,59,1912,504,0
2.3273e+05,7.0965e+07,20,59,1912,504,0
2.4296e+05,7.3374e+07,20,59,1912,504,0
2.5312e+05,7.576e+07,20,59,1912,504,0
2.6344e+05,7.8165e+07,20,59,1912,504,0
2.7346e+05,8.0501e+07,20,59,1912,504,0
2.8369e+05,8.2893e+07,20,59,1912,504,0
2.9398e+05,8.5311e+07,20,59,1912,504,0
