LineNo,TimeUS,C,IVN,IVE,IVD,IPN,IPE,IPD,IMX,IMY,IMZ,IYAW,IVT,RErr,ErSc
2395,1.5607e+07,1,0,0,0,0,0,-0.28,0,0,0,-0.28,0,0,0
2439,1.5617e+07,1,0,0,0,0,0,-0.28,0,0,0,-0.28,0,0,0
2479,1.5627e+07,1,0,0,0,0,0,-0.28,0,0,0,-0.28,0,0,0
2517,1.5638e+07,1,0,0,0,0,0,-0.29,0,0,0,0.14,0,0,0
2560,1.5648e+07,1,0,0,0,0,0,-0.29,0,0,0,0.14,0,0,0
2600,1.5658e+07,1,0,0,0,0,0,-0.29,0,0,0,0.14,0,0,0
2641,1.5668e+07,1,0,0,0,0,0,-0.29,0,0,0,0.14,0,0,0
2681,1.5678e+07,1,0,0,0,0,0,-0.29,0,0,0,0.14,0,0,0
2726,1.5688e+07,1,0,0,0,0,0,-0.29,0,0,0,0.14,0,0,0
2767,1.5698e+07,1,0,0,0,0,0,-0.29,0,0,0,0.14,0,0,0
2808,1.5708e+07,1,0,0,0,0,0,-0.29,0,0,0,0.14,0,0,0
2849,1.5718e+07,1,0,0,0,0,0,-0.29,0,0,0,0.14,0,0,0
2889,1.5728e+07,1,0,0,0,0,0,-0.29,0,0,0,0.14,0,0,0
2931,1.5738e+07,1,0,0,0,0,0,-0.29,0,0,0,0.14,0,0,0
2973,1.5748e+07,1,0,0,0,0,0,-0.29,0,0,0,0.14,0,0,0
3012,1.5758e+07,1,0,0,0,0,0,-0.01,0,0,0,-1.13,0,0,0
3054,1.5768e+07,1,0,0,0,0,0,-0.01,0,0,0,-1.13,0,0,0
3094,1.5778e+07,1,0,0,0,0,0,-0.01,0,0,0,-1.13,0,0,0
3140,1.5788e+07,1,0,0,0,0,0,-0.01,0,0,0,-1.13,0,0,0
3182,1.5798e+07,1,0,0,0,0,0,-0.01,0,0,0,-1.13,0,0,0
3223,1.5808e+07,1,0,0,0,0,0,-0.01,0,0,0,-1.13,0,0,0
3264,1.5819e+07,1,0,0,0,0,0,-0.01,0,0,0,-1.13,0,0,0
3306,1.5832e+07,1,0,0,0,0,0,-0.01,0,0,0,-1.13,0,0,0
3343,1.5842e+07,1,0,0,0,0,0.01,-0.25,0,0,0,-0.04,0,0,0
3385,1.5852e+07,1,0,0,0,0,0.01,-0.25,0,0,0,-0.04,0,0,0
3426,1.5862e+07,1,0,0,0,0,0.01,-0.25,0,0,0,-0.04,0,0,0
3466,1.5872e+07,1,0,0,0,0,0.01,-0.25,0,0,0,-0.04,0,0,0
3507,1.5882e+07,1,0,0,0,0,0.01,-0.25,0,0,0,-0.04,0,0,0
3551,1.5892e+07,1,0,0,0,0,0.01,-0.25,0,0,0,-0.04,0,0,0
3592,1.5902e+07,1,0,0,0,0,0.01,-0.25,0,0,0,-0.04,0,0,0
3634,1.5912e+07,1,0,0,0,0,0.01,-0.25,0,0,0,-0.04,0,0,0
3676,1.5922e+07,1,0,0,0,0,0.01,-0.25,0,0,0,-0.04,0,0,0
3714,1.5932e+07,1,0,0,0,0,0.01,-0.25,0,0,0,-0.04,0,0,0
3751,1.5942e+07,1,0,0,0,0,0.01,-0.2,0,0,0,-2.16,0,0,0
3793,1.5953e+07,1,0,0,0,0,0.01,-0.2,0,0,0,-2.16,0,0,0
3834,1.5963e+07,1,0,0,0,0,0.01,-0.2,0,0,0,-2.16,0,0,0
3874,1.5973e+07,1,0,0,0,0,0.01,-0.2,0,0,0,-2.16,0,0,0
3915,1.5983e+07,1,0,0,0,0,0.01,-0.2,0,0,0,-2.16,0,0,0
3959,1.5993e+07,1,0,0,0,0,0.01,-0.2,0,0,0,-2.16,0,0,0
4000,1.6003e+07,1,0,0,0,0,0.01,-0.2,0,0,0,-2.16,0,0,0
4043,1.6013e+07,1,0,0,0,0,0.01,-0.2,0,0,0,-2.16,0,0,0
4084,1.6023e+07,1,0,0,0,0,0.01,-0.2,0,0,0,-2.16,0,0,0
4125,1.6033e+07,1,0,0,0,0,0.01,-0.2,0,0,0,-2.16,0,0,0
4162,1.6043e+07,1,0,0,0,0,0.01,-0.2,0,0,0,-2.16,0,0,0
4204,1.6053e+07,1,0,0,0,0,0.01,-0.2,0,0,0,-2.16,0,0,0
4248,1.6066e+07,1,0,0,0,0,0.01,0,0,0,0,-2.16,0,0,0
4290,1.6076e+07,1,0,0,0,0,0.01,0,0,0,0,-2.16,0,0,0
4330,1.6086e+07,1,0,0,0,0,0.01,0,0,0,0,-0.08,0,0,0
4375,1.6096e+07,1,0,0,0,0,0.01,0,0,0,0,-0.08,0,0,0
4416,1.6106e+07,1,0,0,0,0,0.01,0,0,0,0,-0.08,0,0,0
4456,1.6116e+07,1,0,0,0,0,0.01,0,0,0,0,-0.08,0,0,0
4502,1.6131e+07,1,0,0,0,0,0.01,0,0,0,0,-0.08,0,0,0
4545,1.6144e+07,1,0,0,0,0,0.01,0.08,0,0,0,-0.08,0,0,0
4585,1.6154e+07,1,0,0,0,0,0.01,0.08,0,0,0,0,0,0,0
4626,1.6164e+07,1,0,0,0,0,0.01,0.08,0,0,0,0,0,0,0
4668,1.6174e+07,1,0,0,0,0,0.01,0.08,0,0,0,0,0,0,0
4708,1.6184e+07,1,0,0,0,0,0.01,0.08,0,0,0,0,0,0,0
4753,1.6194e+07,1,0,0,0,0,0.01,0.08,0,0,0,0,0,0,0
4793,1.6204e+07,1,0,0,0,0,0.01,0.08,0,0,0,0,0,0,0
4835,1.6214e+07,1,0,0,0,0,0.01,0.08,0,0,0,0,0,0,0
4875,1.6224e+07,1,0,0,0,0,0.01,0.08,0,0,0,0,0,0,0
4916,1.6234e+07,1,0,0,0,0,0.01,0.08,0,0,0,0.45,0,0,0
4954,1.6244e+07,1,0,0,0,0,0.01,0.08,0,0,0,0.45,0,0,0
4991,1.6254e+07,1,0,0,0,0,0.02,-0.12,0,0,0,0.45,0,0,0
5033,1.6264e+07,1,0,0,0,0,0.02,-0.12,0,0,0,0.45,0,0,0
5075,1.6274e+07,1,0,0,0,0,0.02,-0.12,0,0,0,0.45,0,0,0
5115,1.6284e+07,1,0,0,0,0,0.02,-0.12,0,0,0,0.45,0,0,0
5160,1.6294e+07,1,0,0,0,0,0.02,-0.12,0,0,0,0.45,0,0,0
5201,1.6304e+07,1,0,0,0,0,0.02,-0.12,0,0,0,0.45,0,0,0
5242,1.6314e+07,1,0,0,0,0,0.02,-0.12,0,0,0,0.45,0,0,0
5282,1.6324e+07,1,0,0,0,0,0.02,-0.12,0,0,0,0.45,0,0,0
5325,1.6337e+07,1,0,0,0,0,0.02,-0.24,0,0,0,-0.21,0,0,0
5362,1.6346e+07,1,0,0,0,0,0.02,-0.24,0,0,0,-0.21,0,0,0
5407,1.6359e+07,1,0,0,0,0,0.02,-0.24,0,0,0,-0.21,0,0,0
5448,1.6369e+07,1,0,0,0,0,0.02,-0.24,0,0,0,-0.21,0,0,0
5488,1.6379e+07,1,0,0,0,0,0.02,-0.24,0,0,0,-0.21,0,0,0
5530,1.6389e+07,1,0,0,0,0,0.02,-0.24,0,0,0,-0.21,0,0,0
5574,1.6399e+07,1,0,0,0,0,0.02,-0.24,0,0,0,-0.21,0,0,0
5616,1.6409e+07,1,0,0,0,0,0.02,-0.24,0,0,0,-0.21,0,0,0
5657,1.6419e+07,1,0,0,0,0,0.02,-0.24,0,0,0,-0.21,0,0,0
5697,1.6429e+07,1,0,0,0,0,0.02,-0.24,0,0,0,-0.21,0,0,0
5732,1.6439e+07,1,0,0,0,0,0.02,-0.39,0,0,0,-1.02,0,0,0
5773,1.645e+07,1,0,0,0,0,0.02,-0.39,0,0,0,-1.02,0,0,0
5814,1.646e+07,1,0,0,0,0,0.02,-0.39,0,0,0,-1.02,0,0,0
5854,1.647e+07,1,0,0,0,0,0.02,-0.39,0,0,0,-1.02,0,0,0
5896,1.648e+07,1,0,0,0,0,0.02,-0.39,0,0,0,-1.02,0,0,0
5938,1.649e+07,1,0,0,0,0,0.02,-0.39,0,0,0,-1.02,0,0,0
5982,1.65e+07,1,0,0,0,0,0.02,-0.39,0,0,0,-1.02,0,0,0
6025,1.651e+07,1,0,0,0,0,0.02,-0.39,0,0,0,-1.02,0,0,0
6065,1.652e+07,1,0,0,0,0,0.02,-0.39,0,0,0,-1.02,0,0,0
6109,1.653e+07,1,0,0,0,0,0.02,-0.39,0,0,0,-1.02,0,0,0
6146,1.6541e+07,1,0,0,0,0,0.02,-0.39,0,0,0,-1.02,0,0,0
6186,1.6551e+07,1,0,0,0,0,0.02,-0.39,0,0,0,-1.02,0,0,0
6226,1.6561e+07,1,0,0,0,0,0.02,-0.19,0,0,0,-1.02,0,0,0
6267,1.6571e+07,1,0,0,0,0,0.02,-0.19,0,0,0,0.76,0,0,0
6308,1.6581e+07,1,0,0,0,0,0.02,-0.19,0,0,0,0.76,0,0,0
6349,1.6591e+07,1,0,0,0,0,0.02,-0.19,0,0,0,0.76,0,0,0
6396,1.6602e+07,1,0,0,0,0,0.02,-0.19,0,0,0,0.76,0,0,0
6439,1.6611e+07,1,0,0,0,0,0.02,-0.19,0,0,0,0.76,0,0,0
6480,1.6622e+07,1,0,0,0,0,0.02,-0.19,0,0,0,0.76,0,0,0
6521,1.6632e+07,1,0,0,0,0,0.02,-0.19,0,0,0,0.76,0,0,0
6559,1.6644e+07,1,0,0,0,0,0.03,-0.33,0,0,0,0.36,0,0,0
6600,1.6654e+07,1,0,0,0,0,0.03,-0.33,0,0,0,0.36,0,0,0
6640,1.6664e+07,1,0,0,0,0,0.03,-0.33,0,0,0,0.36,0,0,0
6682,1.6674e+07,1,0,0,0,0,0.03,-0.33,0,0,0,0.36,0,0,0
6722,1.6684e+07,1,0,0,0,0,0.03,-0.33,0,0,0,0.36,0,0,0
6767,1.6694e+07,1,0,0,0,0,0.03,-0.33,0,0,0,0.36,0,0,0
6809,1.6704e+07,1,0,0,0,0,0.03,-0.33,0,0,0,0.36,0,0,0
6850,1.6714e+07,1,0,0,0,0,0.03,-0.33,0,0,0,0.36,0,0,0
6891,1.6724e+07,1,0,0,0,0,0.03,-0.33,0,0,0,0.36,0,0,0
6933,1.6734e+07,1,0,0,0,0,0.03,-0.33,0,0,0,0.36,0,0,0
6968,1.6744e+07,1,0,0,0,0,0.03,-0.5,0,0,0,2.14,0,0,0
7008,1.6754e+07,1,0,0,0,0,0.03,-0.5,0,0,0,2.14,0,0,0
7049,1.6764e+07,1,0,0,0,0,0.03,-0.5,0,0,0,2.14,0,0,0
7090,1.6774e+07,1,0,0,0,0,0.03,-0.5,0,0,0,2.14,0,0,0
7131,1.6784e+07,1,0,0,0,0,0.03,-0.5,0,0,0,2.14,0,0,0
7178,1.6794e+07,1,0,0,0,0,0.03,-0.5,0,0,0,2.14,0,0,0
7219,1.6804e+07,1,0,0,0,0,0.03,-0.5,0,0,0,2.14,0,0,0
7261,1.6814e+07,1,0,0,0,0,0.03,-0.5,0,0,0,2.14,0,0,0
7302,1.6824e+07,1,0,0,0,0,0.03,-0.5,0,0,0,2.14,0,0,0
7342,1.6834e+07,1,0,0,0,0,0.03,-0.5,0,0,0,2.14,0,0,0
7383,1.6844e+07,1,0,0,0,0,0.03,-0.5,0,0,0,2.14,0,0,0
7420,1.6855e+07,1,0,0,0,0.01,0.03,-0.5,0,0,0,-0.29,0,0,0
7461,1.6865e+07,1,0,0,0,0.01,0.03,-0.5,0,0,0,-0.29,0,0,0
7503,1.6875e+07,1,0,0,0,0.01,0.03,-0.5,0,0,0,-0.29,0,0,0
7543,1.6885e+07,1,0,0,0,0.01,0.03,-0.5,0,0,0,-0.29,0,0,0
7587,1.6895e+07,1,0,0,0,0.01,0.03,-0.5,0,0,0,-0.29,0,0,0
7629,1.6905e+07,1,0,0,0,0.01,0.03,-0.5,0,0,0,-0.29,0,0,0
7671,1.6915e+07,1,0,0,0,0.01,0.03,-0.5,0,0,0,-0.29,0,0,0
7712,1.6925e+07,1,0,0,0,0.01,0.03,-0.5,0,0,0,-0.29,0,0,0
7754,1.6938e+07,1,0,0,0,0.01,0.03,-0.5,0,0,0,-0.29,0,0,0
7795,1.6948e+07,1,0,0,0,0.01,0.03,-0.5,0,0,0,-0.29,0,0,0
7832,1.6958e+07,1,0,0,0,0.01,0.04,-0.5,0,0,0,-0.29,0,0,0
7874,1.6968e+07,1,0,0,0,0.01,0.04,-0.5,0,0,0,-0.18,0,0,0
7914,1.6978e+07,1,0,0,0,0.01,0.04,-0.5,0,0,0,-0.18,0,0,0
7955,1.6988e+07,1,0,0,0,0.01,0.04,-0.5,0,0,0,-0.18,0,0,0
8001,1.6998e+07,1,0,0,0,0.01,0.04,-0.5,0,0,0,-0.18,0,0,0
8045,1.7008e+07,1,0,0,0,0.01,0.04,-0.5,0,0,0,-0.18,0,0,0
8086,1.7019e+07,1,0,0,0,0.01,0.04,-0.5,0,0,0,-0.18,0,0,0
8126,1.7029e+07,1,0,0,0,0.01,0.04,-0.5,0,0,0,-0.18,0,0,0
8164,1.7039e+07,1,0,0,0,0.01,0.04,-0.5,0,0,0,-0.18,0,0,0
8201,1.7049e+07,1,0,0,0,0.01,0.04,-0.5,0,0,0,-0.18,0,0,0
8242,1.7059e+07,1,0,0,0,0.01,0.04,-0.5,0,0,0,-1.42,0,0,0
8282,1.7069e+07,1,0,0,0,0.01,0.04,-0.5,0,0,0,-1.42,0,0,0
8324,1.7079e+07,1,0,0,0,0.01,0.04,-0.5,0,0,0,-1.42,0,0,0
8366,1.7089e+07,1,0,0,0,0.01,0.04,-0.5,0,0,0,-1.42,0,0,0
8410,1.7099e+07,1,0,0,0,0.01,0.04,-0.5,0,0,0,-1.42,0,0,0
8451,1.7109e+07,1,0,0,0,0.01,0.04,-0.5,0,0,0,-1.42,0,0,0
8493,1.7119e+07,1,0,0,0,0.01,0.04,-0.5,0,0,0,-1.42,0,0,0
8534,1.7129e+07,1,0,0,0,0.01,0.04,-0.5,0,0,0,-1.42,0,0,0
8574,1.7139e+07,1,0,0,0,0.01,0.04,-0.5,0,0,0,-1.42,0,0,0
8614,1.7151e+07,1,0,0,0,0.01,0.04,-0.38,0,0,0,0.74,0,0,0
8655,1.7161e+07,1,0,0,0,0.01,0.04,-0.38,0,0,0,0.74,0,0,0
8695,1.7171e+07,1,0,0,0,0.01,0.04,-0.38,0,0,0,0.74,0,0,0
8736,1.7181e+07,1,0,0,0,0.01,0.04,-0.38,0,0,0,0.74,0,0,0
8777,1.7191e+07,1,0,0,0,0.01,0.04,-0.38,0,0,0,0.74,0,0,0
8821,1.7201e+07,1,0,0,0,0.01,0.04,-0.38,0,0,0,0.74,0,0,0
8862,1.7211e+07,1,0,0,0,0.01,0.04,-0.38,0,0,0,0.74,0,0,0
8902,1.7222e+07,1,0,0,0,0.01,0.04,-0.38,0,0,0,0.74,0,0,0
8944,1.7232e+07,1,0,0,0,0.01,0.04,-0.38,0,0,0,0.74,0,0,0
8981,1.7242e+07,1,0,0,0,0.01,0.04,-0.38,0,0,0,0.74,0,0,0
9019,1.7252e+07,1,0,0,0,0.01,0.05,-0.1,0,0,0,0.13,0,0,0
9060,1.7262e+07,1,0,0,0,0.01,0.05,-0.1,0,0,0,0.13,0,0,0
9100,1.7272e+07,1,0,0,0,0.01,0.05,-0.1,0,0,0,0.13,0,0,0
9141,1.7282e+07,1,0,0,0,0.01,0.05,-0.1,0,0,0,0.13,0,0,0
9181,1.7292e+07,1,0,0,0,0.01,0.05,-0.1,0,0,0,0.13,0,0,0
9226,1.7302e+07,1,0,0,0,0.01,0.05,-0.1,0,0,0,0.13,0,0,0
9261,1.7332e+07,1,0,0,0,0.01,0.05,-0.1,0,0,0,0.13,0,0,0
9304,1.7342e+07,1,0,0,0,0.01,0.05,-0.1,0,0,0,0.13,0,0,0
9341,1.7352e+07,1,0,0,0,0.01,0.05,-0.1,0,0,0,0.13,0,0,0
9379,1.7362e+07,1,0,0,0,0.01,0.05,-0.5,0,0,0,0.44,0,0,0
9420,1.7372e+07,1,0,0,0,0.01,0.05,-0.5,0,0,0,0.44,0,0,0
9460,1.7382e+07,1,0,0,0,0.01,0.05,-0.5,0,0,0,0.44,0,0,0
9502,1.7392e+07,1,0,0,0,0.01,0.05,-0.5,0,0,0,0.44,0,0,0
9546,1.7402e+07,1,0,0,0,0.01,0.05,-0.5,0,0,0,0.44,0,0,0
9587,1.7412e+07,1,0,0,0,0.01,0.05,-0.5,0,0,0,0.44,0,0,0
9627,1.7422e+07,1,0,0,0,0.01,0.05,-0.5,0,0,0,0.44,0,0,0
9670,1.7432e+07,1,0,0,0,0.01,0.05,-0.5,0,0,0,0.44,0,0,0
9711,1.7442e+07,1,0,0,0,0.01,0.05,-0.5,0,0,0,0.44,0,0,0
9748,1.7452e+07,1,0,0,0,0.01,0.05,-0.5,0,0,0,0.44,0,0,0
9790,1.7465e+07,1,0,0,0,0.02,0.05,-0.5,0,0,0,0.44,0,0,0
9831,1.7475e+07,1,0,0,0,0.02,0.05,-0.5,0,0,0,0.47,0,0,0
9871,1.7485e+07,1,0,0,0,0.02,0.05,-0.5,0,0,0,0.47,0,0,0
9912,1.7495e+07,1,0,0,0,0.02,0.05,-0.5,0,0,0,0.47,0,0,0
9958,1.7505e+07,1,0,0,0,0.02,0.05,-0.5,0,0,0,0.47,0,0,0
10000,1.7515e+07,1,0,0,0,0.02,0.05,-0.5,0,0,0,0.47,0,0,0
10040,1.7525e+07,1,0,0,0,0.02,0.05,-0.5,0,0,0,0.47,0,0,0
10081,1.7535e+07,1,0,0,0,0.02,0.05,-0.5,0,0,0,0.47,0,0,0
10120,1.7545e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,0.47,0,0,0
10159,1.7555e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,-0.62,0,0,0
10200,1.7565e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,-0.62,0,0,0
10240,1.7575e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,-0.62,0,0,0
10282,1.7585e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,-0.62,0,0,0
10322,1.7595e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,-0.62,0,0,0
10368,1.7605e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,-0.62,0,0,0
10409,1.7615e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,-0.62,0,0,0
10449,1.7625e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,-0.62,0,0,0
10491,1.7635e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,-0.62,0,0,0
10528,1.7648e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,0.5,0,0,0
10570,1.7658e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,0.5,0,0,0
10612,1.7668e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,0.5,0,0,0
10653,1.7678e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,0.5,0,0,0
10694,1.7688e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,0.5,0,0,0
10737,1.7698e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,0.5,0,0,0
10780,1.7709e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,0.5,0,0,0
10820,1.7719e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,0.5,0,0,0
10861,1.7729e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,0.5,0,0,0
10904,1.7739e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,0.5,0,0,0
10944,1.7752e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,0.5,0,0,0
10987,1.7762e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,-0.01,0,0,0
11027,1.7772e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,-0.01,0,0,0
11068,1.7782e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,-0.01,0,0,0
11108,1.7792e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,-0.01,0,0,0
11156,1.7802e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,-0.01,0,0,0
11197,1.7812e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,-0.01,0,0,0
11237,1.7822e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,-0.01,0,0,0
11279,1.7832e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,-0.01,0,0,0
11319,1.7842e+07,1,0,0,0,0.02,0.06,-0.5,0,0,0,-0.01,0,0,0
11357,1.7852e+07,1,0,0,0,0.02,0.07,-0.5,0,0,0,-0.01,0,0,0
11398,1.7862e+07,1,0,0,0,0.02,0.07,-0.5,0,0,0,-0.01,0,0,0
11442,1.7875e+07,1,0,0,0,0.02,0.07,-0.5,0,0,0,0.38,0,0,0
11483,1.7885e+07,1,0,0,0,0.02,0.07,-0.5,0,0,0,0.38,0,0,0
11525,1.7895e+07,1,0,0,0,0.02,0.07,-0.5,0,0,0,0.38,0,0,0
11570,1.7905e+07,1,0,0,0,0.02,0.07,-0.5,0,0,0,0.38,0,0,0
11611,1.7915e+07,1,0,0,0,0.02,0.07,-0.5,0,0,0,0.38,0,0,0
11651,1.7925e+07,1,0,0,0,0.02,0.07,-0.5,0,0,0,0.38,0,0,0
11692,1.7935e+07,1,0,0,0,0.02,0.07,-0.5,0,0,0,0.38,0,0,0
11734,1.7945e+07,1,0,0,0,0.02,0.07,-0.5,0,0,0,0.38,0,0,0
11772,1.7955e+07,1,0,0,0,0.01,0.07,-0.39,0,0,0,0.38,0,0,0
11813,1.7965e+07,1,0,0,0,0.01,0.07,-0.39,0,0,0,-0.09,0,0,0
11856,1.7976e+07,1,0,0,0,0.01,0.07,-0.39,0,0,0,-0.09,0,0,0
11897,1.7985e+07,1,0,0,0,0.01,0.07,-0.39,0,0,0,-0.09,0,0,0
11939,1.7996e+07,1,0,0,0,0.01,0.07,-0.39,0,0,0,-0.09,0,0,0
11984,1.8006e+07,1,0,0,0,0.01,0.07,-0.39,0,0,0,-0.09,0,0,0
12024,1.8016e+07,1,0,0,0,0.01,0.07,-0.39,0,0,0,-0.09,0,0,0
12066,1.8026e+07,1,0,0,0,0.01,0.07,-0.39,0,0,0,-0.09,0,0,0
12110,1.8041e+07,1,0,0,0,0.01,0.07,-0.5,0,0,0,-0.09,0,0,0
12151,1.8051e+07,1,0,0,0,0.01,0.07,-0.5,0,0,0,-0.09,0,0,0
12191,1.8061e+07,1,0,0,0,0.01,0.07,-0.5,0,0,0,0.59,0,0,0
12234,1.8071e+07,1,0,0,0,0.01,0.07,-0.5,0,0,0,0.59,0,0,0
12274,1.8081e+07,1,0,0,0,0.01,0.07,-0.5,0,0,0,0.59,0,0,0
12316,1.8091e+07,1,0,0,0,0.01,0.07,-0.5,0,0,0,0.59,0,0,0
12359,1.8101e+07,1,0,0,0,0.01,0.07,-0.5,0,0,0,0.59,0,0,0
12401,1.8111e+07,1,0,0,0,0.01,0.07,-0.5,0,0,0,0.59,0,0,0
12447,1.8123e+07,1,0,0,0,0.01,0.07,-0.5,0,0,0,0.59,0,0,0
12487,1.8133e+07,1,0,0,0,0.01,0.07,-0.5,0,0,0,0.59,0,0,0
12532,1.8146e+07,1,0,0,0,0.01,0.08,-0.5,0,0,0,0.59,0,0,0
12569,1.8156e+07,1,0,0,0,0.01,0.08,-0.5,0,0,0,0.84,0,0,0
12610,1.8167e+07,1,0,0,0,0.01,0.08,-0.5,0,0,0,0.84,0,0,0
12651,1.8177e+07,1,0,0,0,0.01,0.08,-0.5,0,0,0,0.84,0,0,0
12693,1.8187e+07,1,0,0,0,0.01,0.08,-0.5,0,0,0,0.84,0,0,0
12734,1.8197e+07,1,0,0,0,0.01,0.08,-0.5,0,0,0,0.84,0,0,0
12778,1.8207e+07,1,0,0,0,0.01,0.08,-0.5,0,0,0,0.84,0,0,0
12819,1.8217e+07,1,0,0,0,0.01,0.08,-0.5,0,0,0,0.84,0,0,0
12859,1.8227e+07,1,0,0,0,0.01,0.08,-0.5,0,0,0,0.84,0,0,0
12901,1.8237e+07,1,0,0,0,0.01,0.08,-0.5,0,0,0,0.84,0,0,0
12939,1.8247e+07,1,0,0,0,0.01,0.08,-0.5,0,0,0,0.84,0,0,0
12976,1.8257e+07,1,0,0,0,0.01,0.08,-0.37,0,0,0,0.84,0,0,0
13017,1.8267e+07,1,0,0,0,0.01,0.08,-0.37,0,0,0,0.62,0,0,0
13058,1.8277e+07,1,0,0,0,0.01,0.08,-0.37,0,0,0,0.62,0,0,0
13100,1.8287e+07,1,0,0,0,0.01,0.08,-0.37,0,0,0,0.62,0,0,0
13140,1.8298e+07,1,0,0,0,0.01,0.08,-0.37,0,0,0,0.62,0,0,0
13185,1.8307e+07,1,0,0,0,0.01,0.08,-0.37,0,0,0,0.62,0,0,0
13225,1.8317e+07,1,0,0,0,0.01,0.08,-0.37,0,0,0,0.62,0,0,0
13268,1.8327e+07,1,0,0,0,0.01,0.08,-0.37,0,0,0,0.62,0,0,0
13309,1.8338e+07,1,0,0,0,0.01,0.08,-0.37,0,0,0,0.62,0,0,0
13347,1.8351e+07,1,0,0,0,0,0.08,-0.5,0,0,0,0.22,0,0,0
13387,1.8361e+07,1,0,0,0,0,0.08,-0.5,0,0,0,0.22,0,0,0
13428,1.8371e+07,1,0,0,0,0,0.08,-0.5,0,0,0,0.22,0,0,0
13470,1.8381e+07,1,0,0,0,0,0.08,-0.5,0,0,0,0.22,0,0,0
