LineNo,TimeUS,Id,Pri,Total,Free,Name
3365,1.5851e+07,16,183,1360,624,0
12666,1.8181e+07,16,183,1360,624,0
22180,2.0549e+07,16,183,1360,624,0
31922,2.2909e+07,16,183,1360,624,0
42136,2.5283e+07,16,183,1360,624,0
52109,2.7667e+07,16,183,1360,624,0
62153,3.0066e+07,16,183,1360,624,0
71990,3.2406e+07,16,183,1360,624,0
82056,3.4825e+07,16,183,1360,624,0
92130,3.7247e+07,16,183,1360,624,0
1.0218e+05,3.9653e+07,16,183,1360,624,0
1.1185e+05,4.197e+07,16,183,1360,624,0
1.2187e+05,4.4365e+07,16,183,1360,624,0
1.318e+05,4.6778e+07,16,183,1360,624,0
1.4168e+05,4.9144e+07,16,183,1360,624,0
1.5181e+05,5.1583e+07,16,183,1360,624,0
1.6159e+05,5.3926e+07,16,183,1360,624,0
1.7152e+05,5.6297e+07,16,183,1360,624,0
1.8117e+05,5.8594e+07,16,183,1360,624,0
1.909e+05,6.0945e+07,16,183,1360,624,0
2.0081e+05,6.3343e+07,16,183,1360,624,0
2.1064e+05,6.5687e+07,16,183,1360,624,0
2.2073e+05,6.8099e+07,16,183,1360,624,0
2.3081e+05,7.05e+07,16,183,1360,624,0
2.412e+05,7.2965e+07,16,183,1360,624,0
2.514e+05,7.5357e+07,16,183,1360,624,0
2.6155e+05,7.7724e+07,16,183,1360,624,0
2.7165e+05,8.0077e+07,16,183,1360,624,0
2.8174e+05,8.244e+07,16,183,1360,624,0
2.9204e+05,8.4853e+07,16,183,1360,624,0
