LineNo,TimeUS,Id,Pri,Total,Free,Name
7150,1.6791e+07,3,60,656,400,0
16536,1.9143e+07,3,60,656,400,0
25983,2.1494e+07,3,60,656,400,0
36055,2.387e+07,3,60,656,400,0
46115,2.6239e+07,3,60,656,400,0
56286,2.8665e+07,3,60,656,400,0
66040,3.0998e+07,3,60,656,400,0
76274,3.3435e+07,3,60,656,400,0
86170,3.5826e+07,3,60,656,400,0
96224,3.8224e+07,3,60,656,400,0
1.061e+05,4.0598e+07,3,60,656,400,0
1.1587e+05,4.294e+07,3,60,656,400,0
1.2579e+05,4.5304e+07,3,60,656,400,0
1.3579e+05,4.7731e+07,3,60,656,400,0
1.4582e+05,5.0155e+07,3,60,656,400,0
1.5571e+05,5.2515e+07,3,60,656,400,0
1.6564e+05,5.4901e+07,3,60,656,400,0
1.7546e+05,5.7231e+07,3,60,656,400,0
1.8527e+05,5.9584e+07,3,60,656,400,0
1.949e+05,6.1908e+07,3,60,656,400,0
2.0492e+05,6.4327e+07,3,60,656,400,0
2.1494e+05,6.6713e+07,3,60,656,400,0
2.2487e+05,6.9085e+07,3,60,656,400,0
2.3501e+05,7.1508e+07,3,60,656,400,0
2.4521e+05,7.39e+07,3,60,656,400,0
2.5541e+05,7.6292e+07,3,60,656,400,0
2.657e+05,7.8692e+07,3,60,656,400,0
2.7571e+05,8.1024e+07,3,60,656,400,0
2.8594e+05,8.3424e+07,3,60,656,400,0
2.9624e+05,8.584e+07,3,60,656,400,0
