LineNo,TimeUS,Id,Pri,Total,Free,Name
10139,1.7554e+07,10,60,656,184,0
19594,1.9913e+07,10,60,656,184,0
28996,2.2232e+07,10,60,656,184,0
39427,2.4646e+07,10,60,656,184,0
49454,2.7031e+07,10,60,656,184,0
59393,2.9406e+07,10,60,656,184,0
69207,3.1752e+07,10,60,656,184,0
79278,3.4172e+07,10,60,656,184,0
89338,3.6586e+07,10,60,656,184,0
99391,3.8996e+07,10,60,656,184,0
1.092e+05,4.1341e+07,10,60,656,184,0
1.1896e+05,4.3679e+07,10,60,656,184,0
1.2894e+05,4.6062e+07,10,60,656,184,0
1.3904e+05,4.8508e+07,10,60,656,184,0
1.4897e+05,5.0903e+07,10,60,656,184,0
1.5899e+05,5.3307e+07,10,60,656,184,0
1.6879e+05,5.5657e+07,10,60,656,184,0
1.7848e+05,5.7954e+07,10,60,656,184,0
1.8828e+05,6.0306e+07,10,60,656,184,0
1.9802e+05,6.2663e+07,10,60,656,184,0
2.0796e+05,6.5051e+07,10,60,656,184,0
2.1808e+05,6.746e+07,10,60,656,184,0
2.2808e+05,6.985e+07,10,60,656,184,0
2.3837e+05,7.2307e+07,10,60,656,184,0
2.4847e+05,7.4671e+07,10,60,656,184,0
2.5884e+05,7.7094e+07,10,60,656,184,0
2.6886e+05,7.9419e+07,10,60,656,184,0
2.79e+05,8.1798e+07,10,60,656,184,0
2.8923e+05,8.4188e+07,10,60,656,184,0
2.9939e+05,8.658e+07,10,60,656,184,0
