LineNo,TimeUS,Instance,RPM,RawRPM,Volt,Curr,Temp,CTot,MotTemp,Err
1775,15447273,0,0,0,15.91,0.03,34,0,0,0
2198,15558894,0,0,0,15.91,0.03,34,0,0,0
2615,15661687,0,0,0,15.9,0.03,34,0,0,0
3027,15762032,0,0,0,15.91,0.03,34,0,0,0
3481,15876003,0,0,0,15.91,0.02,34,0,0,0
3892,15979586,0,0,0,15.9,0.02,34,0,0,0
4345,16089768,0,0,0,15.91,0.03,34,0,0,0
4726,16190473,0,0,0,15.91,0.03,34,0,0,0
5139,16293025,0,0,0,15.91,0.03,34,0,0,0
5589,16403262,0,0,0,15.9,0.03,34,0,0,0
5997,16503631,0,0,0,15.9,0.03,34,0,0,0
6454,16615566,0,0,0,15.91,0.03,34,0,0,0
6865,16718277,0,0,0,15.91,0.03,34,0,0,0
7276,16817964,0,0,0,15.91,0.03,34,0,0,0
7692,16924120,0,0,0,15.9,0.02,34,0,0,0
8144,17034761,0,0,0,15.91,0.02,34,0,0,0
8554,17135151,0,1,128,15.89,0.03,34,0,0,0
8996,17248576,0,153,514,15.89,0.09,34,0,0,0
9353,17353907,0,556,971,15.86,0.15,34,0,0,0
9766,17458770,0,984,1185,15.88,0.12,34,0,0,0
10177,17561606,0,1188,1242,15.89,0.11,34,0,0,0
10627,17672317,0,1244,1271,15.88,0.09999999,34,0,0,0
11042,17775827,0,1271,1285,15.89,0.09999999,34,0,0,0
11457,17878310,0,1285,1285,15.89,0.09999999,34,0,0,0
11871,17979652,0,1285,1300,15.89,0.09,34,0,0,0
12296,18089599,0,1300,1300,15.89,0.09,34,0,0,0
12711,18193133,0,1300,1300,15.89,0.09,34,0,0,0
13161,18303861,0,1300,1300,15.89,0.09,34,0,0,0
14022,18518573,0,1300,1300,15.89,0.09,34,0,0,0
14435,18618920,0,1300,1300,15.89,0.09999999,34,0,0,0
14888,18730674,0,1300,1300,15.89,0.09999999,34,0,0,0
15299,18833295,0,1300,1300,15.89,0.09,34,0,0,0
15711,18937292,0,1300,1300,15.89,0.09,34,0,0,0
16120,19037277,0,1300,1300,15.89,0.09999999,34,0,0,0
16571,19147789,0,1300,1300,15.88,0.09999999,34,0,0,0
16983,19257433,0,1300,1300,15.89,0.09999999,34,0,0,0
17395,19363873,0,1299,1285,15.89,0.09999999,34,0,0,0
17812,19468249,0,1285,1285,15.89,0.09999999,34,0,0,0
