LineNo,TimeUS,Id,Pri,Total,Free,Name
2989,1.575e+07,15,181,656,256,0
12209,1.8067e+07,15,181,656,256,0
21770,2.0448e+07,15,181,656,256,0
31477,2.281e+07,15,181,656,256,0
41692,2.5181e+07,15,181,656,256,0
51671,2.7564e+07,15,181,656,256,0
61569,2.9931e+07,15,181,656,256,0
71498,3.2293e+07,15,181,656,256,0
81567,3.4711e+07,15,181,656,256,0
91640,3.7132e+07,15,181,656,256,0
1.0173e+05,3.9545e+07,15,181,656,256,0
1.1144e+05,4.1866e+07,15,181,656,256,0
1.2129e+05,4.4231e+07,15,181,656,256,0
1.311e+05,4.6585e+07,15,181,656,256,0
1.412e+05,4.9033e+07,15,181,656,256,0
1.5122e+05,5.1442e+07,15,181,656,256,0
1.6114e+05,5.3818e+07,15,181,656,256,0
1.7108e+05,5.6195e+07,15,181,656,256,0
1.8071e+05,5.8489e+07,15,181,656,256,0
1.9053e+05,6.0851e+07,15,181,656,256,0
2.004e+05,6.3244e+07,15,181,656,256,0
2.1019e+05,6.558e+07,15,181,656,256,0
2.2029e+05,6.7994e+07,15,181,656,256,0
2.304e+05,7.0403e+07,15,181,656,256,0
2.4071e+05,7.2851e+07,15,181,656,256,0
2.5081e+05,7.5218e+07,15,181,656,256,0
2.6114e+05,7.7627e+07,15,181,656,256,0
2.712e+05,7.9975e+07,15,181,656,256,0
2.813e+05,8.2335e+07,15,181,656,256,0
2.9158e+05,8.4746e+07,15,181,656,256,0
3.0178e+05,8.7127e+07,15,181,656,256,0
