LineNo,TimeUS,IMU,VibeX,VibeY,VibeZ,Clip
213,1.5038e+07,1,0,0,0,0
316,1.5072e+07,1,0,0,0,0
658,1.5134e+07,1,0,0,0,0
771,1.515e+07,1,0,0,0,0
884,1.5165e+07,1,0,0,0,0
997,1.5183e+07,1,0,0,0,0
1228,1.5261e+07,1,0,0,0,0
1612,1.5416e+07,1,0,0,0,0
1690,1.5427e+07,1,0,0,0,0
1732,1.5437e+07,1,0,0,0,0
1772,1.5447e+07,1,0,0,0,0
1813,1.5461e+07,1,0,0,0,0
1856,1.5473e+07,1,0,0,0,0
1898,1.5484e+07,1,0,0,0,0
1943,1.5493e+07,1,0,0,0,0
1983,1.5503e+07,1,0,0,0,0
2024,1.5514e+07,1,0,0,0,0
2067,1.5524e+07,1,0,0,0,0
2111,1.5539e+07,1,0,0,0,0
2155,1.5549e+07,1,0,0,0,0
2195,1.5559e+07,1,0,0,0,0
2236,1.5569e+07,1,0,0,0,0
2277,1.5579e+07,1,0,0,0,0
2321,1.5589e+07,1,0,0,0,0
2363,1.5599e+07,1,0,0,0,0
2404,1.5609e+07,1,0,0,0,0
2448,1.5619e+07,1,0,0,0,0
2488,1.5629e+07,1,0,0,0,0
2526,1.564e+07,1,0,0,0,0
2569,1.565e+07,1,0,0,0,0
2609,1.566e+07,1,0,0,0,0
2650,1.567e+07,1,0,0,0,0
2690,1.568e+07,1,0,0,0,0
2735,1.569e+07,1,0,0,0,0
2776,1.57e+07,1,0,0,0,0
2817,1.571e+07,1,0,0,0,0
2858,1.572e+07,1,0,0,0,0
2898,1.573e+07,1,0,0,0,0
2940,1.574e+07,1,0,0,0,0
2982,1.575e+07,1,0,0,0,0
3021,1.576e+07,1,0,0,0,0
3063,1.577e+07,1,0,0,0,0
3103,1.578e+07,1,0,0,0,0
3149,1.5791e+07,1,0,0,0,0
3191,1.58e+07,1,0,0,0,0
3232,1.581e+07,1,0,0,0,0
3273,1.5821e+07,1,0,0,0,0
3315,1.5834e+07,1,0,0,0,0
3352,1.5844e+07,1,0,0,0,0
3394,1.5854e+07,1,0,0,0,0
3435,1.5864e+07,1,0,0,0,0
3475,1.5874e+07,1,0,0,0,0
3516,1.5884e+07,1,0,0,0,0
3560,1.5894e+07,1,0,0,0,0
3601,1.5904e+07,1,0,0,0,0
3643,1.5914e+07,1,0,0,0,0
3685,1.5924e+07,1,0,0,0,0
3723,1.5934e+07,1,0,0,0,0
3760,1.5945e+07,1,0,0,0,0
3802,1.5955e+07,1,0,0,0,0
3843,1.5965e+07,1,0,0,0,0
3883,1.5975e+07,1,0,0,0,0
3924,1.5985e+07,1,0,0,0,0
3968,1.5995e+07,1,0,0,0,0
4009,1.6005e+07,1,0,0,0,0
4052,1.6015e+07,1,0,0,0,0
4093,1.6025e+07,1,0,0,0,0
4134,1.6035e+07,1,0,0,0,0
4171,1.6045e+07,1,0,0,0,0
4213,1.6055e+07,1,0,0,0,0
4257,1.6068e+07,1,0,0,0,0
4299,1.6078e+07,1,0,0,0,0
4339,1.6088e+07,1,0,0,0,0
4384,1.6097e+07,1,0,0,0,0
4425,1.6108e+07,1,0,0,0,0
4465,1.6118e+07,1,0,0,0,0
4511,1.6133e+07,1,0,0,0,0
4554,1.6145e+07,1,0,0,0,0
4594,1.6156e+07,1,0,0,0,0
4635,1.6166e+07,1,0,0,0,0
4677,1.6176e+07,1,0,0,0,0
4717,1.6186e+07,1,0,0,0,0
4762,1.6196e+07,1,0,0,0,0
4802,1.6206e+07,1,0,0,0,0
4844,1.6216e+07,1,0,0,0,0
4884,1.6226e+07,1,0,0,0,0
4925,1.6236e+07,1,0,0,0,0
4963,1.6246e+07,1,0,0,0,0
5000,1.6256e+07,1,0,0,0,0
5042,1.6266e+07,1,0,0,0,0
5084,1.6276e+07,1,0,0,0,0
5124,1.6286e+07,1,0,0,0,0
5169,1.6296e+07,1,0,0,0,0
5210,1.6306e+07,1,0,0,0,0
5251,1.6316e+07,1,0,0,0,0
5291,1.6326e+07,1,0,0,0,0
5334,1.6338e+07,1,0,0,0,0
5371,1.6348e+07,1,0,0,0,0
5416,1.6361e+07,1,0,0,0,0
5457,1.6371e+07,1,0,0,0,0
5497,1.6381e+07,1,0,0,0,0
5539,1.6391e+07,1,0,0,0,0
5583,1.6401e+07,1,0,0,0,0
5625,1.6411e+07,1,0,0,0,0
5666,1.6421e+07,1,0,0,0,0
5706,1.6431e+07,1,0,0,0,0
5741,1.6441e+07,1,0,0,0,0
5782,1.6452e+07,1,0,0,0,0
5823,1.6462e+07,1,0,0,0,0
5863,1.6472e+07,1,0,0,0,0
5905,1.6482e+07,1,0,0,0,0
5947,1.6492e+07,1,0,0,0,0
5991,1.6502e+07,1,0,0,0,0
6034,1.6512e+07,1,0,0,0,0
6074,1.6522e+07,1,0,0,0,0
6118,1.6533e+07,1,0,0,0,0
6155,1.6543e+07,1,0,0,0,0
6195,1.6553e+07,1,0,0,0,0
6235,1.6563e+07,1,0,0,0,0
6276,1.6573e+07,1,0,0,0,0
6317,1.6583e+07,1,0,0,0,0
6358,1.6593e+07,1,0,0,0,0
6406,1.6603e+07,1,0,0,0,0
6448,1.6614e+07,1,0,0,0,0
6489,1.6624e+07,1,0,0,0,0
6530,1.6634e+07,1,0,0,0,0
6568,1.6646e+07,1,0,0,0,0
6609,1.6656e+07,1,0,0,0,0
6649,1.6666e+07,1,0,0,0,0
6691,1.6676e+07,1,0,0,0,0
6731,1.6686e+07,1,0,0,0,0
6776,1.6696e+07,1,0,0,0,0
6818,1.6706e+07,1,0,0,0,0
6859,1.6716e+07,1,0,0,0,0
6900,1.6726e+07,1,0,0,0,0
6942,1.6736e+07,1,0,0,0,0
6977,1.6746e+07,1,0,0,0,0
7017,1.6756e+07,1,0,0,0,0
7058,1.6766e+07,1,0,0,0,0
7099,1.6776e+07,1,0,0,0,0
7140,1.6786e+07,1,0,0,0,0
7187,1.6797e+07,1,0,0,0,0
7228,1.6806e+07,1,0,0,0,0
7270,1.6816e+07,1,0,0,0,0
7311,1.6826e+07,1,0,0,0,0
7351,1.6836e+07,1,0,0,0,0
