LineNo,TimeUS,Instance,RPM,RawRPM,Volt,Curr,Temp,CTot,MotTemp,Err
1615,15416435,4,0,0,15.85,0.03,29,0,0,0
2073,15525147,4,0,0,15.85,0.04,29,0,0,0
2494,15630848,4,0,0,15.84,0.04,29,0,0,0
2904,15731747,4,0,0,15.85,0.04,29,0,0,0
3355,15844086,4,0,0,15.85,0.03,29,0,0,0
3769,15949305,4,0,0,15.85,0.04,29,0,0,0
4180,16049026,4,0,0,15.85,0.04,29,0,0,0
5012,16262672,4,0,0,15.85,0.04,29,0,0,0
5422,16362641,4,0,0,15.85,0.04,29,0,0,0
5869,16473794,4,0,0,15.84,0.04,29,0,0,0
6282,16575055,4,0,0,15.85,0.04,29,0,0,0
6737,16688232,4,0,0,15.84,0.04,29,0,0,0
7146,16788162,4,0,0,15.85,0.04,29,0,0,0
7564,16893922,4,0,0,15.85,0.04,29,0,0,0
7974,16994551,4,0,0,15.85,0.04,29,0,0,0
8428,17105283,4,0,0,15.85,0.02,29,0,0,0
8839,17207642,4,5,400,15.83,0.07000000000000001,29,0,0,0
9642,17425829,4,843,1171,15.82,0.14,29,0,0,0
10055,17528668,4,1174,1228,15.83,0.11,29,0,0,0
10468,17631888,4,1230,1271,15.83,0.11,29,0,0,0
10876,17732856,4,1271,1285,15.83,0.11,29,0,0,0
11334,17845323,4,1285,1300,15.83,0.11,29,0,0,0
11749,17948234,4,1300,1300,15.83,0.11,29,0,0,0
12131,18049771,4,1300,1300,15.84,0.11,29,0,0,0
12587,18163110,4,1300,1300,15.83,0.09999999,29,0,0,0
12994,18263686,4,1300,1300,15.83,0.11,29,0,0,0
13443,18374589,4,1300,1300,15.83,0.11,29,0,0,0
13852,18478219,4,1300,1314,15.83,0.09999999,29,0,0,0
14306,18588732,4,1312,1300,15.83,0.11,29,0,0,0
14718,18690086,4,1300,1300,15.83,0.11,29,0,0,0
15128,18792929,4,1300,1300,15.83,0.11,29,0,0,0
15541,18896228,4,1300,1300,15.83,0.09999999,29,0,0,0
15993,19007169,4,1300,1300,15.83,0.11,29,0,0,0
16401,19107889,4,1300,1300,15.83,0.11,29,0,0,0
16860,19224673,4,1300,1300,15.83,0.11,29,0,0,0
17236,19322848,4,1300,1300,15.83,0.09999999,29,0,0,0
17689,19435676,4,1300,1300,15.83,0.11,29,0,0,0
18106,19538330,4,1300,1300,15.83,0.09999999,29,0,0,0
18517,19641587,4,1300,1300,15.83,0.11,29,0,0,0
18968,19752123,4,1300,1300,15.83,0.11,29,0,0,0
19382,19854579,4,1300,1300,15.83,0.11,29,0,0,0
19795,19957043,4,1300,1300,15.83,0.11,29,0,0,0
20207,20059540,4,1300,1300,15.83,0.11,29,0,0,0
21064,20272376,4,1300,1314,15.83,0.11,29,0,0,0
21480,20377189,4,1313,1300,15.83,0.11,29,0,0,0
21886,20478069,4,1300,1300,15.83,0.09999999,29,0,0,0
22341,20590810,4,1300,1300,15.83,0.11,29,0,0,0
22749,20691068,4,1300,1300,15.83,0.11,29,0,0,0
23199,20801878,4,1300,1300,15.83,0.11,29,0,0,0
23617,20904021,4,1300,1300,15.82,0.09999999,29,0,0,0
24033,21006759,4,1300,1300,15.83,0.11,29,0,0,0
24448,21111874,4,1300,1314,15.83,0.09999999,29,0,0,0
24904,21222637,4,1312,1300,15.83,0.09999999,29,0,0,0
25317,21325920,4,1300,1300,15.83,0.09999999,29,0,0,0
25732,21428499,4,1300,1300,15.82,0.09999999,29,0,0,0
26190,21542024,4,1301,1314,15.82,0.12,29,0,0,0
26603,21645092,4,1329,1557,15.78,0.24,29,0,0,0
27016,21748202,4,1579,2114,15.73,0.5600000000000001,29,0,0,0
27470,21857914,4,2131,2314,15.77,0.41,29,0,0,0
27885,21960701,4,2318,2371,15.78,0.38,29,0,0,0
28294,22061033,4,2371,2385,15.77,0.37,29,0,0,0
28767,22178383,4,2388,2414,15.82,0.38,29,0,0,0
29211,22280602,4,2406,2328,15.76,0.45,29,0,0,0
29665,22384721,4,2334,2428,15.75,0.67,29,0,0,0
30116,22490167,4,2452,2828,15.73,0.88,29,0,0,0
30571,22597686,4,2852,3228,15.61,1.17,29,0,0,0
31022,22702032,4,3238,3928,15.51,1.9,29,0,0,0
31516,22815027,4,3972,4614,15.36,2.47,29,0,0,0
31967,22920155,4,4650,5142,15.23,3.06,29,0,0,0
32916,23137842,4,5182,6028,15.14,3.91,29,0,0,0
33366,23241729,4,6022,5942,15.22,3.3,29,0,0,0
33821,23347135,4,5932,5742,15.25,3,29,0,0,0
34284,23455831,4,5733,5600,15.25,2.5,29,1,0,0
34743,23567806,4,5586,5400,15.32,2.2,29,1,0,0
35197,23674627,4,5392,5300,15.23,2.44,29,1,0,0
35652,23780519,4,5294,5157,15.26,2.2,29,1,0,0
36104,23882474,4,5156,5114,15.26,2.09,29,1,0,0
36600,23993292,4,5109,5000,15.23,2.1,29,1,0,0
37044,24095583,4,4996,4814,15.32,1.42,29,1,0,0
37544,24210778,4,4800,4657,15.27,1.75,29,1,0,0
38441,24417828,4,4660,5071,15.17,2.41,29,1,0,0
38933,24532298,4,5078,5185,15.22,2.38,29,1,0,0
